# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P1 	: 요즘 로제계 떠오름
P2 	: 맛잇대 ??
P2 	: 로제 유행.오래가는구먼
P1 	: 떠오른댜
P1 	: 찐이라던데
P1 	: 중국딩면 없어서 안땡기쟈나
P0 	: &name3& 맵찔이인걸 내가 감안못했군..
P0 	: 쏴리....ㅎ..
P2 	: 헿 ... 이정도일줄 몰랏다 나도 ....ㅎ
P2 	: 사줬는데 못먹어서 미안하구먼 ㅠㅠ
P2 	: 중당은 따로사서 넣는건 워뗘
P0 	: &name2& 귀찮아서 안해먹을듯ㅋㅋㅋㅋ
P0 	: 남겨놓우면 오르신 드시겠지..ㅎ
P2 	: 옹 안그래도 먹으라함 ㅋㅋㅋㅋ
P0 	: 오르신입맛엔 맞길..
P0 	: 근데안맞을거같은 예감..ㅋㅋㅋㅋ
P2 	: 아냐 일반 로제 보단 매콤후추맛으로 먹어질듯
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P1 	: 이모티콘만 보내지마여
P1 	: 서운해야
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 신경써서 사줫는데 ㅠㅠ 머슨일 ㅠㅠ
P1 	: 맵질이인것을 어쩌곳어
P2 	: 큐ㅠㅠㅠ 이정도일줄이야
P0 	: ㅋㅋㅋㅋ생각지못해꾼
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 괜차나 ㅎ
P2 	: 매운맛이라 할때 &name4&를 걱정할게 아니라
P1 	: 그랴
P2 	: 날 걱정햇어야햇다
P1 	: 마저
P0 	: ㅋㅋㅋㅋㅋㅋ존웃
P1 	: 존웃ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 괜차나 난 맛있게먹었어
P1 	: 구럼 됐어 우리&name1& 행복했음 됐어
P2 	: 구랴 맛잇더라 매운것만 괜찮으면
P2 	: 로제떡볶이중 신전이 젤 나은거같음
P0 	: 전래공부하기싫다야
P0 	: 나도
P1 	: &name3&선셀님
P0 	: 엽떡안먹어보ㅓㅆ지만 시도할 생각도 안남
P2 	: 후추맛이 쏴악 잡아줘여
P1 	: 두개밖에 안먹어보샸잖아요
P2 	: 5개라구
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니요
P2 	: 아
P1 	: 종류요
P0 	: 2집 말한거임
P1 	: ㅇㅇ
P2 	: 아닐걸 ?
P1 	: 맞소만
P0 	: 배떡 신전
P2 	: 아 다른로제는 찜닭이구나
P1 	: ㅋㅋㅋ
P2 	: 신전 승 !!
P0 	: 아
P0 	: 오르신네
P0 	: 찜닭은 잘되가나
P2 	: 몰렄ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 궁ㄱㅡㅁ
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 묻지도 않나봄
P1 	: 개인 수익이라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 후라이버시
P2 	: 엉ㅋㅋㅋ 관여안함
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 뭐 배달나가면 나간다하던데
P0 	: 그걸로 벌어서
P2 	: 디게 바쁘진 않아보임
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 낚시용품사실듯
P1 	: 어우
P2 	: 낚시 끊음
P2 	: 대향사고 함 치갂ㅎ
P1 	: 끊은거 맞나
P2 	: 치가꼬
P2 	: 엉
P1 	: 왜
P2 	: 레알
P1 	: 뭔데
P2 	: 쥬식하다 대형사고 쳣엇음
P0 	: 먼사고
P2 	: 말하지마라햇음
P0 	: 왜
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 폭망했나
P1 	: 뭔데
P0 	: 뭐어떰
P0 	: 우린데요
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 시부모님 돈으로 하다 다 까자묵엇지 뭐
P1 	: 구슬리는거봐
P1 	: 다 까먹었다고?
P2 	: 반이상을 ...
P2 	: ㅎ
P0 	: 주식 망테크라고하긴하더만
P0 	: 존버하지
P1 	: 규모가 크지 않았니
P0 	: 다시 오를지아나
P2 	: (나중에 코인 건들여서 .....)
P2 	: 속닥속닥
P1 	: 롸{emoji:…}
P0 	: 눼?
P1 	: 찐이다
P0 	: 욕심이 크셨군
P2 	: ㅎ
P1 	: 찐이 나타났어
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 비트코인 대폭망길이라던데...ㅠ
P1 	: 코인이 다했지
P0 	: 그래도 존버라도 하지그랬어
P1 	: 비트코인은 좀 나음
P2 	: 코인도 종류가 많아서 비트코인아니고
P1 	: 잡코인이 찐임
P2 	: 다른거엿음
P2 	: 잡토인인듯
P0 	: ......
P0 	: 인생경험했다치자
P0 	: 낚시는 손절하셨다니
P2 	: 그래
P0 	: 다행
P2 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 좀 지나서 잊을때쯤
P2 	: 낚시하겟지
P0 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 지금은 반성모드임
P0 	: 다시ㅠ코인얘기해줘라
P1 	: 그래도 빚내서 한건 아니자네
P1 	: 그게 다행임
P0 	: 그래
P2 	: 근데 아버지가 쎄빠지게 벌은돈으로
P0 	: 글치
P2 	: 몰래 계좌에 잇던거 빼내서 벌어서 다시 넣을꺼라고
P2 	: 몰래 빼서 햇다가
P0 	: 눼?
P2 	: 와장창
P0 	: 몰래?
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어우
P0 	: 환장....
P0 	: 나이가몇개요 ㅠㅠㅠㅠ
P2 	: 아버님 극대노
P1 	: &name3& 옆에서 멘탈 어쩔
P2 	: 어머님은 모르심
P0 	: 그러게
P1 	: 괜히 니가 졸라 힘들었을거같음
P2 	: 아버님은 나도 모르는줄 아심
P0 	: 니도몰랐다해라
P0 	: ㅇㅇ
P1 	: 어우
P1 	: 머선일이고
P2 	: 졸라 나도 모르게 일저지르고 나서
P2 	: 지금 상황이 이렇다 하길래
P2 	: 어엉 ??
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그러더니 장모님한테 돈좀 빌리면 안될까
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 혼자또얼마나 머리싸맸을거임
P0 	: 눼??
P0 	: 먼소리야....
P2 	: 어어어엉 ???
P2 	: 그래까고 근 몇주를 피말리게 지내다가
P2 	: 계속 내려가는곀ㅋㅋㅋㅋ 돈은 구할데없고
P0 	: 도라버려..
P2 	: 대출을 받니 마니 어쩌니 난리도 아니엇다가 ㅋㅋㅋㅋㅋ
P0 	: 먼짓이야
P1 	: 미친{emoji:…}
P0 	: 큽
P2 	: 어머님이 계좌 돈이 빈다고 그래가지고
P1 	: 내 같음 멘탈 존나 나갔을듯
P2 	: 아버님 전화와서
P0 	: 엉
P1 	: 어우
P0 	: 도라버려...
P2 	: 석고대죄
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시부모님이 미래에 그얘기하시면
P1 	: 어우
P0 	: 니는 몰랐단거임
P2 	: 주야모르게 그랫다 도와죠
P0 	: 오르신 단속도 하고요
P2 	: 해가지고 아버님 비상금으로 메꾸고
P0 	: 하이고
P2 	: 쥐죽은듯이 지냄
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야야
P0 	: 꾸준히 후려쳐라
P0 	: 그걸로
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 투잡을 뛰니 마니
P2 	: 난리도 아니었다증말
P0 	: ㅋㅋㅋㅋㅋ이미 투잡아닌교
P2 	: 더 뛰는거지 뭐
P1 	: 내 멘탈이 나갈듯
P0 	: 나도
P2 	: 요즘 그래서 밥먹으면 설거지 꼬박하고
P2 	: 이상함
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다시 회복되서 주식의 ㅈ 꺼내면
P2 	: 주식앱 다지웟대
P0 	: 다시 이얘기로 휴려쳐라
P1 	: ㅋ 꺼내면 어쩔거야
P0 	: 모른다또
P2 	: 그래서 내가 계좌나 지우라함
P0 	: 뉴스에서
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 계좌를 삭제해야함
P0 	: 주식 상승한다고
P0 	: 어쩌네하면
P0 	: 다시 햐볼까...싶은게
P2 	: 근데 그뒤로 얘기 안꺼냄
P0 	: 사람마음임
P1 	: 맞음
P1 	: 그게 문제임
P0 	: 도박중독이 괜히있겠나
P1 	: 뉴스에서 난리나면
P2 	: 몇천이 왓다갓다한거라
P0 	: 주식도 중독이라던데
P1 	: 또 드릉드릉함
P2 	: 이제 안할듯
P0 	: 아님  모른다...ㅠ
P1 	: 요즘 주식장 좋다고
P0 	: ㅇㅇ
P1 	: 막 그런 소리 둘리고 하면
P1 	: 소액으로 하다가
P2 	: 그래도 난 몰라 발뺄껴
P1 	: 또 커짐
P0 	: ㅇㅇ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 백푸로재나
P0 	: 후려쳐라
P2 	: 으휴 하고 등짝이나
P2 	: 때려야지 뭐
P2 	: 알아서 해결해
P2 	: 몰라나는
P0 	: 아버님돈이였으니깐 이망정이지
P0 	: 집담보이런거했음 우리 길거리에 내앉아야했다고
P2 	: 그래 생활비나 모아놧던 돈이엇음
P2 	: ㅎ
P2 	: 아찔
P1 	: 아찔하다
P0 	: 후려쳐
P1 	: 자식도 둘인데
P0 	: 내말이..
P2 	: 이미 꽤 되엇단다
P2 	: ㅎㅎㅎㅎㅎ
P0 	: 소호름
P1 	: &name3& 멘탈이 찐임
P0 	: 그러게
P0 	: 대단하다이
P2 	: 알바몬 깔앗쟈나
P0 	: 꼴도보기싫었을듯
P1 	: 나는 이혼하네 마네 지랄하고 난리났을둣
P0 	: ㅠㅠㅠㅠ
P0 	: 장모님 돈꺼내는순간 ㅈㄹㅈㄹ
P1 	: 몸만 들고 나가라했다 나는
P2 	: 자꾸빌렷다 갚은된다고 그러는데
P0 	: 니가뭔데 우리엄마돈을 빌려달라마라 그러내고
P2 	: 그럼 얼마씩 어떻게 갚을껀지
P0 	: 빌려서깦을 깜냉이면 애초에 왜빌려요ㅠㅠㅠㅠ
P2 	: 구체적으로 얘기해달라하니 뭐 찜닭번걸로 갚은되고 머시기 하길래
P1 	: 뷸가능
P0 	: 어후
P2 	: 율엄마 안빌려줄걸 머라면서 빌리냐고
P0 	: &name3& 대인배여
P2 	: 이유를 머라하냐고 나는 입 못뗀다
P1 	: 대인배여
P2 	: 오빠가 얘기해라
P1 	: 보살 오브 보살
P0 	: 어머니가 돈이있어야 그거도 고려대상이지
P2 	: 하니 자기도 못하니깤ㅋㅋㅋㅋ
P2 	: 흐지부지
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어케 하냐고
P0 	: 자기가 말할 깡이없구요ㅠ
P0 	: 니보고 말해달란 소리였네
P0 	: ㅋ
P2 	: 엉ㅋㅋㅋㅋ
P1 	: 진짜 뭐냐
P0 	: {emoji}
P1 	: 어우
P0 	: 대분노
P1 	: 진짜
P2 	: ㅋㅋㅋㅋㅋ 이해안갔지만 오죽하면 그럴까 싶어거
P0 	: 그래....
P2 	: 걍 말해볼까 못말하겟다
P0 	: 다시는 ㅈ 자 꺼내면
P0 	: 손모가지를
P1 	: 애 돌잔치는 어쩔{emoji:…}
P2 	: 계속 그럇음
P0 	: 분지른다해라
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이제 안하겟지 또하다 걸리면
P0 	: 아니다 우리가 갈게 ㅎ
P2 	: 걍 무시해야지 뭐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 알아서 하소
P1 	: 찐으로 이건
P0 	: {emoji}
P1 	: 투자가 아니라
P1 	: 도박이었네
P2 	: 엉
P2 	: 큰돈이 돈이 벌어지니까
P0 	: 원래 초반에는
P2 	: 함 빠짝 벌고 넣어놓음되겟다
P0 	: 잘번다고 하더라
P2 	: 셒엇겟지
P0 	: 운빨로
P1 	: 원래 초심자의 행운임
P2 	: 뮤ㅓ 하지마라해도 못그만두는데 뭐
P0 	: 손절했었어야ㅠㅠㅍㅍㅍ
P2 	: 저렇게 데이고 놔야
P0 	: 그 맛에 들렸었군
P0 	: 큽
P2 	: 그만두지
P0 	: 혼자 또 괴로웠겠너
P0 	: 노답이니..ㅋㅋㅋㅋ
P2 	: 돌잔치는 집에서 하니깐요 뭐 ㅋㅋㅋ
P0 	: 쪕...
P2 	: 걍 눈뜨면 한숨이엇음
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 둘다
P0 	: 아버님한테 잘해드려야겠너
P2 	: 하아....
P0 	: 아이고
P1 	: 미친{emoji:…}
P0 	: 시엄마 아는날엔
P1 	: 분위기 진짜 족같았울둣
P2 	: 아버님한테도 지가 잘해야되는데
P0 	: 뒤집어진다진짜
P2 	: 내보고 &name5&데리고 얼굴보여드리러 가라고
P0 	: 말만하면 뭐하냐고요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 환장
P1 	: 롸
P0 	: 자기가가야지
P0 	: 대환장
P0 	: 대리효도야 뭐야
P1 	: 먼데
P0 	: 효도는 셀프다ㅡㅡ
P2 	: 자기는 미안해서 ??
P1 	: 본인이 잘하면 따라옴
P0 	: 도랏
P2 	: 죄송해서 죄값치뤄야한다곸ㅋㅋ
P0 	: 뭔 개솔
P2 	: 일을 더한대
P0 	: 가서 말동무도 하고
P0 	: 술도 같이 한잔해드리고
P2 	: 벌어서 돈갚아야한다고
P0 	: ㅡㅡ
P2 	: 모르겟다 ㅎ
P0 	: 쉬는날에 가야지
P0 	: 셀프효도다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 말해줘라
P2 	: 자꾸 혼자는 못가고 ㅋㅋㅋㅋ
P1 	: 좀 어이가 없노
P0 	: 어
P2 	: 나보고 가자하거나 &name5& 데리고 가거나
P2 	: 뭐 그러지
P2 	: ㅋ
P0 	: 사고는 본인이치고 사죄는 &name3&가하나
P1 	: 흐어
P0 	: 우리아빠랑 똑같노
P0 	: 맨날 엄마끌고감
P1 	: 아빠 디스ㅋㅋㅋ
P0 	: 혼자가면 될걸
P2 	: 심지어 나는 다아는데 모른척 아버님~ 하기도 불편한디
P2 	: ㅋㅋㅋㅋㅋ
P2 	: 그러고잇다
P0 	: 작은아빠는 혼자서 왔다가 갔다가 잘만하는데
P0 	: ㅡㅡ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 왜그러나 몰라
P2 	: 본인이 불편하면
P0 	: 혼자가서 해라하라
P2 	: 다른집 딸은 오죽하게요
P0 	: 나는 더불편하다 해
P0 	: 그래
P2 	: 모르는기라
P0 	: 그말을 하시긔
P2 	: 그래도 &name5&좀 데리고 가라 쌩떼씀
P1 	: 하{emoji:…}
P0 	: 노답이네
P1 	: 왜 그럼 진짜
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 댜롸낮ㅇ
P0 	: 우리가
P1 	: 나이 몇살이긔
P1 	: 남의 집도 아니고 자기집이자나
P0 	: 옆에서 세마디쯤 해줘야하나
P2 	: 안돼 너네 나서면 말한거 티나쟈나
P1 	: 아냐
P2 	: ㅠㅠㅠㅠ
P1 	: 해봐야 기분만 나쁘고
P1 	: 서로 좋을서 없음
P2 	: 그래 ㅠㅠ
P0 	: 애초에 글러먹은것
P2 	: 지가 깨달아야하는데
P0 	: 나이가 몇개여
P1 	: 자존감 졸라 낮을듯 지금
P2 	: 그래도 요즘엔 어디서 교육받앗는지
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 내가 밥하면 설거지 알아서 하고
P1 	: 원래 해야하는덧
P2 	: 내가 밥 안하면 오르신이 함
P0 	: 앞으로 계속해야지
P2 	: 얼마나 갈지 모르겟지만
P0 	: 지금 &name3&구리모드라서
P1 	: 원래가 이상했던것
P0 	: 그런거아니가
P2 	: 집도 치워주고
P2 	: 청소기도 돌려줌
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 계속하라해라
P1 	: 이것도 어이가 없다 증말
P0 	: ㅋ
P1 	: 평소에나 할것이지
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 죄가 있으니까 하는거 아녀
P0 	: 애초에 같이해야하는일이였던거
P2 	: 하니까 아무소리안함
P1 	: 하{emoji:…} 증말
P2 	: 가끔 고맙네 하고 애기나해주지
P0 	: 그러다가
P0 	: 또 삔또상해가지고
P0 	: 해줘도
P0 	: 고맙다고안하고
P2 	: ㅋㅋㅋㅋㅋ
P0 	: 투정만 한다는둥 니는 불만만 많다는둥
P2 	: 팽하는거아니냐
P0 	: 백퍼다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그러고 때려치움
P0 	: 안봐도 각나옴 ㅋ
P2 	: 어제 줠라 너무 귀차나서 진짜 아무것도 안하고 저녁에 짜장면 시캬먹엇는데
P0 	: 엉
P2 	: 배달 먹는것도 눈치보이쟈나
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 본인이 왜그랬어
P2 	: 그래서 오늘 밥 뚝딱뚝딷 차려주구요
P2 	: ㅎ
P0 	: 안그랬으면 눈치볼일도없는것
P0 	: 토끼같은 마누라랑자식 먹고싶은거도 눈치보게하냐 ㅠ
P1 	: 흐어
P2 	: 돈아껴야한다곸ㅋㅋ
P1 	: 아니 본인이 까먹고
P0 	: {emoji}
P1 	: 왜 또 여기서 아끼래{emoji:…}ㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 원래도 뭐 우리 씀씀이면
P2 	: 더벌거나 아껴야한다며
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 씀씀이 꼽히쟈나
P1 	: 알면 낚시를 하지 말았어야죠 진작
P2 	: 그래서 저번에 한번 진짜
P2 	: 나 진짜 오빠한테 하고싶은말 담아둔거 있는데
P2 	: 오빠가 쓰면 아빠의 마음으로 쓰는거고 필요해서 쓰는거고 내가 쓰는건 전부 사치고 쓸데없는 소비냐고
P1 	: 그렇게 생각하는거 같음
P2 	: 나 그거 너무 서운했다고
P1 	: 진심
P2 	: 그러니까 졸라 놀래 ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ왜 놀람
P2 	: 생각치도 못햇나봄ㅋㅋㅋㅋㅋ
P1 	: 우리도 그런식으로 느낄 정도면
P2 	: 아니 많이 쓰긴하잖아
P1 	: 니가 얼마나 느끼겠냐고 그렇게
P2 	: 그래서 아니 요즘 물가에 그정도도 안쓰면 숨만수ㅕ도 몇백인데
P2 	: 손가락 쪽쪽 빨아야 남긴닥ㅎ
P1 	: 진짜 오르신한테 용돈 10줘라
P1 	: 10도 많음
P2 	: 요즘 카드 쓰심
P2 	: 근데 그것도 자기 찜닭버는 돈으로 낸다더니
P2 	: 생활비로 내쟈나
P1 	: 카드도 못쓰는거임 그냥
P2 	: 그럼 그만ㅌ큼 나는 덜써야하는건데
P2 	: 그거가지고 또 뭐라하면 나는 돈벌고 아무것도 못하고 어쩌고
P2 	: 해서 걍 돈 내주고 말음
P1 	: 주위에 본인보다 더 잘 벌어도
P1 	: 용돈 10-15받는 직장인 존많문
P1 	: 우리 회사에 10만원 받고 사는 외벌이 아빠들 졸라 많음
P2 	: 아니 자기도 카드 30-40 나오는거
P1 	: ㅇㅇ
P2 	: 뭐 별거 안쓴다고
P1 	: 별거 안쓰믄데 왜 40이 나와요
P2 	: 주유 담배 뭐 그런거밖에 안한다
P2 	: 그러면서 나보고
P2 	: 많이 쓴다하는건
P2 	: 모순 아니니
P1 	: 담배도 끊어야함 찐이면
P2 	: 많이 안써도 30-40이면 입이 4갠데
P1 	: 진짜 반성하면 담배도 아까워여함
P2 	: 식비며 생필품이며
P1 	: 돈아까워서도 못팜
P2 	: 쟤네도 사람이라 숨만 쉬어도 돈나가는거 똑같은데
P1 	: 입이 4개인데요
P1 	: 입이 성인만 쳐서 두갠줄 아나
P2 	: 그니까 그럼서 나는 헤픈거 지는 뭐 별거안쓴거
P2 	: 그래서 저번에 줠라 토해냄
P1 	: 카드 내역 조져야함
P2 	: 담았던거
P1 	: 흐어 나는 진짜{emoji:…}
P2 	: 그뒤로 서로 돈가지고 안걸들임
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 못참음{emoji:…}
P2 	: 걍 돈얘기 안함
P1 	: 진짜 가만못둠
P2 	: 목소리 키우기 싱ㅎ어스
P1 	: 보살이쟈나 &name3&
P2 	: 에휴
P1 	: 고생많다이
P1 	: 맘 고생 스트레스가 찐임{emoji:…}
P2 	: ㅋㅋㅋㅋ 늘어지는것도 눈치보임 뭔거
P2 	: 5월 한달이 참
P2 	: 길엇단다
P2 	: ㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: 고생해따 일단 지금은 한숨 돌린거제
P2 	: 다 해결된거지 뭐
P2 	: 아버님에게 마음의 빚이 생겻을분
P2 	: 솔직히 나는 없는데
P2 	: 같이 약간 짊어진 기분
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 부부라 그렇지 머
P2 	: 근데 모르는척 해야함
P2 	: 마음의 빚이 잇는데
P1 	: 그래도 다행이다 대출 끌어다 막아볼라했으면 최악으로 갔을듯
P2 	: 몰라야함
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 엉 줠라 알아봣쟈나
P2 	: 둘다 4대보험도 업ㄱ는데
P2 	: 대출 되지도않음
P0 	: 큽....
P1 	: 미틴ㅠㅠㅠ
P2 	: 재직증명이 없고요
P2 	: 돌파구가 없엇음
P2 	: 암담
P1 	: 누나 가게 4대보험 안되나
P2 	: 들엇엇다가 가게 사정 안좋아지니까
P2 	: 뺏지 뭐
P2 	: 한참 됐음 뺀지
P2 	: 진짜 주부대출 이런거밖에 답없엇음
P2 	: 카드론이런겈ㅋㅋㅋㅋㅋㅋ
P1 	: 미친{emoji:…}
P2 	: 아 뭐야
P2 	: 펜하 할시간 지낫노
P1 	: 졸라 쌉노답이었을거 같노
P1 	: 하고 있음
P2 	: 아씌 얘기한다고 까먹
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하지만 이곳얘기가 찐 막장이었달ㅋ가요
P2 	: 지나갓으니 되었다 ㅎ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 고생했다리
P2 	: 웅 ㅋㅋㅋㅋ
P2 	: 설거지하고 &name5& 똥치우고왓다리
P0 	: 난 누워서 노래들음
P2 	: 오늘은 공부 패스에여 ??
P1 	: 누워서 노래를 들어?
P1 	: 카톡은 왜 쉬어
P2 	: 그러게 ㅋㅋㅋㅋㅋ
P2 	: 노네 주말에 여기에 집중해라 증말
P2 	: 나혼자 내버려두지마
P2 	: 심심하다구
P1 	: 어디간겨
P1 	: 남친이랑 통화하는거 아님?
P2 	: 혼나야돼 아주
P1 	: ㅋㅋㅋㅋㅋ그런가바
P1 	: 돌아오지 않네혀
P0 	: 아님
P2 	: 뭐가 아님
P0 	: 남친 친구랑 술마시러갔다
P0 	: 전화안한다고요
P1 	: 그럼 넌
P2 	: 근데 왜 뭐하는데
P0 	: 노래들오
P1 	: 카톡은 왜 안해
P0 	: 폰배경화면 바꿔뚀
P2 	: 노래드릉ㅁ서 답장을 해줘야할거아냐
P0 	: {share:photo}
P0 	: 캬ㅑ캬캬캬
P1 	: 구래
P2 	: 선물같은 소리하네
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 답장을 안해 왜
P2 	: 오함마
P0 	: 몰랐쬬
P0 	: ㅋ
P1 	: 오함맠ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋ선물아니자나 !!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 어딧어 선물 !!!!
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 아맞다 뷔나오고 한 로또
P2 	: 종이쪼가리
P1 	: 존웃ㅋㅋㅋㅋㅋ
P2 	: 헿
P1 	: 오처넌?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 눼
P1 	: 다행이고
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오처넌이
	  어디야
P2 	: 욕구불만이엇나봐
P2 	: 아뇨
P2 	: 종이 쪼가리행
P2 	: 낙첨.
P1 	: 역시
P2 	: 헿
P1 	: 내가 전에 비티에스 꿈 꿨는데
P1 	: 다 서레기였다햇잖니
P2 	: 뽀뽀는 왜햇니
P2 	: 쳇
P2 	: 짜시기말이야
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 설렜니
P2 	: 별 관심도 없는데 나와가지고
P1 	: 뽀뽘ㅋㅋㅋㅋ
P2 	: 입술쪽햇단말야
P0 	: 욕구불만이니
P1 	: 욕구의 문제얐돈걸로
P2 	: 췟
P0 	: 존웃
P2 	: 선호나 서준이가 나왓어야지
P1 	: {share:photo}
P1 	: 우리 &name7&나 봐라
P2 	: 어우 유연해
P2 	: 허리 아프겟는디
P1 	: 얼굴 평온스
P0 	: {share:photo}
P0 	: 내새키 식빵굽는다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 좀 굽는데
P2 	: &name8&는.화난거같은디여
P0 	: 아니오
P2 	: {share:photo}
P2 	: 격렬{censored}
P1 	: ㅋㅋㅋ
P1 	: 안주무세요?
P0 	: ㅋㅋㅋㅋㅋ새나라의 아기는
P0 	: 일찍자야쥬
P1 	: 일찍 주무신다면서요 저분
P2 	: 오늘
P2 	: 맥주타임때매
P0 	: 엉
P2 	: 안자고 저러고잇다
P2 	: {share:video}
P2 	: 내가 누워야하거든
P2 	: &name4&는 진즉자는디
P0 	: 아이곸ㅋㅋㅋㅋ
P0 	: 안녕배웠다고
P0 	: 필살기쓰네
P2 	: 요즘 아빠 출근할때마다
P2 	: 양손 펄럭펄럭
P2 	: 인사햊 ㅁ
P0 	: 존귀겠노
P1 	: 배도환 아저씨{emoji:…}.
P0 	: 아들래미 인사받고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
