# FILE DATA
ID : MDRW2100047086
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 강원
device : 태블릿/패드
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: {emoji}
P0 	: 무섭긴 하더라 현대에 와서 그런 일은  드물겠지만
P1 	: 그래도 그런 내용 알고는 있어야지 원전사고
P1 	: 워낙 국제적으로도 문제됐을 사고니까
P0 	: 응 조금 많이 별로였던게 사후대처로 원전 찌꺼기 치워야하잖아
P0 	: 거기에 군인들 동원하더라
P1 	: 엉
P1 	: 어디 군인들
P0 	: 글쎄 육군 아닐까?
P1 	: 전문인력이 하는게 아닌가 원래??????????
P0 	: 그때는 그런 개념이 부족했어
P1 	: 무슨 죄야ㅠ 군인들은 원전찌꺼기ㅜㅜ
P0 	: 그니까 위험한일에 군인들 동원시키는거보고 간담 서늘했어
P1 	: 그렇지 군인이 약간 상명하복하는 
P1 	: 그런 시스템이라
P0 	: 숨 막혔던게 그 구역에 머물 수 있는 최대 시간이
P1 	: 어어
P0 	: 10초야 그 안에 한번 삽으로 퍼서 밖으로 버려야한단 말이야 근데 계속 그 과정을 반복하던 중에 한 사람이 중독되서 빨리 못 빠져나오는거 보고
P1 	: ???????/
P0 	: 진짜 너무 슬펐어
P1 	: 무슨 중독????//
P0 	: 원전 찌꺼기에 유해물질이 있잖아 그걸 들이마쉬거나 몸에 닿으면 큰일 나거든
P1 	: 아, 근데 그거 닿아서 중독되서 
P1 	: 행동느려지거나하는거구나
P0 	: 일본에서도 그래서 그 지역은 민감하게 보잖아 아예 이주도 못하게끔 금지시켜놓은 현도 있었어
P1 	: 아니 말도안된다 생체실험만안했다뿐이지 거의 당한 사람들은 생명 뺏기는거나 똑같은거잖아
P1 	: ㅜㅜ
P0 	: 누군가는 해야되니까 그랬겠지만 사고 낸 이들 따로 있고, 뒤처리한 이들 따로 있다는게 화가 나지
P1 	: 그런 일이 항상 있기야 하다만, 맞는 말이야 화를 낼땐 내야 잘못된게 반복이 안되지
P1 	: 오 영화를 볼때도 생각 많이하면서 보네 &name1&
P0 	: 영화 최근에 영화를 안 봐서 볼만한거 있어?
P0 	: 본거중에 기억에 남는게 강아지가 주인공으로 나온 영화였는데
P1 	: 옹? 강아지 시점에서? 애니도 아니고?
P1 	: 난 약간 액션 이런거 좋아하는데ㅋㅋㅋㅋㅋ
P1 	: 완전 최근에는 본적이 없어서 가물가물하네ㅠ
P0 	: 베일리어게인
P1 	: 이간 감동 드라마 이런거야?
P0 	: 강아지 시점에서 전개되서 새롭게 다가왔어 이든과의 교감도 따뜻하고 뭉클했고
P0 	: 다큐에 가족 드라마 느낌?
P0 	: 어벤져스 좋아해?
P1 	: 완전 좋아하지!!!
P1 	: 그런거랑 판타지
P1 	: 해리포터 약간이런거 팬이야ㅋㅋㅋㅋㅋ
P1 	: 너 되게 가족적이얌 분위기도 :)
P0 	: 해리포터 이건 알아!
P0 	: 나 근데 이거 아직도 원작소설은 못 봤다?
P1 	: 아 영상만 봤어?
P0 	: 응 영화만
P1 	: ㅋㅋㅋ난 원작 엄청 읽어댔지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ학생때 공주하기 시르면ㅋㅋㅋ
P0 	: 하긴 나도 야자때 문학 읽었어
P1 	: 주구장창 해리포터 잡구 엄마몰래 책읽고ㅋㅋㅋ
P1 	: 공주말고 공부
P1 	: 난 야자는 쨌던 기억이 많은데
P0 	: 아 우린 쨰면 ...
P1 	: ㅋㅋㅋㅋ깔깔 생각만해도 신난다
P0 	: 끌려왔어
P1 	: 야자째기ㅋㅋㅋㅋ
P1 	: 어디서 끌려와ㅋㅋㅋ놀다가?
P0 	: 집 가다가 담임이나 학주한테 잡혀오지
P0 	: 피시방 단골이 어디인지 아니까 피방 가는 애들은 거기서 잡아오고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 당근 안보이는데로 튀지ㅋㅋㅋ
P1 	: 구석탱이 카페나ㅋㅋㅋ
P0 	: 그 시간에 교복입고 돌아다니면 뭐라 안 했어?
P1 	: 딴 학교 애들이랑ㅋㅋㅋㅋ놀러다니구
P1 	: 난 체육복ㅋㅋㅋㅋ
P1 	: 입고 다녔어ㅋㅋㅋ아래위로 초록색 개구리처럼해서
P0 	: 푸하 개구리 맞아 체육복은 다 이상했어
P1 	: 아니 학생이 수업 끝나나보다했겠지뭐
P1 	: 어우
P1 	: 그래도 그때 추억 급 새록새록이네ㅋㅋㅋㅋㅋ정답다 정다워
P0 	: 그때가 좋았지
P0 	: 많이 즐겨뒀어야했는데 아련하네
P1 	: ㅋㅋㅋㅋㅋㅋ내말이ㅋㅋㅋ
P1 	: 나중되면 지금도 좋았다 소리 나오겠지
P1 	: 즐겨야대
P0 	: 언제나 과거는 좋았던 시절
P0 	: 배구 보고 있어?
P1 	: 응
P1 	: 하
P1 	: 아쉽다
P1 	: 뭔가 브라질이 진짜 잘하네
P0 	: 원래 잘하는 나라였으니까
P1 	: 난 예선을 못봐서
P1 	: 이정도로 차이가 나는 줄은 몰랐어
P0 	: 몇개 빼고 아시아 국가 브라질 이겨본 적 없을걸
P1 	: 아 그래? ㅋㅋㅋ
P1 	: 근데 나중에도 넘사벽일거 같기는해
P0 	: 응 도저히 따라갈 수가 없지
P1 	: 드라마는 많이 봐? ㅋㅋㅋ
P1 	: 난 펜트하우스 보구있드아아 후후
P0 	: 최근에 본게 오월의 청춘이었어
P0 	: 이쯤되니 나는 멜로 아니면 안 보는 것 같아
P1 	: 멜로/가족/ 이런거 보는구나
P1 	: 미친 드라마들 잘 안보는구나
P1 	: 쀼의세계
P0 	: 미친 드라마 아 부부의 세계 같은?
P0 	: 그거 엄청 핫했는데
P1 	: 그니까
P0 	: 언제 한번 하나씩 봐봐야지
P0 	: 재밌다고 하는건 이유가 분명하니까
P0 	: 호텔 델루나 봤어???
P1 	: 오 그거 보고 싶어
P1 	: 호텔델루나
P0 	: 하 꼭봐 두번 봐
P1 	: 아이유랑 그 남주
P1 	: 너무 좋은데ㅜㅜ
P0 	: 두번이 뭐야 계속 봐 매력 터진다
P1 	: 어디서 봐
P0 	: 애들 케미도 장난 아니야
P1 	: 나 그 뭐야
P1 	: 넷풀말고는
P1 	: 딴거로는 뭐 본적이 없어
P0 	: 내가 주말에 넷플을 봐볼게 볼만한거 추천해줘
P1 	: 옹 일단 킹덤! 시작이다
P0 	: 아 그 좀비?
P1 	: 응응
P0 	: 결말 어떻게 돼? 다 죽어??
P1 	: 그런건 스타일이 아닌가
P1 	: 아니 아직 결말이 안났어
P1 	: 시즌2까지만? 
P0 	: 좀비물이면 생존확률이 없지 않나
P1 	: 잘 피하고 잇지
P1 	: 주인공들이
P1 	: 전투잘 해내면서
P0 	: 오호 그래 인간승리를 봐야겠네
P1 	: ㅋㅋㅋㅋ결말이 
P0 	: 아이 전투씬까지 나와?
P1 	: 전부 좀비되고 끝나는거면 그거도 엄청 웃기겠네
P1 	: 좀비물이니까 에블바뤼 좀비
P0 	: 너무 뻔할 것 같아
P0 	: 이런 내막에는 인간이 나쁜걸로 나오는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ마자 인간이 
P1 	: 지 욕심 채우려다가 
P1 	: 사단이 생기기 시작하는거지
P0 	: 그니까 이상한거 만들어내서
P1 	: 웅웅
P1 	: 마자 안보고도 명확히 알고 있네! 
P0 	: 우어어 하다가 먹히고 그 다음은 인간사냥이 시작되고
P1 	: 마자 인간은 그 패턴 분석해서 수비하고 다 없애고
P0 	: 전투씬 재밌겠다
P0 	: 좀비는 뭘로 싸우지 항상 맨손으로 나오던데
P1 	: 좀비는 맨손이지
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭔가 불공평해
P0 	: 총,칼질 다 당하는데 맨손으로 맞서야돼
P1 	: 근데 이미 시체잖아ㅋㅋㅋ그래서 이지가 없는 상태고
P0 	: 아 그거 영화 있어
P0 	: 좀비가 되는데도 사고가 가능한
P1 	: 아 그래? 
P1 	: 부산행
P1 	: ㅋㅋㅋㅋㅋㅋㅋ공유 마지막에 사고 살짝 가능하자나
P0 	: 어 그런것처럼 근데 서서히 이성이 사라지는게 아니라
P0 	: 그냥 남아있는 좀비가 나와
P0 	: 부산행 너무 슬펐는데 마지막으로 남은건 임산부와 아이라는게
P1 	: 오? 어떤 영화야 재밋나? 
P0 	: 아직 안 봤어?여름 흥행작이었어
P1 	: 난 근데 징그러운거 안좋아해서
P1 	: 좀비물 원래는 잘 안보는데
P1 	: 킹덤은 궁금해서 시작했다가
P0 	: 별로? 인간의 욕망과 이기적인 심리, 그리고 희생과 이타심이라는 상반된 감정을 중심으로 해
P1 	: 뒤내용도 궁금해서 계속 봤어
P1 	: 오호
P0 	: 킹덤은 궁금할만 할 것 같아 조선좀비실록 웹툰 떠오르더라
P1 	: 오호오?
P0 	: 안 본게 많네 시간되면 봐. 근데 저 웹툰은 점점 산으로 가서 별로 보라고 권하고 싶지는 않아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그럼 안볼래
P1 	: 나는 이쁜 그림체 웹툰이 땡긴다구우
P0 	: 아 이거 그림체 이쁜 웹툰으로 손꼽혀
P0 	: 외모지상주의 같은 웹툰? 그거 그림체 엄청 이쁘던데
P1 	: 어어 마자
P0 	: 너무 길어져서 보다 포기했어
P1 	: 근데 외모지상주의 점점 이상해 져서
P1 	: 보다가 말았어 최근에 한 두세달 안본듯
P1 	: 한번에 몰아봐야지
P0 	: 아 이미테이션
P0 	: 웹툰 그거 꼭 봐 대박이야 스토리, 연출, 작화 모두 잡았어
P1 	: 이미테이션 굿
P1 	: 이번 주말에 찾아볼게 
P0 	: 또 이쁜 그림체 있는데 뮤지션이라고 알아?
P1 	: 움? 아니아니?
P0 	: 이건 그림이 파스텔과 네온 그리고 원색의 강렬함이 섞여있어
P0 	: 전체적으로 선이 여린데 강렬하달까
P1 	: 오홍 웹툰 많이 봤네ㅋㅋㅋ
P0 	: 근데 다 로맨스야
P0 	: 엄청 장르 타네
P1 	: 로맨스 좋아해 후후
P0 	: 그림체 이쁜거 찾다보니까 로맨스만 파게 된 것 같아
P1 	: 혼자 멍때릴 때는 웹툰 보기 좋지! 
P0 	: 맞아 언제 봐도 재미있지
P1 	: 폰게임하는거도 잇나?ㅋㅋㅋ
P1 	: 끊어야 된다 생각하면서도 끊임없이 하고 있는 나를 발견한닼ㅋㅋㅋㅋㅋ
P0 	: 퍼즐게임이랑 아케이드 약간?
P1 	: 그 미스트 플레이로? 
P0 	: 아니 그거 아직 안 해봤는데 지금 리워드브릿지 하고 있어
P1 	: 비슷한 앱인가? ㅋㅋㅋ
P0 	: 이것도 게임하면서 포인트 모으는건데 미스트플레이처럼 시간, 조건에 따라 보상이 늘어나는게 아니라 정해진 포인트지급 조건을 수행해야돼
P0 	: 한 게임당 모을 수 있는것도 정해져있고 노가다야 포인트 모으는건 진작 포기
P1 	: 흠? ㅋㅋㅋㅋ
P1 	: 미스트 플레이 난 딱 한 포인트 맞추고 지울라고ㅋㅋㅋㅋㅋㅋ
P1 	: 억울해서 냅두지만
P1 	: 너무 시간 낭비야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그건 그래 나는 좋아하는 게임이 있어서 그냥 하는 중
P1 	: 나도ㅋㅋㅋㅋ하나
P1 	: 그냥하는 게임있는데
P1 	: 계속 하게돼ㅋㅋㅋㅋ말그대로 타임킬링
P0 	: 맞아 킬링타임 쉬운데 안 지루한게 딱 좋아
P0 	: 게임 한 번 하면 시간 가는 줄 모르고 하게되는것 같아 그래서 요즘은 줄일려고 노력 중
P1 	: 22
P1 	: 제가 그래요ㅋㅋㅋㅋ
P1 	: 게임 효율적으로 생산하려고 게임화면만 주구장창 들여다보는날보면
P1 	: 화가날때가ㅋㅋㅋ슬슬 많아지고 있어
P0 	: 목장 양성 게임할 때가 심하게 그러더라
P0 	: 드레곤 배송 할려고 1시간 동안 열 올리고 있었거든
P1 	: 내가 하는게 지금ㅋㅋㅋ
P1 	: 목장 키우기ㅋㅋ
P1 	: 광산캐고ㅋㅋ
P1 	: 사람들 주문처리하고
P0 	: 처음에는 힐링할려고 시작한건데 스트레스 받고 끝나는 것 같아
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그지ㅋㅋㅋ
P1 	: 동감ㅋㅋㅋㅋㅋ지금도 나는 고통받고 있다
P0 	: 아 매미의 떼창이 그쳤어 밖에 좀 선선해졌나봐
P1 	: 내 집 근처는 없구
P1 	: 저 아래는 울고 있다
P1 	: 빼애애애액
P0 	: 어우 그 주변 사는 사람 불쌍해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 불쌍할때 있으니까.. 어쩔수 없음ㅋㅋㅋㅋㅋ
P0 	: 주말 알차게 보내고 있어?
P1 	: ㅋㅋㅋㅋㅋㅋㅋ제러페이로 신나게 정봐왔다 씬나!!!
P1 	: 장
P0 	: 오 더운데 고생 많았어.
P1 	: 와
P1 	: 돈쓰기 쉽다잉ㅋㅋㅋㅋ
P1 	: 제로페이 &name1&도 쓰나
P0 	: 응 제로페이도 이거 저거 할인되는거 다 쓰지
P0 	: 시장갈 땐 온누리
P1 	: ㅋㅋㅋ내돈 안같아ㅋㅋㅋㅋㅋ상품권 해놓고 쓰니까
P1 	: 난 온누리 안되는데 좀 있는거 같아서 걍 제로페이로 쓰고 있는데 시장에서도ㅋㅋㅋ
P0 	: 맞아 요즘 가맹점 많이 늘었더라 알뜰하네
P0 	: 뭐 샀어? 여름에는 뭐가 맛있더라
P1 	: 오늘 반찬거리ㅋㅋㅋ
P1 	: 오징어랑 갈치 비트 우엉 오이 등등ㅋㅋㅋㅋ
P1 	: 음식 사는거 재밋어
P0 	: 오 뭐 해먹을려고?
P1 	: 아니ㅋㅋㅋㅋ그냥 ㅋㅋㅋ장본겨 엄마랑
P1 	: 근데 돈쓰먄서 이것저것 사는거 요새 그냥 재밋는거같음ㅋ
P0 	: 아 나도 그거 뭔지 알아 방금 시리얼 산다는 핑계로 오색멜로 샀거든. 오색 모나미볼펜 갖고 싶었어
P1 	: 오색멜로?
P1 	: #오레오오즈오색멜로
P1 	: 이거 큰거 산거야?
P0 	: 응! 이거 마시멜로는 그냥 평범하대
P1 	: ㅋㅋㅋㅋ호 난 그 켈로그? 포스트? 그래놀라만 주로 먹엌ㅋㅋㅋㅋㅋ
P1 	: 딴건 안목은지 오래되따ㅋㅋㅋ
P0 	: 그래놀라 골드? 푸우 기확팩을 안 먹어봤다
P1 	: ㅋㅋㅋㅋ기획팩 좋아하는구나? ㅋㅋㅋㅋ
P1 	: 안에 들어있는거 평소에 쓸만한게 많아? ㅋㅋ
P0 	: 보통은 안 사는데 핑크퐁 첵초 기획팩은 휴대용물총 들어있고, 푸우는 시리얼볼, 오색멜로는 볼펜, 콘푸로스트? 그거는 카트 쿠폰 있어 여기서 제일 가성비 안 좋은게 게임과 콜라보레이션한 콘푸로스트가 아닐까 싶어
P1 	: ㅋㅋㅋㅋㅋㅋ오 휴대용물총은 좋으다! 
P1 	: 요새 더워서 땡겨 어려서 물총 싸움하던때가 좋았지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 근데 이게 조잡해
P1 	: 제품들이? 
P0 	: 아니 물총 잘 망가져
P1 	: 아 난 기획으로 만든 상품들 같은거 
P1 	: 다 말하는줄ㅋㅋㅋ
P1 	: 이번에 스벅 싱잉랜턴? 이런거두 말많고 했자나
P1 	: 너도 받았어? 
P0 	: 스벅 뭐 줬어?? 스벅 이용 안 해서 요런건 잘 몰라
P1 	: 어 그 여름 프리퀀시 
P1 	: 이번에 난 싱잉랜턴 받았거든 한강서 쓸라구! 
P0 	: 낭만적이네 멋지다
P1 	: ㅋㅋㅋㅋㅋ마자
P1 	: 근데 욕 많이 먹더라? 
P1 	: 음질 구리다고ㅋㅋ
P0 	: 실물은 어때? 다자인 잘 나왔어.??
P1 	: 블루투스 스피커였그든 
P1 	: 그래서 싱잉 랜턴
P0 	: 아 예쁘긴한데 성능이 안 좋구나
P1 	: 근데 난 
P1 	: 공짜(?)로 받은거 치고 괜찮았던거 같으 
P0 	: 뭐 사서 받은거 아니야? 그냥 준거야?
P1 	: 불빛이 필요 했어 사실ㅋㅋㅋ
P1 	: 밤에 어두워서ㅋㅋㅋㅋ
P1 	: 아 그지 공짜는 아니고 
P1 	: 스페셜 음료 5잔, 일반 음료 12잔인가? 마셔야대
P0 	: 응ㅁ? 그 정도면 적은 돈이 아닌데
P1 	: ㅋㅋㅋㅋ근데 이건 스벅카드로 결제해야되는거 아니라
P1 	: 회사에서 회사사람들이랑 한번 마시면 반은 모여..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쿠폰도 돼?
P1 	: 이번에도 스페셜은 회사카드로 :) 
P1 	: 응응 쿠폰도 가능! 
P0 	: 쿠폰 쓴 사람들한테는 가성비 좋았겠다
P1 	: 그냥 주문하는 음료마다 적립돼
P1 	: =나
P0 	: 아무래도 개인 돈 쓴 사람들은 불만이 많을것 같아
P1 	: ㅋㅋㅋㅋㅋㅋ근데 앱텍하면 스벅 많이 생기지 않아? 
P0 	: 생기고 팔지
P1 	: 그거도 다 니콘내콘 같은데 파는건가
P1 	: 오- 스벅 아아면 얼마에 팔려? 
P0 	: 지금도 팔거 있어 망고바나나
P1 	: 옼ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 3400원이었는데 지금은 3100원이인것 같아
P1 	: 나도 고만 먹어 버릇하고 팔아야되는데,, 요새 모든 종류 케잌 다먹고 있음
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니야 쓰는게 좋은거야
P1 	: ㅋㅋㅋㅋㅋㅋ히
P1 	: 근데 쿠폰 제대로 맞춰쓰기 힘들잖아
P0 	: 막상 가게되면 상품권 꺼내는게 귀찮기도 하고 또 스벅 사이렌 되긴하는데 북적이고 시끄러워서 잘 안 가게 되더라
P0 	: 맞아 나 cu야금 모은게 1만2천원인데 아직 안 쓰고 있어
P1 	: 마자 그건 그래ㅋㅋㅋㅋㅋ
P1 	: 서서 쿠폰 주섬주섬 꺼내면 뒤에 눈치도 보이고
P1 	: CU는 뭐사? 
P0 	: 눈치? 아 그렇긴 해 나 고등학생한테 욕먹어봤어
P1 	: 눈으로?
P1 	: 아니 직접 막 뭐라 했어? 
P1 	: -_- 
P0 	: 스벅뿐만 아니라 카페는 잘 안가. 시끄러운데 안 좋아하는거 뿐이고 스벅이 유독 소음이 심하다는건 아니야 혹시 그렇게 들릴까봐 뒷북 좀 친다 ㅌㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ급 스벅 감싸기 
P1 	: 나 스벅 홍보대사 아니라구 :) ㅋㅋㅋ
P1 	: 스벅이 뭐랄까 사람들이 많이 모이긴 하니까? 지점타겠지 뭐
P0 	: 아니 애들 스벅 자주 가는데 들으면 기분 나쁠까봐
P1 	: 나는 앉아서는 안먹어 보통 
P1 	: 텤아웃 
P1 	: 카페에서는 나도 집중? 을 바라지 않습니다.. 안되 집중
P0 	: 응 나도 무조건 테이크아웃인데 여기가 유독 그런가 테이블 쪽 시끄러움이 다 들려
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ집에서 후식 종종 먹어보렴
P1 	: 울집은 마스카포네 티라미수랑 블루베리 치즈케잌? 두개 좋아해
P0 	: 둘 다 맛있지
P1 	: 오ㅋㅋㅋ마자마자
P1 	: 그리고 가성비갑 생크림카스테라까지
P1 	: 세개 로테얌ㅋㅋㅋ
P0 	: 맞아 디저트 맛있는거 많아
P1 	: 근데 암튼 쿠폰 쓰다보면
P1 	: 쿠폰 4100 쓰고 3800남고 이러면 돈 그대로 다 나가서.. 
P1 	: 남은 쿠폰도 많은데 아까웝
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 무리로 왔는데 쿠폰 바코드 있잖아 그게 종종 안 찍히거든 하필이면 딱 내 바코드가 그래서 핀번호 불러주고 있는데 뒤에서 좀 불평하더라고
P0 	: 그 뒤로 스벅은 쓰게된다면 사이렌오더
P1 	: 쿠폰도 사이렌 오더 쓸 수 있어? 
P0 	: 응 근데 단점이 있어
P1 	: 사실 그 사람들도 급할 수도 있고 가능하면 빨리 해주면 좋긴 한데- 안될 수도 있지 나도 손님이라고!?
P0 	: 근데 계산까지 3분 안 걸렸어.
P1 	: ㅋㅋㅋㅋㅋㅋ뭐야ㅋㅋㅋㅋㅋㅋ그누무자슥들!
P1 	: 그냥 불평러s
P0 	: 솔직히 책임을 따지자면 아직 미숙했던 직원탓이라고 볼 수 있는데....
P1 	: 마자 
P1 	: 그럼 억울하지- 알아알아
P0 	: 아 사이렌오더 단점이 앱에 등록된거만 가능해 그 메뉴에서 허용되는 시럽이나 토핑, 옵션 같은것들
P0 	: 매장에서 자유롭게 조합, 주문이 가능한거에 비해서는 한정적이야
P1 	: 근데 쿠폰쓰는건 같이 간 사람이 답답해하는 경우도, 있어서 난 요새 다 캡처해서 바로바로 쓸 수 있게 렉 안걸릴 수 있게 준비함..
P1 	: 매장에서ㅋㅋㅋ난 다양한 조합을 안쎀ㅋㅋㅋㅋㅋㅋ
P0 	: 아 나도 캡쳐 앱에서 쓰는게 아니라 문자로 온 걸로 보여줬거든. 종종 그래 포스기가 인식을 못 하는 경우가 생겨 번호 불러주다보면 기본 30초 잡아먹으니까
P1 	: ㅋㅋㅋㅋ마즘-
P1 	: 아니 난 거 앞에서 서가지구ㅋㅋㅋㅋ쿠폰 찾은적 있거든ㅋㅋㅋㅋ
P1 	: 그럼 뭔가 얼굴 빨개져ㅋㅋㅋㅋㅋ
P0 	: 그게 뭐 돈 내고 이용하는건데 꼽주는게 이상한거야
P1 	: 마자.....
P1 	: 주변에서도 같이 당당만 해줘도 좋으련만
P0 	: 아 그래서 운동하는 친구가 으르렁 거리듯 화내서 고등학생 무리 조용해졌어
P0 	: 나는 안 무섭고 그 애는 무서웠나봐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ앜ㅋㅋㅋㅋㅋㅋ
P1 	: 운동하는 친구 티가 났낰ㅋㅋㅋㅋㅋㅋ
P0 	: 표정 때문인가? 무표정할 때 차갑고 냉하거든
P0 	: 디저트가 맛있어 마카롱이나 티라미수 큐브, 편스토랑 제품, PB상품
P1 	: 오 편스토랑은 나 시도 안해봤어 맛있을거 같아!!!
P0 	: 응 볶음밥이랑 떡볶이 같은거 맛있어. 독특하고 신선한 시도야
P1 	: 방송에서 처럼 내눈앞에서 바로 해주면 좋겠당! ㅋㅋㅋ
P0 	: 아 그거 요즘 안 보이더라 매생이떡볶이 내 단골메뉴였는데 이제 편의점에서 안 보여
P1 	: 나는 편의점 저번에 털거 없어서 컵라면 & 우유 샀는데 
P0 	: 스누피 우유 좋아
P1 	: 다음에 CU는 나도 해봐야지
P1 	: 스누피 우유 말고 
P1 	: 서울 우유같은거 나는 
P1 	: ??
P1 	: 집에 맛들어간 우유사다놓으면 아무도 안마셔줘ㅜㅜ
P0 	: 헐 우리집은 바나나우유 사놓은니까 흰우유 버리고 바나나 우유 2틀만에 털렸어
P1 	: 오ㅋㅋㅋㅋ
P1 	: 집마다- 또 다른거이지 
P0 	: 흰우유 시리얼 사다 놓으니까 바나나우유에 시리얼을......
P1 	: 우리는 이미 케이크로 당을 다 땡겨서ㅋㅋㅋㅋ
P1 	: 아? 아아아아ㅏㅏㅏ 바나나에 시리얼이라닠ㅋㅋㅋ이상해ㅋㅋㅋ
P1 	: 맛이 갠차나? 
P0 	: 아니야 맛있어 첵초나 그래놀라 골드나 첵초 레인보우나 오레오오즈 레드랑 먹어봐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ첵초?
P1 	: 체크 초코? 
P0 	: 이 외에는 너무 달고 바나향이 강해서 시리얼 맛이 안 느껴져
P1 	: 그러겠네ㅋㅋㅋ
P0 	: 첵스초코! 아 미쯔에 우유 완전 맛있는데
P1 	: 너네도 다양하게 먹는다 :) 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ난 요거트에 말아(?)먹어ㅋㅋㅋ
P0 	: 나 방금 그렇게 먹었는데
P0 	: (그만)(그만)
P1 	: 오ㅋㅋㅋㅋ찌찌뽕 
P1 	: 나도 아침에ㅋㅋㅋ간식으루 :) 
P0 	: 요거트 가당, 무가당 1l씩 샀어
P1 	: 꿀에 절인 흑마늘 넣어서! 
P1 	: 가당 무가당? 
P1 	: 요거트 떠먹는거 1L 씩 팔아? 
P0 	: 응 설탕이나 자일로스 들어간게 가당 아닌게 무가당
P0 	: 수제 요거트는 그렇게 팔지 매일 바이오도 대용량 요거트가 있어
P1 	: 오? 
P1 	: 나는 맨날 작은 사이즈로 해서 한개씩 먹었는데 
P0 	: 그거 카톡에 구독 있잖아 첫달 7천원이었나
P1 	: 그냥 마트서 파는거지? 
P1 	: ㅇ? 오오? 첫달 7천원? 
P1 	: 요거트 구독하면? 
P0 	: 아니 이건 개인사업자 식약처 인증 받고, 유기농제품이고 후기도 좋아서
P0 	: 응 매일바이오 키트가 집 앞으로 와
P1 	: 오이오이
P1 	: 유기농이면 비싸긴하겠다! 
P1 	: 한달 하고 끊어야 되는건가
P0 	: 아 ㅋㅋㅋ 그게 아니고
P0 	: 미안 타이핑이 느리지
P1 	: 아니ㅋㅋㅋㅋ
P1 	: 놉 낫 뤼얼리ㅋㅋ
P0 	: 이게 내가 말한 수제요거트
P0 	: 이게 카톡 구독 제품
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ자세한 설명 감사합니다 :) 
P1 	: 요거트는 종류별로 다 먹고있어서
P0 	: 아 이 기능 편하네 몰랐으면 한자씩 치고 있을 뻔했어
P1 	: 걔들도 한번씩 먹어봐야지? 
P1 	: 오 대답 기능? 
P0 	: 응 이거 좋다
P1 	: 오 오늘 첫 대답 기능 개시니
P0 	: 요거트 종류가 많아?
P1 	: 움? 뭐 여러개 있지?! 
P1 	: 근데 ㅋㅋㅋㅋ껍데기로 맨날 구분해서 이름이 아리까리하네ㅋㅋㅋ
P1 	: 4+2 붙어있는거 맨날 사먹구, 최근에는 요플레 10개 들이 사먹구, 
P1 	: Homeplus제품- 뭐 이런거처럼 싸게 나오는거도 있구ㅋㅋㅋ
P0 	: 아 맛별로 나온거? 요거트는 남양이 맛있기는 한데
P1 	: ㅋㅋㅋㅋ
P1 	: 나는 사실 요거트 맛보다 후레이크랑 흑마늘 넣어서 그거 씹히는 맛에 먹쥐 :) 
P1 	: 견과류랑! 
P0 	: 오 맛있겠다 비요뜨처럼 해서 먹는구나
P1 	: 단호박 맛? 이런거 나오는데 잇었는데 그거도 맛있어! 
P1 	: ㅋㅋㅋㅋ마즘 집에서 해먹는 고급 요거트! 
P1 	: 그 하루견과 같은거 100봉다리 사다놨지 :) ㅎㅎ
