# FILE DATA
ID : MDRW2100001373
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210804
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 하이~
P1 	: 회사 늦을까봐 엄청 쫄았었음
P0 	: ㅋㅋㅋ
P0 	: 어디 누워있어?
P1 	: 앞으론 좀만 더 일찍 나가야지 안전하게 ㅠㅠ
P1 	: 대표실 쇼파 ㅋㅋ
P1 	: 오늘 &name5&차장도 연차임 ㅋㅋ
P1 	: 올사람 없어 ㅋ
P1 	: 오늘 그냥 외식 하지 말까?
P1 	: 어머니가 상추 주실줄 알았으면 쭈꾸미 저녁배송으로 할껄 ㅋㅋㅋ
P0 	: ㅋㅋ 회사에서 어케 자냐더니 잘자네 ㅋㅋㅋ
P1 	: 안잤는데
P1 	: 그냥 누워있었지 ㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엄연히 다르다고!! ㅋ
P0 	: 그렇지 ㅋㅋ
P1 	: 어제 모기한테 물린거 넘 간지러웡
P1 	: 자긴 괜찮아?
P0 	: 난 안물린듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ 다행이네 
P1 	: 난 물렸엉
P0 	: 회사에 물파스 없어?
P1 	: 회사에 물파스가 왜 있어 ㅋㅋㅋㅋ
P0 	: 상비약정도는 있어야지~
P1 	: 상비약이 모야~ 대일밴드없어 ㅋㅋ
P0 	: 한개만한테가서 사놔 ㅋ
P1 	: 헐.. 롯데랜탈........... 기관경쟁류.. 217.63:1
P1 	: 망했네
P1 	: 됐으 ㅋ
P0 	: 왜 망해?
P1 	: 기관경쟁률이 완전 저조해 ㅋㅋ
P0 	: 글쿤...
P1 	: 브레인즈컴퍼니는 기관경쟁률 잘 나왔네.. 
P1 	: 근데 주식수가 많이 없어성
P0 	: 난 잘몰라 ㅋ
P1 	: 우린 아주스틸에 올인하자 ㅋㅋㅋ
P1 	: 아주스틸 괜찮을듯 ㅋㅋ
P0 	: 올인 ㅋㅋ
P1 	: 어차피 한곳에서밖에 안해서 ㅋㅋㅋㅋ
P1 	: 난 비례도 할거임 ㅋ
P1 	: 철강쪽 괜찮아 ㅎ
P0 	: ㅇㅇ
P0 	: {share:url}+%EB%B3%BC%EB%A5%A8+%EB%B3%B4%EC%A1%B0%EB%B0%B0%ED%84%B0%EB%A6%AC&bt=0&frm=NVSCPRO
P0 	: 이마넌밖에 안하네..
P1 	: 에잉
P1 	: 근데 요즘 보조배터리 싸져갔고
P0 	: ㅋㅋ 초고속충전에 무선충전되는 삼성께 4마넌인데 ㅋ
P0 	: 그래도 팔아?
P1 	: 자기가 알아서 해용
P0 	: ㅇㅇ
P1 	: 대신증권 없지?
P0 	: 응.
P0 	: 만들어? ㅋ
P1 	: 우짤까....
P1 	: 중복청약이 가능하면 무조건 그냥 만들어 놓는건데...
P1 	: 수요예측 안나오면 좀 그래서
P1 	: 대신증권 사람들 많이 없어서 대신에 하면 더 좋을거 같ㅣㄴ한데
P0 	: 자긴 있어?
P1 	: 없어 ㅋㅋㅋ
P0 	: ㅋㅋ
P1 	: 앞으로 계속 청약 할꺼니간 그냥 막 만들고 볼까??
P1 	: 근데 수수료 3천원이래 ㅋㅋ
P0 	: 안해 ㅋ
P1 	: cma계좌 같이 만들면 수수료 없데 ㅋㅋ
P0 	: 이색히들 자꾸 묶음으로 파네 ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ 그들도 바보는 아니거든 ㅋ
P0 	: 췟 ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 자기 sk증권도 없지?
P0 	: sk인 있지
P1 	: 있어?
P1 	: 난 없는데 ㅋㅋㅋ
P0 	: 읭? 이것도 자기가 만들라고 한건데 ㅋㅋ
P1 	: 난 20일 제한 걸려서 못만듬
P0 	: 그때 오케이캐시백 준다고해서
P1 	: ㅋㅋㅋ
P1 	: 대신증권 만들까....
P1 	: sk증권은 sk계열사 상장하면 좋은뎅.. 없나보네 ㅋㅋ
P0 	: 자긴 일단 sk부터 만드는게 낫지않아?
P0 	: 대신이 더 많이 쓰이나?
P1 	: ㅇㅇ 대신이 더 많이 쓰지
P1 	: 대신증권은 13일에도 있어..
P1 	: 근데 13일날 대신/kb라서
P1 	: 수요예측 안나왔지만 바이젠셀 괜찮을거 같앙
P0 	: 대신 만들어
P1 	: 일단 봐서
P0 	: 나 대신 만들어 ㅋㅋ
P1 	: 뭐 이리 빨라 ㅋ
P0 	: 나 대신 자기가 만들라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대신이랑 sk는 만들면 무조건 20일 제한이라네 ㅡㅡ
P0 	: 어허~ 이런 고급진 언어유희를....
P1 	: -0- 눼눼눼~
P0 	: ㅋㅋㅋ
P1 	: 대신증권 만들어야겠다.. 만드는데 돈 드는거도 아니고 ㅋㅋ
P1 	: 근데 이벤트를 안하네.....
P0 	: ㅋㅋㅋ
P1 	: 대신은 원래 수수료 할인 이벤트를 안하나 보다
P1 	: 종료된 이벤트 찾아봐도 없네
P0 	: 누가 대신해주나? ㅋㅋ
P1 	: -0- 눼눼눼
P1 	: 자긴 대신증권 안 만들거임?
P0 	: 만들지 뭐
P0 	: 지금 맹글어?
P1 	: 음.. 일단 난 안 만들고 있음 ㅋㅋㅋ
P0 	: ㅇㅇ
P0 	: 자기 운동화 신고갔낭?
P1 	: 응 운동화!
P1 	: 오늘 좀 걷다 들어옵시다
P0 	: 싫은데
P1 	: 시르면 시집가야지
P0 	: 주민센터 가??????
P1 	: 난 산성역에서 버스갈아타고 갈거임
P0 	: 올때 중앙시장 들려보자
P1 	: 응 그러자~
P0 	: 아니면... 이마트 내일 갈래?
P0 	: 아니다~ 아니다~ 
P1 	: 지금 가자~
P0 	: 오늘가자
P0 	: ㅇㅇ
P1 	: 내일 귀찮아서 안나갈확률이 99%야 ㅋ
P1 	: {share:photo}
P1 	: 커텐배송중..
P1 	: 난퇴근
P0 	: ㅇㅇ
P1 	: 자기 키움 없지?
P0 	: 응
P1 	: 키움 만들어야하는데
P0 	: 난 안 키워ㅋㅋ
P1 	: 이럴꺼냥
P0 	: {emoji}
P0 	: 쏴리
P1 	: {share:photo}
P1 	: 18시 18분 도착예정
P0 	: 빠르네..;; 나 똥땀이 하는데..;;
P0 	: 후딱하고갈게ㅋ
P1 	: 후잉ㅠㅠ
P1 	: 언제 똥땀이 시작했나요?
P0 	: 좀전에ㅋ
P0 	: 그래도 6시반까지는 감ㅋ
P1 	: 화가난다!
P0 	: 왜죠?? ㅋㅋ
P1 	: 왜 꼭 급박하게 똥땀이 하는거지?
P1 	: 미리좀 해놔!
P0 	: 6시30분 기준으로 움직이는건데..><
P0 	: 안급박한디..;;
P1 	: 미리 할수 있었자나요.
	  틀면 나오자나요
P0 	: 헐~ 그렇지만은 않어ㅋ
P1 	: 그런거같던데ㅋ
P0 	: 틀면 나온다니.. ㅋㅋ
P1 	: 집중해 집중
P1 	: 언능  끝내야지
P0 	: 오냐
P1 	: 난 지하철탐
	  막 부담주기ㅋㅋㅋ
P1 	: 도착~~~
P0 	: 헉
P1 	: 이마트 둘러보고있을게
P0 	: 헉
P1 	: 아직 똥땀이 중?ㅂㄱ
P0 	: 나도  이제 내리는데??? ㅋ
P1 	: 응?
P0 	: 뭐래ㅋ
P1 	: 왜죠?
P1 	: 난 안에 들어옴
P0 	: 내렸어?
P1 	: ㅇㅇ 이마트 안이야
P0 	: 물음표빼고
P1 	: ? 모가?
P0 	: 내렸다고 얘기한건데 물음표는 오타ㅋ
P1 	: ㅋㅋ 바봉
P0 	: 어디??
P1 	: 고양이 있어?
P0 	: 없어
P1 	: 진짜 그 고양이 어디로 가버린걸까
P1 	: 우리 츄르 어쩌지?
P0 	: 우린 &name6& 있자네ㅋ
P0 	: 궁디팡팡ㅋ
P1 	: 갠 너무 배가 부른애임ㅋ
P1 	: 재미가읍어
P0 	: 헐~
P1 	: ㅋㅋ
P1 	: 그애 매력있었는데
P1 	: 앙칼진것이ㅋ
P1 	: 내일 화장대 좀 잘부탁해!
	  9시에서 10시 전후에 도착예정이래!
	  기대기대~{emoji:♡}
P0 	: {share:url}
P1 	: ㅋㅋ
P1 	: 이름이 있었구나ㅋ
P0 	: 아주 그냥...
P1 	: 이러니 사람들이 안다니지
P1 	: 생수 구매해?
P0 	: {share:photo}
P1 	: ㅋㅋ 진짜 무섭긴하드라
P1 	: 생수 어케?
P0 	: 주문하는데 있어?
P1 	: 아니 그냥 인터네ㅋ
P1 	: ㅅ
P1 	: 아님 그냥 동네마트에서 사?
P0 	: 인터넷으로 사자 ㅎ
P0 	: 12병이면 되겄지
P0 	: 아님 6병?
P1 	: 언제올줄알고ㅋ
P0 	: 2리터짜리'
P1 	: 12병사자
P0 	: 7~10일걸린대
P1 	: 그니 12병
P0 	: ㅇㅇ
P0 	: {share:url}
P0 	: 와~~~
P0 	: hk이노엔 삼성만 했었낭?
P1 	: ㅇㅇ 중복안돼
P1 	: 삼성증권 로그인해놓자
P0 	: ㅇㅇ
P1 	: 뭐야 엄청 안 좋네 ㅋㅋㅋㅋ
P0 	: 뭐가?
P1 	: hk이노엔 ㅋㅋ
P0 	: 왱??
P1 	: 수요예측 무지 잘 나왔는데 왜 저모양이지 ㅋㅋ
P0 	: 슬슬 올라가
P1 	: ㅇㅇ
P0 	: vi발동ㅎ
P1 	: ㅋㅋㅋ
P0 	: ㅋㅋ
P1 	: vi발동 안했는데?
P0 	: 좀전에 풀렸어
P1 	: 그랭?
P0 	: ㅇㅇ
P0 	: 쭉쭉 올라라~~~~~ ㅋ
P1 	: 돈 잘 벌고 수요예측 잘 나왔으니 제발 가자
P0 	: 따상가면 팔아? ㅋ
P1 	: ㅋㅋㅋ 몰라 나도
P0 	: ㅋㅋㅋ
P1 	: 난 오늘 팔지 싶어 ㅋㅋ
P1 	: 내일까지 안가꼬가 ㅋㅋ
P0 	: vi 또 발동
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: 그 와중에 사조동아원 ㅋㅋㅋ
P0 	: {share:photo}
P0 	: 따상 실패야??
P0 	: 떨어진다. ㅠ
P1 	: 아니지. 
P1 	: 아침에 보고 바로 기사쓴건네
P0 	: 자기가 팔라고 할때 팔아야지
P1 	: 나 일해
P1 	: 못보고 있어
P1 	: 급여 오늘까지 결재맞아야함
P0 	: 캡쳐해서 알려줄까? ㅋ
P0 	: {share:photo}
P1 	: ㅋㅋㅋ
P1 	: 자기팔때 알려줘 팔게 ㅋ
P0 	: 내가 어찌 알어~ ㅠㅠ
P1 	: 나도 뭐 감대로 파는거임 ㅋ
P1 	: 난 지금 팔아도 4만원 버네 ㅋㅋ
P0 	: 난 몰러~~~
P1 	: 매수세가 좋아 보이진 않음.. ㅋㅋㅋ
P1 	: 난 한주씩 팔아볼라고 ㅋㅋ
P0 	: 자기 3주 있나?
P1 	: ㅇㅇ 이미 한주팜 ㅋㅋ
P1 	: 74에 
P0 	: ㅋㅋ
P1 	: {share:photo}
P1 	: 카뱅 오늘 더 오름 
P1 	: 토스방 난리남 ㅋㅋ
P1 	: 대부분 첫날 다 팜.. ㅋㅋㅋㅋ 
P0 	: ㅋㅋㅋ
P1 	: 토숭이 그런거 연연하지 말래 ㅋㅋㅋ
P1 	: 토숭은 주식한지 오래되었어 ㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: 주식하다 보면 진짜 아쉬운거도많고 후회도 많고 그래 ㅋㅋ
P1 	: 매수 너무 안 좋은데.. 그냥 74에 다 팔걸 그랬나 ㅋㅋ
P0 	: 팔어??
P0 	: 팔어???
P0 	: 팔어????
P1 	: 난 74에 팔까봐
P0 	: 팔어?????
P1 	: 매도 하나 걸어놔 ㅋㅋ
P1 	: 74에
P1 	: 74에 안 팔리라나?
P0 	: 이러다 상한가 가기도 하나?
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 대부분 안가던데.... 
P1 	: 근데 진짜 수요예측이랑 수익성이 좋았거든.. 좀 실망이긴해 ㅠㅠ
P0 	: 냅둬보겠어 ㅋㅋ 견디셔를 믿겠어! ㅋ
P1 	: 나도 두개 냅둬볼까? ㅋㅋ
P0 	: 화장대 기사 연락은 안왔지?
P1 	: ㅇㅇ 빠르면 9시 넘어서고 늦으면 10시 좀 넘어서래
P0 	: ㅇㅇ
P0 	: 상당히 유동적이구만 ㅋ
P1 	: ㅋㅋㅋㅋ 
P1 	: 가구배송 기사님
	  &tel-num&
P1 	: 대표님은.. 아침부터 또 인상구기고 있다...
P1 	: 정말 흘렸다 맑았따.. 
P0 	: 사모님이 아프다며??? 그래서 그런가보다 해
P1 	: 그런가?
P0 	: 응~~
P1 	: 신경쓰여
P1 	: 오늘 대표님이랑 둘이 밥 먹어야한단 말이지 ㅠㅠ
P1 	: 제발 샌드위치 시켜야할껀데 ㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 샌드위치를 바랄때도 있네
P1 	: 저기압인데.... 둘이 앉아 밥 먹을 생각하면 끔찍해
P0 	: 어차피 말안하고 먹지않아?
P1 	: 아니 말하면서 먹는데
P1 	: 이사랑만 말 안하는데 ㅋㅋ
P0 	: ㅋㅋ
P0 	: 견디셔 못견디고 잒 ㅜ떨어져.. .ㅠ
P1 	: 가구왔다
P1 	: 자기한테 전화하라했어
P1 	: {share:photo}
P1 	: 토스방인데 이거자기인줄..
P0 	: ㅋㅋ
P1 	: 가구 아저씨랑 통화함?
P0 	: 설치끝
P1 	: 사진사진
P0 	: 피스 몇개 박으니 끝
P1 	: ㅋㅋㅋ
P1 	: 원래 그런거지
P0 	: 생각보다 작아보여ㅎㅎ
P1 	: 그래???
P1 	: 이노엔은 74를 못가네
P0 	: 800짜리지?
P1 	: 응
P1 	: 600짜리 샀음 엄청 작았겠다 ㅋㅋ
P0 	: 설치비 현금 드렸엉 3마넌 맞제??
P1 	: 응응
P0 	: ㅇㅋ
P1 	: 고마우ㅓ~~ 고생했어요 ^^
P1 	: 근뎅.. 사진은? ㅋㅋㅋ
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 내가 큰거 사라했지!! ㅋ
P1 	: 이쁜데!!!
P1 	: 하자는 없죵?
P1 	: 근데 생각했던거보다 색이 너무 밝다 ㅋㅋ
P0 	: {share:photo}
P1 	: 나 그냥 이노엔 팔아버릴까
P1 	: 헐....어디임???
P0 	: {share:photo}
P1 	: 저거 찍힌거야?
P0 	: {share:photo}
P1 	: ???
P0 	: {share:photo}
P1 	: 헐...
P1 	: 싸니깐.. 뭐
P0 	: 점점 멀리서 찍은거... ㅋㅋ 어딘지 찾아봐
P0 	: 글구 싸긴 뭘 싸 ㅋ
P1 	: 원목인데 저 금액이면 싸지
P0 	: 눈에 띄지도 않아.. ㅋ 자기 와서봐도 못찾을껄? ㅋ
P1 	: ㅋㅋㅋ 기분이가 좋다 빨리 받아서 ㅋㅋ
P0 	: 이노엔... 어차피 큰 변동 없을것같아서... 오후에 보고 판단해야지 ㅋㅋ
P1 	: ㅋㅋㅋ
P0 	: {share:photo}
P1 	: 근데.. 종목토로실은 보지마....
P0 	: 네이버증권에 종목토론실이라고 있네~ 거기에 사람들이 댓글달듯이 글올리네 ㅋㅋ
P1 	: 유명해...
P1 	: 씌레기들만 모이는곳으로 ... ㅋㅋㅋ
P0 	: 내가 뭐 본다고 아나? ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: hk이노엔 78에 판 사람도 있다.. 대박 ㅋㅋ
P0 	: 오르자마자 확 팔았나보다 ㅋ
P1 	: ㅋㅋㅋ
P1 	: 이노엔 오른당
P1 	: 화장대 의자는 괜츈?
P1 	: 생수 아이시스 살까?
P1 	: 12병에 9900원이닷
P1 	: 무라벨이라 펴나고
P0 	: 비싸
P1 	: ;;;;
P1 	: 그럼 자기가 검색해보고 알려중
P0 	: 6병에 5천원꼴인데 ㅋ
P0 	: 아!!
P1 	: 싸지 않나?
P0 	: 자기 어느물이든 상관없어?
P1 	: 한병당 825원
P1 	: 응 요즘은 그냥 아무물이나 먹엌ㅋ
P1 	: 자기 이노엔 언제 팔게?
P0 	: 카카오쇼핑하기에서 생수 검색해봐 ㅋㅋ
P1 	: 난 카카오랑 안친해 ㅋ
P0 	: {share:photo}
P1 	: 카카오쇼핑 왜이리 싸노?
P0 	: ㅋㅋㅋ
P0 	: 이게 정상이야
P1 	: 자기 동원샘물 안 좋아 하잖아?
P1 	: 나.. 근데 스파클 안좋아해 ㅋㅋ
P1 	: 그냥 동원샘물 먹을깡?
P0 	: 나 따지는거 없는디 ㅋ
P0 	: 스파클은 왜 제외야? ㅋ
P1 	: 몰라 ㅋㅋ 맘에 안들어 ㅋ
P0 	: ㅋㅋ
P1 	: 회사에서 먹을물도 여기서 시켜야지 ㅋㅋ
P1 	: 18병에 99백원에 구매했다가 취소함
P1 	: 24병에 99백원하네 ㅋㅋㅋ
P0 	: {share:photo}
P1 	: 헐..... 이노엔 잘 간다
P0 	: 저게 위에 동원샘물 3500보다 쌈 ㅋ
P0 	: 이노엔... 안팔길 잘했어 ㅋㅋ
P1 	: 난 하나 팔았는데 ㅠㅠ ㅋㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: 톡딜해도 아이시스 1리터 6개에 6400원이야
P1 	: 차라리 동원샘물이 좋지 않을까?
P0 	: 저기 들어가면 동원샘물이 더 싸다고 ㅋ
P0 	: 위에 3500짜리는 2개하면 7000원... 내가 동그라미 표시한곳은 6200원 ㅋ
P1 	: 6개에 6200원인데 12개면 12400원인데???
P0 	: 아~
P0 	: 죄송합니다.
P0 	: 12개로 봤습니다 ㅋ
P1 	: 뭐니 ㅋㅋㅋ
P1 	: 그냥 동원샘물 2개 사자 ㅋㅋㅋ
P1 	: 7천원이면 무지 싼거 아님?
P0 	: 나 불로동있을때 6개들이 3000원이하로 샀었음 ㅋ
P1 	: ㅋㅋ 그럼 편의점서 사?
P0 	: 아녀 ㅋㅋ
P1 	: ㅋㅋ 그냥 그거 주문한다?
P0 	: 응응~~
P0 	: 이노엔 상한가 가겄어 ㅋㅋ
P1 	: {share:photo}
P1 	: 오 좋다 좋아
P0 	: ㅋㅋㅋ
P0 	: 배송할때 애매한건 내 전화번호 남겨 ㅋㅋ
P1 	: 아 맞네 ㅋㅋㅋㅋ
P1 	: 담부턴 그럴께 ㅎㅎ
P0 	: ㅇㅇ
P1 	: 이노엔 떨어지고 있다 ㅋ
P0 	: 다시 올라 ㅋ
P1 	: 우리 이자가 생각보다 많이 나옴...;;;;
P1 	: 아니구나 ㅋㅋㅋ
P1 	: 착각함 ㅋㅋ
P0 	: {emoji}
P0 	: ㄷㄷㄷ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 자기 키움 없으면 키움증권 만들어
P1 	: 아니네...
P1 	: 키움 진즉에 만들었어야 하네 ㅠㅠ
P1 	: 어쩌지 ㅠㅠ
P0 	: 키움? 대신? 
P1 	: 자기 키움증권에 전화해서 청약할라면 통장 언제 개설했어야 하는지 함 문의해봐 ㅠㅠ
P0 	: 왜?
P1 	: 키움 ㅠㅠ
P1 	: 오늘 청약인데.. ㅠㅠ
P0 	: 뭐?
P1 	: 브레인즈컴퍼니 ㅠㅠ
P1 	: 당일날 만들어도 청약 가능한지 물어봐 ㅠㅠ
P0 	: 계좌만 있음 바로 청약 가능한거 아냐?
P1 	: 자기 계좌 없잖아
P1 	: 만든 당일 가능한 증권사가 있고 안되는 증권사가 있어
P0 	: ㅇㅇ
P1 	: 키움은 당일 만든거 되는거 같기도 한데 그래도 확실하게 문의해봥
P0 	: ㅇㅋ
P1 	: 또 이벤트 하는거 있나도 물어봐.. 이왕 통화하는김에 ㅋㅋ
P1 	: 통화 잘 안되지?
P0 	: ㅇㅇ
P1 	: 이노엔 자긴 오후에 팔거야?
P0 	: 봐서 ㅋ
P1 	: ㅋㅋㅋ
P0 	: 가능하대
P0 	: 그리고 이벤트는...신청하면 6개월 수수료 무료
P1 	: 아...20일 제한 걸리는지 물어봐봐 ㅠㅠ
P0 	: 끊었는디.. ;;
P1 	: 이제 생각남.. ㅠㅠ
P1 	: 대신증권도 같이 만들어야 하는데
P1 	: 대신증권은 20일 제한 걸리고 키움은 안 걸린다고 검색하니 그리 나오긴 하던데 ㅠㅠ
P0 	: 그럼 일단 키움 맹글고 대신맹글면 되겄네
P1 	: 근데 키움증권은 100% 할거라서... 만약 대신 증권 만들었다 키움 안되면 ㅠㅠ
P1 	: 아니
P1 	: 키움 만들면 대신 못만든다고...
P1 	: 근데 키움이..
P1 	: 제한 안걸리면 대신 만들고 키움 만들면 되니깐
P1 	: 그냥 키움만 만들래??
P1 	: 대신은 다른 증권사도 있긴한데
P1 	: 근데 다른 증권사가 주식수가 작아서
P1 	: 그리고 수요예측이 아직 안나와서 100% 할지 아직은 모르니깐
P0 	: ㅋㅋ 
P0 	: 다시 통화해볼게
P0 	: 키움에 계좌개설하면 20일제한걸리는지 물어보면 되지?
P1 	: 아니
P1 	: 다른 증권사 계좌 만든지 20일 안됐는데 만들수 있는지를 물어봐야해
P0 	: 아~대신 먼저 맹글꺼니깐?
P1 	: 응
P1 	: 난 밥먹어ㅛ
P0 	: 샌드위치말고??
P0 	: 대표님이랑 둘이?
P1 	: &name5&차장이랑 셋이
P0 	: 그나마 낫네 ㅋㅋ
P0 	: 아닌가? ㅋ
P0 	: 뭐 먹어???
P0 	: 가능하대
P1 	: 자기 점심은?
P0 	: 먹어야지
P0 	: 대신증권부터 맹글어?
P1 	: 잠만 
P1 	: 한번만 더 봐보고
P0 	: 대신증권도 전화해서 물어봐? ㅋ
P1 	: ㅇㅇ 함 물어봐 ㅋㅋㅋㅋㅋㅋ
P0 	: 20일제한만?
P1 	: ㅇㅇ 비대면 계좌개설시 이벤트 있는지도 ㅋㅋㅋ 
P0 	: 응응
P0 	: 대신은 제한있대
P0 	: 이벤트는 없대
P0 	: 얘네는 어플이 2개래~ 2개가 수수료율차이가 있대
P1 	: {share:photo}
P0 	: 나무에서 하면 되는거 아냐?
P1 	: 뭔 나무?
P1 	: 이거 그냥 수수료 참고 하라고 보내준거
P1 	: 난 롯데렌탈은 안할거 같아서
P0 	: ㅋㅋ글쿠만
P1 	: 대신 만들고 키움 만들면 될듯..
	  어차피 대신 만들어두면 언젠간쓸거니깐
P0 	: ㅇ
P0 	: ㅇ
P1 	: {system:delete}
P1 	: {share:photo}
P1 	: 이게 앞으로 청약할건데..
	  대신 만드는 이유가.... 바이젠셀 때문이야..
	  근데 바이젠셀이 수요예측이 잘 나올지 안나올지 몰라서...
P1 	: 브레인즈컴퍼니는 무조건 할거고.. 키움에
P0 	: 난.. 뭐.. 내가 뭐 아나~ 자기가 하라는대로 하는거지 ㅋ
P1 	: 그래서 어떤 어플로 하면 수수료가 싸데?
P0 	: 크레용?
P1 	: 키움이 20일 제한 안걸린다는거 맞지???
P0 	: 크레온
P0 	: 응
P1 	: 그럼 대신 먼저 만들고 키움 만들자
P1 	: 난 키움 있어서 대신만 만들면 될듯
P0 	: ㅇㅇ
P1 	: 자긴 지금 맹글어~
P1 	: 맹글고 시간 필요하니께
P0 	: 얍얍
P0 	: 대신에 해외증권계좌도 개설해?
P1 	: 근데.... 대신증권 왜 어플이 두개래???
P1 	: 차이가 모래?
P0 	: 하나는 관리점이 지정되고, 상담사(?)가 조언해준대
P0 	: 그래서 수수료가 좀 더 높대 ㅎ
P1 	: 아.. ㅋㅋㅋ 됐다그래 ㅋ
P0 	: 응 ㅋ
P1 	: 나도 대신증권 크래온 까는중
P1 	: 같이하자 ㅋㅋ
P1 	: 근데 크래온도 조회하니 2개가 뜨네 ㅋㅋ
P1 	: 아참 이노엔 잊고 있었다.. ㅋㅋ
P1 	: 이왕만드는거 해외증권 계좌개설도 할까???
P1 	: 필요할지 안할진 몰라도 이왕만드는거 ㅋㅋㅋ
P0 	: {system:delete}
P0 	: 타기관 opt 없으면 이체출금 및 대체출고등 일부 온라인업무처리가 불가하다는데...
P0 	: 상관없나?
P0 	: 설치하면 동시에 같이 되더라~ 같은거
P0 	: 지금 75000원선
P0 	: 벌써 빼고 맹글었어
P1 	: 상관있을듯 ;;;;
P0 	: 일단 개설은 했어
P1 	: ㅇㅇ 잠만 나 일좀.. 하궁
P0 	: 수고!!!
P0 	: 이제 키움 만드는중
P1 	: 응응 
P1 	: 키움 잘 만들어짐?
P1 	: 영웅문 맹글면 되는데
P0 	: 완료~ 신분증진위여부확인이 안된다고 떠서 고객센터랑 통화... 징하게 오래걸림 ㅋ
P0 	: 이제 뭐하면 됨? ㅋ
P1 	: 신분증 진위확인되어야함.. ㅋㅋ
P0 	: 응. 했어
P1 	: 개통됐데?
P0 	: ㅇㅇ
P1 	: 키움에 브레인즈컴퍼니 있거든
P1 	: 그거 하면 됑
P0 	: ㅇㅇ
P1 	: 이거도 경쟁 치열해서 안될확률 높음
P0 	: 균등만?
P1 	: 근데 너무 비싸게 책정됐다..
P1 	: 응 균등만
P1 	: 우린 아주에 목숨걸꺼임
P0 	: ㅋㅋ
P1 	: 근데 아주 몇천 넣어도 가망 없으면 못넣어 
P1 	: 내일 경쟁률 함 봐야지
P0 	: 목숨까지 걸어야해???ㅋ
P1 	: 응 걸어야해 ㅋㅋ
P0 	:  ㅋ
P0 	: 브레인10주청약완료
P1 	: 응응~
P1 	: 근데 수수료 없나??
P0 	: 없는거 같던디
P1 	: 키움 무료네 ㅋㅋ
P1 	: ㅇㅇ 발행주수가 거의 없어서 1주 될 확률도 낮아서 ㅋㅋ
P0 	: 비례 고고? ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 비례는 아주해야한다니깐 ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내일 경쟁률 보고 아주에 몰빵
P0 	: ㅋㅋㅋ
P0 	: 이노엔 72000원
P0 	: 이렇게된거 내일까지 봐야겠다 ㅋ
P1 	: 헐.. ㅋㅋ
P1 	: 난 그냥 팔껄 ㅋㅋ
P1 	: 난 팔고 그냥 잊어버리는게 속이 편해 ㅋㅋ
P0 	: ㅋㅋㅋ 
P0 	: 카뱅은 87000원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 뭘 자꾸 보시나 ㅋㅋㅋ
P0 	: 최근목록에 떠 ㅋㅋㅋ
P1 	: 글쿠먼 ㅋㅋ
P0 	: 커텐은 왜 안와?
P1 	: {share:photo}
P1 	: 택배가 안오는거임......
P1 	: 점심은 먹었어?
P0 	: 아오~ 비러머글 대한통운
P1 	: 그러니깐 ㅠㅠ
P1 	: 예전엔 대한통운 만세~ 이랬는데
P0 	: 에이`
P0 	: 에잉~
P1 	: 점심은 아직 안 먹음?
P1 	: 제발 커텐 빨리 왔음 좋겠는뎅
P1 	: 이노엔 가망없어 보이는데 ㅠㅠ
P1 	: 심쿵이는 오늘도 쇼핑!
P1 	: 임티 이쁘다요
P1 	: {emoji}
P1 	: 아니.. 이노엔 안팔렸네
P1 	: 아까 제대로 안걸려 있었나뫄 ㅡㅡ
