# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P0 	: 히히 너무 조앙!!!!!!{emoji:❤}️
P0 	: 사랑해 진쨔
P0 	: {share:photo}
P0 	: 냠냠
P0 	: 잘 먹을게용
P0 	: {emoji}
P0 	: 조심히 잘가아아앙ㅇ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이 귀여워랑
P1 	: 알게쒀~!!
P1 	: 맛있게 먹구왕
P1 	: 난 이제 버스탔당!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋ다 먹었옹
P0 	: {emoji}
P0 	: 여보 덕분에 맛있게 잘 먹었다{emoji:❣}️
P0 	: {emoji}
P0 	: 조심히 잘 가구 있나용
P1 	: 우리 여보 잘먹었다니 완전 좋은걸~?!
P1 	: 히히
P1 	: {emoji}
P1 	: 이제 &address&역 지나갔습니당!
P1 	: {emoji}
P0 	: 오옹
P0 	: 이제 거의 도착했겠구만~
P0 	: 난 이제 씻고 올게용!!!
P1 	: 넹~~
P1 	: 씻구 오세용~!
P1 	: 지금 버스 내렸오 ㅎ.ㅎ
P1 	: 집도착해서 나두 씻고올겡!
P0 	: 넹!!
P0 	: 난 동생이
P0 	: 리조또 만들었다고 해서
P0 	: 그거 맛 좀 보랴궁
P1 	: 앗
P1 	: 맛있겠당!!!!!!!!!
P1 	: 리조또 완전 좋아하는뎅
P1 	: ㅠㅠㅠㅠㅠㅠㅠ
P1 	: 나두 맛보고 싶다아아앙
P1 	: 얼른 머리 말리구 저녁 먹어야게쒀
P1 	: 배고프당!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 배고플만해ㅠㅠㅠㅠ
P0 	: 조랭이 심폐소생술!!!!!!!
P0 	: {emoji}
P0 	: 뭐 먹을랴구
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 심폐소생술 머얏!!!!!!!
P1 	: 완전 웃기넹
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조랭이 친구는 다시 안살아나도됑..
P1 	: 고등어 굽는거 기다리는즁이얌
P1 	: 히히
P0 	: 오~~~
P0 	: 등푸른 생선~~
P0 	: 조아조아
P0 	: 건강한거 먹는구만
P1 	: 고럼고럼~~
P1 	: &name1&가 해산물이랑
P1 	: 과일 같은것도 많이 먹으라해쒀!!
P1 	: 여보 말 들어야행
P1 	: 끄덕끄덕
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭐야 졸귀ㅜㅠㅠㅠ
P0 	: 마쟝
P0 	: 채소도 듬뿍듬뿍 먹자 우리 애기{emoji:❤}️
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니당 여보~{emoji:❤}
P1 	: 나 이제 다 구워져서
P1 	: 저녁먹구올겡!!
P0 	: 웅!!!
P0 	: 맛있게 먹고오ㅓㅇ
P0 	: 천천히 씹어먹구
P0 	: 난 캐시미션 해야게썽
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 열심히 하는뎅?!
P1 	: 나 천천히 먹구와쒀!!
P1 	: 이제 바나나도 먹으려궁 ㅎ.ㅎ
P0 	: 오 뭐야
P0 	: 오빠 바나나 별루 안 좋아하는데
P0 	: 먹는다구???
P0 	: 대박
P0 	: 아 근뎅
P0 	: 캐시미션 환전하는거 화 목 만 된다해짜나
P0 	: 나 방금 했는데 되는데 이거 모야..?
P0 	: 처음 환전 하는건 다 돼??
P0 	: 근데 환전하면 돈 언제 들어왕
P0 	: {share:photo}
P0 	: 저거 환전신청만 해서 화욜에 돈 들어오는거야??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아 귀여웡
P1 	: 웅웅
P1 	: 마쟈마쟝
P0 	: 마자??
P1 	: 신청은 다되는뎅
P1 	: 입금해주는날이
P1 	: 화 목이얌!!
P0 	: 아한
P0 	: 항
P0 	: 알게쏘
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 귀여워 죽겠넹
P1 	: 호기심 많은 아이같앙
P1 	: 잠깐
P1 	: 대기금액 14000원 머얌
P1 	: 언제 또 이렇게 많이 해쒀!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ불통 많을껄...?ㅠ
P0 	: 힝
P0 	: 이걸로 한달에 50찍는거 보면
P0 	: 행복할것같아...ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기도 가능하당!!
P1 	: 내일도 인물사진 찍기
P1 	: 나 찍어죵 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ알게썽!!
P0 	: 오빠는 그거 불통 안 받고 잘 넘겼어??
P1 	: 아직 검사가 안됐오
P1 	: 오늘 새벽에는 되어있으려낭
P1 	: 흐움
P1 	: {emoji}
P0 	: 흐움
P0 	: 난 그 발 사진 그리는거
P0 	: 아직 안됐옹
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 발사진에 박스 그리는거?!
P1 	: 나두 대기중이당!
P1 	: 빨리 검사해줘야 무한으로 할수있는뎅
P0 	: 구니깐ㅠㅠ
P0 	: 빨리 검사해주세요오...
P0 	: 9시 까지 빡세게 하구
P0 	: 쉬어야징
P0 	: ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대단행 대단행~
P1 	: 난 할게 없당
P1 	: 내일 우리 &name1& 만나러 가면서
P1 	: 애즈펌 스타일하구
P1 	: 사진 찍어서 제출해야징
P0 	: {share:info}
P0 	: 오
P0 	: 이게 애즈펌이여써
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ지금까지 모르고있었당
P1 	: 아항?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 나두 튜토리얼 깨면서
P1 	: 여자 헤어 문제는 다틀렸오..
P1 	: 너무 어려웠당
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마쟈
P0 	: 나도 사실 잘 몰라..
P0 	: ㅎㅎ
P0 	: 나 목욜에
P0 	: 12시 출근으로 바꼈어용
P1 	: 우웅?!
P1 	: 그럼 몇시까지 하는거얌 쟈깅?!
P1 	: {emoji}
P0 	: 웅...?
P0 	: 풀타임..^^
P0 	: 아싸... 돈 거의 80만원 들어오겠다..^^
P1 	: 에엥???
P1 	: 왜???
P1 	: 왜 12시부터 10시야?!
P1 	: 미친거 아닝먀
P0 	: 풀타임으로 바껴써
P1 	: ?!!!
P0 	: ㅎㅎ
P1 	: 헐
P0 	: 휴게시간 한시간 쥬
P1 	: 10시간을 어케해 쟈깅..
P1 	: 일반 음식점도 그렇게 하면
P1 	: 힘들어 죽을텐뎅
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 바짝 돈 벌어올겡!!!!
P0 	: &name2& 맛있는거 사줘야징
P1 	: 힝
P0 	: {emoji}
P1 	: 나 먹다가 운당!!!!!
P1 	: {emoji}
P1 	: 목요일 하루종일
P1 	: 일기써야겠넹..
P1 	: 목요일에 쟈기 데리러가면
P1 	: 집까지 업고가야겠당
P0 	: 헉 그러게
P0 	: 진짜..
P0 	: 울디마...
P0 	: 힝
P0 	: &name2&ㅠㅠ
P0 	: {emoji}
P0 	: 업어줭!!!!!!
P1 	: &affiliation& 정말 너무 싫군
P1 	: 하루동안 뭐해야하징 나는..
P1 	: 조아조앙!!
P1 	: 부끄러워하기 없당 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하루종일 &name1&한테 일기쓰기{emoji:🤩}{emoji:💕}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진심이 너무 느껴진다..
P0 	: {share:photo}
P0 	: 그렇댕..
P1 	: 힝
P1 	: 양해 못해주겠다해!!
P1 	: {emoji}
P1 	: 알게쒕 ㅠㅠㅠㅠㅠ 일기라도 보고 힘내게 열심히 쓸겡{emoji:😚}{emoji:💓}
P1 	: &name1& 힘든것도 싫구 하루종일 연락 못하는것도
P1 	: 전부 다 싫당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ
P0 	: {emoji}
P0 	: 냐하~
P0 	: 사랑해
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 나두 사랑해{emoji:❤}
P1 	: &name1& 하트 다 내꺼 ㅎ.ㅎ
P1 	: {emoji}
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다 받아강!!!
P0 	: 나 파티룸
P0 	: 찾아보는즁
P0 	: 근데 수원은 거의 다 마감인거 같애..
P0 	: 괜찮은곳 있어도
P0 	: 경기지역에 시흥이나 부천??
P0 	: 서울도 함 찾아보께
P1 	: 오옹
P1 	: 조아조앙!!
P1 	: 나두 한번 더 봐봐야쥥
P0 	: 진짜
P0 	: 맘에 드는거 찾을랴구
P0 	: 눈에 불키고 찾는준
P0 	: 중
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 가끔 방천장도 한번 보면서
P1 	: 눈 좀 풀어줘용
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ천장보면
P0 	: 오빠 아른거령ㅜ
P0 	: 뭐양
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 바로 읽네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 예쁜말 할거같아서
P1 	: 미리 톡방
P1 	: 들어와있었엉{emoji:❤}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기여웡ㅜㅠ
P0 	: {emoji:😘}
P1 	: {emoji}
P0 	: 아니 내가 찾아봤는뎅
P1 	: 웅웅
P0 	: 내 맘에 드는 진짜 인스타갬성 파티룸같은건
P0 	: 보통 숙박안되고
P0 	: 대여로 다 하더라규..
P1 	: 다 대실이징
P1 	: 나두 지금까지
P1 	: 찾아봤는뎅
P1 	: 다 그렇더랑..
P0 	: 그래서 파티룸 아닌 그냥
P0 	: 올 화이트로 되어있는
P0 	: 숙박 잡은다음에
P0 	: 내가 꾸며야겠어
P1 	: 오옹
P1 	: 쟈기!!!
P1 	: 나두 그 생각해서
P1 	: 꾸미면 예쁠거 같은
P1 	: 숙소로 3군데
P1 	: 추려왔눈뎅
P1 	: 기다려봥
P1 	: 나 진짜 호텔이랑 파티룸이랑
P0 	: 헐 뭐야
P0 	: 어쩜이래
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 서울 경기
P0 	: 대박이다 여보얌ㅜ
P0 	: 우웅
P1 	: 다 찾아봐쒀
P1 	: 기다료봥
P0 	: 잘해쒀!!!!!!
P0 	: {emoji}
P1 	: {share:info}
P1 	: {share:photo}
P1 	: {share:info}
P1 	: {share:photo}
P1 	: {share:info}
P1 	: {share:photo}
P1 	: 여긴 유일한 복층에
P1 	: 취사가능이여서
P1 	: 한번 찜해놔봤엉
P1 	: (이모티콘)
P1 	: 일단 놓치는 하트없게 줍줍해야징
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ기여웡{emoji:❤}️
P0 	: {emoji}
P0 	: 다받아!!!!!!!
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P1 	: 쟈기두
P1 	: 받앙!!!!
P0 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 아 &name1& 보고싶오
P0 	: {share:photo}
P0 	: 이렇게 꾸며서
P0 	: 풍선붕고
P0 	: 불고
P0 	: 꼬마전구도 사버령
P1 	: 히히
P1 	: 조아조앙~!!
P1 	: 꼬마전구 예쁘겠당
P1 	: {emoji}
P1 	: 우리 &name1& 마음에 쏙 드는곳으로
P1 	: 예약해서 꾸미쟝 ㅎ.ㅎ
P1 	: {emoji}
P0 	: 넘 좋징~
P0 	: 아 나 저 세개 중에 첫번째가 젤 맘에 드는데
P0 	: 넘 비싸..
P0 	: 30만원이여..?ㅎ
P0 	: 10만원만 깎아줘..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구칭
P1 	: 저게 진짜 제일 예쁘긴 해쒀..
P0 	: 구치.... 일단 킵 해놓구
P0 	: 내가 더 찾아보께
P1 	: 알겠습니다앙~
P1 	: {share:photo}
P1 	: 이게 저 첫번째 숙소에도
P1 	: 해당되는거면 딱인뎅
P1 	: 4일 10시 기억해뒀다가 봐봐야겠당
P1 	: 선착순 쿠폰이라 써있으닝
P0 	: 헉
P0 	: 선착순이면
P0 	: 오빠 가능성 있옹!!
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이번에도
P1 	: 다 성공해올겡 쟈갸!!!
P1 	: 이런건 나만 믿엉
P0 	: ㅋㅋㅋㅋㅋㅋ조아조앙~
P0 	: 울 쟈기의 현란한 손 놀림^^
P0 	: 악
P0 	: 진짜 맘에드는건 다 장소대여야!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어마무시하긴 하징^^
P1 	: 으훔
P0 	: 으훔
P0 	: 나 근뎅
P1 	: 왜 숙박은 안시켜주는거징
P1 	: 웅웅
P0 	: 9시 퇴근이래
P0 	: {share:photo}
P0 	: 확정임둥
P1 	: 휴
P1 	: 이번엔 그나마
P1 	: 시간 줄어든 소식이넹
P1 	: {emoji}
P1 	: 1시간이라도 빨리 끝나서
P1 	: 다행이당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐야 이거 첨보ㅓㅋㅋㅋㅋㅋ
P0 	: 우웅
P0 	: 마감아니고
P0 	: 9시에 나혼자
P0 	: 퇴근하는거여서
P0 	: 연장도 없당!!
P1 	: 조아조앙~!!
P1 	: 우리 애기 업구간당
P0 	: 예~~~~
P1 	: 엎드려서
P1 	: 기다리구있을겡
P1 	: 달려와서 업혀!!
P1 	: {emoji}
P1 	: 아직 안쓴거 많당
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: 양치 미리 하고와야쥥
P1 	: 더 미루면 귀찮아 죽을거같앙
P0 	: 헉
P0 	: 그럼 나둥
P0 	: 양치하고 오게쑴
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡
P1 	: 난 다녀왔습니다용~
P1 	: {emoji}
P1 	: 웹툰보면서 기다리구 있을겡 여봉{emoji:😘}
P0 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P0 	: 잘자아ㅏ
P1 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P1 	: 우리 여보도 잘쟝~!!
P0 	: 일어나띠......
P0 	: {emoji}
P1 	: 애깅..
P1 	: ㅠㅠㅠㅠㅠ
P1 	: 준비 다해쒀..?!
P0 	: 웅..
P0 	: 방금 나왔옹
P0 	: 완전 겨울이단
P1 	: 따뜻하게 잘 입었오?!
P1 	: 내 방 공기도 쌀쌀할 정도인뎅
P1 	: 조심해서 가옹
P1 	: 가용
P1 	: ㅠㅠㅠㅠㅠ
P0 	: 웅!!!
P0 	: 따뜻하게 잘 입고 가는즁
P0 	: 근데 손은 시렵다
P0 	: 진쨔 겨울인가바
P0 	: 대박이다
P0 	: 입김 나올 것 같애
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내일인가
P1 	: 내일모레인가
P1 	: 영하로 처음 떨어지더랑 여보
P1 	: 어제 비온거 때문에
P1 	: 급 추워졌나봐용
P1 	: &name1& 손 잡아주고싶당
P0 	: 할
P0 	: 진짜 내일 영하 2도야
P0 	: 대박ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 하긴 벌써 11월이여서
P0 	: 추울만 행
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맞아맞앙!
P1 	: 쟈기
P1 	: 34번타구 우리집 오기로한거
P1 	: 잊지않았징?!
P1 	: 지금 기다리는즁이얌
P1 	: {emoji}
P0 	: 오빠 그 마 하자마자
P0 	: 말
P0 	: {share:photo}
P0 	: 지나가는즁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 소름
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭔가 갑자기
P1 	: 인사만하고 보낼거 같더라닝..
P1 	: 오늘 촉 좀 좋은뎅..?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 촉좋아???
P0 	: 그럼 오늘 &name1&가
P0 	: 지각을 할까요....?
P0 	: 약간 아슬아슬하긴 해,,
P0 	: 이제 오네 버스...
P1 	: 정답
P1 	: 지각 안합니당!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜냐면 용인터미널 가는버스라도 타서
P1 	: 택시타라고 할거거등 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 1학년때
P0 	: 용터에서 택시 많이 탔는데
P0 	: 우리 학교까지 가면
P0 	: 기본요금 나오잖아
P0 	: 그래서 택시 기사 아저씨 중에
P0 	: 거리 짧다고 화내면서 뭐라 하는사람 있어가지고
P0 	: 그 뒤로 용터에서 택시 잘 안타ㅎ
P1 	: 엥??
P1 	: 어떤 새끼가
P0 	: 진짜 개자식 내가 돈주고 타겠다는데
P1 	: 화를내
P0 	: 엄청 뭐라함
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 그래서 택시기사 아저씨 별루 안 좋아행
P0 	: ㅎㅎ..
P1 	: 여태까지 타고 가면서
P1 	: 그동안 그런새기 하나도 없었는데
P1 	: 하여튼 손님 가리면서
P1 	: 욕하는 애들은
P1 	: 혼자 마음속으로 쌍욕 박을게..
P1 	: 잠이 확 깨네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 에효~
P0 	: &affiliation&관까지 올라가달라 하면
P0 	: 어휴 아니다
P0 	: 용터 택시 선호하지 않아
P0 	: ㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠ
P1 	: 승차 거부로 다 찔러버려야되는데
P1 	: 아주 그냥
P0 	: 마자
P0 	: 나 그래서 그뒤로
P0 	: 택시 신고하는 법 알아놔서
P0 	: 다음에 또 그러면
P0 	: 차량번호 외우고 걍 신고때릴꺼임
P0 	: 근데 그뒤로 택시를 잘 안타서
P0 	: 그런일 없었엉
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잘했넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 가까운 거리면 싫어하는 사람들 있긴하니깐
P1 	: 아예 목적지 알고오게
P1 	: 가까운곳은 카카오택시로 예약하긴 하지 나도
P1 	: 엥
P1 	: {share:photo}
P1 	: 오늘 뭔날인가..
P1 	: 로또각인가..
P0 	: 엥
P0 	: 뭐지
P0 	: 대박
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭐야??!
P0 	: {emoji}
P0 	: 쩐당....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 연결하구 왔당 ㅎ.ㅎ
P1 	: 설명 제대로 안해놔서
P1 	: 헤멨넹..
P1 	: 오예~~
P1 	: 밀크코인이라는걸 주던뎅
P1 	: 이게 가상화폐 같은건가봥
P1 	: 비트코인같은
P0 	: 오
P0 	: 대박
P0 	: 그러넹
P0 	: 야놀자 코인ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 히
P0 	: 로또 사 오늘!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 또 허황된 꿈 일주일 내내
P1 	: 꾸면 되는거얌??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이번엔 당첨되면
P1 	: 바로 &name1&랑 혼인신고 하러간당..
P1 	: 눈뜨자마자 보고싶어서 안되게쒀..
P1 	: 쟈기 지금도 너무 보고싶엉
P0 	: 악
P0 	: 나둥
P0 	: 혼인신고하쟈 당첨되면ㅎㅎㅎ
P0 	: 버스타구 계속 서 있었는데
P0 	: 중심잡느라구
P0 	: 핸드폰을 못 봤어..
P0 	: 와 진짜 급정거해서 넘어질뻔했다
P0 	: 근데 방금 자리생겨서 앉았오
P1 	: 헐
P1 	: 그랬었구낭 ㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 갑자기 사라져서 무슨일인가 했엉
P1 	: 앉았다니 다행이얌!!
P1 	: 820번타구 가는중인거얌?!
P0 	: 웅!
P0 	: 5분? 만에 바로와서
P0 	: 탔징ㅎㅎ
P0 	: 근데 오늘도 안개대박이얌
P0 	: 여기쪽은 안개가 왜이렇게 많지ㅣ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 내가 보이는것은 방천장뿐..
P1 	: 네이버 실검에
P1 	: 안개 올라올정도로
P1 	: 전국에 다 심하긴 한가봥!!
P1 	: 갑자기 츄워져가지고
P1 	: 요즘 더 그런가보당
P0 	: 헉
P0 	: 그런가봐
P0 	: 여기만 그런게 아니였군
P0 	: 천장에 아른거리는
P0 	: {share:photo}
P0 	: &name1&얼굴,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박이당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 히히
P1 	: {emoji}
P1 	: 마쟈마쟝
P1 	: 너무 아른거령..
P1 	: 빨리 3시 되어가지구
P1 	: 우리 애기 안아주고싶엉!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ빨리 시간 지나가라
P0 	: 버스에서 멍때리고 있다가
P0 	: 갑자기 사람들 우르르 내려서
P0 	: 뭐야뭐야! 이러고 봤는데
P0 	: &affiliation& 도착이여써..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그래서 허겁지겁 내리구 가는즁
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈깅 정신 꼭 챙기구
P1 	: 조심히 가야됑!!!!
P1 	: 하마터면 그냥 지나칠뻔했넹 우리 애깅
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 거의 다 도착했당
P0 	: {share:photo}
P0 	: 대박이징
P1 	: 왕..
P1 	: 사진으로 보니까 장난아니당 쟈갸
P1 	: 산불난거마냥
P1 	: 완전 자욱해
P1 	: {emoji}
P1 	: 우리 애기 지각안하구
P1 	: 잘 도착했넹~
P1 	: 역시역시~
P0 	: 산신령 나올것 같아ㅜㅜ
P0 	: 나한테 지각이란건
P0 	: 흔치 않은 일 이얌
P0 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 오예
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀엽군 우리 애깅
P1 	: {emoji}
P1 	: 이제 조금뒤면 나두 수업 시작이당
P1 	: 이따가 수업들으면서 밥먹어야징
P0 	: 조아조아조앙
P0 	: {emoji}
P0 	: 오늘 애들 진짜 안 왔당
P0 	: 별로 없네,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다들 자체휴강 해버린거얌??
P1 	: 대면으로 바껴도
P1 	: 별 의미가 없규만..
P0 	: ㅋㅋㅋㅋㅋㅋ마자
P0 	: 근데 시간지나니깐
P0 	: 다시 많이 왔오
P0 	: 그래도 다 나오진 않은가바
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다들 집에서 푹자구 있나보구만~
P1 	: 이제 우리 애기도 수업 시작했겠당!
P0 	: 웅!
P0 	: 수업 시작이얌
