# FILE DATA
ID : MDRW2100047031
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 전북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>선후배
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 안뇽
P0 	: 먹어
P1 	: 웅웅
P0 	: 천천히
P0 	: ㅃㅂ
P1 	: 알겟어
P0 	: ㅇ
P1 	: 뭐해
P0 	: 나
P0 	: 과제하러
P0 	: ㅋ타페옴
P1 	: 나도
P1 	: 공부중
P0 	: ㅇㅇ
P0 	: 하이하이
P1 	: 안녕
P0 	: 나ㅏ과제
P0 	: 가햇어
P0 	: 다햇어
P0 	: 두시간도 안걸림 ㅋ꙼̈
P1 	: ㅋㅋㅋㅋ
P1 	: 역시대단하네
P0 	: 너무
P0 	: 힘드러
P1 	: 나도
P1 	: 힘들어
P0 	: 모해
P0 	: 나도 해장 함
P1 	: 물리화핫
P1 	: 공부중
P0 	: 낭ㄴ
P0 	: 운동하러옴
P1 	: 먼 운동?
P0 	: 나ㅏ
P0 	: {share:photo}
P0 	: 이거
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭐야 잘했어?
P0 	: 나잊
P0 	: 집
P0 	: 왓어
P1 	: 수거했어
P0 	: 웅
P0 	: 모해
P1 	: 공부
P0 	: 아하
P1 	: 왜
P0 	: 재밌게해....
P1 	: 웅
P1 	: 넌 뭐해
P0 	: 언제깢
P0 	: 해
P0 	: 당연히
P1 	: 나
P0 	: 누워서 쉬지
P1 	: 밤샐듯?
P0 	: 난 공부 안 함
P1 	: 할거 너문맘ㅎ아
P0 	: 할가̆̈
P0 	: 하나도 없어
P1 	: 너
P0 	: 어차피 공부래도
P0 	: 몰라̆̈
P1 	: ㄱ웅
P0 	: 0점 받앗다니까
P1 	: 음
P0 	: 이제 희망이
P1 	: 그거 맞지
P0 	: 없어
P1 	: 웅웅
P0 	: 희망따위
P1 	: 괜찮아
P0 	: 버려
P0 	: 웅
P1 	: 기말 장보면
P0 	: ㅇㅈ
P1 	: B플은
P1 	: 나와
P0 	: 아하
P1 	: 나도
P0 	: 비플
P0 	: 필요없어
P1 	: 물화
P0 	: 못봐도
P0 	: 비제로
P1 	: 망함
P0 	: 주지않나ㅏ
P1 	: 엥
P1 	: 난
P0 	: 아님??
P1 	: 몰라
P0 	: 씨 줌??
P1 	: ㅂ대면
P1 	: 처음이야
P0 	: 비대면
P0 	: 이면
P1 	: 웅우
P0 	: 공부
P0 	: 안해도
P1 	: 난
P1 	: 몰라서
P0 	: 앵간히 하면 에이 나옴
P1 	: 니가 아마 맞을럴?
P0 	: 그냥 아녜
P0 	: 안해도
P1 	: 웅웅
P0 	: 비 받음
P1 	: 그런가
P1 	: 근데
P0 	: 내가̆̈
P1 	: 에이는 맞아야지
P0 	: 좀 햇다
P0 	: 하면
P0 	: 그냥 에이 주던데
P1 	: 웅우
P1 	: 오
P0 	: 대체시험이나̆̈
P1 	: 똑똑하네
P0 	: 과제 레포트
P1 	: 웅웅
P0 	: 같은거는
P0 	: 공부 하지마̆̈
P1 	: ㅇ웅ㅇ웅
P0 	: 시간 낭비임
P1 	: 아
P1 	: 안하지
P0 	: 그냥
P0 	: 에이
P1 	: 당연히
P0 	: 먹고시작
P0 	: ㅇㅈ
P1 	: 진짜
P0 	: 난
P1 	: 개꿀이네
P0 	: 2주
P0 	: 남기고
P1 	: 웅웅
P0 	: 시작항게
P1 	: 아
P1 	: 그치그치
P0 	: 웅
P1 	: 난 지금
P0 	: 오늘은
P1 	: 하나도
P1 	: 안해서
P0 	: 쉬어야대
P0 	: 과제해서
P1 	: 공부 해야하
P0 	: 나도
P1 	: 그치
P0 	: 하나도
P0 	: 안햇다고
P1 	: 웅ㅇ
P0 	: 강의를
P1 	: 웅
P0 	: 들어본적이없우 중간 끝나고
P0 	: 너무
P1 	: 나도 하나도
P0 	: 열심리
P0 	: 해서
P1 	: 안들었어
P0 	: 그전에
P1 	: 웅
P0 	: 너무 열심히
P0 	: 했다̆̈
P0 	: 그래서
P1 	: 엥
P1 	: 맞지
P0 	: 4주동안
P0 	: 휴식
P1 	: 웅
P0 	: 해야함
P0 	: ㅋㅋ꙼̈
P1 	: 맞지
P0 	: ㅇㅈ?
P0 	: 융
P1 	: ㅇㅈㅇㅈ
P0 	: 근데
P0 	: 그렇게
P1 	: 웅
P0 	: 햇는데
P0 	: 왜
P0 	: 점수
P0 	: 안알려줘 아직도
P1 	: 앜ㅋㅋㅋㅋㅋㅋ
P0 	: 우리 수학
P0 	: 왜점구
P1 	: 우리도
P1 	: 수학
P0 	: 안알려줌
P1 	: 왜
P0 	: 자신감 넘치게
P1 	: 수학 나
P0 	: 풀엇는데
P1 	: 10등안에
P1 	: 들 자신
P0 	: 점수 왜 안알려줌?
P1 	: 있음
P0 	: 우리
P0 	: 몇명
P0 	: 있어
P1 	: 50명인가
P0 	: 난 물리화학 만큼은 아닐 자신 있어
P0 	: 그러면
P0 	: 한
P0 	: 30등
P0 	: 목표로
P0 	: 할게
P1 	: 아
P1 	: 오
P0 	: 아ㅏ그래도
P0 	: 나그래도
P1 	: 그거좃지
P0 	: 등수
P1 	: 웅
P0 	: 꽤 높앗는데
P1 	: 물화?
P0 	: 아니
P0 	: 그냥
P1 	: 어떤거
P1 	: 아
P0 	: 나̆̈중에
P0 	: 시험
P0 	: 다꿑너고
P1 	: 전체?0
P1 	: 아
P0 	: ㅇㅇ
P0 	: 등수
P1 	: 알지알지
P0 	: 나오잖아̆̈
P1 	: 난
P0 	: 맨날
P1 	: 20등이ㅕ였어
P0 	: 나쁘지
P0 	: 않앗어
P1 	: 웅ㅇ웅
P0 	: 나는̆̈
P0 	: 몰라̆̈
P0 	: 기억안나̆̈
P1 	: 난
P0 	: 어디서봐?
P0 	: 궁금하다̆̈
P0 	: 보고올게
P1 	: 웅
P1 	: 난 공부하러갗게
P0 	: 오
P0 	: 나ㅏ26등
P0 	: 이양ㅁㅋㅋ
P0 	: 둘 다
P1 	: 와
P1 	: 너랑 나랑
P1 	: 똑같네
P0 	: 이과
P0 	: 별거없어
P0 	: 진ㅁ짜 찔밥들ㅋ꙼̈
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대단하네
P0 	: 웅 내가ㅏ일등 할게
P0 	: 공부 안해도 일등 그냥 하지
P1 	: 그랩..
P1 	: 살살해줘
P0 	: 졸려
P1 	: 잠 자
P0 	: 꿈꿔ㅓㅓㅏ서
P1 	: 뭔꿈꿧어
P0 	: ㅎㅇ
P0 	: 이렁나써ㅓㅑ
P1 	: ㅎㅇㅎㅇ
P1 	: 뭔꿈꿈
P0 	: ㅎㅇ
P0 	: 기억이안ㄴ나
P0 	: 기분 안좋아 나̆̈
P1 	: 왜
P1 	: 먼일이야
P0 	: 그냥
P0 	: 달래줘
P1 	: 뭐 먹을래?
P0 	: ㅋㅋㅋㅋ꙼̈ ㅠㅠ입맛업서
P0 	: 나ㅏ진짜 조울증
P0 	: 인가
P1 	: 다들 그 정도는
P1 	: 갖고있어
P0 	: 고마오
P1 	: 깊게 생각하지마
P0 	: 짜증나
P0 	: 남자들은
P0 	: 다죽엇으면
P1 	: 웅웅
P0 	: 좋겟어
P1 	: 엥?
P1 	: 남친땜에 그래?
P0 	: 웅
P0 	: 내가너무
P1 	: 싸웠어?
P0 	: 불상해
P0 	: ㅠㅠ
P1 	: 니가 소중하긴 해
P0 	: ㅠㅠ
P0 	: 친구한테
P1 	: 웅웅
P0 	: 뒷담 까고왓더니
P0 	: 마음 푹림
P0 	: 나원래 누구 사귀면
P1 	: 잘했어
P0 	: 절대 어디가서 싸운거
P0 	: 얘기 안하고
P1 	: 우웅
P0 	: 그랬는데
P0 	: 얘는 자꾸
P0 	: 사람들한테 말하게 된다
P1 	: 그렇게라도
P1 	: 풀고 싶은 거 일수도 있지
P0 	: 마재
P0 	: 자꾸
P0 	: 너무너무
P0 	: 짜증ㄴㄴ아네
P1 	: 웅웅
P0 	: 욕해줘
P1 	: 욕은 못해주고
P0 	: 웅
P0 	: 친구한테
P0 	: 얘기하고있는데
P1 	: 웅웅
P0 	: 욕 같이 해주고나서 걔 남힌 얘기
P0 	: 남친 얘기 듣는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋ웅웅
P0 	: 자꾸 비교되고
P0 	: 부럽고
P1 	: 아
P0 	: 그래서 현타와
P1 	: 음...
P0 	: 속상해
P0 	: 공주
P0 	: 우는중
P1 	: 공주 울지마
P0 	: ㅠ ㅠ
P0 	: 나ㅏ
P0 	: 찐따라̆̈
P0 	: 어쩧수랍어
P1 	: 공주 찐따야...?
P1 	: 예쁘니까 괜찮아
P0 	: 고마어
P0 	: 내가ㅏ얘쁘니까
P0 	: 참을게
P1 	: ㅁ빨리 그만생각하고
P1 	: 롤켜
P0 	: 롤 안해
P0 	: ㅠㅠ
P0 	: 진짜
P0 	: 잘생긴거빼고 다ㅏ맘에안든다
P0 	: 그지같애
P1 	: 잘생긴거가
P1 	: 중요하긴하지
P1 	: 근데 공주도 이뻐 ㅎㅎㅋㅎㅋ
P0 	: 마자
P0 	: 내가아까워
P0 	: 남자들이랑 놀러다닐거애 짜증나
P1 	: 공주 그건 멈춰
P0 	: 내맘이징 ㅋ
P0 	: 짱나
P1 	: 그럼
P1 	: 낼 술 ㄱㄱ
P0 	: 웅
P0 	: 술
P0 	: 우리내일
P0 	: 만나̆̈?
P0 	: 아내잉 학교
P1 	: 만나
P0 	: 헐
P1 	: 학교
P1 	: 가야지
P0 	: 나학겨가기시러
P1 	: 일어나
P0 	: 진짜너무싫은데
P1 	: 학교 가야지
P0 	: 미친거아냐?
P1 	: 왜에
P0 	: 너무 짜증나고 열받아̆̈
P1 	: 와서
P0 	: 학교가는
P1 	: 다 풀어
P0 	: 전날에
P0 	: 스트레스받음
P0 	: 다늠날
P1 	: 웅웅
P0 	: 일어날 생각에
P0 	: 미칠거같애
P1 	: 그거
P0 	: 고딩때도 이렇게까지
P1 	: 힘들긴해
P0 	: 안 힘들엇어
P0 	: 고딩때는 학교늦게가도
P1 	: ㅋㅋㅋㅋㅋ 어른이자나
P0 	: 머라안햇는데
P1 	: 이제
P0 	: 대학교도 머라안하지만
P1 	: 그치
P0 	: 내ㅐ인생이
P0 	: 망하자나̆̈
P1 	: ㅋㅋㅋㅋㅋ 이제부터
P1 	: 책임 져야지
P0 	: 오빠
P0 	: 내일 80%
P0 	: 비오는거
P0 	: 나너무 화날라해
P1 	: 내일
P1 	: 그럼 울집에서
P0 	: 웅
P1 	: 피크닉 분위기 ㄱㄱ
P0 	: 조아̆̈
P1 	: 내일
P0 	: 사실 그게
P1 	: 김밥싸놓을게
P0 	: 젤 좋음
P0 	: 김밥
P1 	: 맞아
P0 	: 말고
P0 	: 고기
P0 	: 먹고시푼데
P1 	: 삼겹살?
P0 	: 웅
P1 	: 그랭
P1 	: 그거 먹자
P0 	: 고기 꾸어먹짜
P0 	: 아싸
P1 	: 근데
P0 	: 집에
P1 	: 인덕션 한개임
P0 	: ㅇ나들어가̆̈
P0 	: 안들어가̆̈
P0 	: 한개면
P0 	: 충분하지
P1 	: 장봐서
P0 	: 셋이 노는거 아님??
P1 	: 웅웅
P0 	: 넷이어도 하나면 충분해
P0 	: 돼지들이야?
P1 	: 고기
P1 	: 끊기잖아
P1 	: 아냐
P1 	: 안끊기게
P0 	: 웅
P1 	: 내가 계속 구울게
P0 	: 끊갸도대
P1 	: 집에
P0 	: 집에
P0 	: 안들어갈게
P0 	: 열받으니까
P0 	: 휴대폰
P0 	: 꺼놓고
P1 	: 휴대폰
P0 	: 웅ㅇ
P1 	: 먼저 보는사람이
P0 	: 다차단
P1 	: 야식사기
P0 	: 해버려
P1 	: ㄱ
P0 	: 안대우리
P0 	: 내일
P1 	: 웅웅
P0 	: 만나서 폰 해야함
P0 	: 마감일이
P0 	: 얼마안남앗어
P1 	: 아 맞아
P1 	: 이거
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ만나서
P0 	: 밥 먹으면서
P1 	: 열심히히 해야돼ㅔ
P0 	: ㅇㅈ
P1 	: 이거
P0 	: 밥먹으면서
P0 	: 계속
P1 	: 하루 남았어
P0 	: 하기
P1 	: 맞아
P0 	: ㅇㅈ
P1 	: 내일
P0 	: 돈
P1 	: 끝내버리자
P0 	: 벌어서
P1 	: 돈벌ㅇ자
P0 	: 머할거야
P1 	: 나
P1 	: 옷살건데
P0 	: 나두
P0 	: 엄마랑 어제
P0 	: 방 청소 햇는데
P0 	: 옷 20개 넘게 버렷ㅇ어
P1 	: ㅋㅋㅋㅋㅋ나 옷사야돼
P1 	: 사고 싶ㅇ느거 있어
P1 	: ㅠㅠㅠㅠ
P0 	: 모 살거야
P1 	: 나 폴로 카라티
P1 	: 너무 예뻐
P0 	: 폴로 가디건
P0 	: 사주라
P0 	: 난 아동용 사도 돼서
P0 	: 가격 더 씨게 살 숭 잇음 ㅋ꙼̈
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그게 들어가?
P0 	: 웅~
P0 	: 부럽찌?
P0 	: 내가귀엽다는 증거지
P1 	: 맞지
P0 	: ㅇㅈㅋㅋ
P1 	: 작고 소중하다는 소리지
P0 	: 내일
P1 	: 웅웅
P0 	: 옷 구경 하자̆̈
P1 	: 그러게
P0 	: {emoji}
P1 	: 옷 진짜
P0 	: 웅
P1 	: 돈 많았으면
P0 	: 난근데
P1 	: 좋겟다
P0 	: 옷 진짜
P0 	: 많ㅇ은데
P1 	: 웅웅
P0 	: 돈
P0 	: 90%
P0 	: 다옷으로 삼
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그러니까
P0 	: 난 비싼 옷 말고
P0 	: 그냥
P1 	: 돈잉벗지
P0 	: 싸구려 옷
P1 	: 아 보세?
P0 	: 잔뜩
P0 	: 삼
P0 	: 웅
P1 	: 웅웅
P0 	: 백화점말고
P1 	: 나도 실은
P0 	: 쇼핑몰
P0 	: 에서
P1 	: 살짝 그런 쪽이야
P0 	: 진짜
P0 	: 옷 집에 100}+
P1 	: 그게 더 이득임
P0 	: \개
P0 	: 넘게익아̆̈
P1 	: 그거
P0 	: 엄마가어제20개
P1 	: 당근 마켓에 팔아
P0 	: 버렷어
P0 	: 화내면서
P0 	: 이미 그거로
P1 	: ㅋㅋㅋㅋㅋ웅웅
P0 	: 돈 마니벌엇는데
P1 	: 아 진짜?
P0 	: 안팔리는것등
P0 	: 내가좀나누더
P0 	: 좀만 더 기다리면
P1 	: 웅웅
P0 	: 팔린다고
P0 	: 햇는ㄷ
P0 	: 엄마가 화내면서
P1 	: 그냥 공주 쇼핑몰 운영해
P0 	: 버렷어
P0 	: 나̆̈
P1 	: 웅웅
P0 	: 숭실다닐때
P0 	: 자퇴하고 쇼핑몰
P0 	: 차릴거라고
P0 	: 했는데
P0 	: 진짜너무웃겨
P1 	: ㅋㅋㅋㅋㅋ 그정ㄷ모녀
P1 	: 도면
P0 	: 근데
P1 	: 가능하긴 해
P0 	: 안돼
P1 	: 왜?
P0 	: 나는̆̈
P1 	: 웅웅
P0 	: 사장 말고
P0 	: 모델
P0 	: 할랭
P0 	: ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 하고싶은거 다해
P0 	: 내가̆̈
P0 	: 진짜
P0 	: 좀만 더 예뻤어도
P0 	: 연예인 했는데 아깝다
P1 	: 여기서 더 예뻣으면
P1 	: 난리남;
P0 	: ㅇㅈ
P0 	: 그건맞지
P0 	: 알바나하ㅏ자̆̈
P0 	: 나ㅏ사실 알바해본 경험이 없어
P1 	: 우리
P1 	: 방학대
P1 	: 롯데월드 알바
P1 	: 지원해볼래?
P0 	: 알바
P0 	: 하자̆̈
P1 	: 아님 에버렌드나
P0 	: 헐 조음
P1 	: 나 시험끝나고
P0 	: 근데 너무 힘들듯
P1 	: 찾아볼려고
P0 	: 나ㅏ
P1 	: 근데 재밌잖아
P0 	: 알바 해본가라곤
P1 	: ㅇ웅웅
P0 	: 내가다니던 학원에서
P0 	: 전단지 돌려보기
P1 	: 아 ㅋㅋㅋㅋㅋ
P0 	: 아니면 모델 알바
P1 	: 난 학원선생님
P0 	: 몇번 해본게 끝임
P1 	: 해봤는데
P0 	: 헐
P0 	: 선갠님
P1 	: 애들이 나 너무 좋아햇어
P0 	: 멋지네
P1 	: 고딩한테
P0 	: 난 진짜
P1 	: 번호 따임
P0 	: 편한 알바만
P0 	: 골라서 햇어
P1 	: 웅웅
P0 	: 전단지도
P1 	: 근데 편한게
P0 	: 그냥 우리학교
P1 	: 최고야
P0 	: 가서
P1 	: 웅우
P0 	: 아는 쌤한테
P0 	: 100장
P0 	: 다주고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그거
P0 	: 학교에서 알아서
P0 	: 학생들
P1 	: 걸리면 클나자나
P0 	: 한테 나눠주라고
P1 	: 아 ㅋㅋㅋㅋㅋㅋ
P0 	: ㅅ갬이랑 친해서
P0 	: ㄱㅊ앙
P1 	: 그거면 좋지
P0 	: 그래서
P1 	: 웅우
P0 	: 그거라고
P0 	: 십만어
P1 	: 와
P0 	: 받아써
P1 	: 근데
P0 	: 그리고 모델 알바 세네개
P1 	: 나 생활비가 딱
P0 	: 해봄
P1 	: 10만원만 더 있었ㅇ므녀
P0 	: 어때 가오있어?
P1 	: 좋겠어
P0 	: 나는
P0 	: 100마넌만
P1 	: 공주는 가능하지
P0 	: 더 있았으면
P0 	: 좋겠다
P1 	: 그러게
P0 	: 진짜
P1 	: 단기 알바 나중에
P0 	: 나도근데 딱
P1 	: 한번씩 해야지....
P0 	: 십마넌만
P0 	: 있으면
P1 	: 웅웅
P0 	: 좋을듯
P1 	: 근데
P0 	: 맨날
P1 	: 있는만큼 사람이
P1 	: 더 써 ㅋㅋㅋㅋㅋㅋ
P0 	: 돈부족해
P1 	: 맞지...
P0 	: 밥먹으면
P0 	: 끝나
P0 	: 맨날 12일부터
P0 	: 한 20일까지 부자처럼 쓰다가
P1 	: 웅웅
P0 	: 마지막에
P0 	: 쫄쫄 굶고다님
P0 	: 개웃ㄱ네
P1 	: 나도 이번달
P1 	: 10만원 남았어
P0 	: 큰일낫네
P0 	: 돈 벌자
P1 	: 그래서
P0 	: 학교에서
P1 	: 긴급수혈 하러가야돼
P0 	: 돈 받기 ㄱ ㄱ
P1 	: 학교
P0 	: 수혈?
P1 	: 돈 너무 안줘 
P1 	: 통장에
P1 	: 현금 넣으러 가야돼
P0 	: 너무무섭당
P1 	: 돈업서...
P0 	: 나도존줘
P1 	: 공주 알바해
P0 	: 오빠가ㅏ
P0 	: 알바해서 돈벌어서
P0 	: 나한테 다줘
P1 	: 너 31살때까지
P1 	: 결혼안하면
P1 	: 생각해봄
P0 	: 개웃겨
P0 	: 웅 돈 다ㅏ내꺼
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 홍대가기ㅜ귀찮아
P1 	: 오늘 외국인이랑 놀고올게
P0 	: 홍대
P0 	: 왜 감
P1 	: 외국인 친구 만나러
P0 	: 오앙
P0 	: 친구많자̆̈
P1 	: 오늘 처음 만나
P0 	: 누군ㄷ
P1 	: 동아리 사람
P0 	: 나도 동아리껴줘
P1 	: 싸웟따매
P0 	: 만나서 대화해써
P1 	: 잘했어
P1 	: 대화로 해경해야지
P0 	: 웅
P0 	: 모해
P1 	: 나 놀러가
P0 	: 눅랑
P0 	: 누구랑놀아
P1 	: &name4&이랑
P1 	: &name5&이랑
P1 	: &name6&이
P0 	: 엥
P0 	: &name5&이는 누구양
P1 	: 아
P1 	: &name5&이
P0 	: 아하
P0 	: 재미께노라̆̈
P1 	: 넌 왜 안자?
P0 	: 롤중인데
P1 	: 내일 학교 어케 오게
P0 	: 모
P0 	: 잘 가면 돼
P0 	: ㅎㅎ
P1 	: 낼
P1 	: 삼겹살 먹어?
P0 	: 몰랑
P0 	: 머먹고시퍼
P1 	: 삼겹살 ㄲㄲㄱ
P0 	: 웅
P0 	: 배고파
P1 	: 삼겹살에
P1 	: 소주 ㄲㄲ
P0 	: 이제
P0 	: 겜ㄲㅌ
P1 	: 이제 잠??!
P0 	: 안졸려
P0 	: ㅠ ㅠ
P1 	: 언제 자
P0 	: 오빤 언제잠ㅁ
P1 	: 집 도착해야
P1 	: 잘수있어{emoji:…}
P0 	: 언제가ㅏ
P1 	: 5시안에
P1 	: 도착할듯?
P0 	: 살려쥬세오ㅕㅑ
P1 	: 뭐가?
P0 	: 제발
P0 	: 자고싶다̆̈
P0 	: 진ㅉ로
P1 	: 학교 오긴 함?
P0 	: ㅎㅇ
P0 	: 옼바 머행 ㅋ
P1 	: 이제
P0 	: ㅇㅇ
P1 	: 실험 끝
P0 	: 나
P0 	: 너무너무 빨리 준비해서
P1 	: 돌아다니는우
P0 	: 화장도
P0 	: 다ㅏ함
P1 	: 너
P0 	: 지각도
P1 	: 어딘데
P0 	: 안 할듯 ㅋ꙼̈
P1 	: 어딘데
P0 	: 지금 영등포시장
P1 	: ????
P1 	: 뭐야
P0 	: 왱
P1 	: 40분그누걸릴듯
P0 	: ㅇㅈ
P0 	: 금방감
P1 	: 난
P0 	: 어디
P1 	: 이제 걍
P0 	: 가있을거야
P1 	: 혼자
P0 	: ㅇㅇ
P1 	: 있어ㅑㅇ지
P0 	: 왕따야?
P0 	: ㅋㅋ꙼̈
P1 	: 공미넬
P0 	: 학교에
P0 	: 이써
P1 	: 몰랐어?
P1 	: 웅웅
P0 	: 아니
P0 	: 나ㅏ우상
P0 	: 안가져왓어
P1 	: 내꺼
P0 	: 웅
P1 	: 같이 써
P0 	: 그럴라고
P1 	: 나 있음
P0 	: ㅇㅈ
P1 	: 빨리 와
P0 	: 집에서
P0 	: 나오는데
P0 	: 비가안왓어
P1 	: 웅에
P1 	: 지금
P1 	: 조금씩 오더라
P0 	: 엥
P0 	: 그런
P0 	: 교문앞으로
P0 	: 와
P1 	: ???
P1 	: 픽업가라고?
P1 	: 얼마 줄거야
P0 	: 비
P0 	: 안오면
P0 	: 안와도돼
P1 	: 웅웅
P1 	: 오면
P0 	: 비
P1 	: 얘기해
P0 	: 오면
P0 	: 와야지
P1 	: 웅ㅇ
P0 	: ㅇㅈ
P1 	: 와얒가
P0 	: 난 공주자나
P1 	: 와야지가
P0 	: 그래서오늘
P1 	: 아니라
P0 	: 머하는겅데
P1 	: 와주세요임
P0 	: 와주세요
P0 	: ㅋㅋ꙼̈
P0 	: 재미짜
P1 	: 삼겹살
P0 	: 웅
P1 	: 먹자매
P0 	: 오빠가̆̈
P0 	: 먹자매
P1 	: 웅웅
P0 	: 아니나오늘 한끼도
P0 	: 못 머금
P1 	: 그니까
P0 	: 배고파죽겟다
P0 	: 지금
P0 	: 알바하자̆̈
P1 	: 삼겹살에
P0 	: 머함
P0 	: 할것도 없는데
P1 	: 지금
P0 	: 웅
P1 	: 공미넬 와서
P0 	: 공미넬에
P0 	: 미안하지만
P1 	: 앉아있어
P0 	: 먼지몰라
P1 	: 융웅
P0 	: 공미넬이 몬데
P0 	: ??
P1 	: 겅학꽌
P0 	: 공대
P1 	: 카페
P0 	: 미술관
P0 	: 아하
P1 	: ㅋㅋㅋㅋㅋㅋ 바보야?
P0 	: 그런곳이
P0 	: 있음?
P0 	: 난
P0 	: 모르지
P0 	: 나이제 신길
P0 	: 답장 ㅃㄹ좀;
P1 	: 나
P1 	: 바빠
P1 	: 지금
P0 	: 롱자̆̈
P0 	: 있눈더
P1 	: 친구 만남
P0 	: 아님?
P0 	: 아하
P0 	: 안녕하세여 ㅋ
P0 	: 안녕얀녕
P0 	: 안녕안녕안녕
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 개웃기네
P1 	: 지금 만나서
P0 	: ㅇ
P1 	: 얘기중임
P0 	: 데이트함?
P0 	: 무슨 얘기
P1 	: 아니
P1 	: 4명
P0 	: 아하 20학번
P0 	: 중에 공주가̆̈
P1 	: 학교얘기
P0 	: 있다는̆̈ 얘기
P0 	: ㅇㅋ꙼̈
P1 	: 21임 ㅋㅋ
P0 	: 그런것돔
P0 	: 소문
P0 	: 내지마
P0 	: 아하
P1 	: 오키오키
P0 	: 그러면
P1 	: 소문낼게
P0 	: 20학번
P0 	: 중에
P1 	: 내가
P0 	: 이쁜 누나̆̈
P1 	: 소문낼게
P0 	: 있다고
P1 	: 웅웅
P0 	: 해웅
P0 	: ㅃㄹㅃㄹ
P1 	: 개이쁜애
P0 	: 그냥
P1 	: 있다고랄게
P0 	: 에타에
P0 	: 올려주라̆̈
P0 	: 20학번 정예린
P0 	: 아이유닮앗다고
P0 	: 전해주세요
P0 	: 요즘엔 대나무숲 안함?
P0 	: {censored}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {censored}
P0 	: 외국 브랜드
P0 	: 협찬 안받는게 낫겠지?
P1 	: 웅웅
P1 	: 너
P0 	: 웅
P1 	: 너무 그렇게
P1 	: 막 받으면 안돼
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니
P0 	: 팔로워도
P0 	: 꽤많길래
P1 	: ㅋㅋㅋㅋㅋㅋ아니
P1 	: 넌 샤넬 하던애가;;
P0 	: 거워
P0 	: 더어ㅓ
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아̆̈;
P1 	: 여기 시원해
P0 	: 샤엘 목걸이
P0 	: 잃어버렷으니까
P0 	: 제발 샤넬 내앞에서 얘기하지마̆̈
P0 	: 눈물나네
P1 	: ㅋㅋㅋㅋㅋ왜ㅜ잃어버림
P0 	: 비싼거라 한번도 안빼고 목에 차고 다녔는데
P0 	: 어디서 끊겼나봐
P0 	: ㅠ ㅠ 어댜?
P1 	: 공학관 카페
P0 	: 이자식들
P0 	: 완전 못됐ㅇ음
P0 	: 상품도 공짜로주고 누가구매하면 26.5% 커미션
P0 	: 까지 준대서 개꿀이ㅏ라ㅏ생각햇는데
P0 	: 배송비는 별도로 내야한대
P0 	: 다ㅏ공짜로 해줘야지
P1 	: 그이까
P1 	: 어딜 샤넬 모델한테
P1 	: 너 어디야
P0 	: 나ㅏ
P0 	: 5분뒤도착 !!
P1 	: 뭐야
P0 	: &name7& 언제끝나
P1 	: 너 늦는거
P1 	: 아님?
P0 	: 멀미나 죽겟서
P0 	: 엥
P1 	: 걔 곧
P0 	: 너무너무
P1 	: 끝날걸
P0 	: 여유로운데?
P0 	: 나ㅏ여애까지
P0 	: 4시이후에
P1 	: 5분 남은게?
P0 	: 도착햇어전부다̆̈
P0 	: 버스내리면 4시 넘어서
P1 	: 그거
P1 	: 다 감점일걸
P0 	: ㄱㅊ
P1 	: 아님 말고
P0 	: 인생
P1 	: 맞아
P0 	: 머잇어
P1 	: 넌 공주잖아
P0 	: 공부
P0 	: 못해도
P0 	: 상관없음
P1 	: 상관ㄴ없지
P0 	: 돈많은 부자̆̈
P0 	: 만나서
P1 	: 가 해
P0 	: 잘먹고 잘살고야
P1 	: 다해
P0 	: 웅
P1 	: 하고싶른거
P0 	: ㅃㄹ
P0 	: 대리러와
P0 	: 화나게하지말고
P0 	: &name7& 데리고
P1 	: ?
P0 	: 공주님
P1 	: 비안와
P0 	: 모시러오라고 ㅋㅋ꙼̈
P0 	: 아니
