# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P0 	: 아 왜케 기엽징
P0 	: {emoji}
P0 	: {emoji}
P0 	: 맨날 저 냉장고 있는 쪽으로
P0 	: 쪼르르 가서
P0 	: 찍었을 생각하니깐
P0 	: 기여웡..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 히히
P1 	: 이따가 만나면 꼭 안아줭 ㅎ.ㅎ
P1 	: 거울이 저기밖에 없따
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ알겠옹!!!
P0 	: 와 벌써
P0 	: 시간이 한시 넘었네
P0 	: 나 씻구올게용!
P1 	: 넹~~
P1 	: 잘씻구왕 애기!
P1 	: 난 일단 매장정리만
P1 	: 조금 해둬야게따
P0 	: 나 다 씻었오 쟈깅
P0 	: {emoji}
P0 	: 아 뭔가
P0 	: 빨리 봄 됐으면 좋겠다ㅠㅠ
P0 	: 파릇파릇 푸릇푸릇 싱그러운 풀들이 그리워...
P0 	: 나 겨울 싫어했구나...
P0 	: 원래 겨울 좋았는데
P0 	: 뮤ㅓㄴ가 이 추위가 빨리 사라졌음 좋겠오..
P1 	: 우리 애기 잘씻구왔구만~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 이 추위가 너무 말도안되어서 구랭 진쨔..
P1 	: 저번주 추위정도만 되더라도 괜찮을텐뎅..
P0 	: 오빠랑
P0 	: 수목원같은곳 가구시포
P0 	: !!!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡 ㅎ.ㅎ
P1 	: 조아조앙!!!!!!
P1 	: 가쟈
P1 	: 가쟈아아아앙
P1 	: {share:info}
P1 	: 옹 여기저기 있당
P1 	: 난 퇴근준비 하구올겡!!
P0 	: 옹 진쨔 많고만~
P0 	: 넹 퇴근준비하구 오세영
P0 	: 오늘따라 준비하기 왜케 기찮징...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 밖에가 다 얼어서
P1 	: 치울게 없오..
P1 	: 대박이당
P1 	: 오늘 대충 준비해 쟈기!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ치울게없엉??
P0 	: &name4&이 학원도
P0 	: 변기 얼었다고
P0 	: 사진찍어서 보내두고 그랬는데
P0 	: 대박이당..
P0 	: 그래서 대충 준비하는즁ㅎㅎㅎㅎㅎ
P0 	: 악 기차낭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박이당..
P1 	: 다 난리났군
P1 	: 대충 준비하더라두
P1 	: 꼬옥 따뜻하게는 해야한당 애기!!!
P1 	: 박스버리러 잠깐 나갔다왔는뎅
P1 	: 그대로 다시 들어올뻔했오..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜 따듯하게 하고 가야징,,
P0 	: 이제 30분뒤 퇴근이야 쟈깅!!!
P0 	: {emoji}
P0 	: 난 이제 슬슬 나갈것같오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑~~~
P1 	: 조아조앙
P1 	: 애기 맛있게 먹구왕!!
P1 	: 난 청소하구 준비해야게따
P0 	: 웅!!!
P0 	: 알게쒀
P0 	: 랭겜 잘 하고이쒀!!!
P0 	: 난 출발!
P0 	: 와 오빠
P0 	: {share:photo}
P0 	: 나 이거 보고 &name5&오빠 미친쥴알아써...
P0 	: 진짜 에타에 올린줄알았는데
P0 	: 어플 사용한거ㅓ여써
P0 	: 이오빠도 만만치않은 관종이였군..!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완전 웃경
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 여러의미로 대단한 애네 역시..
P1 	: 휴
P1 	: 청소 끝냈당
P1 	: 퇴근이에용!!!
P1 	: 예에~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 버스타고 가는즁이에오
P0 	: 버정에서 &name7&이 만나가지구ㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name7&이 &address& 빵집에서 일해서
P0 	: 끝나구 집갈려고
P0 	: 버정에서 버스기다리다가
P0 	: 마주쳤오
P0 	: 오빠 버스 기다리는즁??
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박이당
P1 	: 버정에서 친구들 많이 만나넹 울 애기
P1 	: 나 버정도착하니깐
P1 	: 바로 34번와서
P1 	: 방금 타쒀!!
P0 	: 오 대박!!!
P1 	: 난 &address&으로 가는쥬웅
P0 	: 거기는 시간 맞춰서
P0 	: 잘 온당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 조아조앙
P1 	: 구칭 ㅎ.ㅎ
P1 	: 아주 조앙
P1 	: 우리 애기만
P0 	: 피방가서 롤하규있오!
P1 	: 오면됑 이제 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내가 먹구
P1 	: 우웅
P0 	: 피방으로 갈게 쟈깅
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 자리만 알려죠
P1 	: 알겠습니다앙~
P1 	: 도착해서 사진으로
P1 	: 또 찍어서 보내둘겡
P1 	: {emoji}
P0 	: 난 청년다방 도착얌!!
P0 	: 쟈기쟈기
P0 	: {share:info}
P0 	: 오빠랑 여기오면
P0 	: 이거 먹을랭
P0 	: 오늘은 차돌 시켰당
P1 	: 악
P1 	: 대박!!!!!!!!!!!!!
P1 	: 구래서 나랑은 언제가준다궁..?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 파전도 먹구 내가 찾아놓은 돼지김치찜도 먹구
P1 	: 치믈렛 저거도 먹어야행!!!!!
P0 	: 조앙!!!!!!!
P0 	: 다 먹쟝!!!!
P0 	: {share:photo}
P0 	: 순대도 시켜서
P0 	: 먹는즁~
P1 	: {emoji}
P1 	: 순대 대박이당
P1 	: 잘먹구있는뎅~~
P1 	: 아 순대 또 먹고싶오 쟈기..
P1 	: 순대 내장이 끌린당
P1 	: 으악
P0 	: 마자 순대내장ㅠㅠㅠㅠㅠㅠㅠ
P0 	: 허파!!!!
P0 	: {share:photo}
P0 	: 먹고 올게용
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡
P1 	: 알겠오 맛있게 먹구왕~
P1 	: 난 영통 지나가는쥬웅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 드디어 청년다방에서 볶음밥 먹눈당
P0 	: !!
P0 	: 아 맞아 오빠
P0 	: 나 그 &name8&언니랑 만나는거
P0 	: 담주 수욜에 보기루 해써!
P1 	: 아 구랭?!
P1 	: 그럼 담주는 화수 이틀 연속으로
P1 	: 못보겠당..
P1 	: {emoji}
P1 	: 알겠오 쟈기!
P0 	: 헉 그러게....
P0 	: 우리 진쨔,,,
P0 	: 최근들어서 이틀동안 안 본적
P0 	: 한번두 없은데
P0 	: 나 근뎅
P0 	: 어차피 저녁에 만나는거라
P0 	: 점심에는 시간있오!
P1 	: 오옹
P1 	: 그럼 수욜에는 점심에 보쟝 쟈기!!
P1 	: {emoji}
P1 	: 이틀 못보면 &name1& 보고싶어서
P1 	: 기절이얌..
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 55번이얌 쟈깅!
P1 	: {share:photo}
P1 	: 구석탱이쪽이에용
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ옹~
P0 	: 알겠어 쟈깅!
P0 	: 그쪽으로 갈겡
P0 	: 아직 먹는즁야
P0 	: 언니랑 엄마는 다 먹어서 미용실간다고 먼저 나가구
P0 	: 동생이랑 둘이 먹는즁
P1 	: 조아조앙~
P1 	: 든든하게 다먹구왕 쟈기!!
P1 	: {emoji}
P0 	: 아 배불로
P0 	: 다 먹어서
P0 	: 동생이랑 닭꼬치 사들고 집 가려궁
P0 	: 그 아대에 있는 정스닭꼬치 알아???
P0 	: 거기 닭꼬치 존맛탱야,,,
P0 	: 미쳐써
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기가 저번에 맛있다했던
P1 	: 거기인감?!!
P0 	: 내가 오빠한테 말한곳은 영통일껑ㄹ??
P0 	: 아주대는 아마
P0 	: 얘기 안했을꺼얌
P1 	: 오홍~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마무리로 맛있는 닭꼬치까지
P1 	: 완벽하구만~
P1 	: 닭꼬치집이 은근 많구낭
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ우웅!
P0 	: 나 이제 버스타고
P0 	: 가는쥬웅
P0 	: 나 집들려서 양치하구
P0 	: 나올게용
P1 	: 알겠습니다앙~
P1 	: 조아용!!!
P1 	: {emoji}
P1 	: {emoji}
P1 	: 애기 닭꼬치도 집에서
P1 	: 먹고나와야하눈거 아냠?!
P0 	: 그것보다
P0 	: 응아하구 나와야할것같오...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙
P1 	: 천천히 와도댕 쟈기!!
P1 	: 응아 시원하게 다하구와용
P0 	: 네에~~~~
P1 	: 구래구랭~~
P1 	: {emoji}
P1 	: 왕 근데 피방에 사람 한가득이얌
P1 	: 미쳤당..
P0 	: 헐 진쨔??
P0 	: 애들 방학해서
P0 	: 다 피방 가나보당..
P1 	: 마쟝..
P1 	: 시끌시끌하구만
P1 	: 우리 &name1& 자리는
P1 	: 그나마 제일 조용한 자리로
P1 	: {share:photo}
P1 	: 찜해뒀당 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오예~~~
P0 	: 조아용
P0 	: 나 출발이당
P1 	: 오옹
P1 	: 조심히왕 애기!!
P1 	: 컴터 켜놨당
P1 	: {emoji}
P0 	: 쟈깅!!!!
P0 	: 조심히 강!!!
P0 	: {emoji}
P0 	: 집에 &name9&오빠 있오
P0 	: 당황
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 버스탔당~!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 머야머얌
P1 	: 오늘도 자고 가시는거얌?!
P0 	: 아닝!
P0 	: 그냥 뭐 가지러 왔댕
P0 	: 언니가 추워서 나가서 갖다쥬기 싫다해서
P0 	: &name9&오빠가 왔엌ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오옹
P1 	: 고렇구만~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 진짜 당황했겠당
P1 	: 아까 나도 자연스럽게
P1 	: 쟈기랑 같이 들어갔어야했는뎅
P1 	: 아깝군
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그니깐ㅋㅋㅋㅋㅋㅋ
P0 	: 나 진짜 내가 오빠 손 잡구
P0 	: 자연스럽게 들어가서
P0 	: 당황스러워써..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 화들짝
P0 	: 응아 할래잉
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘은 쟈기 문앞에서
P1 	: 빠빠이 하는줄 알았징
P1 	: 오늘 응아 두번하는건감 우리 애깅?!
P1 	: {emoji}
P0 	: 웅!!!
P0 	: 응아 두번~
P0 	: 응아 다 하고
P0 	: 씻을랭
P0 	: 근데 거의 다해써..
P1 	: 오옹
P1 	: 빠른뎅~~
P1 	: 조아조앙
P1 	: 얼른 씻구 다시 쉬어야징 우리 애기
P1 	: {emoji}
P0 	: 웅!!!!
P0 	: 진짜 씻으러 갑니다용~
P0 	: {emoji}
P1 	: 치카치카~
P1 	: 잘씻구오세용~~
P1 	: 난 빠르게 가는즁이당
P1 	: 조금뒤면 내리게쒀
P1 	: {share:photo}
P1 	: 드디어 얻었오..!!
P1 	: {share:photo}
P1 	: 걸어갑니당~
P0 	: 난 다 씻었오 쟈깅!
P0 	: 오..
P0 	: 뭔가 여기두
P0 	: 눈 엄청 많이 없어졌당
P1 	: 잘씻구왔네용 우리 애깅~
P1 	: 구칭
P1 	: 눈 언제 다 사라지나 했는뎅
P1 	: 그래두 금방 사라지긴한당
P1 	: 애기랑 눈사람 만든거 재밌었눈뎅..
P1 	: 나도 집도착해서 응아하구
P1 	: 샤워하려공!
P1 	: 샤워하구 올겡 쟈기얌~
P0 	: 오!!!
P0 	: 알겠옹
P1 	: 타이밍
P0 	: 씻구와요~
P1 	: 머야머얌~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ그니깜
P0 	: 대박얌
P1 	: 역시 우리는
P1 	: 운명이군
P0 	: 난 액설런트 먹을랭!
P1 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙
P1 	: 오늘은 그 티비프로그램
P1 	: 10시 시작인거같더랑
P1 	: 잘보구이쒀!{emoji:❤}
P0 	: 맞아!!
P0 	: 알겠습니당~
P0 	: {share:photo}
P0 	: {share:video}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기는 잘어울리는뎅
P1 	: 난 진짜 이상하당..
P1 	: 다씻구왔오~
P0 	: 빨리 씻구왔넹~
P0 	: 난 괴담 그거 보는즁!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘은 좀 무서운 얘기 들려주려낭..
P1 	: 잘듣구왕 애기 ㅎ.ㅎ
P1 	: 이따가 전화로 또 들려죠!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ알게쒀
P0 	: 근데 앞에 또 이상한 잡담 같은거 하면서
P0 	: 옛날에 했던 전설의고향같은거
P0 	: 그런거 보여줘...
P0 	: 노잼얌..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 시청률 잡아먹으려구
P1 	: 그렇게 시간 때우나보당..
P1 	: 난 이제 머리 다말렸오
P1 	: 커피우유 마실래잉
P0 	: 밥 안먹어두 돼 자기!?
P0 	: 괜차낭??
P1 	: 웅웅!
P1 	: 커피우유에
P1 	: 빅파이 있길래 좀 먹으려궁
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 밥먹어야대 자기ㅠㅠㅠㅠ
P0 	: 내일은 꼭 밥 먹쟈
P0 	: 편의점에서두
P1 	: 조아조앙~
P0 	: 면 먹어가지구..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 에잉
P1 	: 내일 잘먹으면되징~
P1 	: 수제버거도 잘먹었따
P1 	: 내일 우리 애기랑 곤드레밥 먹을생각에
P1 	: 벌써 설레 ㅎ.ㅎ
P1 	: 보고싶당 &name1&..
P1 	: 오늘 나름 많이 부비부비 했던거같은뎅
P1 	: 그래도 너무 아쉬웡
P1 	: 더 붙어있고 싶따
P0 	: 나두ㅠㅠㅠㅠㅠ
P0 	: 나두 보고싶어 자기!!!!!!
P0 	: 내일도 옆에서 먹쟈{emoji:❤}️
P0 	: {emoji}
P1 	: 히히
P1 	: 완전 조앙!!!
P1 	: &name1& 옆자리는 항상 내꺼~~{emoji:❤}
P1 	: {emoji}
P1 	: 난 다먹어서
P1 	: 롤하구 올랭..ㅎ.ㅎ
P1 	: 이겨야게쒀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알겠엉
P0 	: 랭겜 꼭 이기고 와...!!!!
P0 	: {emoji}
P1 	: 이기구 올겡..!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 한 2~3판정도만 해야징
P1 	: 아이 귀여웡
P1 	: {emoji}
P1 	: 앗
P1 	: &name10&님이
P1 	: 우정 체력줬댕
P1 	: 나두 줘야징~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쿠키런하면서
P0 	: 얘기 듣구 이쒀ㅎㅎㅎ
P0 	: 쟈기!!!!
P0 	: 나 끝나서
P0 	: 양치중!
P1 	: 오옹
P1 	: 오늘은 빨리 끝났넹?!
P1 	: {emoji}
P1 	: 나두 양치 다시해야되는뎅
P1 	: 귀찮군..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 게임 좀만 더 해 쟈깅!
P0 	: 나 핸드폰 하구 있을겡
P1 	: 넹~~
P1 	: {emoji}
P1 	: 한 2판정도 더하구 올게용!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 알겠오~~~~
P0 	: 난 웹툰봐야징
P0 	: 와아
P0 	: 오빠!
P0 	: {share:photo}
P0 	: 오늘 투뎃수 30명얌
P0 	: 짱 많이 들어왔당
P0 	: 곧 전제 200명 찍겠군
P0 	: 옛날에 10만명 어케 찍었징 진짜...?
P1 	: 오옹
P1 	: 대박이당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 계속 올리다보면
P1 	: 점점 더 금방 늘지않을깡..?!
P0 	: 구칭!!!!
P0 	: 예~~~
P0 	: 파워블로그 예~~~
P0 	: 쟈기야
P0 	: 보고시따.....
P0 	: 오빠 향수 베개에 뿌려야징..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워 ㅠㅠㅠㅠㅠㅠ
P1 	: 아 나두 너무 보고싶오..
P1 	: 나 그냥 이거 끝나면
P1 	: 얼른 전화할래잉
P1 	: {emoji}
P1 	: 끝냈오!!
P1 	: 양치하구
P1 	: 전화할겡!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ알게쏘~
	  
	  
P0 	: 잘자 쟈기{emoji:❤}️ &name1&꿈~
P0 	: {emoji}
P1 	: 우리 쟈기두 잘쟝{emoji:❤}
P1 	: &name1&꿈~!!
P1 	: {emoji}
P1 	: {share:file}
P1 	: 우앙
P1 	: 지금 일어났오 쟈기!
P1 	: {share:photo}
P1 	: 출발입니당~
P1 	: 츕당
P1 	: 도착이얌 쟈깅~
P1 	: 빨리 퇴근해서 우리 애기 보고싶네용 ㅎ.ㅎ
P1 	: 아니 그냥 지금 보고싶어
P1 	: 지금 보고싶어어어어어엉
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 오늘은 밥먹는당!
P1 	: {share:photo}
P1 	: 정리 시작할게용~
P1 	: 다하구와쒀!!
P1 	: 예에~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 예에~~
P0 	: 지금 일어났오용
P0 	: 밥 잘 챙겨 먹었넹~
P0 	: {emoji}
P0 	: 전기장판 계속 틀어서
P0 	: 휴끈후끈 하당..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 따뜻하게
P1 	: 잘자구 일어났오?!!
P1 	: {emoji}
P1 	: 잘때 가위눌리진 않았징?!
P0 	: 웅!!!!!
P0 	: 가위 안 눌려써
P0 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 대신 꿈 꾼거 같은데
P0 	: 잘 기억 안난당
P1 	: 오옹
P1 	: 잘 기억안나는걸보니
P1 	: 그렇게 중요한 내용은
P1 	: 아니었나보구만
P1 	: 악몽아니었으면 됐당!
P1 	: 애기애기
P1 	: 보구싶당
P0 	: 나도 보고시퍼 쟈기야!!!!
P0 	: 꿈속에서 막
P0 	: 오빠 찾았던고 같은뎅,,
P0 	: 뭐지...
P0 	: 진짜 기억이 잘 안낭
P1 	: 나를 찾았다궁?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이 귀여웡
P1 	: 이번에는 그래두
P1 	: 푹잤나보당!!
P0 	: ㅎㅎㅎ마장
P0 	: 아침에 잠깐 깨긴 했는데
P0 	: 그래두 푹 잤어용
P0 	: 쿠키런 좀 해보까
P1 	: 조아조앙~~
P1 	: 난 이미 쿠키런 하던즁이었오
P1 	: ㅎ.ㅎ
P1 	: {share:photo}
P1 	: 애기얌 이거 좋은거얌?!
P1 	: 축복티켓 쓰면 이전꺼는 그냥 날라가버령?!
P0 	: 웅 이전꺼는 날라가는데
P0 	: 그
P0 	: 파란색보다는 핑크색이 좋은데
P0 	: 그것보다 무지개색이 젤조아
P0 	: 그래서 난 무지개색 나올때꺼지
P0 	: 티켓 계속 돌령
P1 	: 우와앙
P1 	: {share:photo}
P1 	: 성공이얌!!!
P1 	: 예에~~
P1 	: 오늘 좀 되는뎅..?!
P1 	: 체스초코 쿠키 도전
P1 	: 깨그와야징
P0 	: 오옹~~~~~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 좀 되는 날 인뎅~~~
P0 	: {emoji}
P0 	: 다 깨구왕!!!
P0 	: 나드 경기 해야게따
P1 	: 다이아몬드 도전은 깼오 ㅎ.ㅎ
P1 	: 재난문자때문에
P1 	: 한번 부딪혔다..
P1 	: 도움안되는 문자들..
P1 	: 다이기구왕 애기!
P0 	: {share:photo}
P0 	: 쨘
P0 	: 선빵 했당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 배고파..
P0 	: 밥 먹을랭..
P1 	: 잘했는뎅 우리 애기~~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙
P1 	: 얼른 밥먹구와용!!
P1 	: 11시반이 다되어간당 쟈기얌
P0 	: 오므라이스 해가지궁
P0 	: 밥 먹고올겡!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 순간 오므라이스보고
P1 	: 쿠키런생각했오 쟈기..
P1 	: 왜이렇게 됐진
P1 	: 맛있게 먹구와 애기얌!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오므라이스 존맛탱~
P0 	: {emoji}
P0 	: 응아 하구 설거지 해야징
P1 	: 모닝응아얌~??
P1 	: {emoji}
P1 	: 구래구랭!
P1 	: 우리 애기 다시 응아 잘하넹 ㅎ.ㅎ
P1 	: 아주 좋군
P1 	: 이번주 알바도 3시간밖에 안남았당
P0 	: ㅋㅋㅋㅋㅋㅋㅋ 난 먹으면 바로 싸!
P0 	: 설거지도 다 하구 왔습니당
P0 	: {emoji}
P0 	: 3시간만 더 힘내 자기!!!
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: 히히
P1 	: 또 얼른 2시 되어서
P1 	: 퇴근준비하구
P1 	: 바로 우리 애기한테
P1 	: 달려가구싶오
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ조앙{emoji:❤}️
P0 	: 달려와앙!!!!
P0 	: 난 한시반에 씻어야겠당
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 왕 예뿌다
P0 	: 우리도 저렇게 찍자ㅎㅎㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ녹은 &name1&당!!!!!
P1 	: {emoji}
P1 	: 달려가서 안길거얌 ㅎ.ㅎ
P1 	: 우리 저번에 달로 찍으려다가
P1 	: 실패했던 그 구도자낭..?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이번엔 꼭 성공해야댕!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ마잨ㅋㅋㅋㅋㅋ 그 구도얌
P0 	: 해가 더 잘 나오나...?
P0 	: 언젠간 성공하게찌...
P0 	: 오빠 롤러코스터 알아?
P0 	: 프로그램!
P1 	: 우웅 알지알징
P1 	: 그거 완전 옛날에 하던 프로그램 아니얌?!
P1 	: 뭐 얼핏 듣기로 시즌2한다고
P1 	: 들은거 같기도한뎅..
P0 	: 아 진짜??
P0 	: 지금 시즌2 하ㅕ면
P0 	: 싸울것같아..
P0 	: 갑자기 유튜브에 떠서
P0 	: 봤는데
P0 	: 어이가없렄ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 초딩때 봤던거 같은데 저겅
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왱?!
P1 	: 나 그거 한번도 안봤었오
P1 	: 뭔데용?!
P0 	: 오 진쨔??
P0 	: 그거 그냥
P0 	: 그때 그시절을 되게 잘 반영한 프로그램 같은데
P0 	: 지금보면 엥 뭐야
P0 	: 이생각들어ㅋㅋㅋㅋㅋㅋ
P1 	: 오홍..
P1 	: 무슨 내용이길랭
P1 	: 시즌2하면 우리가 싸운다는거징
P0 	: 웅?????
P0 	: 아니어니
P0 	: 우리가 왜 싸워!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
