# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 나도 하루종일 &name3&랑 있는게 능사는 아니자나
P1 	: 득과 실이 있는거지
P0 	: 그럼그럼
P1 	: 내가 하루종일 누워있는것만 보여주는게 좋은겨?
P1 	: 하루종일 티비나 틀어주고
P0 	: 나도 얼렁 보냇ㄱ으면 좋겎어
P1 	: 어차피 한달두달은 한두시간 밖에 못있는다니까?
P1 	: 집에 있는 시간이 더 길어
P0 	: 여보가 많이 생각 고민하고 있는 것도 알아요 ㅡ 내가 생각이 더 깊었어야했네
P1 	: 그래
P1 	: 아침마다 보내는 것도 나고
P1 	: 같이 가서 놀아주고 데려오고 같이 있는 주양육자는 나니까
P0 	: 응응
P1 	: 이래라 저래라 하지마
P0 	: 응
P1 	: 내가 얼마나 죄책감이 드는데
P1 	: 차라리 어딘가를 가는 일정이라도 생기면 규칙성이라도 생기니까
P1 	: 아 몰라 그만 얘기하자
P0 	: 그래용
P0 	: 여보 아무쪼록 오늘 넘 무리하지 말고 
	  &name3&도 낮잠 잘 자길 부디 ㅠ
P1 	: 응
P1 	: 폭주해서 미안
P0 	: 아니야 여보 기분 제대로 고려 못 해서 미안해
P0 	: 퇴근해요
P0 	: {share:photo}
P1 	: 거기가 아니라 1층 말한건데...
P1 	: 저거 버리는줄 알고 누가 가져가는건 아니겠지?..
P0 	: ㅠㅜ
P0 	: 아닐거야 대문 앞도 아니고
P1 	: 아.. 못싣는다고 안산대..
P0 	: ㅡㅡ
P0 	: {emoji:깜짝}
P1 	: 어쩔..
P0 	: 놔둬 무리하지마 안 가져갈거야 분명
P1 	: 과욕이 부른 참사구만
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠ과욕부렸어 미안해 
P1 	: 내가 1층이라고 했을텐데... 주차장이나 밖이 아니라....
P0 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 마누라 말을 잘듣자 좀...
P0 	: 여보 조금이라도 덜 힘들게 하려고 한 건데...
P0 	: {emoji:흑흑}
P1 	: 마음은 잘 알지만
P0 	: {emoji}
P1 	: 잘하고 욕먹는 일이 생길 수도 있으니까
P1 	: 여튼 고마워 여보
P1 	: 수고했어...ㅋㅋ
P0 	: ㅠㅠㅠㅠㅠ응...
P0 	: {share:photo}
P0 	: 막 지도 오고 난리
P1 	: 오
P1 	: 급할 때 써먹어야지..?
P0 	: 보내기 쉬워? 
P1 	: 옆에 전원버튼 세번인가 네번 누르면
P0 	: 아앙
P0 	: 그런 기능잉 있꾸나
P1 	: 대문이 철이 아닌 알루미늄임
P1 	: 알르미늄 용접은 특수용접이고
P1 	: 용접기를 가지고 출장을 올 수 없음
P1 	: 한 3군데 전화해서 알아낸 정보
P1 	: 그래서 저렇게 억지스럽게 고정시켜놓은거구나...
P0 	: 헐
P0 	: 근데 저게 알루미늄인건 어떻게 아는 거지?
P0 	: 저렇게 무거운데 알루미늄인가 
P0 	: 근데 여보 고생했네
P0 	: ㅠㅠ 
P0 	: 그럼 대문을 뜯어서 가져가야 용접이 가능한거래?
P1 	: 알루미늄이 더 가벼울걸
P1 	: 대문을 어떻게 뜯어 벽에 붙은건데
P1 	: 자석 붙여보래서 붙여봤는데 안븥음
P1 	: {share:photo}
P1 	: 저 판떼기는 철이야
P1 	: 생각보다 총체적 난국이로구나..
P0 	: 아아아
P0 	: 자석으로 판단하는 거군
P1 	: 쉣
P0 	: 음 어떡하지 .. 
P0 	: 여보
P0 	: 어머니가 목~금에 아반떼를 쓰셔야 하는데 
P0 	: 나 투싼 탈 수 있을까? 
P1 	: 응 지금은 별일 없을듯
P0 	: 응응 특히 금요일엔 &affiliation& 가야 돼서 가급적 쓸 수 있으면 좋겠당
P1 	: 응
P0 	: 오늘은 지금 낮잠 시간 아닌가용?
P0 	: 고마웡
P0 	: {emoji}
P1 	: 조심하와
P0 	: 넹~
P0 	: 여보
P0 	: 뭐할거야
P0 	: 산책? 장보기?
P1 	: 산책
P1 	: 장보기는 내일 해도 되니까
P0 	: 그랭
P0 	: 얼른 다녀와 그럼
P1 	: ㅇㅋ
P0 	: 내려올 때 나 깔깔이랑 &name3& 가디건도 주세요
P1 	: 어제 너무 열심히 산 부작용..
P0 	: 오늘은 아무것도 안하고 싶어?
P1 	: 응
P1 	: 누워만 있고 싶어
P1 	: 졸려
P1 	: &name3& 계속 뽀로로 보여주고.. ㅠ
P0 	: ㅠㅡ에구
P0 	: 잠도 많이 못 자서 더 그런가
P0 	: 나 병점에 어머니 픽업하고 들어갈 거예요 2~30분 늦을 수도
P0 	: 병점말고 평촌 ㅡ
P1 	: 여보 오면 마트가자
P0 	: 응 다왔어 &name15&네에서 주유중
P0 	: 집에가요
P0 	: {share:url}
P0 	: 이거 사주세요
P1 	: {share:info}
P1 	: 여보
P0 	: 능
P0 	: 응
P0 	: 잘자써여?
P1 	: 응
P1 	: 둘다 오래잤네
P0 	: 지금 인난거야?
P1 	: 아니 10시 좀 넘어서
P0 	: 아앙
P0 	: 그래도 푹 잘 잤네 여보도 일찍 자고
P1 	: 응 오래잤네
P1 	: &name3&도 안깼나?
P0 	: 응응
P0 	: {emoji:씨익}
P1 	: 엄마랑 계속 자서 푹 잤나
P0 	: 그런가
P0 	: 내가 잘 때 혹시 &name3&를 불편하게 하나
P1 	: 아냐
P1 	: 엄마랑 달라서 그런가보지뭐
P1 	: 8시에 여보가 &name4& 이불 덮어준거지?
P1 	: 11시까지 그대로 잤네 ㅋㅋㅋ
P1 	: &name4&도 참 잘자..ㅋㅋ
P0 	: 응 ㅋㅋ 잘했네 다들
P0 	: 난 &affiliation&가용
P1 	: 응 조심히
P1 	: 일찍 퇴근하면 좋겠다
P0 	: 응 부디 ㅜ
P0 	: 퇴근~!!
P0 	: 6시는 넘겎다 근데
P1 	: 응 조심히 와
P0 	: 시소는 팔렸어?
P1 	: 응
P0 	: {share:photo}
P0 	: {share:video}
P1 	: {share:photo}
P1 	: ㅋㅋㅋ
P1 	: 기차 탐
P1 	: 당근 거래하러 사람 갈 수도 있어
P1 	: {share:photo}
P1 	: 창고방에 침대 위에 쇼핑백 안에 이거 있거든
P1 	: 2시 전에 간대
P1 	: 5천원
P0 	: 옹
P0 	: {share:photo}
P0 	: 시작했어
P1 	: 가자마자...
P1 	: 물은 주지마
P0 	: {share:photo}
P0 	: 응
P0 	: 자꾸 &name4&한테 흙 먹으라고 아 아
P1 	: &name4& 시른데..
P1 	: &name4& 간식 줘
P1 	: 데크위에 박스에 오리목뼈
P0 	: {share:photo}
P0 	: 정말 맛있는지 궁금함
P1 	: 부담스럽게 쳐다봐
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 저럴때 조심해 먹을거 앞에서 개는 위험해
P0 	: 응응 못만지게 함
P0 	: {share:photo}
P0 	: {share:photo}
P0 	: 이거 찾은거야?
P1 	: ㅇㅇ
P0 	: 어디서?
P1 	: 몰라 전에 어디서 찾음
P0 	: 아앙
P0 	: {share:photo}
P0 	: 밖으로 탈출
P1 	: ㅋㅋ
P1 	: 2시 전에 당근 온댔어
P0 	: 응
P0 	: 친구들 잘 만나서 밥 먹어?
P1 	: 응 이제 다 먿얷어
P1 	: 당근 잘 팔았어?
P0 	: 응응
P0 	: &name3&랑 밥먹는 중
P1 	: 그랭
P0 	: 잼게놀앙
P1 	: 응~
P1 	: &name3&는 자?
P0 	: 둘이 자고 좀전에 일어났어 ㅋ
P1 	: 그려
P1 	: 나 7시반 기차 탈 가능성이 커
P1 	: 8시쯤 수원역 도착
P0 	: 저녁 안 먹고?
P1 	: 음 모르겠다?
P1 	: 지금 커피만 두잔째인데
P1 	: 나 너무 피곤해
P0 	: 에긍 그래
P1 	: 저녁 먹고 간다...
P0 	: 아 그럼 시간 변경?
P1 	: 응
P0 	: 싫으면 무리하지 마요 ㅠ
P1 	: 후... 무리하고 있어
P0 	: ㅠㅠ
P0 	: 어디서 먹는 거야?
P1 	: 광화문 근처서 카레 먹었어
P0 	: 끝났어?
P1 	: 곧
P1 	: &name3&는 뭐해?
P0 	: 기차타러 갈거야?
P0 	: 피아노 쳐
P1 	: 아니 바로는 아니야
P0 	: 앙
P1 	: {share:photo}
P1 	: 나 용산가야하나...
P0 	: 헐
P1 	: 8시25분은 쫌 어려울거 같은데
P0 	: 용산 개
P0 	: 가
P0 	: 별로 차이 안 나잖아
P1 	: 나 용산역으로 택시타고 가는중
P1 	: 40분꺼 타려고
P0 	: 앙
P1 	: 9시11븐 도착
P0 	: 그래용
P1 	: &name3&랑 나올 수 있겠어?
P0 	: 응 마트  가 있을게
P1 	: 응
P1 	: 기차 탐
P0 	: 차는 마트쪽 2층에 있고
P0 	: 필요한 거 있어?
P1 	: 아니 우유 샀을테고
P0 	: 웅
P0 	: 엠클럽은 전화번호 말하면 되나?
P1 	: 모르겠네
P1 	: {share:photo}
P0 	: 내렸어?
P1 	: 응 1층이야
P1 	: 어디있어?
P0 	: 2층 계산대
P1 	: 올라갈게
P0 	: 응~
P0 	: 앞에 아줌마가 헤매고 있다...
P0 	: &name3& 일찍 올라오면 뭐 보여줘 그냥
P1 	: 응
P1 	: 오늘 넌, 얼마나 걸었니 ?
	  
	  걷는 것도 쉬운데 캐시 적립은 더 쉽네, 같이 걸으러 가자!
P0 	: 여보 - 
	  - 세탁기에 &name3& 코코몽 패딩 손빨래 해서 넣어놨는데 울샴푸 넣어서 울코스 한번 돌려줘요
	  - 밥 취사는 11시 반 즘으로 예약했어요 미역국이든 어묵이든 계란이든 스팸이든 꺼내서 밥 꼭 챙겨먹어요 
	  - &name4& 아침밥 줬어 
	  - 설거지는 못했어 미안해 ㅠ
	  
	  오늘도 힘내고 &name3&랑 좋은 하루 보내길 내 사랑아
P1 	: 응 고마워 여보
P0 	: 잘잤어요? &name3& 언제 깼낭
P1 	: 10시 전에?
P0 	: 아 생각보다 일찍 깼네 어제 피곤한 거에 비해 
P1 	: 응
P1 	: 옷방에서 자려나?
P1 	: 누가 됐건 치우긴 하겠지만
P1 	: 그리고 가족행사에 처음은 무슨 처음이여
P1 	: 지금까지 몇번을 왔구만
P0 	: 자는게 처음이란 뜻이었어
P1 	: 그래
P1 	: 근데 걔네는 진해 친척들한테 인사 안한데?
P0 	: 설연휴 말고 따로 간대
P1 	: 그려
P0 	: 집에가유
P0 	: &name3& 볼 수 있어?
P0 	: 아님 &name3& 재우고 산책 갈까?
P1 	: 아냐 위에 올려
P0 	: 아님 여보가 내려올래? &name3& 여기서 잘 노는데
P1 	: 좀 놀다가 올라와
P0 	: 그랭
P0 	: 여보?
P1 	: 응
P0 	: 싸바해요?
P1 	: 응 피곤해
P0 	: ㅠ
P0 	: 밥은 먹었어?
P1 	: 응
P0 	: 그래용
P0 	: 여보 사업자 폐업 했댓ㄱ나?
P1 	: 응
P0 	: 혹시 폐업한 날짜 알아요?
P0 	: 급하진 않아
P1 	: 이따가 볼게 홈텍스 들어가봐야돼
P0 	: 응응
P1 	: 내가 폐업한게 아니라 폐업처리되어 있던데
P0 	: 아
P0 	: 근데 왜 건강보험은 내 밑으로 자동으로 안 들어오지
P0 	: 암튼 이따 보장
P1 	: 신청해야하나..?
P1 	: 그려
P0 	: {system:delete}
P1 	: 왜 지웠대?
P0 	: 일단 참고해용 
	  
	  <전세 1.5억 기준>
	  
	  1. 은행에서 100% 해결 (카뱅의 경우) - 상대적으로 쉬운데 비쌈
	  
	  - 은행 전세대출80% = 1.2억 (이자3%)
	  - 은행 신용대출 = 3천 (이자4%)
	  
	  >> 월 이자 약 40만원 
	  (원금은 만기일시상환)
	  
	  +우리 자비 1천을 쓸 경우
	   >> 1.5억 아파트 = 월 이자 약 36만
	   >> 1.3억 아파트 = 월 이자 약 30만 
	   >> 2억 아파트 (전세대출1.6억) = 월 이자 약 53만 
	  
	  
	  2. LH 신혼부부 전세임대 - 별 탈 없으면 가능할 듯
	  (단 현시점에서 1.5억이 최대)
	  
	  - LH 최대 = 1.14억 (이자 1.8%)
	  - 은행 신용대출 = 최대 3천 (이자 4%)
	  - 자비 = 6백
	  
	  >> 1.5억 아파트 = 월 이자 약 27만
	  >> 1.3억 아파트 = 월 이자 약 21만 
	  (자비 6백에서 1천으로 올리면 월이자 1~2만원 차이)
P0 	: 뭐 수정한다고 ㅋ
P0 	: 2번 LH 단점 추가 : 집주인들이 이거 안해주기도 함 
P1 	: 카뱅은 100% 대출해줘?
P0 	: 아니 전세대출 최대 80%(1.2억)이고 
	  신용대출이 내가 최대 3천이라
	  총 1.5억까지는 은행대출 100%로 해결하다는 뜻이었어
P0 	: 자비 더 보태면 1.5억 이상도 넘볼 수는 있는데 이자가 비싸짐 
P1 	: 1천만원 자비써서 1.3억 아파트 = 이자 30만원이 괜찮을거 같은데
P1 	: 성호가 34평이 1.3억이야
P1 	: 차를 두대 갖는건 아무리 생각해도 사치고
P0 	: 응 1.5억 위로 갈 거 아니면 LH 저거 시도해서 더 싸게 하는 게 제일이고
P1 	: 여보가 지하철을 타야해
P0 	: 응 맞아. 
P0 	: LH전세임대는 신청하고 이사 가능하기까지 몇달은 걸림 
P1 	: 그럼 지금 신청하면 안됨?
P0 	: 응 할거면 지금해야지 
P0 	: 매매 안하고 전세로 갈 거 확실하면
P1 	: 지금 우리 주제에 매매는 힘들지
P1 	: 자본 3천은 모아야 그런 말 할 수 있지 않나...
P0 	: 그랭 
P0 	: 그리고 매매할 땐 집주인이 되는 거니까 신경써야 할 게 몇배던데 아파트 좀 살아봐야 그런 걸 더 잘 할 거 같아
P1 	: 그래 공부하고 해야지
P0 	: 그리고 소음 지도 같은 거 보니까 성호나 굿모닝힐 쪽은 병점역 동쪽에 비해 훨씬 소음이 덜한가봐 
P1 	: 병점역 동쪽이 어디야?
P0 	: 역 건너편?
P0 	: 이라고 하면 이해되려나
P0 	: 막 시내같은 데
P1 	: 거기가 더하다고?
P0 	: 응
P1 	: 음..
P1 	: 여튼
P0 	: 활주로 방향이 그쪽을 향해서 
P0 	: 암튼
P0 	: 퇴근할게
P1 	: 응 조심히 와
P0 	: 응~
P1 	: 여보
P0 	: 응응 여보
P0 	: 싸바해요?
P1 	: 응
P1 	: &name5&이 지금 나가던데
P1 	: 여행 가는건가
P0 	: 혼자 나가?
P0 	: 부모님 안 오시고?
P1 	: 응 배낭매고 나가던데
P1 	: 어디서 만나기로 했나
P0 	: 긍가보네
P0 	: 부모님은 집에 와서 옷도 안 챙기시나?
P0 	: ㅋㅋㅋ
P1 	: 아침에 챙겨가셨을 수도 있지
P1 	: 거의 1시에 들어오신거 같단데
P0 	: 헐 글쿤
P0 	: &name3&는 싸바해?
P0 	: 둘이 밥 먹었어요?
P1 	: 응
P1 	: 뽀로로를 너무 많이 보여주는거 같...
P1 	: 덕분에 난 덜 힘들지만..
P1 	: 이래서 차라리 얼집에 보내는게..
P1 	: &name9&는 하도 애기때부터 그냥 틀어놔서 티비 별로 신경 안쓴다는데
P1 	: &name3&는 없으니까 더 재밌어하는듯
P0 	: 응 
P0 	: 여보가 너무 많이 보여준다고 생각이 들고 여보 컨디션이 괜찮으면 오늘은 덜 추우니까 마당이라도 한번 다녀오는 건 어땡  
P1 	: 바깥에 날씨.. 엄청 구린데
P0 	: 햇빛 좀 쪼이게? 
P0 	: 아 그래 ? ㅠ 
P1 	: 눈도 날려서 다 젖음
P0 	: 눈이 와 ? 
P1 	: 햇빛 전혀 안남
P0 	: 그래 알았어 
P1 	: 눈발이 좀 날렸었어
P0 	: 아님 이마트 거기 ? 
P0 	: 키즈 
P1 	: 거기 왜 두시간이냐
P1 	: 두시간 채우는거 (나는)힘든데
P0 	: 아 그게 문제구나 ㅠ 
P0 	: &name3& 계속 보고 있어야 돼서 그런 거지 ? 
P1 	: 응
P1 	: 한시간 그냥 결제하고 놀아도 되긴 하지
P1 	: 두시간 놀 땐 주말에 여보랑 같이 가야겠어
P0 	: 응응 
P0 	: 아님 여보 저번에 얘기한대로 저녁 퇴근 시간에 맞춰 교대한다든가 
P0 	: 너무 저녁이네 그것도
P1 	: 응
P1 	: 차 리스하는거 최소단위가 1년이야?
P1 	: 1년이라야 싸지는건가
P0 	: 응 뭐 할인율이랑 그런 것들
P0 	: 나 갑자기 차 있어야 할 거 같아? ㅋㅋ
P0 	: 퇴근해요
P1 	: {share:info}
P1 	: {share:url}
P1 	: 내 웃음소리...ㅋㅋㅋ
P0 	: 어보 웃음소리가 메인이었구나
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그게 뭐가...ㅋㅋ
P0 	: 아이 귀여워 우리아기
P1 	: 커몬 유캔두잇 꺄 우하하하
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 애기들 바로 뒤에 나오는 장면은 처음엔 좀 우울해서 마냥 좋은 기분이 유지되는 건 아니네
P1 	: ㅋㅋㅋ그래서 우리꺼를 맨 마지막에 넣은건가
P1 	: 여튼 그래서 애기들 걸음마 넣은듯
P0 	: 응
P1 	: 현대자동차 광고 다 이노션이 만든다는데
P1 	: 진짜 엄청 크고 광고 잘 만드는 회사거든
P0 	: 고랭?
P1 	: 이노션에서 픽했으니 ㅇㅈ
P1 	: ㅋㅋㅋ
P1 	: 주인공이 남자라
P1 	: 외국아기 여자아기 남자아기 이렇게 넣은듯
P0 	: {share:url}
P0 	: 이거 영점몇초 더 길게 나온다
P0 	: 다른 애기도 나오고
P0 	: ㅋㅋㅋ
P1 	: 아 그래?
P1 	: 봤는데 왜 몰랐지
P1 	: 아 옳지 애기가 꼈구나
P1 	: 진짜 0.4초 지나가네
P1 	: 어쨌든 &name3&가 제일 기네
P0 	: 그런건가?ㅋㅋㅋㅋ
P1 	: 정면에서 제대로 찍어서 그런가보다
P1 	: 외국애기가 젤 긴데
P1 	: 한국 애기 중엔?
P0 	: 앙 ㅋㅋㅋ
P1 	: 티비광고는 더 짧을텐데 어떻게 하려나
P0 	: 그르게
P0 	: 완전 나온거지 이제? 널리 공유해도 되는겨?
P1 	: 응 현대공식 채널에 다 올라옴
P0 	: 앙
P1 	: 티비에선 너무 빨라서 잘 못볼듯
P0 	: 그렇겠다 ㅡ 알고 봐아ㅡ 그나마 보이겠네
P0 	: 여보 잠 좀 잤어? 언제 일어났어
P1 	: 많이 못잤지뭐
P1 	: 그래두 &name3&가 늦게 일어났어
P0 	: 아침 먹고 자서 오래 잤나보다
P1 	: 응
P1 	: 당근 아이패드 판매자 게시물을 삭제했네..
P0 	: {emoji:훌쩍}
P1 	: 그냥 확 사버릴까보다........!
P1 	: ㅠㅜ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 새거?
P1 	: 응
P0 	: 다 해서 얼마야 펜이랑 케이스까지?
P1 	: 음 패드+펜은 70정도
P1 	: 케이스는 천차만별이라
P1 	: 128기가 일 경우
P0 	: 이번에는 아이패드 프로 아니고?
P0 	: 막 백만원 넘는다고 안했나
P1 	: 프로는 그렇고
P1 	: 그냥 일반 아이패드
P1 	: 에어는 조금 더 비싸고
P0 	: 일반은 무겁지?
P0 	: 와 펜 충전 모습 엽기적이네
P1 	: ㅋㅋ
P1 	: 1 말하는거야?
P1 	: 2는 자석처럼 옆에 붙이면 충전된대
P0 	: 그러게
P0 	: 애플은 진짜 이상한 요소 갖고 윗등급 사고싶게 만들어
P1 	: 머리좋은 사람들이 모여서 하는 일
P1 	: 그냥 내가 갖고 싶은거 살게
P1 	: 스트레스 받아서 폭주
P0 	: 그래요
P1 	: 내가! 어! 그정도도 맘대로 못사! 어!
P0 	: 대학생 교육할인 같은 거 적용 가능하려나
P1 	: 학생할인 있어
P0 	: &affiliation&대도 되는 거 같네 이거라도 할인받아용
P1 	: 4만원 할인되네
P1 	: 근데 행사로 23만원짜리 헤드폰을 무료로 줘
P0 	: ??대학생?
P1 	: 응
P1 	: 비트 헤드폰
P0 	: 올ㅋ
P1 	: 근데 쿠팡에서 사는게 학생할인보다 싸
P0 	: 금액이나 좀 깎아주지
P1 	: 3만원 더
P0 	: 쿠팡도 헤드폰 주나
P1 	: 안주지
P0 	: 그럼 헤드폰이 낫지 않나
P1 	: 그런가
P1 	: {share:photo}
P1 	: 내일도착
P1 	: 우리집 말고 &address&집..
P0 	: 잘했어
P1 	: 아직 결제 안했어 ㅋㅋ
P1 	: 어떠냐고
P0 	: 응 여보가 좋을대로 해요
P1 	: 에어패드병 완치
P1 	: {emoji}
P1 	: 할부 안하려고 했는데.. ㅠㅜ
P0 	: 할부했져?
P1 	: 응
P0 	: 응
P0 	: 나 지난 몇달 돈을 많이 안 써거
P1 	: &name3&가 엄마한테 선물해준거라고 생각해야지
P1 	: 동영상 찍고 올린 나...
P0 	: 응 그래용
P0 	: 나 돈을 안 써서 신한 고객등급 같은 게 떨어졌대 ㅋㅋㅋㅋ
P1 	: 또 열심히 해서 수익창출할거야
P1 	: ....
P1 	: 신한카드 쓸걸
P1 	: 취소하고 다시 할까
P0 	: 아냐
P0 	: 이마트 카드로 했지?
P1 	: 응
P0 	: 응 됐어 그럼
P0 	: &name3&는 잘 있어?
P1 	: 응
P1 	: 밥을 안먹네
P1 	: 포도 달래서 포도 먹는 중
P1 	: 졸린데 안자려고 하고
P0 	: 이긍 ㅋㅋㅋ
P1 	: 응가 마려운데 쬐끔 나와서 언제 닦여야할지 모르겠고
P1 	: 아빠엄마언니한테 동영상 링크 보냈는데
P1 	: 보고도 암말도 없어
P1 	: ㅡㅡ
P1 	: 바쁜건지 못본건지
P0 	: 낮엔 다들 바쁠지도
P1 	: 증말 표현없는 가족
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 광고 말미에 진짜 짠하지 않어?
P1 	: 나 그 선수 엄마 감정 이입되가지고
P1 	: 근데 &name16&언니 생각하니까 나중에 저런 기술이 상용화되면 &name17&도 걸을 수 있지 않을까 생각하니까
P1 	: &name16&언니가 저 광고보면 심정이 어떨까.. 싶고
P1 	: 엄마의 마음이란..
P0 	: 응 나도 짠했어
P0 	: 마냥 &name3& 보고 웃고 있을 광고가 아니더라고
P1 	: 저런 기술이 누군가한테는 절실하겠구나 싶고
P1 	: 넘 감동적..
P1 	: 내 웃음소리.. 괜찮으니까 광고만드는 사람들이 넣었겠지?
P1 	: 얼마나 수많은 사람들이 몇백 몇천번 봤겠어
P1 	: 최종적으로 현대 높은 사람이 승인했을거 아냐
P1 	: 프로세스 생각하니까 신기하다
P0 	: ㅋㅋㅋㅋ그러게
P1 	: 내 웃음소릴 그 많은 사람들이 들었다니
P1 	: 아하하하하하하
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기분좋은 웃음소리야
P1 	: 저건 찐이야
P1 	: 여보 웃는 얼굴 &name3& 얼굴 웃음소리가 섞여서 더 그런거 같애
P1 	: {share:photo}
P1 	: 그 선수 어릴적이 &name3&랑 느낌이 비슷하긴 하네
P0 	: 에긍
P1 	: 누구나 후천적 장애를 가질 수 있지..
P1 	: 여튼 건강한거 감사하자
P1 	: 우리 &name3& 이렇게 건강한 것만으로도 감사하고 최고다
P0 	: 응응
P0 	: {emoji}
P0 	: 여보도 나도 건강해서 감사해요
P1 	: 응
P1 	: 그니까 조심해서 집에 와요
P0 	: 응~
P0 	: 옷도 다 안 입고 기절
P0 	: 겨우 입혔네
P1 	: 찹쌀꽈배기 사다줘
P0 	: 줄이 좀 있다
P1 	: 그렇겠지....?
P1 	: 그냥 가자
P0 	: 텅 비어있음 새로 튀기고 있대
P1 	: {share:info}
P0 	: 어디양
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 엄마아빠 포기
P1 	: 나 충대 스벅
P0 	: {share:photo}
P0 	: 그래용
P0 	: 용케 뽀로로 틀어달라고도 안 한다
P0 	: 열심히 막 노는 중
P1 	: 응 뽀로로 많이 보면 지루해해
P0 	: 다이소 같은 거 없나 팽이라도 하나 사줘야할 판
P1 	: 왜?
P1 	: 장난감이 너무 없어서?
P0 	: 응
P0 	: {share:photo}
P0 	: 여보 맥북 여기
P1 	: ㅇㅋ
P0 	: 부모님 돈 드렸어?
P1 	: 아니 드려야지
P0 	: 있어?안뽑아도돼?
P0 	: 여보 구운계란 먹을 때 조심해야 할 거 가타
P0 	: 껍질 안에 있는 약간의 물기가 곰팡이 만드는 듯해 지금 가져온거 못먹음
P1 	: 그래? 다른것도 그러려나
P0 	: 가능성이 많으니 껍질 까고 잘 살펴봐요
P0 	: 먹기 전에.
P0 	: 잘 잤어요?
P1 	: 응
P0 	: &name3&는 응가했나? ㅠ
P1 	: 하려고는 하는데 아직
P0 	: 에구 ㅠ
P0 	: 여보는 싸바해? 잠 거으ㅏ 못 자서 어째
P1 	: 그래도 오전에 좀 잤어
P0 	: 그래용 ㅠ
P0 	: 밥 잘 챙겨먹고
P0 	: 오늘도 힘내장
P1 	: 응 ㅠ 여보는 어때?
P1 	: 도시락 싸간거지?
P0 	: 응응
P0 	: 마스크도 잘 쓰고 있어
P1 	: 응 그래요~
P1 	: 사태가 점점 안좋아지니까...
P1 	: 뉴스 보기가 겁난다
P1 	: 며칠전에
P1 	: 마스크 미리 사놔야지 하고 장바구니에 담아만 놓고.. 결제하지 않았는데.. ㅠ 다 품절
P1 	: 마스크 비싸짐
P0 	: ㄷㄷㄷ
P1 	: 쿠팡 검색어 죄다 마스크
P0 	: 아이고 ㅋ 여보 이 검은 마스크는 언제 산거야?
P1 	: 예전에
P1 	: 아이폰 깨진거 어디있지?
P0 	: 화장대 맨 아래 있던 거 말고?
P1 	: 찾았ㅇ어
P1 	: {share:video}
P1 	: 손 씻기기가 물놀이가 되는....
P1 	: 그만하게 했다가 대성통곡해서
P1 	: 그냥 하게 두는 중
P0 	: ㅋㅋㅋㅋㅋ설거지나 좀 해주지
P0 	: 퇴근해요
P1 	: 조심히 와
P0 	: 응
P1 	: 여보 들어올 때 &name4& 간식 하나 줘
P1 	: 테이블에 목뼈랑 날개 있는데 목뼈 하나
P1 	: 끝나면 연락해
P1 	: 사람 많아?
P0 	: 응 별로 없어
P0 	: 약국가요
P1 	: 응
P0 	: 뭐 사갈까
P0 	: 호떡 추러스 만두 대만빵
P1 	: 호떡
P0 	: 역쉬
P0 	: 마트에선 살 거 없어?
P1 	: 응 없는듯?
P0 	: 어디야
P1 	: 앞으로 갈게
P1 	: 여보0
P0 	: 응응 굿모닝?
P0 	: 새벽에 안 깼어?
P1 	: 잠깐 깼는데 바로 잔듯
P1 	: 9시까지 자고 &name3& 우유 먹이고 둘이 또 잤어
P0 	: ㅇ앙
P0 	: ㅋㅋㅋ
P0 	: 잘햇ㅎ네
P1 	: 여보 몸은 좀 어때
P0 	: 응 좀 메스꺼운 게 남았어
P1 	: 점심 어쩌냐 도시락 안싸갔지
P1 	: 나가서 먹는거 좀 그런데..
P0 	: 포도 싸왔어
P0 	: 이거 먹고 잘거임
P1 	: 포도만 먹고?ㅠ
P0 	: 레드향 안 가져온게 실수 
P0 	: 배는 안 고파
P0 	: 아 약도 안 가져온 거 같아 ㅠ
P0 	: 식탁에 안 뜯은 약봉지 하나 있나 혹시 
P1 	: 에구
