# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅅㅂ ㅜ ㅋㅋㅋㅋㅋ
P0 	: 뭔
P0 	: 아니
P0 	: 심지어
P1 	: 내가 왜요ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빗질중도아니고
P0 	: 허공에잇네
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 쟤가 긁다가 떼면
P1 	: 해달라고 선짓해서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그거 찍고싶었는데 동영상이아니라
P1 	: 사진이여서
P1 	: 저래된거얔ㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 아 포기
P0 	: 후기가
P0 	: 너무갈린더ㅏ
P1 	: {share:photo}
P1 	: 치킨 먹고싶다오
P1 	: 다오..?
P0 	: 왜너만먹냐할라햇는데
P1 	: ㅌㅋㅋㅋㅋㅋㅅㅂ
P0 	: 실시간이아녓노
P0 	: 난 가지먹고잇는데
P1 	: 지금
P0 	: 치킨이 넘어가?
P1 	: {share:photo}
P0 	: {share:photo}
P1 	: 저 불빛
P0 	: 빤질
P1 	: ㅌㅋㅋㅋㅋㅋㅋ 아 다른거 호ㅓㄱ대해서 보지말라너
P1 	: ㅌㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 컴카톡이라
P0 	: 크단말이에요ㅠ
P0 	: 나저거
P0 	: 거슬려서 끄고자는데
P0 	: 그나저나
P0 	: 집 사진 첨보노,,
P1 	: 엥
P1 	: 그러냐??? 이사첫날 사진맘
P1 	: 보내줬나,,?
P0 	: 이사하고
P0 	: 본거
P0 	: 바닥재랑
P0 	: 책상침대
P0 	: 끝
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저런
P0 	: 구체적인사진음
P0 	: 첨보노
P0 	: 근데 왜 벌써자냐
P1 	: 약먹으니 졸리노,,,
P1 	: 배도고프고
P1 	: {share:photo}
P1 	: 여기 붕어빵
P1 	: 먹어봄?
P0 	: 걍그럼
P0 	: 왜케많어
P1 	: 지나갈깨마다
P1 	: 왜저렇게 줄서이ㅛ내
P0 	: 뭐야저기 왜지나가
P1 	: 나 지나갈때마다 저래서
P0 	: 저기
P0 	: 작년부터 ㅣ작한뗀데
P0 	: 주인이
P1 	: 차로,,?
P0 	: 손이존나느려
P0 	: 그래서 와글한걸수도있음
P1 	: 아,,
P1 	: 그래서,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅅㅂ ㅠ 엄마한테
P0 	: ㅁㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아시바이거
P1 	: 암마 와 저기 맛집인가보ㅓ
P1 	: 했는ㄷ9
P0 	: 가게 비밀아녀??
P0 	: 비법
P0 	: 사람모은느비법
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ 도랏나,,,,
P1 	: 근데 드엏게 늦게나오먄 첫선님음
P0 	: 아아
P1 	: 다신안갈듯
P0 	: 영업비밀이
P0 	: 기억이 안났었노
P1 	: {share:photo}
P1 	: 재고파
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 자'꾸
P1 	: {share:photo}
P0 	: 1안사라질때마다
P1 	: 배고파
P0 	: 앨범 드가는거냐고
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 죽겟다노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 야
P0 	: 아니
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뒤에 자꾸 아빠 계신거
P1 	: {share:photo}
P0 	: 왜케웃기냐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋ
P1 	: ㅇㅈ 나도
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저거 보내면서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어.. 또 아빠다
P0 	: 아개웃기다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 라면서
P1 	: 보냄
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 음식에
P0 	: 초점ㅇ가잇어서
P0 	: 흐릿한것도
P0 	: 너무웃겨
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이번엔
P0 	: 또 뭘 찾으러갔노
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 저
P0 	: 먹을게 아니노
P1 	: 입질하려는
P1 	: 입모양
P1 	: 졸귀라노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그 하품할때
P0 	: 캡쳐한짤
P0 	: 너무웃김
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 나
P0 	: 뭐야
P1 	: 브릿지도
P1 	: 넣었다노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니
P0 	: 뭘 한줄도 몰랏는데
P0 	: 도라는거면
P0 	: 뭔가를 또
P0 	: 햇다는건가요?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니야~~!!@@@
P1 	: 근황 푸는중.
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 몰아서푸네,,
P0 	: 더 풀어봐,,
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 요청하신
P1 	: 바다사진고ㅓ
P1 	: 북한입니다.
P0 	: 서비스가 넘 그지같네요~!~~!
P0 	: 왜케 늦게온거죠?
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: &name6&능 빡빡이가되었고
P0 	: 아
P0 	: 저 소파보고
P1 	: 엄마의 말투는 무엇인지
P0 	: &name6& 밥그릇
P0 	: 소파에 박아둔줄
P1 	: ㅅㅂ ㅋㅋㅋㅌㅋ
P1 	: 오
P1 	: 개좋가
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭐라노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오줌지렷네
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋ개쩐다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뭐야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 울암마 자꾸
P1 	: 지렼ㅅ다는 말 써
P1 	: ㅋㅋㅋㅋㅋㅋ개웃김
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 한참 허벌에
P0 	: 지렸다
P1 	: 꽂히거니
P0 	: 허벌보다
P0 	: 지렸다가
P1 	: 근대 앞에
P0 	: 임팩트잇긴하지,,
P1 	: 오줌 줕야서
P1 	: 더웃김
P1 	: ㅌㅌㅌㅌㅋㅌㅌㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 또 뭐 하나
P0 	: 알려드리라노
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 고구마규 말리고,,
P1 	: 고기도먹고,
P0 	: 식당인줄알아ㅛ믄데
P0 	: 집이노
P0 	: 고구마 말랭이
P0 	: 에프로도 만들ㅇ수잌ㅅ다는데
P0 	: 건조기로하면
P0 	: 파는 맛나냐??!
P1 	: ㅇㅇㅇㅇ 줜나맛있는데
P1 	: &name6&가뇨ㅣㄱ=내간식이라
P1 	: 저거먹고있으면 내 입 안으로 &name6&가 들어오랴고함
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 평범해보리는 사진이지만
P0 	: 헐
P0 	: {share:photo}
P0 	: 같은 놈이노
P1 	: {share:photo}
P1 	: 오줌을 지렸다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㄴㅋㅋㄴㅋㅋㅋㅋ
P0 	: 미친ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ쟤
P1 	: 일어나자마자
P0 	: 손은
P0 	: 왜 저기 깔려있어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엄마 무슨일이벌어진거야?
P1 	: 하면사
P1 	: 일어남
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 말하는것봐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 무순일이 생긴거얀도아니고
P0 	: 벌어진거야
P0 	: 단어선택
P0 	: 고급지노
P1 	: 이거 보여줰ㅅ나,,, 말 잘해 진짜ㅠ
P1 	: {share:video}
P0 	: ㅇㅇㅇㅇㅇㅇ
P0 	: 실시간으로
P1 	: 요즘 아슂다는 말도
P0 	: 보내줬었음
P1 	: 쓰고 ㄹㅇ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 신디해보면
P0 	: ㄹㅇ &name4&랑
P1 	: 이제
P0 	: 같이 말하는거
P0 	: 너무 보고싶아
P0 	: 나도 이런데 언닌 어떻겠노
P1 	: 부족해도 지독해류 고쳐지고
P1 	: 오마까마 도 오마이갓으로
P1 	: 발음하더라
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 시벌 아쉽노 ㅠ
P0 	: &name4& 사진없냐
P0 	: 왜 &name3&만치
P0 	: 안보내주노
P0 	: &name3& 애기땐
P1 	: {share:photo}
P1 	: 오마까마 줜나 기여웤ㅅ는데 흑흑
P0 	: 열심히 보여주더니
P0 	: ㄴㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 눈은
P0 	: 왜 번쩍 뜨고있어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내가 찍으니까
P1 	: 눈치보는중
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 내려도되나
P0 	: ㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대욱딤
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 웃긴다진짜
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 저때 밥먹다말고 똥싸서 기분좋아서 웃고 난리남 ㅠ
P0 	: {share:photo}
P0 	: 윙크봐
P0 	: ㅠ
P0 	: 첫짤
P0 	: 그냥 &name3&
P0 	: 아
P0 	: 첫번째아니네
P0 	: 로딩이 느렸어
P0 	: 4번
P0 	: &name4&
P0 	: 언니랑 많이닮았다
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: {share:photo}
P1 	: 그치 둘ㅋ재가
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 더 언니닮음
P0 	: (소중)
P0 	: 근데
P0 	: 다 귀여워서
P0 	: 좋긴한데
P0 	: 새로운 사진 보내달라노ㅠ
P1 	: {share:photo}
P1 	: {share:photo}
P0 	: 훌
P0 	: 헐
P0 	: ㅌㅌㅌㅋㅌㅌㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 니친
P1 	: 킬킬 그 &name3& 모자
P0 	: 줜내구ㅏ여워
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 터끼모다
P0 	: 파란색옷도
P1 	: 그거는 이번연도에는
P0 	: 입혀달라노ㅠ
P1 	: 커사 못씨우고
P1 	: 씌우고
P1 	: 내년엔 작아질거랰ㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 아
P0 	: 아님
P0 	: 저거&name3&줄
P1 	:  &name3& 저런 스티카
P1 	: 데일밴드 이런거
P1 	: 뗄때 아파서 안붙이더랔ㅋㅋㅋㅋ
P0 	: 아 토끼사진
P0 	: 어딨어
P1 	: {share:video}
P1 	: 너도 지려볼텨?
P0 	: ㅋㅋㅋㅋㅋㅋㅅㅂ 말투봐
P0 	: 다운중임
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 몸이 맘대로 안되는 것 같음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 긁어긁어~!~!~!~!~!
P0 	: 선생님 카메라 워킹 '저네
P0 	: 왜 같이 리듬타노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 표정
P0 	: 머쓱해보여서 더 구이ㅕ워
P1 	: 끝쪽이
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄹㅇ
P1 	: 하이라이트
P1 	: 발동작 뭔가 어디서보고
P1 	: 하는것 같노
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지렸냐?..
P0 	: 지금
P0 	: 말리는중임
P1 	: {emoji}
P1 	: 이거
P1 	: 지린것 같아서
P1 	: 맨날 지렼ㅅ을때 저거 보내는데,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 파랗잔노ㅜ
P1 	: 아 물마니마시면 저래된다노~~!
P0 	: {emoji}
P1 	: 너 물 많이 안마시는구나?
P0 	: 너만하겟노
P0 	: {share:photo}
P1 	: {share:photo}
P0 	: 폰
P0 	: 줜나기네
P1 	: 커피내너
P0 	: 롸질뭐야
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 화질뭐야
P0 	: 탐산수거든요?
P1 	: 아 포캣몬고가
P1 	: 저럼,,
P1 	: 파이리 개많음
P1 	: 저게 탄산수라고,,?
P0 	: 정모하는거아니노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우이
P0 	: 흥깨지말고 지나치라노
P1 	: ㅅㅂ
P1 	: 존나
P1 	: 서로 각자 다른얘기하면사 답장으로
P1 	: 또 다른ㅇ캐기함
P0 	: 우이신설선
P1 	: ㅋㅋㅋㅋㅋㅅㅂ
P0 	: 하루이틀이노
P1 	: ㅠ..
P0 	: 말만통하면뙛지..
P0 	: 엄한데 쌍자음이
P0 	: 가버렷노
P0 	: 됐지..
P1 	: {share:photo}
P1 	: 이거 뭐가
P1 	: 백김치아님
P0 	: 음식타임 끝난줄알았는데
P0 	: 시작이노
P1 	: 아니아노,,, 마지막이다,,
P0 	: 므ㅏ애\
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 양배ㅜ임
P0 	: ??
P1 	: 저거 ㅋㅋㅋㅋㅅㅂ ㅠ 아줌마가 자투리 남는다고 하나주신건데
P1 	: 홍ㄱㅔ 몸통이라노
P0 	: ㅇ예{
P1 	: 찍어놓고도 왜찍은지
P0 	: ?
P1 	: 모를 사진인데
P0 	: 헐 저게
P0 	: 아 
P0 	: 보인다 이제
P1 	: 내가 백김치릉 왜 찍었지하고
P1 	: 봤는뎈ㅋㅋㅋ
P1 	: ㅅㅂ ㅋㅋㅋㅌㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄹㅇ 백김치 아니냐노
P1 	: &name3&반찬 ㅋㅋㅋ큐ㅠ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제보이는게
P1 	: 더웃딤
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데
P0 	: 저걸 먹어??
P0 	: 저기 버리는데 아냐??? 그 
P0 	: 몰라
P1 	: 몸통이야~~!! 살 있어~~!!
P1 	: {emoji}
P1 	: 하
P0 	: {emoji}
P1 	: 출근해서 자야되는데 싫다 개갘노,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅠ 새우
P0 	: 배고픈건
P0 	: 가셧노
P1 	: 언니가 새우보내줘서
P1 	: 시흥집에닜는데
P0 	: 띡새우 먹어보고싶다 ㅅㅂ 띡새우래
P1 	: 새우알레르기 생겼다노
P0 	: 딱새우
P0 	: 미친
P0 	: 너 ㄹㅇ 면역력 바닥된듯
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ 강아지보단 덩심한데
P0 	: 알러지
P0 	: 면역력 낮을때
P0 	: 생긴댓음
P0 	: ㅠ
P1 	: 이번에 강릉기서 한조각 먹았다가 담날까지 계속 재채기나고 온몸간지렂고 난리남
P1 	: 그니까
P1 	: 나 자취하고부터 생김
P1 	: ㅋㅋㅋㅋㅋㅅㅂ ㅠ
P0 	: 와르륵오노,,
P0 	: 너
P0 	: 자취방
P0 	: 업새야는거아니노
P0 	: 이러다가
P0 	: 마늘 알러지 생기면
P0 	: 어떻게 살아가
P1 	: 헉
P1 	: 마늘 알러지도 있음?
P0 	: ㅇㅇㅇㅇㅇ
P1 	: ㅅㅂ ㅠ
P0 	: 존ㄴ ㅏㅇ 안ㅌㅏ갑지안냐
P0 	: 국적
P1 	: 못산다노 죽는게낫지
P0 	: 포기해야함
P1 	: 마늘 안들어간 음식이 없는데~~!!!
P0 	: 초콜렛
P0 	: 이딴거나
P1 	: {emoji}
P0 	: 먹고살아야한다노
P0 	: 마늘빵?
P0 	: 꿈도 꾸지 못한다노
P1 	: 미쳤나
P1 	: 왜
P1 	: 아니
P1 	: 아직 안걸린사람한테
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 무시무시란 소리를 {censored}
P1 	: {emoji}
P0 	: 무시무시란
P0 	: 지에스에서
P0 	: 나오게생겻노
P0 	: 불닭소스발라서
P1 	: ㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅅㅂ ㅋㅋㅋㅋㅋ
P0 	: 아이디이어 오진다
P0 	: 원래 상품은
P0 	: 이런식으로 개발되는것임
P1 	: 난 코난 생각해ㅛ는데,,
P1 	: 흑흑
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친넘
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 란만보면
P1 	: 요즘
P0 	: 코난이냐구요ㅠ
P1 	: 블로그에 잘 안올라와
P1 	: 일을안해
P1 	: 맨날 댓글도 달아주는데..
P0 	: 댓글을 달아서
P1 	: 잘봤다고..
P0 	: 사기를복돋아봐
P0 	: 라고
P0 	: 하려햇어
P1 	: ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋ
P1 	: 흑흑..
P1 	: 매번 빠르게 얼랴주셔서 감사합니다^^*
P0 	: 일본어를
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 배워보라노
P1 	: 아 싫다노~~~!@@@@!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 야,,
P1 	: 나 일단
P0 	: 참는수박에없노
P0 	: 수박먹고싶다
P1 	: 내일을 위해
P0 	: 잘자라
P1 	: 참외는 수박
P1 	: 라는줄
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 뭐라노ㅠ
P1 	: 정신이없노
P0 	: 잠들라노ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌ
P1 	: 일단 난 간다.
P0 	: 잘가라.
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 이말투 보니까 생각나는데 회사 중국분이 &name2&씨 대단한 일 하다가 다친것 같아요! 자신감을 가지세요! 멋있어요! 이러고 지나감 ㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ 그사람도 제장신 아님 ㅋㅋㅋㅋㅋ ㅋ 일단 난 진짜 잔다 ㅎ..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅅㅂ개욳기네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 대단한ㅇ리
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그저 생명연장을 위해
P0 	: 밥먹으러 걸었을뿐,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흑흑 어랜만에 부대찌개 먹늘샹걱에 줜나
P1 	: 신났었다고
P1 	: 발목 좀 괜찮아진것 같은데 풀거다니고싶다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 자가진단 금지라노
P0 	: 아 잠을 이상하게 잤나
P0 	: 어깨 왜케아파
P1 	: 그
P1 	: 팜꿈치
P1 	: 팔꿈치 잡는거 해보삼 머리위로 올리고
P1 	: ㄹㅇ 개시원해 소리날때 쾌감,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 팔이 잛으면,,, 그게 안돼,,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 어깨 두둑 소리
P0 	: ㄹㅇ 텅비고 엄청 크게 나거든
P0 	: 근데 밖에서 가끔 어깨 결릴때 꺾어서 소리내고싳은데
P0 	: 진짜 옷 터지는 소리나서 너무 민망한
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅅㅂ
P1 	: 그렇게 크게나,,?
P1 	: 나는 어깨소리나는거 나한테 들리는..?
P1 	: 내몸이 울려서 들리는 
P1 	: 그런소리같음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나
P0 	: ㄹㅇ 패딩터지는소리나
P0 	: 며칠 전에 네일 받다가 내려고 낸게 아니라
P0 	: 카메라 줍다가 소리났믄데
P0 	: 어우 이랬어 선생님이
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅅㅂ ㅋㅋㅋㅋㅋㅋ
P1 	: 어우 라니
