# FILE DATA
ID : MDRW2100047076
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하셔?
P1 	: ㅋㅋ  달라붙으니 이쁘긴하드라
P1 	: 저녁뭐먹게?
P0 	: 나도나도!!! ㅋ
P0 	: 폭립 해동중 ㅎ
P1 	: 드뎌 먹는군!
P1 	: 맛저해~~~
P0 	: 자긴 뭐 먹어??
P1 	: 갈비
P0 	: 맞다! ㅎ
P0 	: 쌈 사왔어?
P1 	: 아니ㅋ
P0 	: &name3&이 올때 사오라그래 ㅋ
P1 	: 저번에 먹다 남은거있어
P1 	: 무쌈?도 있고
P0 	: 굿굿 ㅋㅋ 
P0 	: 맛저 하시오!!
P1 	: 자기두 맛저!
P0 	: 얍얍
P0 	: {share:photo}
P0 	: 잘먹겠습니다!!! 
P1 	: ㅇㅇ 맛나게 드셔!
P0 	: 자긴 언제 먹게?
P1 	: &name3&이 오면
P0 	: 저녁시간을 정하는게 낫지않아?? 덕분에 자기 저녁시간도 자꾸 늦어지는데...
P1 	: 얼마 안남았는디 모
P1 	: 보통은 7시에와
P0 	: 3주!
P0 	: 언능 상차려라! ㅋㅋ
P1 	: ㅋㅋ 고기구워야지
P0 	: ㅋㅋ 맛저!!
P0 	: 맛나네!!! 
P0 	: 근데... 폭립이 이렇게 먹기 힘들었나? ㅋㅋ 
P1 	: 그지? 먹기 엄청 힘들지?ㅋ
P1 	: 고기가 많이 안 붙어있어ㅋ
P1 	: 난 설거지까지 끝냄!
P0 	: 폭립이 원래 고기가 많이 붙어있진 않은데.. 먹기 은근 힘드네 ㅋㅋ
P0 	: 밖에선 못먹겄다 ㅋㅋㅋㅋ
P1 	: 아웃백엔 고기 마니 붙어있어ㅋ
P1 	: 뜯어 먹느라 고생하셨구만ㅋ
P0 	: 아웃백... 흠.. 언제 마지막으로 가봤지?? 기억도 안난다 ㅋㅋ
P0 	: 양손으로 먹으면 괜찮겠는데 한손은 젓가락질 하느라 ㅋㅋ
P1 	: 나도 엄청 오내됨
P1 	: ㅋㅋ
P1 	: 유산균먹자
P0 	: 담에 한번 갑시다 ㅋㅋ
P0 	: 난 좀있다 10시쯤에 먹을거임 ㅋ
P1 	: 그래~
P1 	: 왜죠?
P1 	: 난 지금 먹어야지ㅋ
P0 	: 응응! 드셔요 ㅋ
P1 	: 응응
P0 	: 삼성 무선 키보드 마우스 세트 SRP-9600B 실제 사용후기
	   - {share:url}
P0 	: 이거 어때?
P0 	: 따로 블루투스동글도 필요없어
P1 	: 키판이 없어ㅋ
P0 	: 텐키리스 키보드라..
P1 	: 숫자판
P0 	: 음...
P1 	: 숫자판 필수!
P0 	: 그게 있어야하는구만ㅋ
P1 	: 전표칠때 숫자 겁나 많이 넣어야함ㅋ
P0 	: 텐키키보드만 따로 팔기도하는데ㅋ
P0 	: {share:info}
P1 	: ㅋㅋ 번거롭게스리
P1 	: 따로 쓰는게 좋진 않을거같은디?
P1 	: 요즘은 죄다 무선인가벼
P0 	: 응. 보고있는데 딱 올라와있길래~
P0 	: 저런거 당근에서 거의 못봤는데  희한하게 말하고나니 보이네
P1 	: ㅋ 희한하긴하네
P0 	: 나 이런적 되게 많음ㅋ
P1 	: ㅋㅋ 희한하네
P1 	: 난이런적 거의 없음
P0 	: ㅋㅋㅋ
P0 	: 열공하셔
P1 	: 응ㅈ응
P1 	: 자~~아?
P0 	: 굿모닝~
P1 	: 궇오닝
P0 	: 궇오닝
P0 	: ㅋㅋ
P1 	: 잘잤오?
P1 	: 난 오늘 좀 늦게인남
P0 	: 난 너무 일찍 인남
P0 	: 택시?
P1 	: 아니 버스탔어
P1 	: 몇시에 일어났어?
P0 	: 2시, 5시반
P1 	: 자꾸 깨네
P1 	: 왜그르지ㅠㅠ
P0 	: 충전이 안되서 그래~~
P1 	: 이긍
P0 	: ㅋㅋ
P1 	: 흠 하도 임티를 안쓰다보니 임티  한참 찾음
P1 	: 이거 자긴 다운 안받아?
P0 	: 난 딴것부터 쓰고ㅋㅋ
P1 	: {emoji}
P1 	: 애끼다 똥된다ㅋ
P0 	: {emoji}
P0 	: 아니다ㅋㅋ
P1 	: {emoji}
P1 	: 난 출근했지용
P1 	: 혼자 있지요~
P1 	: 완전 좋지요~
P1 	: 자~~아???
P0 	: 응. 졸려서 좀 더 잤엉
P0 	: 밥먹으러 가셨나?
P1 	: {share:photo}
P1 	: 포장해옴 ㅋ
P0 	: 그 10분거리 내장탕?
P1 	: 응 ㅋㅋ
P1 	: 11시 되서 갔다옴 
P0 	: ㅋㅋ 맛점해요^^
P1 	: 자기도 맛점
P0 	: 얍얍!!!
P1 	: 점심 뭐먹음?
P1 	: 똑똑
P1 	: 바뽀?
P0 	: 있는밥에 있는반찬먹고
P0 	: 설거지하고
P0 	: 응가하고ㅋ
P1 	: 화장실에 오래 앉아 있어꾸만
P0 	: 아녀~~ 핸폰도 두고가서 빤낭 나왔어ㅋ
P1 	: 그놈의 핸드폰 ㅋㅋㅋ
P1 	: 점심 뭐 먹었어?
P0 	: 말했는딬
P1 	: 아.. 맞네 ㅋㅋㅋ 쏘리
P1 	: 그래서 있는  반찬은 뭐해서 먹었나?
P0 	: 참치 깻잎 멸치 만두
P0 	: 김치 김
P1 	: ㅋㅋㅋㅋㅋㅋ 만두.. 아직도 먹고 있군..
P1 	: 안지겨워?
P0 	: 맛나ㅋ
P1 	: 맛나면 됐지용
P1 	: 아침에 출근해서 거울보다가 눈꺼풀에 뭐가 묻어서 봤는데....
P1 	: 날아다니느 벌레였음.. ㅋㅋㅋㅋㅋ
P1 	: 붙었는지도 몰랐어 ㅋㅋㅋ 엄청 깜놀
P1 	: 오늘 삼전 배당 들어옴 ㅋㅋㅋ
P1 	: 아르랑 프렌즈팝콘!
P1 	: 또하나 물어옴!
P1 	: 이거도 진짜 귀엽다
P0 	: 배당 얼만디?
P0 	: 임티 받았다ㅋㅋ 임티부자네
P1 	: 오잉 임티 끝날줄 알았는데 ㅋㅋ
P1 	: 배당 14천원? ㅋㅋㅋㅋㅋ
P0 	: 좋네~~ ㅋㅋ
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋ
P1 	: 나도 이번 임티는 아껴뒀다 써야지 
P0 	: ㅋㅋㅋ
P1 	: 우리계좌에도 722원 들어옴 ㅋㅋ
P0 	: 아끼다 기간 놓치지말고
P1 	: 다운로드 받는 기간도 있어?
P0 	: 그럼~~~
P1 	: 글쿤...
P0 	: 수신일로부터 30일
P1 	: ㅋㅋㅋ 자기 받을때 나도 받아야지
P0 	: 몰래 받아야지 ㅋ
P1 	: 치사빵꾸가 여기 있네 ㅋ
P1 	: {emoji}
P0 	: {emoji}
P0 	: {emoji}
P1 	: 요임티 보다 오늘 받은게 더 이쁜거 같아 
P0 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P0 	: 대화가 되지?? ㅋㅋ
P1 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋ 안되는데
P1 	: {emoji}
P0 	: 되는데 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 갤럭시북 이벤트 했어??
P1 	: ?
P1 	: 그게 뭐지?
P0 	: {share:url}
P0 	: 자기가 보내줘놓구선
P1 	: 벌서 잊어버림..
P1 	: 자긴했어?
P0 	: ㅋㅋㅋ 오늘정답은 2번
P1 	: 답이 매일 바뀌나보구나 ㅋㅋ
P0 	: 문제가 바뀌니깐 ㅋㅋㅋ
P1 	: 어..어..그렇겠지...
P0 	: {emoji}
P0 	: 혼자있어?
P1 	: {emoji}
P1 	: 아니 차장이랑
P0 	: 노시오 ㅋㅋ
P1 	: 일하거든!
P0 	: 열일하시오 ㅋㅋ
P1 	: ㅇㅇ 자기도 열일!
P0 	: {emoji}
P1 	: 이거 되는 사람이 있긴 한건가... 오늘도 꽝이네
P0 	: 새삼스레 ㅋㅋ 
P0 	: 누군간 되겄지 ㅋㅋ
P1 	: 새삼스러웠군.. ㅋ
P0 	: 마음을 비우고 해 ㅋㅋ
P1 	: 수고한 값은 줘야지 ㅋ
P0 	: 음~ 노노!! 마음을 비워~~~~
P1 	: ㅋㅋㅋ 어디서 도닦고 옴?
P0 	: {emoji}
P0 	: 똥닦도 옴 ㅋ
P1 	: -0-;;;;
P0 	: ㅋㅋㅋㅋ
P1 	: 난 퇴근해용
P0 	: 걸어가?
P1 	: 응 걸어가고있ㅇ3ㅁ
P0 	: 응응~ 조심히가소~~~
P1 	: 응~~
P1 	: 집왔엉!
P0 	: 요샌 좀 늦네 ㅋ 전엔 6시10분안쪽으로 도착이였는데~ 
P0 	: 후딱 씻고 저녁 차리시오 ㅋㅋ
P1 	: 다이소 들렀다옴
P1 	: 과탄산소다 사서왔어
P0 	: {emoji}
P0 	: 오늘 저녁 메뉴는?
P1 	: ㅋ 자기도 저녁챙겨먹어
P1 	: 계란후라이랑 만두?
P0 	: 맛저!! ㅎㅎ
P1 	: ㅇㅇ  자기두
P0 	: 얍얍
P0 	: 내일 데이또 좀 하까? ㅎㅎ
P1 	: 응응
P1 	: 어디갈까?
P0 	: 내일 모란장 가볼래?
P1 	: 응 그르자
P1 	: 내일 장날임?
P0 	: 응ㅋㅋ
P1 	: 오 대박
P1 	: 좋으다
P0 	: 날짜 딱 보고 얘기한거지ㅋ
P1 	: 몇시에 볼까?
P0 	: 11시~12시쯤?
P1 	: 응응 그럽시다
P0 	: 장날가면 먹을게 많을테니 점심먹어줘야지ㅋㅋ
P0 	: {emoji}
P0 	: 일단 오키!!  저녁 먹자ㅎ
P0 	: 70번에 사불시작함
P1 	: ㅇㅇ 맛저해
P1 	: 오
P0 	: 즐감맛저
P1 	: 7회는 봤는디ㅋ
P0 	: 또봐ㅋㅋ
P0 	: 양재 훼화단지 가는것도 좋겠다~ 거기 유명한 순대국집도 있고~~
P0 	: {share:url}
P0 	: 정답 : 복권과몰입
P1 	:  일단보자
P0 	: 응응~
P1 	: 뽀잉뽀잉~~~
P1 	: 오잉우잉~
P0 	: 뿌잉뿌잉~~~
P1 	: ㅋㅋ
P1 	: 티비봐?
P0 	: 왜이러시지?ㅋ
P1 	: 구냥~~~ ㅋ
P0 	: 헐
P1 	: 훌쩍훌쩍
P1 	: 상처받음
P1 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P0 	: ㅋㅋㅋ
P1 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋ노시요
P1 	: 난 유튜볼거양
P0 	: 일하시요ㅋㅋ
P1 	: 일안한다요
P0 	: 즐감ㅋㅋ
P0 	: 유산균먹고 놀앙
P1 	: 아...
P1 	: 응
P1 	: 자기두ㅋ
P0 	: 얍
P1 	: 생각해보니 저 선풍기  서울 첨와서 산거다
P1 	: 20년은 된거임ㅋ
P1 	: 이정도면 유물아님?
P0 	: 오~ 빈티지ㅋㅋㅋ
P1 	: 아빠가 리모컨있는 좋은걸로 사주신거임ㅋ
P1 	: 오래도 썻네ㅋ
P0 	: 아빠가 사주신걸 팔게???
P1 	: 리모컨은 고장난지 오래네
P1 	: 아니 버리게ㅋ
P0 	: ㅋㅋㅋ
P0 	: 굿모닝{emoji:♡}
P1 	: 굿모닝
P1 	: {emoji}
P0 	: 아침부터 깨발랄하구만 ㅋㅋ
P0 	: 왜이리 일찍 인났어?? &name3&인?
P1 	: 화장실갔다옴
P1 	: &name3&인 자~~
P0 	: 좀 더 자~ ㅎㅎ 내가 11시에 깨워줄게!!
P0 	: 좋은 컨디션으로 나와야지 ㅎㅎ
P1 	: 10시 30분에 알림해놈
P0 	: 알림꺼~~ 내가 11시에 깨워줄게ㅛ
P1 	: ㅋ자긴 안자?
P0 	: 난 어제 자기랑 통화하고 바로 잠듬 ㅋㅋ
P0 	: 일찍 인나서 목간 갔다왔엉
P1 	: 목욕탕 위험한디
P0 	: 자기 만나는데 목욕재계해야지 ㅋㅋ
P0 	: 사람 거의 없었어
P1 	: 당분간 가지말라니깐
P0 	: 아냐~ 가길 잘했어... 때가... 어후.. ㅋ
P1 	: 세신사분 코로나 걸린거봤자나
P0 	: 식겁했네 ㅋㅋ
P1 	: ㅋㅋ
P1 	: 난 집서 밀어ㅋ
P0 	: 아냐~ 그거가지곤 안돼 ㅎ
P0 	: 암튼 언능 자~
P0 	: 핸폰 쪼물딱 거리지말고 바로 자!!!
P0 	: 알림도 꺼요~ 내가 11시 딱 깨워줄테니
P1 	: 응 누워는 있어볼게!
P0 	: ㅋㅋ 응~
P1 	: 잠이 안옴
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 으이구~~
P0 	: 뭐하고있었어? ㅋㅋ
P0 	: 일찍 만날까??
P1 	: 뒤척잉고있지
P0 	: 슬슬 준비해 ㅋㅋ
P1 	: 지금 준비해서 만나도 일찍은 아닌디ㅋ
P1 	: 나 화장안하고  간다이
P0 	: 언젠 했어? ㅋㅋ
P1 	: ㅋㅋ
P0 	: 해지마~난 안하는게 좋다니깐~ ㅎㅎ
P1 	: 세수만하고가야지ㅋ
P0 	: 편하게 와~ 편하게~~
P1 	: 응
P0 	: 가방도 매지마 ㅎㅎ
P0 	: 핸폰만 쏙 들고와~ 내가 가방메고 갈테니~
P0 	: 생리대 챙겨갈까?
P1 	: 아니~~
P0 	: 지금 준비할껴?
P1 	: 응
P1 	: 화장지좀 챙겨줘
P0 	: ㅇㅇ
P1 	: 나 쪼그만가방하나메고갈게
P0 	: ㅇㅇ
P0 	: 물티슈는 있는데 휴대용티슈는 없다~
P0 	: 두루마리나 각티슈 갖고갈까???? ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내가가져갈게ㅋ
P0 	: 응~~
P1 	: 준비다함?
P0 	: 목간갔다와서 준비할게 없었음 ㅋㅋ
P1 	: ㅋㅋ 그럼 나 출발할때 톡할게
P0 	: 얍얍
P1 	: 난 이제 집서 나갈께
P0 	: 응응~ 
P0 	: 지하철 타고 올꺼지?
P1 	: 응
P0 	: 모란역 5번출구에서 봐용
P1 	: 버스타면 톡해줄까?
P1 	: 자기 일찍 안나와도  되자나
P1 	: 덥다
P1 	: 겉옷 괜히 입고나옴
P0 	: 가는시간 비슷해
P0 	: 나 가방메고가니깐 넣어두면돼
P0 	: 오후되면 추울수도ㄱ
P0 	: ㅋㅋ
P1 	: 가방 큰거 메고옴?
P0 	: 응. 백팩
P1 	: 더울텐데 왜?
P1 	: 그냥  조그만거 메고오지?
P1 	: 혹시 쇼핑 하게?ㅋ
P0 	: 자기 옷 넣어주게ㅋ
P1 	: ㅋㅋ
P1 	: 나 아직 버스기다림
P0 	: 난 나옴ㅋ
P0 	: 찬찬히 와
P1 	: 버스탐
P0 	: 
	  
P0 	: ㅋㅋ
P1 	: 배고파ㅋ
P1 	: 우유라도 사먹어야할듯
P0 	: 그럴줄알고 소세지를 챙겼지
P1 	: ㅋ 굿
P1 	: 자긴 지하철탔어?
P1 	: 지하철 엄청 안오네
P0 	: 아직~ 버스타고 서현역가고있엉
P1 	: 글쿠만
P1 	: 우유못샀어
P1 	: 매점이 없더라
P0 	: 응~ 좀만 버텨!!!!
P1 	: 응
P0 	: 장에 가믄 맛난거 많을거야ㅋㅋ
P1 	: ㅋㅋ
P1 	: 배 너무 고프면 먹다 체해ㅋ
P0 	: 소세지!!!
P1 	: 예방차원으로 우유하나 먹어줘야함
P1 	: 소세지는 빈속에 위험
P0 	: 그럼 소세지 내가 먹는다
P1 	: 아니지!
P1 	: 우유먹고 소세지 먹음 안전!
P0 	: 우유 vs 소세지
P0 	: 골라ㅋ
P0 	: 돼지야
P1 	: 둘다!
P0 	: ㅋㅋ ㅇㄱ
P0 	: ㅇㅋ
P1 	: 지하철에 사람 많다
P1 	: 토요일인데!
P0 	: 토욜이니까ㅋ
P1 	: ㅋㅋ
P0 	: 무슨 우유 마실래?
P1 	: 벌써 도착했어?
P0 	: 방금 지하철내렸어
P1 	: 나도 좀 있음 내려~~
P1 	: 좀만 기둘려
P0 	: 초코에몽?
P1 	: 다음역에서 내려
P1 	: 초코몽이좋다ㅋ
P1 	: 집도착!
P0 	: 응응~ 언능 씻고 쉬어요
P1 	: 응응
P0 	: {emoji}
P0 	: 이거 임티랑 말이 너무 달라ㅋ
P1 	: ㅋㅋ
P1 	: 자기보는거같음
P0 	: {emoji}
P0 	: {emoji}
P0 	: 크흡
P1 	: {emoji}
P1 	: 머리 안감았어 귀찮ㅇㅋ
P0 	: {emoji}
P0 	: 꼬질이
P0 	: ㅋㅋ
P1 	: ㅋㅋ
P1 	: 어디쯤?
P0 	: 이번에 내려요
P1 	: 버스 바로 출발하면 좋겠다
P0 	: 뭐 그래봤자 5분ㅋㅋ
P1 	: 피곤하지?
P1 	: 아침에 너무일찍인나서
P0 	: 아니~ 아퍼
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P1 	: {emoji}
P0 	: {emoji}
P1 	: 자기야 토스 들어가면 주식 또줘
P1 	: {share:photo}
P1 	: 난 이거받음
P1 	: 지금 토스증권에서 깜짝 주식 선물을 확인해보세요 {emoji:🎁}
	  
	  {share:url}
P0 	: 신성이엔지
P1 	: 첨들어본다
P1 	: 헐 그래도 코스피 상장된애네
P0 	: 2775
P1 	: 그래도 올해 많이 올랐던디
P1 	: 버스 탔어?
P0 	: 그래봤자 3000
P1 	: ㅋㅋ 그래도 꽁자자낭
P0 	: {emoji}
P1 	: ㅋㅋ
P0 	: ㅋㅋㅋ
P0 	: 이제 버스탐
P1 	: 응응 버스 자리에 앉음?
P0 	: 응
P1 	: 다행이닷
P1 	: &name3&이 집 왔어
P1 	: 치킨 시켰데
P0 	: 헐ㅋ
P0 	: 맥주 사오라그래
P0 	: 입가심 하셔야지ㅋㅋ
P1 	: 맥주늣 있어
P1 	: 난 안먹어
P1 	: 배불러
P0 	: {emoji}
P0 	: 입가심해ㅋ
P1 	: 난  씻고 양치하고 누움
P1 	: 주식만 좀 보다자야지
P0 	: 그려~ 피곤할텐데 일찍 자
P1 	: ㅇㅇ 자기도 들가믄 바로 씻고 언능자
P0 	: 응
P0 	: 할건하고ㅋㅋ
P1 	: &name3&인 대한전선ㅋ
P1 	: 1200원짜리
P0 	: 헐
P0 	: &name3&이도 주식해?
P1 	: 토스를하니깐
P0 	: ㅋㅋ
P0 	: 공짜는 좋지ㅋ
P1 	: 좋지
P0 	: 집
P1 	: 고생했어요~~~
P0 	: 언능 자요~~~
P1 	: 땀도 많이 흘렸을테니 언능 씻고 쉬어요!
P0 	: 얍얍
P1 	: 굿뜨모닝~~~~
P1 	: 난 출근했어용~
P0 	: 잘했다옹~
P0 	: 난 은근 뻐근하네^^;;
P1 	: 난 말짱닷!
P1 	: 어제 많이 걸었나???
P0 	: 좀 걸었지ㅎ
P1 	: 어제 늦게 잤어?
P0 	: 조금?
P1 	: 그랬군~
P1 	: 아점은 뭘로 먹을건가?
P0 	: 음...
P0 	: 고민중ㅋ
P1 	: 음...... 난 어차피 대표님 드시는거 먹을듯..
P1 	: 오늘 대표님 나오심 ㅋㅋ
P1 	: 비만 안옴 좋겠다 ㅎㅎ
P0 	: ㅋㅋ 당연한 얘길ㅋㅋ
P0 	: 이사는?
P1 	: 이사도 나옴 ㅋ
P1 	: 아침에 이사의 더러운 입냄새 맞았어 ㅡㅡ 
P0 	: 잘놀다왔대?
P0 	: 읭?ㅋㅋ
P1 	: 왜 자꾸 뭔 얘기를 할때 가까이 와서 얘길하는지 원
P1 	: 잘 놀다 왔데 ㅋ
P1 	: 양치를 안해.. 이사는.. ㅠㅠ
P0 	: 대놓고 뒷걸음쳐ㅋ
P0 	: 아님 코를막아ㅋ
P1 	: 가까이 오면 입하고 코 막고 있음.. ㅋㅋㅋ
P1 	: 고개도 뒤로 엄청 뺌.. ㅋㅋㅋ
P1 	: 그래도 몰라.../..
P1 	: 이거도 편지를 써야 알듯.. ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ
P0 	: {emoji}
P1 	: 밥 먹고 올께용
P0 	: 메뉴는 미정??
P1 	: 중국집~~
P1 	: 대표님 안계셔서
P0 	: 대표님 나오셨다며?? 또 나가셨낭?
P1 	: 응 급 약속생겨서 나가셨어
P0 	: 자긴 메뉴 골랐엉?
P1 	: 다먹고 나옴
P1 	: 잡채밥
P0 	: 맛나게 드셨엉??
P1 	: 기본은 하니깐ㅋ
P1 	: 자긴 뭐먹게?
P0 	: 난 아직~~ 
P1 	: 배 안고파?
P0 	: 고래밥을 먹을까?
P0 	: 응~ 고프진 않아~~~
P1 	: 그래도 끼니는 뭐든 떼우셔이징
P1 	: 귀찮음 고래밥 추천
P0 	: 응~ 먹어야지!! 아직은 안먹는단 얘기야 ㅋㅋ
P1 	: ㅇㅇ 너무 늦지 않게 챙겨 먹어요
P0 	: 얍얍!!!
P1 	: 난 달달이 커피 한잔 먹는중~
P1 	: 아 달달하다~
P0 	: ㅋㅋ
P0 	: 맛커
P1 	: ㅋㅋㅋㅋ 맛커.. ㅋㅋ
P1 	: 맛만 보고 절반은 남겨야지 ㅋㅋㅋ
P0 	: 왜지?ㅋ
P1 	: 먹어봤자 좋을게 1도 없으니 맛만 보는거 ㅋㅋ
P0 	: 믹스커피아냐???
P1 	: ㅇㅇ 믹스
P1 	: 그러니 남겨야지 ㅋ
P0 	: 잘했네ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 좋은느낌 린넨블렌딩
P0 	: 이건 패스ㅋ 여자캐릭은 자기가 써야지ㅋ
P1 	: ㅋㅋㅋ 나도 패스./. ㅋㅋ
P0 	: 왜~ 이뿐데ㅋ
P1 	: ㅋㅋㅋ 별루 안땡김
P1 	: 6월 15일날 에스디바이오센서 청약하자!!!!!
P0 	: 오~ 좋아ㅋㅋ
P1 	: 단가 쎄서 좋다 ㅎㅎ
P1 	: {share:photo}
P1 	: 수요예측 잘 나오면 좋겠다.. ㅋㅋ
P1 	: 우린 나무에 청약하면 되것다
P1 	: 양구군 농산물
P0 	: 나무, 한투, 삼성에 할 수 있는거 아냐?
P1 	: 이제는 중복청약 할수 없어 ㅋㅋㅋ
P0 	: 췟
P1 	: ㅋㅋㅋ 내가 sk바이오사이언스가 마지막이라 말했자네 ㅋㅋ
P0 	: 그게 이말이였군ㅋ
P0 	: 그땐 말해줘도 잘몰랐어ㅋ
P1 	: ㅋㅋㅋㅋ 그렇군.. ㅋㅋ
P0 	: 에잉ㅋ
P1 	: ㅋㅋㅋㅋㅋ 그래도 짜잘짜잘하게 잘 먹어보자 ㅋ
P0 	: 얍얍
P0 	: 큰 지도 부탁드립니다  ㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 대형 ipo주 앞으로 계속~~ 있을꺼임..! ㅋㅋㅋㅋㅋㅋ 죄다 참여하자
P1 	: 난 이건 받았어 ㅋㅋㅋ
P1 	: 아껴둬야지 ㅋㅋ
P0 	: 나도 받았음ㅋ
P0 	: skiet로 번걸 시드머니로 써야지ㅋㅋ
P1 	: 잉 자기 번거 다 썻다하지 않았어?
P0 	: 삼영 공모한거말곤 있지 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 삼영 내일 상장이야~
P1 	: 내일은 아침에 알람 맞춰놓구 일찍 일어나~
P1 	: 요즘 반도체 좋아서 어찌될지 상황봐야함
P0 	: 알람은 항시 맞춰져 있는디 ㅋㅋ
P0 	: ㅇㅋ!!
P1 	: ㅋㅋㅋㅋ
P0 	: 난 그냥 자기팔때 팔꺼야 ㅋㅋ
P0 	: 갤럭시북 퀴즈 이벤트 정답 4번
P0 	: 링크 다시 보내줄까?
P1 	: 아니 ㅋㅋ 내가 찾아 할께 ㅋㅋ
P0 	: ㅋㅋㅋ
P0 	: ㅇㅋ
P0 	: {share:url}
P0 	: 오~ 이런게 있네 
P1 	: 면은 별루 ㅋㅋㅋ
P0 	: 안삶아도 되는거야 ㅋ
P1 	: 헐...
P0 	: 그걸 말하는거지 ㅋㅋ
P1 	: 그럼 차갑게 먹어?
P0 	: 원래 차게 먹자네 ㅋ
P1 	: 아 맞네 비빔이니깐 ㅋㅋ
P1 	: 그래도 왠지 안 끓여먹음 좀 이상할듯
P0 	: 편하긴 할듯
P1 	: 근데 이거.. 너무 비싸다.. ㅋㅋ
P1 	: 총 4인분에 저 가격인거잖아?
P1 	: 1봉지에 2인분 들어있으니
P0 	: 글치~ 근데 마트에서 파는것도 2인분 5~6천원정도 하지않나??
P0 	: 비슷한거 같은데?
P1 	: 그런가?? 생면이니까... 보통 그렇긴하지?
P0 	: 뭐 그냥 안끓여도 된다는게 신기해서 보내본거야 ㅋㅋ
P1 	: ㅋㅋㅋㅋ 살려고 하는줄 알았더니 ㅋㅋ
P1 	: 그냥 따뜻한 물에 헹궈 먹는게 신기하긴 하드라 ㅋㅋ
P0 	: 따뜻한물 40초, 찬물 20초 ㅋ
P0 	: 음.. 마트에 보이면 살지도... ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ자긴 면 좋아하니깐 ㅎ
P0 	: 시원한게 좋지 ㅎㅎ
P1 	: ㅋㅋㅋ
P1 	: 우리 sk증권 개설해두자.. 개좌개설 영업일기준 20일이니깐 이번달 말이면 만들수 있을듯
P0 	: 온라인개설?
P1 	: 응
P0 	: ㅇㅋ!! ㅋㅋ
P1 	: 또 sk에서 청약하면 sk증권에 청약하는게 유리함..
P0 	: ㅋㅋ ㅇㅋ!!!!
P1 	: 빨랑 6월이 왔음 좋겠군.. 5월엔 더이상 청약할게 없네 ㅋㅋ
P0 	: ㅋㅋㅋ
P0 	: {share:url}
P0 	: 재질이 스텐인데... 방짜유기 놋그릇이라고 이름붙였어... ㅋ
P1 	: 그러네 ㅋㅋㅋ
P1 	: 구리가 안들어가 있네 ㅋ
P0 	: 전혀 ㅋㅋ 
P1 	: &name3&이 어제 한끼도 안 챙겨 먹고 밤에 치킨시켜서 먹은거임....
P1 	: 신경이 좀 쓰여.. ㅠㅠ
P0 	: 옷쇠는 구리랑 주석으로 만드는거.. ㅋ
P1 	: 어차피 시험 2주 남았고 하니 주말에 당분간은 보지 말까?
P1 	: ㅇㅇ 마쟈
P0 	: 에이~ 괜차네~ 다 큰 어른인데... 뭘
P0 	: 자기가 알아서 하는거지
P1 	: 그래도 나 없음 밥 잘 안 챙겨 먹으니 당연히 난 신경이 쓰이지..
P0 	: ㅡ,.ㅡ 그놈 참
P0 	: &name3&이 가고나서 보자~ ^^
P1 	: ㅋㅋㅋㅋㅋ 일단은 챙겨줄껀 챙겨줘야하지 싶어서
P0 	: 그랴~~~ ㅎㅎㅎ
P0 	: 있는동안 잘챙겨줘야 나중에 할말있지 ㅋㅋ
P1 	: ㅇㅇ 그래도 내집에 와 있는데 신경이 쓰여 ㅋㅋ
P0 	: 그랴~~ 
P1 	: 근데.. 나 진짜 얼굴 너무 해골같은거 같아..
P1 	: 얼굴에만 살 못찌우나 ㅠㅠ
P0 	: 찌울 수 있지~~
P0 	: 운동하면서 몸무게 늘리면 돼
P1 	: 얼굴에 근육이 붙는거도 아니고. ㅠㅠ
P0 	: 살이 붙지 ㅋ
