# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아닠ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 더위먹었나봐...? 
P1 	: 괜찮은거지..?
P0 	: 더워
P0 	: 더워더워
P0 	: 에어컨 각이다 크흠흠
P1 	: 에어컨 틀자
P1 	: 빨리 틀어 뭐해!!!!!!!
P1 	: 18도 파워로 틀어!!!!!
P0 	: 틀고 왔습니다.. 
P0 	: 왔어요 전기 조지자!!!!!!!!!!!!!!!!!!!!!111
P1 	: 조하!!!!!!
P1 	: 속세의 맛!!!!!!
P1 	: 이럴 때 누려야해!!!!!!!
P0 	: & 전복 비빔면 간드아
P1 	: 우아
P1 	: 전복비빔면
P1 	: 짱맛있겠다
P0 	: 첫시도
P0 	: ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ집에 전복이 이써?
P1 	: 전복비빔면 짱맛있겠다
P0 	: {system:delete}
P0 	: 소소한ㅋㅋㅋㅋㅋ양푼스
P0 	: 쫀두기다 쫀드기ㅋㅋㅋ
P1 	: 아
P1 	: 완전
P1 	: 짱이다
P1 	: 재료 야무지다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 배고파
P0 	: 부끄러우니 회수ㅋㅋㅋ
P0 	: 양푸니 보니까 비빔밥땡기네 저녁각인가
P1 	: 완전
P1 	: 비빔밥 비벼서
P1 	: 삼겹살 쬐굼 구워서
P1 	: 같이 먹으면 진짜 맛있겠다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 여기도 삼겹살 넣으면 대존맛이겠가
P0 	: 차돌박이
P0 	: 요새 여기저기 올려 먹는데
P0 	: 아니면 만두
P1 	: 크
P1 	: 장난없지
P0 	: ㅋㅋㅋ만두 많이 쟁여놓고 못묵고 있다가ㅋㅋㅋㅋ
P0 	: 요새 소진중
P1 	: 만두 구워먹는거 젤 맛있는거같아
P1 	: 빠삭하게 구워서
P1 	: 와작 씹어먹는거 젤좋아
P0 	: 오 군만두는 안한지 오래됐는뎁
P0 	: 디음번 구매목록은 군만두다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 김치만두 고기만두 갈비만두
P1 	: 종류별로 사야해
P0 	: ㅋㅋㅋㅋ갈비고 맛있드라
P0 	: 근데 김치가 울집은 인기가 없어
P0 	: 비인기종목이야
P1 	: 사실 우리집도.....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그냥 고기만두 젤 좋아해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ어른들 입맛은 기본 젤좋아하시니까 뭐
P0 	: 난 아가 입맛 오만 종류 다 먹어봐야함
P1 	: 애기입맛 하니까 생각난건데
P1 	: 어릴때 피자호빵 왤케 좋아했나 모르곘어
P1 	: 호빵은 팥맛인데
P0 	: 아가입맛의 정석ㅋㅋㅋ
P0 	: 피자호빵ㅋㅋㅋ
P0 	: 나도 요새는 야채 + 피자 조합이 좋아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 치즈 왕창이면 뭐든 좋아,,,
P1 	: 곱창볶음에 치즈추가
P1 	: 다 먹고 밥비벼먹고싶다
P0 	: 어우 이친구
P0 	: 입맛이 딱일세
P0 	: 입맛 천생연분이네
P1 	: 허허 거참
P1 	: 밥볶아먹으려고 양념 먹는거 아니겠나~
P0 	: 맞지맞지
P0 	: ㅋㅋㅋㅋ인생 제대로 배운 사람이구만 
P0 	: ㅋㅋㅋㅋㅋㅋㅋ아 원없이 떠드네ㅋㅋㅋㅋ
P0 	: 요새 코시국에 사람도 못만나고
P1 	: ㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: 카톡창도 잠잠한대
P1 	: 맞아.....
P0 	: 다들 뭐하고 지내나 몰라
P1 	: 친구들도 다들 조용하더라
P0 	: 지금은 떠들어도
P0 	: 잘지내? 
P0 	: 모해? 
P0 	: 살쪘어? 
P0 	: 말고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 할말이 없그등
P0 	: ㅋㅋㅋㅋ
P1 	: 살쪘어 뭔데ㅜㅜㅜㅜㅜㅜ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 살쪘어 잘 살아있냐는 말의 동의어야
P1 	: 찐친구들이네 증말
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 테니스 배우라고 푸시 들어오네
P0 	: 테니스 치니
P1 	: 뭔 테니스야,,,
P1 	: 운동이랑 담 쌓았어
P1 	: 난 걷기운동만 하면 돼
P1 	: 테니스 시작하게?
P0 	: 어 어디 애들이
P0 	: 급발진하더니
P0 	: 테니스 배우자길래
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ운동 돈내고 배운지 오래됐는데ㅋㅋㅋ
P1 	: 오
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 테니스 공 날라오는거 보면 얼굴 맞을까봐 너무 무서웤ㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 안맞아봐서 모르지만ㅋㅋㅋㅋ
P0 	: 초심자 한테 살살 하겠지뭐ㅋㅋ
P0 	: 난 한쪽 팔만 우람해 질까봐 무서운데..
P1 	: 오,,,ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 라켓 쓰는 운동 하면 한쪽 어깨만 너무 아퍼
P1 	: 어깨랑 목이랑 허리
P1 	: 공주우러 다니느라 허리 진짜 뽀개질것같아
P0 	: 난 안써도 뽀개질거 같은뎈ㅋㅋㅋ
P0 	: 침대너무 누워있으면 허리 아프지 않아?ㅋㅋㅋ
P1 	: 완전
P1 	: 너무 누워있으면 머리도 아픔
P0 	: 하지만 
P0 	: 헤어나올 수 없지 
P1 	: 블랙홀이야
P1 	: 등베개?라고 해야하나
P1 	: 엄청 큰 인형 등에 기대고 비스듬히 누워서 넷플릭스 보면
P1 	: 얼마나 행복한지 알아?
P0 	: 어엌ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 넷플...
P0 	: 벌써 큰일이다ㅋㅋㅋㅋ
P0 	: 나 그 로스쿨인가
P0 	: 그거 이번에 정주행 예정ㅋㅋ
P1 	: 로스쿨?
P1 	: 나 첨들어바
P1 	: 드라마야?
P0 	: 어어 
P0 	: 그 김범이랑 나왔던 넷플릭스 한참 상위권이었는데!
P1 	: 나 넷플 시작한지 얼마 안되서 못봤나바!
P1 	: 범죄드라마구나
P1 	: 재밌겠다
P1 	: 찜해둔다ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 어 검사랑 살인사건이랑
P0 	: ㅋㅋㅋㅋ
P1 	: 나 추리물 좋아해
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 속도 같이 내보자ㅋㅋㅋㅋ
P0 	: 나도ㅋㅋㅋ근데 한번 시작하면 쭉이라
P0 	: 딴거 못할거 같아서
P0 	: 여름휴가까지 참았자나
P1 	: ㅋㅋㅋㅋㅋㅋ맞아 한번 보면 계속 보게 된다
P1 	: 대신 고르는게 좀 오래걸려
P0 	: 저건 다 봣어? 
P0 	: 킹덤
P1 	: 노우
P1 	: 나 볼거 많네
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 나 이상한거만 보고있나?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 킹덤은 왜 안봤어ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엄청 난리난리였자낰ㅋㅋㅋㅋㅋ
P1 	: 무서울까봐 아직 도전 못했어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맞아
P0 	: 어우 
P0 	: 뭐 먹으면서는 보지마.. 
P1 	: 난리난리길래 엄청 고민했어
P1 	: 오..
P0 	: 나 진심 혼자 자취할땐데
P0 	: (우에엑)
P1 	: 헐 그정도야?
P1 	: 디게 적나라한가보네
P0 	: 내가 왜 점심시간에 앉아서 그걸 보고 있었을까
P0 	: 어 우웩이얌
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P0 	: 그래도 재미져
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이번 4일 
P0 	: 뇌가 수고하겠구만
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 루테인 챙겨먹어야겠어
P1 	: 내 눈알,,,
P0 	: 불쌍한 눈.. 
P0 	: 애도를 표합니다 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 라식한거 다시 돌아가는거 아니겟지?
P0 	: 라식 했고나
P1 	: 예스
P0 	: 무서워서 아직 눈못했어
P1 	: 나 진짜 깜짝놀랬어
P0 	: 안경 벗어던지고픈데
P0 	: 왜왜왜
P1 	: 엄청 금방끝나
P1 	: 10분컷이야
P0 	: 안무서워?
P1 	: 하나도 안무서웠어
P0 	: 누구 소개 받아서 갔어? ㅋㅋㅋㅋㅋㅋ
P1 	: 나 아는 언니가 추천해줘서 갔는데
P0 	: 약간 시설도 최신이구 이런데 가야된다든데
P0 	: 응응
P1 	: 진짜 순식간에 슥삭!
P1 	: 하고 끝나던데?
P0 	: 눈은 며칠 못써?
P0 	: 바로 눈떠지나
P1 	: 나 스마일라식이라
P1 	: 그날 바로 눈뜨고 돌아댕겼어
P0 	: 오- 
P0 	: 좋은거 했네
P0 	: 뻑뻑하거나 한건 없고? 
P1 	: 하루만 아프고 그 이후엔 말짱했오
P1 	: 웅웅
P1 	: 부작용도 아직은 없어!
P1 	: 아직 1년밖에 안되서
P1 	: 혹시라도 금방 돌아갈까봐 살짝 걱정되긴 해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와 가격은 대충 얼마해
P0 	: 300 이내야? 
P1 	: 나 200인가?
P1 	: 그랬던거같아
P1 	: 정확하게 기억이 안나
P0 	: 난 그게 젤 걱정이야 안경 한달인가 써야된다며
P0 	: 눈 하기 전에 
P1 	: 렌즈 못껴
P1 	: 끼지말라그랭
P0 	: 그렇게 하고 일하러 다니고 누구 만날 자신이 없어서..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그냥 안경 벗고는 암것두 안보여?
P0 	: 제일 걱정 습-후
P0 	: 음 모니터 안보이는 정도 
P0 	: -5.5
P1 	: 헥
P0 	: -7.0
P0 	: 5.5 쪽은 난시 심함
P1 	: 와
P0 	: 이래 가지고
P1 	: 상담 받으러 간 적은 있어?/?
P1 	: 눈 많이 나쁘면 수술 안되기도 하잖아
P0 	: 움 아니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 난시 엄청 심하고 -6.5 -7.5인가?
P1 	: 근데 되더라
P1 	: 안될줄알았는데
P0 	: 오 ㅋㅋㅋ뭐여 비슷한 눈상태
P1 	: 상담받으러 슬렁슬렁 가봐바
P0 	: 넌 근데 렌즈 안끼고 
P0 	: 그래도 다녔나부다.. 
P0 	: 아 그거 상담도 렌즈 안끼고 가야돼? 
P1 	: 웅웅
P0 	: 얼마나? 
P1 	: 렌즈 한 보름인가?
P1 	: 안꼈던거같아
P0 	: 요새가 딱이긴 하다 일주일에 한번 낄락 말락 하는데
P1 	: 근데 이건 병원따라 다르게 말해줘서
P0 	: 흠 검색 해봐야겠네
P0 	: 강남 이런데서 했어? 
P1 	: 웅웅 강남!
P0 	: 죄다 강남이지
P0 	: 강서에도 뭐 좀 많아져라
P1 	: 개인 안과같은곳?가서 하는 친구들도 간혹 있긴한데
P1 	: 난 불안해서 걍 강남가서 햇오
P1 	: 강서 마곡에 뭐 생기지 않을까?
P0 	: 나도 검색이나 해봐야겠다
P0 	: 주변 사람들도 좋다고는 다들 하든데
P1 	: 맞아 한사람들은 다들 추천하는데
P1 	: 안한사람들은 하지말라그래
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜 걱정된다고?
P1 	: 웅웅
P1 	: 부작용 생기면 어쩌냐고
P1 	: 나도 부작용 걱정해서 고민좀 했었ㄴ느데
P1 	: 왜 고민했나 싶어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 신세계야
P0 	: 22222내가 하고있는걱정
P1 	: 진짜 꼭 해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ일어나면 손이 먼저 움직이자나
P0 	: 더듬더듬
P1 	: 진짜
P0 	: 침대 위 안경 찾기
P1 	: 안경쓰고 세수하면 현타 엄청 온다구
P1 	: 안경도 무거워서 자주 내려가고
P1 	: 압축왕창해서 비싸고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 세숰ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 단점뿐이 없어
P0 	: 는 왜 안경에다가 하니 ㅋㅋㅋㅋ
P0 	: 빨리 잘라고 맘이 급했네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나만그랬어?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ저는 업는데욥?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 헹
P0 	: ㅋㅋㅋㅋ깔깔깔
P1 	: 그래 나 바보다!!!!!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ여기에 그게 잇어야되는데
P0 	: /바보
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아쉽..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 3시간 남았나
P0 	: 퇴근
P1 	: 나 6시반퇵은이야
P1 	: 희희
P1 	: 오늘은 퇴근하고 제모하러갈꺼야
P1 	: 너무 tmi인가?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어우 눈으로 tmi를 읽어버렸지 모야...? 
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 여름이닉가,,,,
P0 	: 나는 그거 사놨어 
P1 	: 머머
P0 	: 기계 집에서 조지는거ㅋㅋㅋㅋㅋ
P0 	: 레이저 같은거
P1 	: 오
P1 	: 그거 효과 좋아?
P0 	: 꽤 괜찮은거 같아ㅋㅋㅋㅋ
P1 	: 나 그거 궁금햇어
P1 	: 진짜 잘 되는지
P0 	: 나 근데 예전엔 좀 많아서(?)
P0 	: 피부과가서도 많이 하긴 했었는데
P0 	: 계속 나는거 같기도 하고 비싼거야
P1 	: 맞아 너무비싸
P0 	: 가기도 귀찮고 무엇보다 코로나라서
P0 	: 하나 샀지
P0 	: 근데 인중이랑 다리 ㄱ 이렇게 세군데 다 할 수 있구
P1 	: 손 잘 안닿는부분까지 잘 돼
P1 	: ??
P1 	: 깔끔하게 잘 안될까봐
P0 	: 등에도 제모해? 
P1 	: 못샀어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 잘 안보이는 허벅지부분이나ㅜㅜ
P0 	: 손이 어디가 안닿아? ㅋㅋㅋㅋ
P0 	: 아 허벅지는 안해찌 
P0 	: 비키니 입을거 아니니께
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 기기 어디꺼 샀어?
P1 	: 괜찮으면 나도 추천해주라
P0 	: {share:photo}
P0 	: 난 추천은 안받고 그냥 눈에 보여서 질렀어
P1 	: 오
P1 	: 안아파?
P0 	: 음 좀 아픈데
P0 	: 한번 칼로 밀고 하루 이틀 있다가 짧게 났을 때 해야되는거 알지? 
P1 	: 알지알지
P1 	: 조만간 질러야지
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎ
P0 	: 약간 씻고 찬 기운 있을 때 하고 
P0 	: 옆에 얼음 팩 같은거 두고 바로 위에 대구, 
P0 	: 저거 강도 조절이 5단계? 까지 할 수 있게 되있어서 할만해ㅋㅋㅋㅋ
P1 	: 오ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 좋아좋아
P1 	: 남은 횟수만 다 차감하고
P1 	: 질러야지
P0 	: 본인 피부에 맞게 강도조절ㅋㅋㅋㅋ
P0 	: 얼마나 남았어ㅋㅋㅋ
P1 	: 겨4회 남아썽ㅇ
P1 	: 호호
P0 	: 겨 살짝 수치플.. 
P0 	: 피부과 왜케 아저씨 샘들만 많니
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 좀 큰병원으로 해!!
P1 	: 나 여의도로 가는데
P1 	: 여자샘들이엇어
P0 	: 난 동네에서 했거든
P0 	: 뭐 지금이야 노니드 이오시카가 있자네?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 든든한 친구~
P1 	: 여의도까지 갔다가 집가기 귀찮다
P0 	: 그래도 환승역이네
P0 	: 어짜피 갈거ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 한번더 안가는데 어뎌
P1 	: 그런 마음으로 예약하긴 했는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 합리적인 생각과 
P0 	: 그렇지 못한 몸움직임ㅋㅋㅋㅋㅋ귀차니즘
P1 	: 내가 생각보다 더 게으른 녀석이더라고
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 날 이미 알지 = 집에서 멀리 안해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 집가까이에서 할껄그랬어
P0 	: 집 안에 쟁여놓는 지경에 이르다
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 더현대는 안가나
P0 	: 바로 옆 아냐? 
P1 	: 겸사겸사 갔다와볼까
P0 	: 지난 주말에 처음 가봤어 나! 
P0 	: 움 괜찮은거 같드라
P0 	: 더운 여름 피서지
P1 	: 엄청넓어
P1 	: 사람 짱많고
P1 	: 귀여운거 많아
P0 	: 그래 어디서 다들 그렇게 왔지
P0 	: 귀여운거 뭐? 
P0 	: 난 먹을거만 보고왔는데 그날ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지하에 샌박편의점도 있고
P1 	: 사무엘 스몰즈라고
P0 	: 샌드박스? 
P0 	: 스몰즈? 스티커 파는데? 
P0 	: 아닌가.. 
P1 	: 샌박편의점은 샌드박스 소속사 유튜버들 굿즈샵?인데
P1 	: 한사랑산악회 알아?
P1 	: 매드몬스터랑?
P0 	: 아 
P0 	: 한사랑ㅋㅋㅋㅋㅋㅋㅋ산악횤ㅋㅋㅋㅋㅋㅋ
P0 	: 뫄!
P1 	: 알지
P0 	: ㅋㅋㅋㅋ울 언니가 완전 광팬이야ㅇㅇ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 첨엔 저런거 왜보냐고 그랬었는데
P1 	: 빠져들어버렸어
P1 	: 피식대학꺼 거의 다 봤어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ그런 묘미인가봐.. 
P1 	: 진짜
P1 	: 나도모르게 스며들어
P0 	: 어찌 그렇게 되지ㅋㅋㅋㅋ
P0 	: 한며듬
P1 	: 매주 일요일 마무리를 한사랑산악회와 함께하지 않으면
P1 	: 서운해
P0 	: 난 근데 그 호통치는거 
P0 	: 듣고 있을 자신이 없어 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다음에 한 번 더 시도해 봐야지 
P1 	: 아 왜 그게 매력인데
P0 	: 답답해서ㅋㅋㅋㅋㅋ
P1 	: 백슉먹자했자나!!!!!!
P0 	: 아니 언니가 울아빠랑 똑같다는거야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 백슉먹자했나자!!!!!!!!!!
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 경상도시거든ㅋㅋㅋㅋ
P1 	: 그럼 더 재밌게 볼 수 있을거야
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 그러면서 이거는 경상도 아저씨들이 보면 일상이라서 별로 안웃긴데 왜 웃기냐고 질문하는 포인트가
P0 	: 웃긴거라면서
P1 	: 아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 막 혼자 깔깔 넘어가
P0 	: 난 무표정- 아넹
P0 	: 예이
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 거기서 굿즈도 팔아? 
P1 	: 웅웅
P0 	: 대단하다 거기 완전 기업체구나
P1 	: 최준 부채도 있고
P0 	: 모르고 가면 뭔지 모르고 돌아오는거지
P0 	: 악
P0 	: 안돼
P1 	: 그 핸드폰케이스도 있고
P0 	: 내눈을 보호할래ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 김갑생할머니김도 있어
P1 	: 별거 다있어 진짜
P1 	: 혹시 동물 유튜버도 봐?
P1 	: 하하하라고 알려나
P0 	: 하하하? 아니 몰랑
P0 	: 재미써? 
P1 	: 시골에서 길냥이 돌봐주는 사람인데
P1 	: 귀여워
P1 	: 고양이 많이나와
P0 	: 고양이 무서운데여?
P1 	: 앟
P1 	: 고양이 무서워해?
P1 	: 그럼 팻스
P1 	: 쨋든 사무엘 어쩌구 거기는 빈티지 잡화?
P1 	: 귀여운거 많아서 인스타 팔로우도 해놨오
P0 	: 그런거 잘 몰라서 
P0 	: 난 그냥 슥슥 지나갔어
P0 	: 뭐 스티커 같은거 파는데에ㅋㅋㅋ
P1 	: {share:photo}
P1 	: 이런 잡다한 애들 팔아
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 더현대 볼거 워낙 많아서
P0 	: 나 저런거 잘 구매를 못해ㅜㅜㅋㅋㅋㅋ
P0 	: 난 진짜 먹을거만 봤네 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구경하는거지 머
P0 	: 어떤 종류를 먹고ㅋㅋㅋㅋㅋ
P1 	: 나도 못사,,,
P0 	: 빵이 뭐가 잇고ㅋㅋㅋㅋ
P1 	: 거기 맛집 많이 들어왔자네
P0 	: 위층에는 먹을게 뭐가 있구ㅋㅋㅋㅋ
P0 	: 아 웃김ㅋㅋㅋ
P1 	: 머머먹었어???
P0 	: 머머 뭐있어 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 무슨 버거랑
P0 	: 계란폭탄 김밥?
P1 	: 오;
P1 	: 신기한거 먹었네
P1 	: 더현대에 탐광 있거등?
P1 	: {share:photo}
P1 	: 사진 퍼온거긴 한데
P1 	: 이거 마싯서
P0 	: 탐광?
P1 	: 웅웅
P0 	: 이거이 뭔고
P0 	: 식사?
P0 	: 일본식인가
P1 	: 난 성수동에 있는거 갔는데
P1 	: 에비동?
P1 	: 맛있더라
P0 	: 오호
P0 	: 룸이 있어야 할텐데
P0 	: 룸 있는데만 갈 수 있는 
P0 	: 설픈 현실
P1 	: 힝잉
P1 	: 룸은 없어,,,
P1 	: 나중에 코로나 풀리면 가봐,,
P1 	: 맛있져
P0 	: ㅋㅋㅋㅋ웅웅 조아써
P0 	: 네이버 지도에 저장했다ㅋㅋㅋ
P0 	: 아 갈데는 많은데 망햇네
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너 그거 서울사랑상품권은 써봤어? 
P1 	: 그건 모야
P1 	: 나 첨들어
P0 	: 오? 
P0 	: 서울시에서 운영하는건데 
P0 	: 현금처럼 쓸 수 있구 
P0 	: 상품권 풀리면 10% 할인해서 살 수 있거든? 지역별로 써야되구? 
P1 	: 오
P0 	: 예전에 맨 초창기에 홍보때는 
P0 	: 15%도 했는데 
P1 	: 오오;
P0 	: 요새는 10%고 열리면 거의 한시간 내 매진- 
P1 	: 짱이다
P1 	: 헐
P1 	: 어디서 열려?
P0 	: ㅋㅋㅋㅋ근데 그걸로 내가 오만 지역 다 사놨단 말이야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웅
P0 	: {share:photo}
P0 	: 제로페이앱
P1 	: 아 제로페이에서 하는거구나
P0 	: 아 어어 제로페이라고 할걸ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 서울사랑상품권이라 해서 헷갈려꾸나
P1 	: 웅웅 다른건줄알았오
P0 	: 그래서 오만지역 다 사놨는데ㅜㅜ
P1 	: 언제쓰냐구,,,,
P0 	: 하나도 못가고 있어짜증
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 안타깝다
P0 	: 거의 돈낭비야 이러다가 못쓰고 소면되는거 아니냐능
P1 	: 그래도 상품권은 유효기간 길지않아?
P0 	: ㅜㅜ
P1 	: 이런건 다른가?
P0 	: 5년이야 
P1 	: 오우
P1 	: 길다
P1 	: 까먹지만 않으면
P0 	: 이미 1-2년 지난 칭구들 있을걸? ㅋㅋㅋ
P1 	: 나중에 쓰면 ㄷ
P1 	: 아
P0 	: 3년 뿌니 안남았..
P1 	: 또륵
P0 	: 난 그래서 언젠가 결혼준비하면 
P0 	: 각 지역에서 가구하나
P0 	: 가전하나 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쪼개서 사와야지 이러고 앉았다.. 
