# FILE DATA
ID : MMRW2100000236
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210604
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 경영/관리직
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 4
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 나지굼
P0 	: 엌ㅋㅋㅋ
P3 	: 알지?
P1 	: 생마뉼
P0 	: 맛잘알들
P1 	: 뇸뇸
P0 	: 아오배고파
P2 	: 보끔밥
P3 	: 와
P1 	: 보꿈밥
P2 	: 갑자기
P3 	: 볶음밥
P2 	: 배고프자너
P0 	: 아니진짜
P1 	: 필수지
P3 	: 그 삼겹살 기름에
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 이밤에이런얘기
P2 	: 아
P1 	: 마자
P3 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 너무해..
P1 	: 삼겹살기름애
P0 	: 김치구워먹기
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나눈
P0 	: ??
P1 	: 배추윗부분이
P1 	: 조앙
P2 	: 아
P2 	: 나는
P3 	: 싫어
P3 	: ㅜㅜ
P0 	: 엌ㅋㅋㅋ
P2 	: 배추윗부분
P1 	: 왱
P3 	: 그 윗부분이
P2 	: 줄기는시러
P0 	: 나는 아래가조아
P2 	: 아삭이
P3 	: 아삭이?
P1 	: 아삭이
P2 	: 조아
P2 	: ㅋㅋㄱㄱㅋㄱㅋ
P1 	: 오
P3 	: 으 아삭이 싫어
P0 	: 위는 너무 아삭거려
P1 	: 찌찌뽕
P0 	: 익어도
P3 	: 너 다 먹어
P2 	: 줄기는
P0 	: 찔기고
P1 	: 난
P2 	: 너모 매워
P0 	: 나는 줄기가조아
P1 	: 아삭이만
P2 	: 나도 아삭이만
P1 	: 머겅
P3 	: &name3&이는 묽김치
P1 	: 오
P0 	: 아그래?ㅋㅋㅋ
P3 	: 멱자
P2 	: 김치 종류 잘먹지
P3 	: 파김치에
P3 	: 짜파게티 ?
P0 	: 아파김티
P1 	: 오
P0 	: 존맛이지
P1 	: 햇님이
P2 	: 파김치
P0 	: 파김치에
P1 	: 그렇게 먹는거 밧눈딩
P2 	: 짜파게티
P3 	: 계란휴라이
P2 	: 최고지솔직히
P0 	: 마잨ㅋㅋㅋ
P3 	: 싸악
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 아
P0 	: 거기에
P0 	: 계란후라이
P3 	: 파김치도 익기 직전
P1 	: 애두라
P0 	: 싹얼랴서
P3 	: 얘드라
P1 	: 나
P2 	: ㅋㄱㄲ
P3 	: 배민들어가?
P1 	: 물어볼게
P2 	: 허니콤보
P1 	: 잇오
P2 	: 레드콤보
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P3 	: 뭐
P2 	: 먹고싶다
P1 	: 짜파게티가조아
P3 	: 낳 ㅠㅠ
P2 	: 파사삭
P3 	: 파사삭니 뭐야
P1 	: 아니면
P2 	: 짜짜로니를
P1 	: 짜짜로니가
P2 	: 먹어본적이
P1 	: 조앙
P2 	: 없어ㅋㄱㄲ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: {censored}
P2 	: ㅋㅋㅋㄱㄱㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 아
P2 	: 짜파게티구나
P1 	: 이시간에
P3 	: 나느 무조건
P0 	: 짜짜로니통햇눜ㅋㅋㅋ
P2 	: 짜파게티조아
P2 	: 짱조아
P3 	: 짜파게티
P1 	: 짜파게티라니
P0 	: 근데 짜짜로니는
P1 	: 나는
P3 	: 짜자로니 너무 아무 맛 안나
P0 	: 짜장면맛에 가깝고
P1 	: 계란후라이
P0 	: 짜파게키느네
P1 	: 올리구
P3 	: 짜파게티보단
P0 	: 특유의맛이있어
P1 	: 거기에
P2 	: 계란후라이
P3 	: 짜장면
P2 	: 올리면
P1 	: 파김치나
P2 	: 배 넘 불로
P1 	: 알타리무
P2 	: ㅋㄱㅋㅋ
P0 	: 엥
P1 	: 조앙
P0 	: 후라이올리는게
P1 	: ㅋㅋㅋㅋ
P0 	: 배부르다고..?
P1 	: 김치가
P3 	: ㅋㅋㅋㅋㅋㅋㅋ 반숙 대 완숙?
P1 	: 조아
P2 	: 엉 배부르던데
P0 	: 양이 개작네ㅜ행잌ㅋ
P1 	: 오
P1 	: 나는
P2 	: 가끔
P3 	: ㅋㅋㅋㅋㅋ
P1 	: 무조건
P0 	: 단연 반숙
P2 	: 양파볶아서
P1 	: 완숙
P2 	: 같이
P1 	: ㅌㅋㅋㅋㅋ
P1 	: 오
P2 	: 짜파게티
P1 	: 양파
P2 	: 마싯어
P1 	: 보꾸면
P0 	: 양파까지ㅔ볶아?
P0 	: ㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 엉
P1 	: 진짜짜장면이랑
P2 	: 그럼 마싯
P3 	: 양차 그뭐냐
P1 	: 똑같대
P1 	: ㅋㅋㅋㅋ
P0 	: 정성이 장난아니네
P1 	: 양치?!
P3 	: 아니
P2 	: 양차?
P3 	: 나 양치하고 올게
P0 	: 양차로 개놀리넼ㅋㅋ
P1 	: 치카푸커
P3 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 아직돜ㅋㅋ
P0 	: 엌ㅋㅋㅋ
P2 	: 안햇닠ㄱㄱㅈㅋ
P1 	: 치카푸카
P1 	: 아래위러
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ개윳기네ㅔ
P1 	: 위아래위아래
P2 	: 깨끗하게
P1 	: 윗윗아래
P3 	: 치약 무슨 맛이 좋아?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 이쪽저쪽
P1 	: 나느
P2 	: 꼭닦자
P1 	: 화한거
P0 	: 오늘무슨
P1 	: 무조건
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 화한거
P2 	: 민트지
P0 	: 선호도조사데이냨ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 포도맛 어때
P2 	: 민초파
P2 	: 손
P1 	: 아니야
P3 	: 으
P0 	: 개웃기넼ㅋㅋ
P2 	: 드세오
P1 	: 달달구리
P3 	: 민초퍼
P1 	: 시로시로
P3 	: 너무
P2 	: 민초~!~!
P1 	: ㅋㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋ
P0 	: 야 히말라야솔트치야
P1 	: 민초단
P0 	: 치약
P0 	: 향개조아
P3 	: 향아
P0 	: 추천ㅋㅋㅋ
P1 	: 핑큐?!
P2 	: 앙
P3 	: 그냥 치약 머공
P0 	: ㅇㅇ그겈ㅋㅋ
P2 	: ㅋㄱㄱㄱㄱㄱㄱㄱㄱㅋㄱㄲ
P3 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 핑큐니?!
P0 	: 핑크샌ㅋㅋ
P2 	: 초코맛이 안나자나
P1 	: 나는
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 파랑이가조앙
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 뭐라는거얔ㅋㅋ
P1 	: 페리오
P2 	: 치약은
P1 	: 이런거
P2 	: 무조건
P0 	: 그거 집에서쎀ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 2050아닌가여
P3 	: 언제 그렇게
P2 	: 2080인가
P2 	: ㅋㅋㅋ
P0 	: 회사에선 핑킄ㅋㅋㅋ
P3 	: 나이대가
P1 	: 나는
P2 	: 단명
P3 	: 낮아졋어?
P0 	: {censored}
P1 	: 페리오야
P2 	: ㅋㄱㅋㄱㄱㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 죽엇서
P3 	: ㅋㅋㅋㅋㅋ ㅠㅠㅠ
P2 	: ㅋㅋㄱㄱㅋ
P1 	: 아놬ㅋㅋ
P0 	: 20대치아
P3 	: 스러
P3 	: 슬퍼
P0 	: 50대까지만~~=
P0 	: ㅌㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㄱㅋㄱㅋ
P1 	: 미사리야??
P2 	: 60부턴
P3 	: 너무하네
P2 	: 틀니야
P2 	: ㅋㅋㄱㅋㄲ
P1 	: 언줸가눈~~
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리
P3 	: 임플이지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 다쉬만나리|~
P0 	: 아오 애덜아
P1 	: {emoji}
P0 	: 2시다이재
P1 	: ㅋㅋㅋㅋㅋㅋ
P3 	: 오
P0 	: 자자좀ㅋㅋㅋㅋ
P3 	: 이제 자여지
P2 	: ㅋㅋㅋㅋ
P2 	: 안됨
P1 	: 구롬
P3 	: ㅋㅋㅋ
P1 	: 굿밤
P0 	: &name2&이눈 먹방
P1 	: 꿀밤
P0 	: 마저보곸ㅋ
P3 	: 꿀밤
P1 	: 좋은뀸
P0 	: 나는 잔닼ㅋ
P2 	: ㅋㅋ ㄲ
P1 	: 꾸구
P3 	: 맛밤
P0 	: 오킼ㅋㅋ
P1 	: 아
P0 	: 잘자랔ㅋㄴ
P1 	: 그리고
P3 	: 그랴그랴ㅔ
P1 	: 이닦구
P0 	: 오킼ㅋ
P1 	: 치카푸카
P2 	: 자자!
P1 	: 안뇽
P3 	: 그래 &name3&이는 민초 먹고 자자
P3 	: 안뇽
P1 	: 앜ㅋ케
P2 	: 나는 아까먹엇어
P3 	: 낼 봥
P1 	: 민초냠냠
P0 	: ㅋㅋㅋㅋㅋㅋ개웃기네
P2 	: 호로록
P1 	: 낼
P3 	: 낼 ?
P1 	: 못보는디?!
P2 	: ㅋㄱㅋㄱㅋ
P2 	: 낼 카톡에서
P2 	: 만나
P1 	: 아항
P0 	: 오킼ㅋㅋ
P1 	: 카톡에서??
P3 	: 오키오키
P1 	: 구랭
P3 	: 잘자아ㅏㅏ
P2 	: 잘자
P1 	: 안뇽
P2 	: {emoji}
P1 	: 빠빠이
P0 	: 굿밤~~
P2 	: 개도 고양이도 아무도 반겨주지않는 우리집
P0 	: ㄴㅋㅋㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋ
P3 	: 집이구나
P1 	: ㅋㅋㅋㅋㅋ&name4&
P3 	: 으 나는 나갈준비
P3 	: 중
P2 	: 화이팅이양
P3 	: 옙!!
P1 	: &name4&엇
P1 	: 옷
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 놓구갓져
P3 	: 악!!!!!
P3 	: 맞다!?!!!!!
P3 	: 보관중이시래?
P1 	: 내가보관중ㅋㅋㅋㅋㅋㅋ
P2 	: 푸합ㅋㅋㅋ
P2 	: &name4& 비몽사몽에 갓쪄
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 구니께
P1 	: 옷만남겨두고
P1 	: 홀연히
P1 	: 사라졋어
P3 	: ㅋㅋㅋㅋ
P3 	: 고마오
P3 	: 내가 받으러 갈궤
P1 	: 조만간
P1 	: 접선하자
P1 	: 당근당근ㅋㅋ
P3 	: 오키외
P0 	: 애덜아
P2 	: 넹
P0 	: 나 낮잠을 5시간잣어..
P2 	: ㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋㅋㅋ
P2 	: 그럴수잇다
P0 	: 크림치즈빵먹고
P2 	: 피곤하더라
P0 	: 바로기절
P3 	: 이제 저녁 먹어여지
P3 	: 나는 이제 잠잘거랴
P0 	: ㅋㅋㅋ피곤하겟다
P2 	: 장어 먹엇어?
P0 	: 징어에 복분자주 먹엇어??
P2 	: 징어ㅋㅋ
P0 	: 징어랫넼ㅋㅋㅋ
P2 	: ㅋㅋ술도묵엇낭
P3 	: 아닠ㅋㅋㅋㅋ 술 안먹고 그냥 장어만?
P3 	: !
P2 	: 오
P2 	: 분위기어땟어
P0 	: 장어집뷴위기 어땟어
P2 	: 몇마리먹었엉?
P0 	: 기본 두마리아인굨ㅋ
P0 	: 장어는진짜 끝도엊ㅅ이들어가ㅠㅜ
P2 	: &name4& 반바리 목표였자낰ㅋㅋ
P0 	: 마잨ㅋㅋㅋ
P0 	: 조절성공햇늬
P0 	: 야근데 자러갓을거가탴ㅋㅋ
P2 	: 아 그러네
P2 	: ㅋㅋㄱㅋ
P0 	: 잘자~
P2 	: 낼이나 만나겠군
P0 	: 내일봊세~
P2 	: 안뇽안뇽
P3 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 안자넹
P3 	: 쏘쏘? 언니네들이랑
P3 	: 같이와서
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 굿머닝
P0 	: 일어낫닄ㅋㅋ
P3 	: 오이
P3 	: 눈이 아주 띵띵부움
P0 	: 아나도
P0 	: 너무많이자고
P2 	: 난출근완료
P2 	: 오늘은 kf94다
P2 	: ㅋㅋ
P3 	: 나도 94 ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: &name4&어제그래서
P1 	: 어땟어
P0 	: 나는 원래 94가기본
P3 	: ㅋㅋㅋㅋ무난? 했어!!
P1 	: 무난이
P3 	: 밥먹고 카페까지 갔다야
P1 	: 젤이짘ㅋㅋㅋ
P3 	: 잘 끝낸거같엌ㅋㅋㅋ
P1 	: 속시언
P1 	: 하겟댜
P3 	: 오늘 출근이라는게 맘이 무겁지
P3 	: ㅠ
P0 	: 난아직쇼파
P0 	: 회사연락기다리는즁
P1 	: ㅋㅋㅋ
P1 	: 맘편히잇어
P3 	: 마쟈
P1 	: 군데
P1 	: 얘두라
P1 	: 촉촉한쿠션
P1 	: 추천해주실분
P0 	: ㅇㅇ옹
P0 	: 나는 피지오겔
P3 	: 쿠션?
P0 	: 아
P0 	: 쿠션
P1 	: 쿠션
P3 	: 나 쿠션은 잘 안써서
P1 	: 촉촉쓰
P3 	: 어제 클리오 샀는데 사자마자 잃어버림 ㅎ
P0 	: 나는
P1 	: 아다들큐션을 암쓰는구나
P0 	: 헤라
P0 	: 7-8년
P0 	: 썻는데
P3 	: 헤라 블랙?
P0 	: ㅇㅇ
P0 	: 이제 파데로 갈아탐
P2 	: 나
P0 	: 그게편하고 피부에맞기햇으나
P2 	: 헤라블랙
P1 	: 아근데
P1 	: 쿠션
P0 	: 커버력잼병
P1 	: 너무비싸면
P1 	: 아까어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마자
P1 	: 그래서
P0 	: 원랜걍
P2 	: 면세찬스 잇을때마다
P2 	: 쟁여두기..
P1 	: 인스타이벤트로 얻는거 잘썻엇눈데
P0 	: 면세점에서
P0 	: ㅇㅇㅋㅋㅋㅋㅋㅋ
P1 	: 요즘 응모를안해서
P0 	: 1년에 한두번나가니까
P3 	: 헤라는 노촉촉
P1 	: 사야할판ㅋㅋㅋ
P0 	: 그때사두는데
P0 	: 헤라 은근촉촉이애
P2 	: 난 촉촉한걸 안써서 모르겠네
P1 	: 면세점하면
P1 	: 얼마야?
P0 	: 왜냐면 좀 광있어서
P0 	: 내가 파우더도햇거든
P3 	: 아항?
P0 	: 면세면
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 한
P0 	: 1개에 2만원도 안햇을걸
P0 	: 쿠폰맥이고
P1 	: 헐
P1 	: 싸네
P1 	: ㅋㅋㅋㅋ
P0 	: 진짜갬사
P1 	: 팔미논
P0 	: 개싸
P1 	: 정도할줄
P1 	: 알앗는디
P0 	: ㄴㄴ헤라믄
P0 	: 국산입니다
P0 	: ㅋㅋㅋㅋㅋ
P0 	: 바비브라운 맥
P0 	: 이런브랜드랑은 차원이다름
P3 	: 더 좋다는거지?
P0 	: 아니 더 싼브랜듴ㅋㅋ
P0 	: 내가 사대주의라 외국꺼를 더 좋아햇{emoji:₩}
P0 	: 안좋게느낄순있는뎈ㅋㅋ
P0 	: 헤라는 걍 딱 중저가 국산 화장품인데
P0 	: 쓸데없이 한국고객 호갱만드는 덤탱이기업
P3 	: 앜ㅋㅋㅋㅋ
P3 	: 근데 헤라도 비쨔....
P0 	: ㅇㅇ 싸게팔슈있늠데 비싸게팔아서 비호감
P1 	: ㅋㅋㅋ
P1 	: 헤라비싸서
P1 	: 한국기업인줄몰랏뎌
P3 	: 아님 닥터자르드?
P3 	: 그거 써봐
P1 	: 닥터자르트도
P1 	: 쿠션이잇어?
P3 	: 정미니가 추천하던데
P3 	: 엉엉 엄청 좋다고
P1 	: 촉촉한지
P1 	: 한번물어바주라
P1 	: 나는건성이라
P1 	: 쵸킆쵸크가주여해ㅠㅠ
P3 	: 엉엉 촉촉하다고 했졍
P3 	: 광돈다고
P1 	: 오오
P1 	: 광도는거내스탈
P1 	: 닥터자르트
P1 	: 바야겟댴ㅋㅋㅋㅋㅋㅋ
P3 	: ㅋㅋㅋ함바바
P1 	: 오오
P1 	: 닥터자르트그리구
P1 	: 기본적으로
P1 	: 괜츄나다고는들엇엇는데
P1 	: 닥터자르트로가야겟댴ㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋ 잘맞았음 조켓더
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 젭알
P1 	: 여름엔확실히
P1 	: 얇고촉촉광나는게
P1 	: 조은구가타
P0 	: &name2&이는 광나는구조아하눈규나
P1 	: 웅
P0 	: 나는매트한거조아햌ㅋ
P1 	: 난매트
P1 	: 진짜안어울려
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 파우더
P0 	: 아핰ㅋㅋ
P1 	: 한번도안써봄
P3 	: 헤라는 약간 보송 이렇게 마무리 되던데
P1 	: ㅋㅋㅋㅋ
P1 	: 그래서
P1 	: &name1&가썻나부다
P0 	: 근데 그마저도
P1 	: 나는옛날에 아이오페쿠션
P1 	: 진짜 조아햇엇는데
P0 	: 뭔기 수분감있어서
P0 	: 노세봄
P0 	: 노세범 필수얏엌ㅋㅋ
P0 	: 아이오페도 비싸지않냨ㅋ
P0 	: 안써봄ㅋㅋㅋ
P1 	: 홈쇼핑에서
P1 	: 셋뚜로
P1 	: 사면
P0 	: 하...나 재택근무 피씨세팅하러간다
P1 	: 사
P0 	: {emoji}
P1 	: 안뇽
P3 	: 오메
P1 	: 놋붓해?
P3 	: 오전만 근무할수도있는데 세팅까지 해야해?
P1 	: 나는 
P1 	: 놋북아니라
P1 	: 혹시 재택하면
P1 	: 컴터 다마스로 받아서 해야햌ㅋㅋ
P3 	: 헐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋ
P1 	: 다놋북이야?
P0 	: 나도 데스크탑밖에없눈뎈ㅋㅋ
P0 	: 놋북있긴한데 오래되서
P0 	: 안쎀ㅋㅋ
P1 	: 그럼
P1 	: 아침에
P1 	: 컴터
P0 	: 책상에
P1 	: 배달온거야?
P0 	: 앉아서
P0 	: 아니 ㄴㄴ
P0 	: 데스크탑으로
P0 	: vpn붙어서
P0 	: 하지
P1 	: 아항ㅋㅋㅋ
P1 	: 난또갑자기 재택이라
P1 	: 오전은
P1 	: 쉬는건줄
P0 	: 클라우드 피씨가
P0 	: 이래서 조아
P0 	: {emoji}
P0 	: 쓸데없이 어디서든 근뮤가능
P1 	: 쓸데업는뎅
P1 	: 이럴땐
P1 	: 좋댜
P1 	: 답답하지않자나
P3 	: 너무 발전해버렷어....
P2 	: ㅋㅋ
P2 	: 쑤
P2 	: 후
P2 	: 죨리다
P3 	: &name2&아 올영 9일까지 세일이니까
P3 	: 구매하센
P1 	: 맞다
P1 	: 올영
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 세일할때꼭가바야겟군
P0 	: 애덜아 나 재택근무
P0 	: 시작이다
P3 	: ㅋㅋㅋㅋ 배달 
P3 	: 시켜머거
P0 	: 그래야겟닼ㅋㅋ
P3 	: 햄버ㅓㄱ추천
P0 	: 11시 20분부터 점심시간이니아
P0 	: 지금시켜야겟다
P0 	: 아아까버거킹
P0 	: 포장해오고싶엇눈데
P0 	: 코로나검사전후에 아무데도 못가서
P0 	: 걍 옴..
P3 	: 와 배고파... 
P0 	: 나두...
P2 	: 아 햄버거,,,
P3 	: 냠냠
P2 	: 감튀가 죠아
P2 	: 아쉬마련디 못들간데
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 다 거부 당햇어 ㅠㅠ
P0 	: 나 햄버거 안먹고
P0 	: 집에있는 냉동볶음밥먹움ㅋㅋㅋ
P3 	: 결국? 
P0 	: 그린빈스 추가해서
P3 	: 그게 모야 
P0 	: {share:photo}
P0 	: 곤드레밥에
P0 	: 그린빈스추가
P3 	: 오...
P0 	: 그 스테이크먹을때
P0 	: 나오는거
P0 	: 풀떼기파티
P3 	: 아 저거 알아
P3 	: 저걸 그린빈스라고 부르는구나
P0 	: 봉투에 그리써잇더라귴ㅋㅋ
P0 	: 원랜 고기구유ㅓ먹울때
P0 	: 옆에구유ㅓ먹울라고 삿눈데
P0 	: 이케먹고있넼ㅋ
P2 	: 아이구배고파라
P3 	: 집에서 요리하는사람 = 부지런한 사람 
P3 	: &name3&는 머먹
P0 	: 글게머먹
P2 	: 아직모르겠어...
P2 	: 코다리
P2 	: 먹고싶다
P0 	: 오
P0 	: 아 먹고싶다곸ㅋ
P0 	: 먹는다는줄
P3 	: 황태어장 알아?
P0 	: ㅇㅇ알쥐
P3 	: 거기 존맛탱
P3 	: 오랜만에 거기도 땡긴다
P0 	: 나는 안먹어봄ㅋㅋㅋㅋ
P0 	: 엄마가 황태코다리 이런거 되게조아하시눈데
P0 	: 먹으러가자해도 그동안 안땡겨서 안따라감
P0 	: 담에가봐야겟다
P3 	: 진짜 맛잇어! 
P0 	: 오키
P0 	: 먹어본덬ㅋ
P3 	: 뭔가 ㅇ맛없을거같아서 꺼려지는데 진짜 맛있어 
P3 	: 김에다가 싸악
P0 	: 오홍ㅋㅋ
P2 	: 아 코다리조림,,,,
P2 	: 먹고찌따
P2 	: 흐에어잉
P0 	: 후후궁금하넼ㅋ
P0 	: {share:photo}
P0 	: 오늘구내
P0 	: 치돌된찌네...
P3 	: 와 근데 조식도 나와? 
P0 	: 조식도 가서 먹을수있는데
P0 	: 누가 먹을수있는지 궁금...
P0 	: 아침근뮤 안하낰ㅋㅋ
P0 	: 그전에먹고올라가려나
P3 	: 석식도 나오네
P0 	: 근데우린 석식식당이
P0 	: 따로 지정되있어서 거기가서 식권내고먹음됰ㅋ
P3 	: 아 주변 음식점이랑 
P3 	: 제휴구냥
P0 	: ㅇㅇ
P0 	: 개꿀
P3 	: 잘나온다
P0 	: 근데저겤ㅋㄴ
P0 	: 이름만 그럴싸하지
P0 	: 실제로보면 걍 급식수준이얔ㅋ
P3 	: ㅋㅋㅋ 
P3 	: 그게 어디야 
P3 	: 나는 편김 먹으러갈고야
P2 	: 후후
P2 	: 난 내방에서 혼자
P2 	: 래면~~
P3 	: 구뜨 
P3 	: 다들 이른 점심이구나
P1 	: ㅋㅋㅋㅋ
P1 	: 나눈재육
P1 	: 시켯뎌
P3 	: 다들 겁나 빨ㄹ ㅣ목네
P0 	: &name4&는 온제먹어?
P3 	: 나는 딱 12시! 
P3 	: 6분 남았으 
P0 	: 곧이구만
P0 	: 무ㅏ먹을구야?
P3 	: 나 편의점 김밥 먹고 한숨 자려공
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 왜
P3 	: 먼가 몸도 피곤한거같고
P3 	: 이따 잠깐 나가서 편의점 갈고얌
P2 	: 어제 강행군이닌ㆍ
P2 	: 피곤할만두하당
P3 	: 엉ㅇ엉 ㅋㅋㅋ 
P3 	: 어제 또 집와서 바로 잤으면 됐는데 
P3 	: 당근거래한다고 두시간인가 밖에 못자고 12시에 잠듬 
P0 	: 진짜&name4&피곤할만햌ㅋㅋ
P0 	: 나어제그렇게자고도
P0 	: 밤되니까 또 잠오드라
P3 	: ㅋㅋㅋㅋㅋ 모기땜에 잠도 제대로 못자고
P0 	: 모기
P0 	: 있어??
P2 	: 슬슬 나오던데 모기
P0 	: 모기개시러ㅠㅜ
P2 	: 이이이이이잉
P2 	: 위이이이이이ㅣ이
P2 	: 어휴 밥먹었더니 잠온다
P3 	: 로또 하는데
P3 	: 번호 추천좀
P3 	: 아냐 이미 삿지
P2 	: 예?
P2 	: ㅋㅋㄱㅋ
P2 	: 이미 사쏘?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ월욜부터 &name4&
P0 	: 행복회로돌리넼ㅋㅋ
P3 	: ㅋㅋㅋ 아니 편의점에서 김밥 먹는데
P3 	: 로또 앞에잇어가지구
P3 	: 진짜 ㅗㅇ랜만에 사본다
P0 	: 월욜에사두면
P0 	: 일주일이행복해진닼ㅋㅋ
P1 	: 잌ㅋㅋ
P1 	: &name4&야
P1 	: 응원한댱
P3 	: ㅋㅋㅋㅋ
P3 	: 꼭 될게
P1 	: 되면
P1 	: 나족발사죠
P1 	: ㅋㅋ
P3 	: 야 당연하지
P3 	: 족발만 사주겟니?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 멋진언늬네
P0 	: {emoji}
P0 	: 오오택배와쓰
P3 	: 무슨 택배??
P1 	: 무슨
P1 	: 택배닝
P1 	: 아
P1 	: 나알겟다
P1 	: 올영
P0 	: 올~~
P0 	: 정답
P1 	: ㅋㅋㅋ
P0 	: 입심심햇는데 잘됫더
P3 	: ㅗㄹㄹ올
P1 	: 베이글칩
P1 	: 나도먹굉ㅅ는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 간식끼워서시키길잘햇네
P0 	: ㅋㅋㅋㅋ얼
P1 	: 난
P1 	: 허니버터
P1 	: 맛
P0 	: 통햇네
P1 	: 먹구잇져
P0 	: 아그겈ㅋㅋ
P0 	: 그건 2+1에서 제외라 안시켯다
P0 	: {emoji}
P3 	: 다들 쩝쩝박사네
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쩝쩝박사
P0 	: 개웃기넼ㅋㅋ
P3 	: 흐항아
P1 	: ㅋㅋㅋㅋ
P1 	: 흐아아
P1 	: 더어
P3 	: 아아 먹자
P0 	: 난 집에 콜드부르있어서
P0 	: 그거먹어야겟다
P3 	: 나도 코히... 
P2 	: 후 잘잣디ㅜ
P3 	: 진짜 짧게 잘잔다
P2 	: 더워서깨쓰
P3 	: 선풍기 진짜 틀어야해
P3 	: ㅠㅠ
P1 	: 에어컨
P1 	: ㅋㅋㅋㅋㅋㅋ
P3 	: &name3&아 너가 엊그제 말한 동네 매물 괜찮은거 많도라..
P0 	: ㅋㅋㅋㅋㅋ이웃주민되나요
P1 	: 앜ㅋㅋㅋㅋㅋ
P1 	: 이웃주민이네
P0 	: 종종만나서
P0 	: 호두과자사먹우면되겟넼ㅋ
