# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P0 	: 올해부터 드디어 목욕을 아빠와 하는데 뭐 더럽게 씻기는간 포기했으나
P0 	: 씻겨서 그냥 내보내니 로션 발라주고 옷챙겨주고 뒷처리는 여전히 내몫
P2 	: 아 그게 더 귀찮아요
P0 	: 뭐... 그래도 이게 어디냐 싶어요...
P2 	: 욕실에서 로션까지 바르고 내보내라고 해요 ㅜ
P0 	: 항상 아이 칫솔에 치약이 그대러 박혀있더라구요
P0 	: ㅜㅜ
P0 	: 못본걸로 하자......
P1 	: 양치한거 맞나요ㅡㅡ
P2 	: 아 눈을 감습니다
P0 	: 양치 애한테만 시키나봅니다..
P0 	: 애는 양치만 대충 하고 그대로 걸어두는듯...?
P3 	: 몇 호봉인지 모름요.
	  올해 20년차에요.
	  
	  교원공제회 만땅 넣으니
	  실수령액은 그리 많지 않으나
	  부족하지는 않음요.
P0 	: ㅜㅜㅋㅋㅋㅋㅋㅋㅋ
P0 	: 실수령 300되세요??
P3 	: 양치는 누워서 해줘야 제대로 될텐데요.
P2 	: 20년차! 와우
P2 	: 공제회 만땅이 66인가요
P0 	: 전 공제회 60넣는데 10년차 계속 200만원 너낌
P3 	: 좀 안되는 거 같은데요.
	  연금도 50만원 나기ㅡ고
P3 	: 나가고
P2 	: 전 기여금 두배 떼기고 하고 33만원 공제회 내는데 200만원 받었어요
P0 	: 이제 90이요
P2 	: 하
P3 	: 공제회 만땅이 90
P0 	: 기여금은 왜 두배떼죠?
P2 	: 휴직 떄 안내서....
P0 	: 휴직할때는 기여금 공제회 둘다 중단하는게 낫나요?
P1 	: 제가 이번에 계산했는데...
P3 	: 남편하고 저하고
	  호봉이 6.5 차이 나는데
	  저랑 월급 차이가 좀 나더라구요.
P1 	: 장기휴직하고 복직 3월이면.
P2 	: &name2&샘 기대
P1 	: 복직해 5월전에 내는게 이득이에요.
P2 	: 헉
P2 	: 이미ㅣ 지났네요...........
P3 	: 휴직 때는 공저회는 그냥 납부하는 게 낫다고..
P2 	: 전 공제회도 안냈구... 기여금도 안냈어요 ㅜ
P0 	: 아하 공제회는 그냥 납부
	  휴직은 복직후 두달 안에??
P1 	: 이게 제일 이득이구오..
P0 	: 2학기복직이먄요??
P2 	: 근데 이게 두배씩 떼는데 오른 기여금으로 두배 떼니까 아깝네요 
P1 	: 공제회 말고 연금요
P1 	: 5월전은 안오르거든요.
P1 	: 그리고 9복직이면..
P1 	: 두배로 9 10 11 12 내고..
P1 	: 다음해 5월전에 또 다 내는게 이득이에오
P0 	: 음.. 5월마다 오르니까...
P3 	: 2학기 복직은 얼마 못버니깐
P1 	: 네네 연말정산에 이득이 없더라고요.
P1 	: 전혀^^
P2 	: 아 연말정산
P0 	: 연말정산.... 흠 어렵....
P3 	: 내년에 휴직을 않고
	  시모님어게 2달 정도 아이 등교를 부탁할까 하는데
	  학원 일정 짜는 게 걱정이네요.
P1 	: 세금내는게 너무 싫어요.ㅠ
P1 	: 저는... 남편이 휴직해요..ㅠ
P1 	: 입학..
P1 	: 심지어 저는 같은학교로 옮기고 휴직했음에도 휴직합니다.ㅠ
P2 	: 헛
P3 	: 세금을 내야 사회가 돌아가지요.
	  넘 많이 내서 아깝긴하지만
P2 	: 만약 &name4&샘 남편분 휴직하면 
P2 	: 아빠의 달 적용받나요
P3 	: 아뇨.
	  전 휴직한 적이 없습니다.
P2 	: &name2&샘 남편 분도 받으시겠죠? 
P2 	: 헛
P2 	: 휴직 안하셨나요~ 대단해요 
P3 	: 휴직 할 상황이 아니었음요..ㅎ
P1 	: 도움받을 수 있다면 도움 받고 계속 일하면 좋죠
P1 	: 저는.. 도움 받기에난 애매하게 먼 거리라..
P2 	: 그쵸 ㅜ 전 아예 도움을 1도 못 받는데
P2 	: 좀 슬펏어요 그냥 애기 어릴 떄 누군가 같이 와서 말이라도 해줬으면..
P1 	: 남편 아빠의달 적용받아요.
P2 	: 나 혼자 집에만 있는데 ㅠ
P2 	: 오 그래도 다행이에요 아빠의달 되면... 3개월만 휴직 가능 하면 좋읉텐데
P1 	: 저 애가 3이에여..ㅋㅋㅋ
P3 	: 딸아이가 야무진 편이라 잘할 거 같긴한데..
P1 	: 나머지 애들 휴직 할지 않할지 모르니..
P1 	: 첫째 3. 둘째 3개월씩 쓸꺼 같아여
P2 	: 아 좋네요
P1 	: 저도 사실.. 잘할꺼 같은데..
P3 	: 6개월 휴직
	  아빠의달 2번 쓰심 되겠네요.
P1 	: 어려움이 있어도..
P1 	: 제가 같은학교고..
P2 	: &name4&샘 아이는 할머니 할아버지랑 친한가요
P2 	: 아 할머니
P3 	: 아이 두돌 직전까지 방학, 주말 제외하고는 울 집에서 함께 사셨어요.
P1 	: 이래야.. 학교 나갈수 있죠..
P2 	: 아 그럼 애착 같은 건 좋겠네요!
P3 	: 그때 고통스러워서.ㅎ
	  내년에는 가능한 조금만 봐달라고 하려구요.
P3 	: 할머니랑 친한 편인데
	  할머니 집에서 자려고는 않네요.
	  
	  5~6세 때는 덜그랬는데
	  지금은 제 껌이 된 듯 싶고..
P2 	: 아 ㅜ 근데 1학년 떄 휴직이 정녕 필요한가요? 일찍 끝나서 그렇지요?? 
P2 	: 저도 1년 아껴두긴 했는데
P1 	: 음...
P1 	: 애들이 책상앞에 오래 앉아 있어본적이 있나요??
P1 	: 초등가면 갑자기 책상 땋..
P1 	: 수업시간 준수.
P2 	: ㅇ
P2 	: 아 ㅜㅜ
P3 	: 모르겠어요.ㅋ
	  아이 어릴 때 휴직이 꼭 필요하다고 했는데
	  지나고 보니 것도 아닌 것 같고..
P2 	: 적응이 필요하겠군요 
P1 	: 이것만으로도... 적응이 필요해요..ㅠ
P2 	: 근데 그래도 엄마가 학교에 같이 가는 건 아닌데
P1 	: 안정애착을 줄 사람이 없을때 필요하다고 생각해요..
P3 	: 유치원에서 잘하는 거 같아요.
	  집에서도 지 하고 싶은 것은 꽤 오래하고..
P1 	: 생판 남에게 맞겨야 하는 상황라면 휴직이 필요하다...
P2 	: 아.. 애기의 정서적 안정을 위해서?
P3 	: 제가 휴직을 안했지만
	  퇴근 후에는 제가 계속 데리고 있어서 그런지 
	  저와의 애착도 그닥 문제가 없지 싶고..
P1 	: 부모님이 맡아주신다면.. 저는 괜찮다고 생각해요.
P1 	: 갑자기 1학년.. 바로 학원 뺑뺑이는 좀 버거워 하는 애들이 많아요.ㅠㅠ
P3 	: 내년 상황은 계속 고민 중에 있어요.
P2 	: 아 학원 뺑뻉이... 휴
P2 	: 저희도 한 3개월만 휴직이 가능하면 좋겠어요
P3 	: 학원 1곳에
	  음악, 체육, 영어 과목이 모여있는 학원도 있다더라구요.
	  동탄은 없는 것 같은데..
P2 	: 오 그거 좋네요 차 많이 안타도 되고
P1 	: 허가해 주는 교장선생님등 계시긴 하더라고요.
P1 	: 요즘 이런게 대세라던데..
P2 	: 아 아예 불가능은 아니군요 그냥 학교 사정상 그런 거지
P3 	: 울 아이는 지금도 학원 보내달라고 종종 한 번씩 얘기하는데.. 알아보기도 귀찮고.;  픽업 문제로 안보내고 있고..
P2 	: 그럼 유치원에서 방과후만 하는 거예요?
P3 	: 아까는 만화 영화에서
	  주인공 어린아이가 수영을 잘하길래.
	  너보다 어린데 수영을 잘하네  했더니
P2 	: 포뇨!
P1 	: 쇼스케{emoji:♡}
P3 	: 수영학원 다니나 보다고..;;
	  그케 답하네요. ㅎ
P1 	: 악.ㅋㅋㅋㅋㅋㅋ
P2 	: 무언의 압박 ㅋㅋ
P3 	: 친구들이 발레 학원 다니고
	  시메스 수학 학원 다닌다고
	   .ㅎ
P1 	: 저도..
P1 	: 6월부터 발레 보냅니다..
P1 	: 졌어요.. 제가...ㅠ
P2 	: ㅋㅋㅋ 저도 나중에 발레 보내고 싶어요
P2 	: 발레복 귀여울듯 하여
P3 	: 네. 단설 돌봄까지 해서
	  5시 30분쯤 하원시켜요.
P1 	: 요즘 코로나로 발레복 안입혀요..ㅋㅋㅋㅋ
P2 	: 헉
P1 	: 슈즈만.. 간신히...
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 딸래미들 발레복 땜에 보내는 거 아닌가요
P1 	: 저도.. 단설 돌봄.. 5시에 하원해요.
P3 	: 트윙클 발레라고
	  유튜브에서 보여주고
	  집에 있는(얻어놓은) 발레복과 발레슈즈 신겨서 
	  종종 발레하게 하고 있어요.
P1 	: 여름 지나고 나면.. 휴직이고 해서 일찍 하원시킬까 싶어요..
P1 	: 이거 하다가..... 자기도 친구들이랑 하고싶대요..ㅠ
P2 	: 단설 유치원이 최고네요?!
P2 	: 저희 동네엔 없는 거 같아요 병설밖에
P3 	: 울 딸아이는 왜케 빨리 왔냐고..
	  좀 빨리 데리러가는 날에는 싫어하더라구요.
P2 	: (단설이 국공립 맞나요? ㅋㅋ)
P1 	: 저는 사립인데... 국공립 같아요???
P3 	: 초등학교에 붙어있지 않은 단독건물의 공립유치원
P2 	: 아직도 유치원 개념을 잘 몰라서 
P1 	: 교육청의 영향력이 어마어마 해서.. 그 흔한 영어 수업도 안한다는..ㅠ
P1 	: 대신... 원비가 없다싶이 합니다..
P2 	: 아 ~ 장단점이 있군요
P3 	: 사립인데 원비가 거의 없다니 신기하네요.
	  여긴 사립 겁나 비쌈.
P1 	: 분기에...28000원 내요.
P1 	: 수업료...
P2 	: 우와
P1 	: 간식비 월에 5000원?
P2 	: 정말 저렴하네요!
P3 	: 28만원이 아니고
	  2만8천원요
P1 	: 네네
P1 	: 이만팔천.
P1 	: 그래서.. 단설같아여..ㅋㅋㅋㅋㅋ
P2 	: 그럼 정규교육내에선 영어 못하고
P2 	: 방과후에만 하나요?
P1 	: 방과후도 안해요.
P3 	: 와.. 울 딸아이 공립 단설은 간식비가 1일 2천원인데요.
P1 	: 교육청 지침이 그렇대요.ㅠㅠ
P2 	: 아~ 그래서 호불호가 갈리는군요
P1 	: 네 맞아요..
P1 	: 영어 따로 집에서 봐줘야 해여.
P1 	: 방과후는 음악. 미술. 체육 하더라고요.
P2 	: 아~ 그냥 단설 보내고 영어 학원 보내는 것도 좋긴 좋을 거 같아요 저렴하니까
P3 	: 울 아이 유치원은 방과후 과학 활동만 하는데요.
P1 	: 다들 그렇게 생각해서...
P1 	: 경쟁률 매우 치열...
P3 	: 단설 아무나 못보냄.
	  경쟁률 대박.ㅋ
P1 	: 여기 합격하고 대입 합격에 버금가는 기쁨을 누렸어여..
P3 	: 그 글 기억남.ㅋ
P2 	: 아! 
P2 	: 그렇군요 ㅋㅋ 단설 병설이 비인기인줄 알았어요
P1 	: 엄청 치열할껄요...
P1 	: 여기 대학교 유아교육과 낀 유치원은 경쟁률 수백대 일...
P2 	: 우와..... 
P1 	: 유치원... 고사를 만나게 되실껍니다..
P3 	: 제가 아이 5세때 다른 단설 넣었다 떨어졌는데
	  30명 뽑는데
	  800명 가까이 지원했었어요.
P2 	: 헛 제 친구가 대전은 단설이 비인기라던데
P3 	: 1년반 사립보내다 개원한 단설유치원에 보냄.
P1 	: 흥...
P1 	: 이런데 애들 키우기 좋은 환경이라고.
P1 	: 애낳으라고 하다니.. ㅜ
P3 	: &name1&쌤은 씻었나보오.
	  겁나 피곤할텐데.. 어여 쉬세요.
P1 	: 그러게요..
P1 	: 읽고 계신데.. 최근 챗까지?
P3 	: 예전보다는 좋아졌겠지만 아직은..
	  더 좋아져야죠.
P2 	: 맞아요 예전엔 정말 열악
P3 	: 결혼 반지 차고 다니세요?
P1 	: 아니요
P1 	: 그게 뭐에요?
P3 	: 그냥 보관 중?
P1 	: 그런거 같아요?
P2 	: 제 남편은 잃어버림 ㅋㅋ
P1 	: 어디 있겠죠??
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 못본지 몇년 되었어요?ㅋㅋ
P0 	: 벽타기 하고 왔어용
P3 	: 나는 악세사리가 전부 무거워서
	  상시 차고 다니는 귀걸이 1개만 안빼고 계속 차고 다니는데
P1 	: 그냥 뿅 나타나요..
P1 	: 스몰 챗에 벽타기라니.
P0 	: ㅎㅎㅎ씻고애는.바로 골아떨어졌는데 전 안졸리네요
P3 	: 걍 썩이자니 아깝기도 하고..
P0 	: 누가 다리나 주물러줬으면..
P1 	: 철인인가
P1 	: 팔까요?
P3 	: 우리의 대화가
	  벽 탈 수준은 아닌 듯 싶기도 하고..ㅋ
P0 	: 놓치면 또 궁금하고 ..
P0 	: 쓸데없는 궁금함
P1 	: 그래서 저는 항상 폰을 쥐고 있죠.
P1 	: ㅋㄷㅋㄷ
P0 	: 결혼반지 플래티눔을 몰라서 백금했더니 금색되서 그냥 방치
P3 	: 제 값을 못받으니 아깝기도 하고..ㅎ
P1 	: 슬픈사연...
P0 	: 남편은 알다시피 나무늘보라 백금을 금색으로 지금도 잘 끼고다님
P1 	: 백금이 플래티늄....
P0 	: 그냥 결혼후부터 한번도 안뺏을거라 추측
P3 	: 유색 보석 반지 이쁜 거 살까?하는 생각이 잠깐 들기도 했다는요.ㅎ
P1 	: 화이드 골드가 금..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데 오늘 에바랜 나무늘보ㄹ인형은 참 귀엽던데
P1 	: 임신출산으로 중간에 살이찌니...
P0 	: 아 백금은 또 플래티늄이에요?이런...
P1 	: 반지 빼두고 다시 안찾게 되더라고요.
P0 	: 화이트 . 골드 가 백금이 아닌 이상한 세상...흠
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 맞아요 백금은 플래티늄
P3 	: 울 단톡방에서 꿀떡맘 쌤이 강의해주심.ㅎ
P0 	: 쓸데없이 다이아는 왜 주문제작했는고
P2 	: 그냥 화이트 골드는 나중에 누래져요
P0 	: 강으ㅣ듣고 지금 그걸바탕으로 말했음에도 또 틀린겁니다....
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 저의 몹쓸기억력 아시죠...?
P1 	: 그럴수 있죠..
P3 	: 8~9년 됐는데 똑같으면 백금이었던가? ㅎ
P0 	: 도금 비용은 얼마에요?
P1 	: 우리는 애와 함께 기억력도 낳으니까요..
P3 	: 아님 손을 안대서 똑같은 것인지..ㅎ
P0 	: 나름 골든듀에서 했는데 말입니다....
P2 	: ㅋㅋㅋㅋ 별로 안 비싸지 않을까요?
P0 	: 만원이면 할의향이 있음
P0 	: 더는 못준다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ 말랑이도 구천원인데
P3 	: 제가 손가락이 가늘어
	  8호? 7.5호?를 끼는데..
P2 	: 와우
P1 	: 몇호 인지도 기억도 안남..ㅋㅋ
P0 	: ㅋㅋㅋㅋ말랑이구천원ㅋㅋㅋ
P3 	: 보통 11~12호를 끼나요?
P0 	: 이건 당욘 모르죠... 어떻게 알죠...? 반지 맞추면서 순간 듣고 까먹었는데
P3 	: 나는 몸전체가 뼈마디만 두꺼움. ㅎ
P1 	: 사랑해요 &name4&&name1&.. 나만 그런줄 알았어.ㅋ
P3 	: 흉하게시리.;
P0 	: 뼈마디가 두꺼운기 아니고 살고ㅓ 근육이 너무 없는거 아닐까요
P1 	: 222 저도 이리생각..
P2 	: 보통이 12호 정도일 거 같아요 ㅋㅋ 전 14호 ㅋㅋ
P3 	: 손톱도 안이쁘고 손등에 주름이 많아 손을 가리고 다녔는데..
	  그러다보니 악세사리는 전혀 안하게 되더라는요.
P0 	: 전 반지끼먄 손씻을때마다 물이.그 안에 남는게 기분이 너무 별로던데요..
P2 	: 아 뭔지 알 거 같아요 ㅋㅋ
P0 	: 저더 악세사리는 제로~ 귀갈이목걸이 다 안합니다
P0 	: 그나마 가아아끔 팔찌는 여름에 함ㅎㅎ
P3 	: 하긴 부지런해야 악세사리도 했다 뺐다 바꿨다 하겠네요.ㅎ
	  귀찮아서 화장품도 안바르는데..ㅎ
P0 	: 맞아요 붙박이도 안되고.. 귀걸이끼고는 옆으로 잠도 못자고 ㅋㅋㅋㅋ
P3 	: 귀걸이 링 작은 거 끼고 다니면
	  안빼도 됨요.ㅎ
	  내가 그러고 있음.
P1 	: 후... 저는 둘째가 아직도 안자요.ㅠㅠㅠㅠ
P2 	: 목은 좀 괜찮나요
P2 	: 전 시험 문제 낸다고 켜서 단 한문제도 안냈네요
P3 	: 아..;; 울 아이도 그 맘때
	  새벽에 깨서 소리 지르기도 하고
	  제 시간에 안자려해서
	  힘들었었던 거 같아요.
	  애 안고 거실 주방을 계속 돌아다녔던
P2 	: 이제 좀 내야지 ㅜㅜ
P1 	: 차키를 누르는거 같은데... 저희차가 밖에서 반응하고 있어요?ㅋㅋㅋㅋ
P3 	: 그런 것은 학교에서.
P1 	: 휴....
P1 	: 나가서.. 말려야지....ㅠ
P3 	: &name3&쌤 셤문제는 학교에서 내시라는 얘기였으요.
P2 	: 전 육아 시간 써서
P2 	: 학교에서 1도 못 쉬고 일만 해도 모자라요 ㅜㅜ
P1 	: 그마음 알죠.ㅠㅠ
P1 	: 맨날 집에 싸들고 와서 했어요.ㅠㅠ
P3 	: 아.. 그러겠네요.;  
	  그럼에도 학교에서..^^;;
	  점심을 굶어요.ㅎ
	  집에서 일하는 거 버릇들면 안됨..
P2 	: 악 점심 넘 맛있어서 포기 못해요 ㅋㅋㅋ
P1 	: 울면서.. 시간당 최저임금도 안나오겠다.. 이럼서 일했던 기억..ㅠ
P3 	: 예전에는 교재도 집에 가져와서 연구하고 그랬는데요.
	  지금은 안가져옴요..
P2 	: 하 ㅜ 진짜... 근데 그렇게 일하고 퇴근하면 애 하원 시키고... 
P2 	: 전 맨날 바리바리 싸들고 다니고 그래요 ㅜ 주말에
P1 	: 휴식은 사치다..ㅠ
P1 	: 지금 남편이 그래요..ㅠ
P3 	: 저는 작년 제작년에
	  육아시간 쓰면서 장거리 출퇴근했는데
	  점심을 굶으니깐 육아시간이 가능하더라구요.
P1 	: 학교에서 시달리고.. 집에서 시달리고..
P2 	: 하.. 진짜 ㅜㅜ 
P1 	: 업무는 영재주무라서... 졸라많고..
P1 	: 그래서 내년에 좀 쉬어가라고 휴직..
P1 	: 6개월 밖에 안되지만..
P2 	: 맞아요 얼마나 힘들겠어요
P2 	: 근데 휴직하면 셋쨰도 같이 보고 좋네요?
P1 	: 아..
P1 	: 제가 복직.ㅋ
P3 	: 그래도 &name2&쌤 남편분은 &name2&쌤보다 나음.
P2 	: 아 복직!
P1 	: 저도 그렇게 생각해요.ㅋㅋㅋㅋ
P2 	: 남편분 그럼 쉬는 게 아닌데요?
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 학교에서 화장실은 편히갈테니..
P2 	: 맞아요 저도 학교가 진심 나아요 ㅜ ㅋㅋ
P3 	: 밥도 제대로 먹고.
P1 	: 내가 너를 가여이 여기는 것은 오직.. 너의 그릇이 종지만한데..
P1 	: 그래도 꾸역꾸역.. 맡은바 책임을 다하기 때문이다ㅡㅋㅋ
P3 	: 기특하여.ㅎ
P1 	: 정답.
P2 	: ㅋㅋㅋㅋ 기특
P1 	: 셋째는 어린이집 가는걸요..
P3 	: &name3&쌤
	  컴터 접어요.
	  오늘은 날이 아닌 듯..ㅎ
P1 	: 아마 적응기간이 있겠지만..
P2 	: 아 어린이집 가면.. 쉬는 거네요
P1 	: 그쵸?
P1 	: ㅋㅋㅋㅋ
P3 	: &name1&쌤은 한 손에 폰을 쥐고 뻗은 듯..ㅎ
P1 	: 그런거 같아요..
P1 	: 에버랜드가 만만한 곳이 아니던데..
P2 	: 전 진짜 두 문제만 내겠슴돠 오늘
P3 	: 근데.. 종종 가는 사람은
	  에버랜드 가서 뽕을 빼지 않기 때문에..ㅎ
P1 	: 화이팅입니다.
P3 	: 시작을 하면 싹다 내버리삼.
P1 	: 저는 아무래도 둘째를 안아서 재워야겠어오
P3 	: 내 남편도 지금 출제중
P3 	: 잘생각하셨으요.
	  버릇 나빠진다 이런 거 중요하지않음
	  당장 내가 편해야하니
	  안아서 재워버리세요.
P2 	: 국어죠?
P3 	: 넵..
P2 	: 국어 시험 문제 출제 넘 힘들어ㅛ
P2 	: 정말 괴로움....
P3 	: 그렇다고 하더라구요.
P3 	: 무슨 과목 가르치세요?
	  국어 중에서?
P2 	: 1학년 국어랑 3학년 심화국어요 ㅋ
P3 	: 아.. 둘 다 찌금씩 내면 되나요?
P2 	: 네네 15문제 내면 되는데..
P1 	: ㅠㅠ 중고등은 시험출제도
P1 	: 너무 힘들꺼 같아요.ㅠㅠ
P1 	: 사실 초등은 출제의 고통에서는 벗어나서.ㅠㅠㅠ
P2 	: 아 그거 정말 부러워요
P2 	: 으악 전 그래서 중고등 예체능샘이 젤 부러운데 .. ㅋㅋ 인문계고에선 담임도 덜 시키고 그래서
P3 	: 예체능 쌤들은 동교과가 없어서 무진장 힘들어요.
	  맡은 반의 수도 많아서 수행평가도 벅차고
P3 	: 책임질 각종 학교 행사도 많고..
	  
	  국영수가 가장 편함.
P2 	: 엇 체육은 그래도 꽤 많더라고요? 
P2 	: 아.. 경기도랑 대전 분위기가 달라서 그런가봐요
P2 	: 대전은 국영수 방과후 수업에 심화 수업..
P2 	: 지금은 코로나라 덜 하지만... 야간자습도 거의 강제였고 ㅜ
P3 	: 체육쌤은 1개 학년을 다 책임지잖아요.
	  체육대회, 스포츠클럽도 있고..
P3 	: 여기도 있긴 한데
	  갈수록 방과후 희망자 수가 적더라구요.
P2 	: 주요교과만 담임시키니까 야간자율학습도... 그러고 ㅜㅜ 여튼 여긴 예체능은 삼대가 덕을 쌓았다고 하는 걸요
P3 	: 아.. 여긴 기간제 쌤도 워낙 많으니 예체능 교과도 담임을 많이 하긴 하네요.
P3 	: &name3&쌤은 시험 문제 어여 내시고
	  &name2&쌤은 언능 둘째 재우시고
	  &name1&쌤은 이쁜 꿈꿈시롱 계속 잘 주무시고..
	  나는 웹툰 보다 자고..
	  
	  계~~~ 속 열톡해보게요.^^
P2 	: 네네네네~ 모두모두 굿ㅂㅁ입니다
P3 	: [타임커머스 티몬] [특가] 하이나미U 초대형 세탁망/세탁망 4종세트 외 균일 생활 필수품+사은품
	   - {share:url}
P3 	: 옵션 4번 같이 사요.ㅎ
P2 	: 오 한번 들어가보겠슴둥
P2 	: 으 일요일이네요 ㅠㅠ
P1 	: 월요일이여야하는데..
P0 	: 온몸 근육통이.ㅋㅋㅋ 오늘은 일요일이 낫네요ㅠㅠ
P3 	: 아침은 드셨나요?
	  난 이제 기상.
P1 	: 저는 고등어 굽는중입니다..
P3 	: 나는 낙지볶음.
P1 	: 크..ㅠ
P1 	: 이게 딜레마에요..
P1 	: 저는 매운거 매우 좋아함..
P1 	: 근데 애들은 못먹는단 말이죠..ㅠㅠ
P3 	: 오늘도 잘 버티면 내일은 월요일이네요.
P0 	: 저도 지금 먹어요 ㅎㅎ 콩불.  아이는 목삼겹ㅋㅋㅋ
P2 	: 아 맞아요 애랑 한번에 해결되는 메뉴가 좋긴 한데
P0 	: 저는 그냥 저 먹을거 하면서 옆에 아이꺼 추가
P2 	: 방금 떠났습니다 저희 애는 ㅋㅋ
P0 	: 그런데 이것도 아이가 하나여야 간단한거겠죠
P0 	: 어디갔어요?
P2 	: 양 보러 간대요 ㅋㅋ
P0 	: 그는 좋은남편입니다.. 저희애도 양 좋아하는데 이동네는 양 코로나때문에 못보게 해놨어요
P2 	: 저흰 어른은 외식+배달 아이는 생선 아니면 계란.. ㅋㅋ
P2 	: 좋은 남편.. 오늘 아침부터 한바탕 싸뤘네요
P1 	: 왜죠..
P2 	: 애는 일찍 일어나고 ㅋㅋ 둘다 서로에게 미루다가 감정 상해서
P1 	: 아.....
P1 	: 저는 남편이랑 안싸워요...ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ전 그나마 오늘은 남편이 일어나더라구요
P2 	: 비결이
P1 	: 싸우면 뒷수습이 안되어서..
P1 	: 애가 셋이 비결입니다..ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 한번 싸우면 불같이 싸웁니까
P2 	: 하아.. ㅋㅋㅋ
P0 	: 아하.......
P1 	: 이게..싸우잖아요???
P0 	: 당장 볼 사람이..?ㅋㅋ
P2 	: 그럼 꼴보기 싫고 속터질 땐 어찌합니까
P1 	: 그렇죠..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나무아미타불 관세음 보살
P1 	: 톡으로... 누구하나 잡고 욕한다..ㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ 아우
P2 	: 제가 수양이 부족했네요 ㅋㅋㅋ
P1 	: 전화로 가루가 되게 잘근잘근 씹는다..
P2 	: 애 앞에서 자꾸 싸워서
P2 	: 미안하네요 ㅠㅠ 이제 저도 &name2&샘처럼 해야겠어요
P2 	: (과연)
P0 	: 근데 어릴때 더 싸우는것 같아요
P0 	: 그래도 애가 하나면 5세이상 되면 좀 낫더만요~
P2 	: 오 그런가요
P1 	: 혼자노는 시간이 많아지니..
P2 	: 근데 전 기본적으로 남편이 성에 안 차나봐여 ㅋㅋ
P1 	: 악.ㅋㅋㅋㅋㅋ
P0 	: 애가 말귀도 잘 알아듣고 혼자노는 시간도 길어지고 협상도 되고
P0 	: 저도 많이 그렇습니다만.....ㅠㅠㅠ
P2 	: 저희 돌부터 혼자 두 세시간 놀았어요 ㅜ 지금도 역할놀이도 혼자 하는 유니콘이긴 해요 ㅋㅋ
P1 	: 뭐지???
P2 	: 근데 부부가 둘다 육아 그릇이 작은 거 같아요
P1 	: 유니콘 집합소인가요..
P0 	: 지금 옆에서 쩝쩝대며 먹는 소리도 듣기시르네요
P1 	: 저는 나가볼께요....
P2 	: ㅋㅋㅋ 전 뭐 먹을 때 혀 나오는 거
P2 	: 꼴뵈기 시러 죽겠어요
P0 	: 혀가나오나욬ㅋㅋㅋㅋㅋ
P0 	: 우오ㅏ 대단한아이
P2 	: 몇번을 말해도 맛잇는 거 잇으면 자꾸 혀마중..
P0 	: 우어어어어엌ㅋㅋㅋㅋ 상상됨 ㅠㅠ
P0 	: 우리 남편은 한그릇 음식을 먹으면 희안하게 제 앞쪽을 먹어요ㅡㅡ
P0 	: 지쪽을 안먹고
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 내재되어 있는
P2 	: 식탐인가?
P0 	: 의도하는게 아니라는데 안고쳐지네요..
	  
P0 	: 저희 식탁을 벽에 붙여서 옆으로 앉아 먹습니다. 안보는게 나음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋ 아 좋은 방법이네요
P2 	: 가끔 카페에 남편 자랑글 올라오면.. 기본적으로 사랑이 뿜뿜하는 게 {emoji:…} 참{emoji:…} ㅋㅋㅋ
