# FILE DATA
ID : SDRW2100001513
category :  구어 > 사적대화 > 일상대화

# DOCUMENT DATA
title : 2인 일상 대화
author : 개인 발화자
publisher : 개인 발화 녹음
date : 20210831
topic : 쇼핑 > 구매관련 생각

# SPEAKER_INFO
id : SD2101513
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

id : SD2101514
age : 20대
occupation : 무직/취업준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
education : 대졸

# SETTING
relation  :  형제/자매


P0 	:&name1&아 쇼핑 갈래? /
P1 	:(()) /(note : 발화겹침) (()) /(note : 발화겹침) 아 /
	
P0 	:공구우먼에서 살지 말지. /
	
P1 	:응 이따 보고 /
	
P0 	:굳이 안 자고 오면 나도 ((사진)) 우리 사진 찍으려고 -옷- 옷 사는 거잖아 사실 /
	
P1 	:맞아 아니 그리고 그 날 뭐 /(note : 발화겹침) 이쁘게 화장도 하고 그래야 되니까 /
	
P0 	:응. /
	 (()) /(note : 발화겹침) 그래서 못 산다고 하는데 뭐 젝시믹스 입고 갈 순 없잖아 거기 /
	
P1 	:그렇지 {laughing} 어 /
	
P0 	:{laughing} 운동복인데 맞지? /
	
P1 	:(()) /(note : 발화겹침) 응. /
	
P0 	:그 너 화장품 같은 건 안 봐? /
	
P1 	:어 화장품? /
	
P0 	:응? /
	
P1 	:응. /
	
P0 	:(()) /
	
P1 	:(()) /
	
P0 	:안 봐 나 올리브영 잠깐 들릴려고 했는데 /
	
P1 	:어 /(note : 발화겹침) 왜 뭐 사게? /
	(note : 발화겹침) (()) /
	
P0 	:그냥 구경 아 근데 당근 그 패드 사야 될 거 같애. /
	
P1 	:화장품 /(note : 발화겹침) 왜 다 썼어? /
	
P0 	:거의 다 써가 그거 /
	
P1 	:음 쓰긴 써 언니? /
	
P0 	:당근 패드를 쓰는데 /
	
P1 	:어 어 어. /
	
P0 	:지금 그거 뭐지 식물나라 그거 쓰다가 -피- 피부가 쫌 /
	
P1 	:음 /
	
P0 	:따갑 따갑다 해 가지고 당근 패드를 살 까 또 생각 중이었지. /
	
P1 	:그거 쇼핑 뭐지 저기 홈쇼핑에서 /
	
P0 	:아 근데 급해. /
	(note : 발화겹침) (()) /
	
P1 	:엄청 /
	
P0 	:홈쇼핑에 또 너무 많아서 그것도 고민 됐어. /
	
P1 	:근데 많으면 어차피 쓸 거잖아. /
	
P0 	:그냥 홈쇼핑으로 사? /
	
P1 	:(()) /(note : 발화겹침) 어. /
	(note : 발화겹침) 그게 더 싸다매 /
	
P0 	:응 싸긴 싸. /
	
P1 	:그니까 어차피 쓸 거면은 패드 같은 건 금방 금방 쓰니까 /
	
P0 	:(()) /(note : 발화겹침) 응. /
	(note : 발화겹침) (()) /
	
P1 	:홈쇼핑으로 사는 게 더 나을 것 같은데 /
	
P0 	:음 /
	
P1 	:왜냐면 한두 푼 차이가 아니잖아 많이 나잖아 그러고 어차피 쓸 거니까 / 맞아. /
	
P0 	:그리고 지금 사고 싶은 게 또 있어. /
	(note : 발화겹침) (()) /
	
P1 	:뭔데? /
	
P0 	:닌텐도 /(note : 발화겹침) 께임 /
	
P1 	:있잖아. /
	
P0 	:(()) /(note : 발화겹침) 아니 아니 께임 께임 께임 /
	
P1 	:그러니까 /
	
P0 	:(()) /
	
P1 	:뭐 아 칩 칩? /
	
P0 	:근데 일렉 아까 그 /(note : 발화겹침) 어 칩 /
	
P1 	:그만 사 /
	
P0 	:{laughing} 아 근데 당근에는 팔더라고 /
	
P1 	:(()) /
	
P0 	:(()) /(note : 발화겹침) 그래 가지고 그거를 지금 살까 말까 고민 중인데 /
	
P1 	:(()) /(note : 발화겹침) 응. /
	
P0 	:당근에서 사는 게 낫겠지? /
	
P1 	:그래. /
	
P0 	:알겠어 그럼 그렇게 할게. /
	
P1 	:응. /
	
P0 	:(()) / 알겠어. /
