# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.294
metadata : {}


# id : NWRW1800000025.294.1.1
[신나는 공부]“안하면 불안… 하면 불만”

[신나는	[/SS+신나/VV+는/ETM
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.16.1
내신대비 위주로 방과후학교의 수요가 몰리다 보니 개설되는 수업도 주요교과에 편중되기 일쑤다.

내신대비	내신/NNG+대비/NNG
위주로	위주/NNG+로/JKB
방과후학교의	방과/NNG+후/NNG+학교/NNG+의/JKG
수요가	수요/NNG+가/JKS
몰리다	몰리/VV+다/EC
보니	보/VX+니/EC
개설되는	개설/NNG+되/XSV+는/ETM
수업도	수업/NNG+도/JX
주요교과에	주요/NNG+교과/NNG+에/JKB
편중되기	편중/NNG+되/XSV+기/ETN
일쑤다.	일쑤/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.294.16.2
대부분의 학교는 방과후학교 반 개설 전 수요조사를 실시해 정원이 채워지지 않을 경우 수업을 폐강한다.

대부분의	대/XPN+부분/NNG+의/JKG
학교는	학교/NNG+는/JX
방과후학교	방과/NNG+후/NNG+학교/NNG
반	반/NNG
개설	개설/NNG
전	전/NNG
수요조사를	수요/NNG+조사/NNG+를/JKO
실시해	실시/NNG+하/XSV+아/EC
정원이	정원/NNG+이/JKS
채워지지	채우/VV+어/EC+지/VX+지/EC
않을	않/VX+을/ETM
경우	경우/NNG
수업을	수업/NNG+을/JKO
폐강한다.	폐강/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.294.16.3
방과후학교 참여율이 80% 이상인 서울 강남구의 한 중학교의 경?

방과후학교	방과/NNG+후/NNG+학교/NNG
참여율이	참여/NNG+율/XSN+이/JKS
80%	80/SN+%/SW
이상인	이상/NNG+이/VCP+ㄴ/ETM
서울	서울/NNP
강남구의	강남구/NNP+의/JKG
한	한/MMN
중학교의	중학교/NNG+의/JKG
경?	경?/NA


# id : NWRW1800000025.294.16.4
방과후학교 강좌 19개 중 13개가 국어·영어·수학·사회·과학 관련 강좌일 정도.

방과후학교	방과/NNG+후/NNG+학교/NNG
강좌	강좌/NNG
19개	19/SN+개/NNB
중	중/NNB
13개가	13/SN+개/NNB+가/JKS
국어·영어·수학·사회·과학	국어/NNG+·/SP+영어/NNP+·/SP+수학/NNG+·/SP+사회/NNG+·/SP+과학/NNG
관련	관련/NNG
강좌일	강좌/NNG+이/VCP+ㄹ/ETM
정도.	정도/NNG+./SF


# id : NWRW1800000025.294.16.5
이 학교 이모 양(13)은 “기악반에 등록하고 싶었지만 2명밖에 신청하지 않아 폐강돼 속상하다”고 했다.

이	이/MMD
학교	학교/NNG
이모	이/NNP+모/NP
양(13)은	양/NNB+(/SS+13/SN+)/SS+은/JX
“기악반에	“/SS+기악/NNG+반/NNG+에/JKB
등록하고	등록/NNG+하/XSV+고/EC
싶었지만	싶/VX+었/EP+지만/EC
2명밖에	2/SN+명/NNB+밖에/JX
신청하지	신청/NNG+하/XSV+지/EC
않아	않/VX+아/EC
폐강돼	폐강/NNG+되/XSV+어/EC
속상하다”고	속상하/VA+다/EF+”/SS+고/JKQ
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.294.17.1
이 학교 방과후학교 부장교사는 “전인교육과 다양한 적성 계발을 위해 비교과 프로그램도 많이 마련하고 싶지만, 입시정책이 국영수를 강화하는 쪽으로 흐르는 이상 방과후학교 수요가 주요교과에 몰리는 건 당연한 일 아니냐”고 반문하면서 “사교육을 줄이려는 목표가 ‘학교의 학원화’로 변질되지 않도록 정부차원의 지원과 학부모의 신뢰가 더욱 필요하다”고 말했다.

이	이/MMD
학교	학교/NNG
방과후학교	방과/NNG+후/NNG+학교/NNG
부장교사는	부장/NNG+교사/NNG+는/JX
“전인교육과	“/SS+전인/NNG+교육/NNG+과/JC
다양한	다양/NNG+하/XSA+ㄴ/ETM
적성	적성/NNG
계발을	계발/NNG+을/JKO
위해	위하/VV+아/EC
비교과	비/XPN+교과/NNG
프로그램도	프로그램/NNG+도/JX
많이	많이/MAG
마련하고	마련/NNG+하/XSV+고/EC
싶지만,	싶/VX+지만/EC+,/SP
입시정책이	입시/NNG+정책/NNG+이/JKS
국영수를	국영수/NNG+를/JKO
강화하는	강화/NNG+하/XSV+는/ETM
쪽으로	쪽/NNB+으로/JKB
흐르는	흐르/VV+는/ETM
이상	이상/NNG
수요가	수요/NNG+가/JKS
주요교과에	주요/NNG+교과/NNG+에/JKB
몰리는	몰리/VV+는/ETM
건	거/NNB+ㄴ/JX
당연한	당연/NNG+하/XSA+ㄴ/ETM
일	일/NNG
아니냐”고	아니/VCN+냐/EF+”/SS+고/JKQ
반문하면서	반문/NNG+하/XSV+면서/EC
“사교육을	“/SS+사교육/NNG+을/JKO
줄이려는	줄이/VV+려는/ETM
목표가	목표/NNG+가/JKS
‘학교의	‘/SS+학교/NNG+의/JKG
학원화’로	학원/NNG+화/XSN+’/SS+로/JKB
변질되지	변질/NNG+되/XSV+지/EC
않도록	않/VX+도록/EC
정부차원의	정부/NNG+차원/NNG+의/JKG
지원과	지원/NNG+과/JC
학부모의	학부모/NNG+의/JKG
신뢰가	신뢰/NNG+가/JKS
더욱	더욱/MAG
필요하다”고	필요/NNG+하/XSA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


