# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.3
metadata : {}


# id : NWRW1800000025.3.1.1
[오명철 기자의 인물기행]조계종 종정 8년 만에 첫 인터뷰 법전 스님

[오명철	[/SS+오명철/NNP
요즘은 날이 따뜻할 때 하루 2km 정도씩 걷고, 옛날부터 해오던 108배는 팔순이 넘은 지금도 매일 빼먹지 않고 하고 있습니다.

요즘은	요즘/NNG+은/JX
날이	날/NNG+이/JKS
따뜻할	따뜻하/VA+ㄹ/ETM
때	때/NNG
하루	하루/NNG
2km	2/SN+km/SW
정도씩	정도/NNG+씩/XSN
걷고,	걷/VV+고/EC+,/SP
옛날부터	옛날/NNG+부터/JX
해오던	하/VV+아/EC+오/VX+던/ETM
108배는	108/SN+배/NNG+는/JX
팔순이	팔순/NNG+이/JKS
넘은	넘/VV+은/ETM
지금도	지금/NNG+도/JX
매일	매일/MAG
빼먹지	빼먹/VV+지/EC
않고	않/VX+고/EC
하고	하/VV+고/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000025.3.13.4
또 소식(小食) 합니다.”

또	또/MAG
소식(小食)	소식/NNG+(/SS+小食/SH+)/SS
합니다.”	하/VV+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.14.1
보통 108배는 참회의 의미가 있다고 들었기에, ‘종정인 스님께서 아직 참회하실 일이 있으십니까?’ 하고 파고들었다.

보통	보통/MAG
108배는	108/SN+배/NNG+는/JX
참회의	참회/NNG+의/JKG
의미가	의미/NNG+가/JKS
있다고	있/VA+다고/EC
들었기에,	듣/VV+었/EP+기에/EC+,/SP
‘종정인	‘/SS+종정/NNG+이/VCP+ㄴ/ETM
스님께서	스님/NNG+께서/JKS
아직	아직/MAG
참회하실	참회/NNG+하/XSV+시/EP+ㄹ/ETM
일이	일/NNG+이/JKS
있으십니까?’	있/VA+으시/EP+ㅂ니까/EF+?/SF+’/SS
하고	하고/JKQ
파고들었다.	파고들/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.14.2
노장은 오전 2시에 일어나 108배 참회를 한다고 했다.

노장은	노장/NNG+은/JX
오전	오전/NNG
2시에	2/SN+시/NNB+에/JKB
일어나	일어나/VV+아/EC
108배	108/SN+배/NNG
참회를	참회/NNG+를/JKO
한다고	하/VV+ㄴ다고/EC
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.3.15.1
“참회는 종정인 내가 가장 많이 해야지요.

“참회는	“/SS+참회/NNG+는/JX
종정인	종정/NNG+이/VCP+ㄴ/ETM
내가	내/NP+가/JKS
가장	가장/MAG
많이	많이/MAG
해야지요.	하/VV+아야지/EF+요/JX+./SF


# id : NWRW1800000025.3.15.2
수행자는 부처님처럼 원만하게 수행해서 중생을 제도할 책임이 있는데 그렇지 못하니까 허물이 크죠.

수행자는	수행자/NNG+는/JX
부처님처럼	부처/NNP+님/XSN+처럼/JKB
원만하게	원만하/VA+게/EC
수행해서	수행/NNG+하/XSV+아서/EC
중생을	중생/NNG+을/JKO
제도할	제도/NNG+하/XSV+ㄹ/ETM
책임이	책임/NNG+이/JKS
있는데	있/VA+는데/EC
그렇지	그렇/VA+지/EC
못하니까	못하/VX+니까/EC
허물이	허물/NNG+이/JKS
크죠.	크/VA+죠/EF+./SF


# id : NWRW1800000025.3.15.3
일체 중생이 나보다 더 편안하게 살 때까지는 쉴 수 없는 거예요.

일체	일체/MAG
중생이	중생/NNG+이/JKS
나보다	나/NNG+보다/JKB
더	더/MAG
편안하게	편안/NNG+하/XSA+게/EC
살	살/VV+ㄹ/ETM
때까지는	때/NNG+까지/JX+는/JX
쉴	쉬/VV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
거예요.	거/NNB+이/VCP+에요/EF+./SF


# id : NWRW1800000025.3.15.4
모든 중생이 조금도 고통이 없고, 영원한 안락을 누려야 내가 다리 뻗고 편안하게 살 수 있는 겁니다.

모든	모든/MMN
중생이	중생/NNG+이/JKS
조금도	조금/NNG+도/JX
고통이	고통/NNG+이/JKS
없고,	없/VA+고/EC+,/SP
영원한	영원/NNG+하/XSA+ㄴ/ETM
안락을	안락/NNG+을/JKO
누려야	누리/VV+어야/EC
내가	내/NP+가/JKS
다리	다리/NNG
뻗고	뻗/VV+고/EC
편안하게	편안/NNG+하/XSA+게/EC
살	살/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.15.5
그래서 유마경에서는 모든 중생이 아픈 까닭에 보살 역시 아프다고 했던 것입니다.”

그래서	그래서/MAJ
유마경에서는	유마경/NNG+에서/JKB+는/JX
모든	모든/MMN
중생이	중생/NNG+이/JKS
아픈	아프/VA+ㄴ/ETM
까닭에	까닭/NNG+에/JKB
보살	보살/NNG
역시	역시/MAG
아프다고	아프/VA+다고/EC
했던	하/VV+았/EP+던/ETM
것입니다.”	것/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.16.1
―전생에 무슨 복을 그렇게 많이 지으셨기에 스님이 되시고, 종정의 자리에까지 오르셨습니까.

―전생에	―/SS+전생/NNG+에/JKB
무슨	무슨/MMD
복을	복/NNG+을/JKO
그렇게	그렇/VA+게/EC
많이	많이/MAG
지으셨기에	짓/VV+으시/EP+었/EP+기에/EC
스님이	스님/NNG+이/JKC
되시고,	되/VV+시/EP+고/EC+,/SP
종정의	종정/NNG+의/JKG
자리에까지	자리/NNG+에/JKB+까지/JX
오르셨습니까.	오르/VV+시/EP+었/EP+습니까/EF+./SF


# id : NWRW1800000025.3.17.1
“복이 있어서가 아니라 죄가 많아 이 자리에 있는 겁니다.

“복이	“/SS+복/NNG+이/JKS
있어서가	있/VA+어서/EC+가/JKC
아니라	아니/VCN+라/EC
죄가	죄/NNG+가/JKS
많아	많/VA+아/EC
이	이/MMD
자리에	자리/NNG+에/JKB
있는	있/VA+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.17.2
예부터 방장이나 조실에게 ‘그 갑옷을 언제 벗습니까?’ 하고 묻는 말이 있어요.

예부터	예/NNG+부터/JX
방장이나	방장/NNG+이나/JC
조실에게	조실/NNG+에게/JKB
‘그	‘/SS+그/MMD
갑옷을	갑옷/NNG+을/JKO
언제	언제/MAG
벗습니까?’	벗/VV+습니까/EF+?/SF+’/SS
하고	하고/JKQ
묻는	묻/VV+는/ETM
말이	말/NNG+이/JKS
있어요.	있/VA+어요/EF+./SF


# id : NWRW1800000025.3.17.3
물론 화두죠.

물론	물론/MAG
화두죠.	화두/NNG+이/VCP+죠/EF+./SF


# id : NWRW1800000025.3.17.4
높은 자리에 좋은 옷 입고 사는 것이 결코 좋은 것이 아닌데 세상 사람들은 그걸 좋아합니다.

높은	높/VA+은/ETM
자리에	자리/NNG+에/JKB
좋은	좋/VA+은/ETM
옷	옷/NNG
입고	입/VV+고/EC
사는	살/VV+는/ETM
것이	것/NNB+이/JKC
결코	결코/MAG
아닌데	아니/VCN+ㄴ데/EC
세상	세상/NNG
사람들은	사람/NNG+들/XSN+은/JX
그걸	그거/NP+ㄹ/JKO
좋아합니다.	좋아하/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.17.5
배고프면 밥 먹고 졸리면 대자(大字)로 누워 코를 드르렁거리면서 자는 것이 진짜 좋은 겁니다.”

배고프면	배고프/VA+면/EC
밥	밥/NNG
먹고	먹/VV+고/EC
졸리면	졸리/VV+면/EC
대자(大字)로	대자/NNG+(/SS+大字/SH+)/SS+로/JKB
누워	눕/VV+어/EC
코를	코/NNG+를/JKO
드르렁거리면서	드르렁거리/VV+면서/EC
자는	자/VV+는/ETM
것이	것/NNB+이/JKS
진짜	진짜/MAG
좋은	좋/VA+은/ETM
겁니다.”	거/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.18.1
―참선은 무엇이며 화두란 무엇입니까.

―참선은	―/SS+참선/NNG+은/JX
무엇이며	무엇/NP+이/VCP+며/EC
화두란	화두/NNG+란/JX
무엇입니까.	무엇/NP+이/VCP+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.19.1
“예전에 비해 인류사회가 물질적으로 풍요해지고 생활은 편리해졌지만 그럼에도 불구하고 정신은 더 빈곤해진 것 같고 개개인의 불만족은 더욱 늘었습니다.

“예전에	“/SS+예전/NNG+에/JKB
비해	비/NNG+하/XSV+아/EC
인류사회가	인류/NNG+사회/NNG+가/JKS
물질적으로	물질/NNG+적/XSN+으로/JKB
풍요해지고	풍요/NNG+하/XSA+아/EC+지/VX+고/EC
생활은	생활/NNG+은/JX
편리해졌지만	편리/NNG+하/XSA+아/EC+지/VX+었/EP+지만/EC
그럼에도	그렇/VA+ㅁ/ETN+에/JKB+도/JX
불구하고	불구하/VV+고/EC
정신은	정신/NNG+은/JX
더	더/MAG
빈곤해진	빈곤/NNG+하/XSA+아/EC+지/VX+ㄴ/ETM
것	것/NNB
같고	같/VA+고/EC
개개인의	개개인/NNG+의/JKG
불만족은	불/XPN+만족/NNG+은/JX
더욱	더욱/MAG
늘었습니다.	늘/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.19.2
인간 욕망의 확장이란 끝이 없는 것입니다.

인간	인간/NNG
욕망의	욕망/NNG+의/JKG
확장이란	확장/NNG+이란/JX
끝이	끝/NNG+이/JKS
없는	없/VA+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.19.3
욕심이 더 욕심을 부르는 거죠.

욕심이	욕심/NNG+이/JKS
더	더/MAG
욕심을	욕심/NNG+을/JKO
부르는	부르/VV+는/ETM
거죠.	거/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000025.3.19.4
하지만 그 욕심이란 것도 자세히 살펴보면 내 마음에서 나오는 것입니다.

하지만	하지만/MAJ
그	그/MMD
욕심이란	욕심/NNG+이/VCP+란/ETM
것도	것/NNB+도/JX
자세히	자세히/MAG
살펴보면	살펴보/VV+면/EC
내	나/NP+의/JKG
마음에서	마음/NNG+에서/JKB
나오는	나오/VV+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.19.5
그런 내 마음의 실체와 욕심의 주체를 살필 줄 알아야 합니다.

그런	그런/MMD
내	나/NP+의/JKG
마음의	마음/NNG+의/JKG
실체와	실체/NNG+와/JC
욕심의	욕심/NNG+의/JKG
주체를	주체/NNG+를/JKO
살필	살피/VV+ㄹ/ETM
줄	줄/NNB
알아야	알/VV+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.19.6
그 마음공부를 위한 방법론이 화두인 거죠.

그	그/MMD
마음공부를	마음공부/NNG+를/JKO
위한	위하/VV+ㄴ/ETM
방법론이	방법/NNG+론/XSN+이/JKS
화두인	화두/NNG+이/VCP+ㄴ/ETM
거죠.	거/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000025.3.19.7
화두를 통해서 나의 본래 욕심의 실체를 파악하고 때 묻지 않는 청정심을 계속 확인하면서 본래 마음으로 환원시키는 수행과정이 참선인 것입니다.

화두를	화두/NNG+를/JKO
통해서	통하/VV+아서/EC
나의	나/NP+의/JKG
본래	본래/NNG
욕심의	욕심/NNG+의/JKG
실체를	실체/NNG+를/JKO
파악하고	파악/NNG+하/XSV+고/EC
때	때/NNG
묻지	묻/VV+지/EC
않는	않/VX+는/ETM
청정심을	청정심/NNG+을/JKO
계속	계속/MAG
확인하면서	확인/NNG+하/XSV+면서/EC
마음으로	마음/NNG+으로/JKB
환원시키는	환원/NNG+시키/XSV+는/ETM
수행과정이	수행/NNG+과정/NNG+이/JKS
참선인	참선/NNG+이/VCP+ㄴ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.19.8
시간 나는 대로 화두를 들고 참선을 반복하면 자기의 마음씀씀이가 확 달라지는 것을 스스로 느끼게 될 것입니다.

시간	시간/NNG
나는	나/VV+는/ETM
대로	대로/NNB
화두를	화두/NNG+를/JKO
들고	들/VV+고/EC
참선을	참선/NNG+을/JKO
반복하면	반복/NNG+하/XSV+면/EC
자기의	자기/NNG+의/JKG
마음씀씀이가	마음/NNG+씀씀이/NNG+가/JKS
확	확/MAG
달라지는	달라지/VV+는/ETM
것을	것/NNB+을/JKO
스스로	스스로/MAG
느끼게	느끼/VV+게/EC
될	되/VV+ㄹ/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.19.9
아침저녁으로 단 10분씩이라도 규칙적으로 명상하는 습관을 들인다면 평생 살아가는 데 큰 재산이 될 것입니다.”

아침저녁으로	아침저녁/NNG+으로/JKB
단	단/MMA
10분씩이라도	10/SN+분/NNB+씩/XSN+이/VCP+라도/EC
규칙적으로	규칙/NNG+적/XSN+으로/JKB
명상하는	명상/NNG+하/XSV+는/ETM
습관을	습관/NNG+을/JKO
들인다면	들이/VV+ㄴ다면/EC
평생	평생/NNG
살아가는	살아가/VV+는/ETM
데	데/NNB
큰	크/VA+ㄴ/ETM
재산이	재산/NNG+이/JKC
될	되/VV+ㄹ/ETM
것입니다.”	것/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.20.1
이 지면을 빌려 고백하건대 2002년 스님이 조계종 종정에 취임하신 이래 친견(親見) 인터뷰를 생각해 보지 않은 적이 없다.

이	이/MMD
지면을	지면/NNG+을/JKO
빌려	빌리/VV+어/EC
고백하건대	고백/NNG+하/XSV+건대/EC
2002년	2002/SN+년/NNB
스님이	스님/NNG+이/JKS
조계종	조계종/NNP
종정에	종정/NNG+에/JKB
취임하신	취임/NNG+하/XSV+시/EP+ㄴ/ETM
이래	이래/NNB
친견(親見)	친견/NNG+(/SS+親見/SH+)/SS
인터뷰를	인터뷰/NNG+를/JKO
생각해	생각/NNG+하/XSV+아/EC
보지	보/VX+지/EC
않은	않/VX+은/ETM
적이	적/NNB+이/JKS
없다.	없/VA+다/EF+./SF


# id : NWRW1800000025.3.20.2
여러 경로를 통해 신청을 했지만 그때마다 퇴짜였다.

여러	여러/MMN
경로를	경로/NNG+를/JKO
통해	통하/VV+아/EC
신청을	신청/NNG+을/JKO
했지만	하/VV+았/EP+지만/EC
그때마다	그때/NNG+마다/JX
퇴짜였다.	퇴짜/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000025.3.20.3
지난해에는 종단의 중진 스님 한 분을 모시고 해인사로 내려가 다짜고짜 종정 스님의 거처인 퇴설당 문을 두드렸지만 뜻을 이루지 못했다.

지난해에는	지난해/NNG+에/JKB+는/JX
종단의	종단/NNG+의/JKG
중진	중진/NNG
스님	스님/NNG
한	한/MMN
분을	분/NNB+을/JKO
모시고	모시/VV+고/EC
해인사로	해인사/NNP+로/JKB
내려가	내려가/VV+아/EC
다짜고짜	다짜고짜/MAG
종정	종정/NNG
스님의	스님/NNG+의/JKG
거처인	거처/NNG+이/VCP+ㄴ/ETM
퇴설당	퇴설당/NNP
문을	문/NNG+을/JKO
두드렸지만	두드리/VV+었/EP+지만/EC
뜻을	뜻/NNG+을/JKO
이루지	이루/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.3.20.4
‘뜰 앞의 잣나무’는커녕 개미새끼 하나 보지 못했다.

‘뜰	‘/SS+뜰/NNG
앞의	앞/NNG+의/JKG
잣나무’는커녕	잣나무/NNG+’/SS+는커녕/JX
개미새끼	개미/NNG+새끼/NNG
하나	하나/NR
보지	보/VV+지/EC
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.3.20.5
언제 다시 뵈올지 모르는데 세상사에 대해서도 묻지 않을 수 없다.

언제	언제/MAG
다시	다시/MAG
뵈올지	뵙/VV+ㄹ지/EC
모르는데	모르/VV+는데/EC
세상사에	세상사/NNG+에/JKB
대해서도	대하/VV+아서/EC+도/JX
묻지	묻/VV+지/EC
않을	않/VX+을/ETM
수	수/NNB
없다.	없/VA+다/EF+./SF


# id : NWRW1800000025.3.21.1
―경제 위기로 많은 사람들이 고통을 받고 있습니다.

―경제	―/SS+경제/NNG
위기로	위기/NNG+로/JKB
많은	많/VA+은/ETM
사람들이	사람/NNG+들/XSN+이/JKS
고통을	고통/NNG+을/JKO
받고	받/VV+고/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000025.3.21.2
한국과 한국인은 과연 희망과 미래가 있는 나라이자 민족입니까.

한국과	한국/NNP+과/JC
한국인은	한국인/NNG+은/JX
과연	과연/MAG
희망과	희망/NNG+과/JC
미래가	미래/NNG+가/JKS
있는	있/VA+는/ETM
나라이자	나라/NNG+이/VCP+자/EC
민족입니까.	민족/NNG+이/VCP+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.22.1
“잘살아요.

“잘살아요.	“/SS+잘살/VV+아요/EF+./SF


# id : NWRW1800000025.3.22.2
지금도 잘사는 겁니다.

지금도	지금/NNG+도/JX
잘사는	잘살/VV+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.22.3
옛날 생각을 한번 해 보세요.

옛날	옛날/NNG
생각을	생각/NNG+을/JKO
한번	한번/NNG
해	하/VV+아/EC
보세요.	보/VX+시/EP+어요/EF+./SF


# id : NWRW1800000025.3.22.4
요즈음은 지나치게 잘사는 게 아닌가 하고 생각될 때도 있어요.

요즈음은	요즈음/NNG+은/JX
지나치게	지나치/VA+게/EC
잘사는	잘살/VV+는/ETM
게	거/NNB+이/JKC
아닌가	아니/VCN+ㄴ가/EF
하고	하/VV+고/EC
생각될	생각/NNG+되/XSV+ㄹ/ETM
때도	때/NNG+도/JX
있어요.	있/VA+어요/EF+./SF


# id : NWRW1800000025.3.22.5
우여곡절이 많을수록 정신 바짝 차리고 자빠지지만 않으면 반드시 좋은 날이 옵니다.

우여곡절이	우여곡절/NNG+이/JKS
많을수록	많/VA+을수록/EC
정신	정신/NNG
바짝	바짝/MAG
차리고	차리/VV+고/EC
자빠지지만	자빠지/VV+지만/EC
않으면	않/VX+으면/EC
반드시	반드시/MAG
좋은	좋/VA+은/ETM
날이	날/NNG+이/JKS
옵니다.	오/VV+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.22.6
태풍을 만났는데 울고불고 해서 되겠습니까?

태풍을	태풍/NNG+을/JKO
만났는데	만나/VV+았/EP+는데/EC
울고불고	울고불고/MAG
해서	하/VV+아서/EC
되겠습니까?	되/VV+겠/EP+습니까/EF+?/SF


# id : NWRW1800000025.3.22.7
덜 급해서 우는 겁니다.

덜	덜/MAG
급해서	급하/VA+아서/EC
우는	울/VV+는/ETM
겁니다.	거/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.22.8
아무리 세상이 험하고 복잡하더라도 자신을 돌아보며 정신을 잃지 않으면 길이 열리지 결코 막히지 않아요.

아무리	아무리/MAG
세상이	세상/NNG+이/JKS
험하고	험하/VA+고/EC
복잡하더라도	복잡하/VA+더라도/EC
자신을	자신/NNG+을/JKO
돌아보며	돌아보/VV+며/EC
정신을	정신/NNG+을/JKO
잃지	잃/VV+지/EC
않으면	않/VX+으면/EC
길이	길/NNG+이/JKS
열리지	열리/VV+지/EC
결코	결코/MAG
막히지	막히/VV+지/EC
않아요.	않/VX+아요/EF+./SF


# id : NWRW1800000025.3.22.9
지금 우리 국민이 무엇을 잘못해서 이렇게 힘들게 사는가를 망각하고 있는데, 어느 정도 가면 그것을 인식하게 될 거예요.”

지금	지금/MAG
우리	우리/NP
국민이	국민/NNG+이/JKS
무엇을	무엇/NP+을/JKO
잘못해서	잘못/MAG+하/XSV+아서/EC
이렇게	이렇/VA+게/EC
힘들게	힘들/VA+게/EC
사는가를	살/VV+는가/EF+를/JKO
망각하고	망각/NNG+하/XSV+고/EC
있는데,	있/VX+는데/EC+,/SP
어느	어느/MMD
정도	정도/NNG
가면	가/VV+면/EC
그것을	그것/NP+을/JKO
인식하게	인식/NNG+하/XSV+게/EC
될	되/VV+ㄹ/ETM
거예요.”	거/NNB+이/VCP+에요/EF+./SF+”/SS


# id : NWRW1800000025.3.23.1
―나라와 민족의 격(格)을 높이기 위해서는 무엇을 어떻게 해야 합니까.

―나라와	―/SS+나라/NNG+와/JC
민족의	민족/NNG+의/JKG
격(格)을	격/NNG+(/SS+格/SH+)/SS+을/JKO
높이기	높이/VV+기/ETN
위해서는	위하/VV+아서/EC+는/JX
무엇을	무엇/NP+을/JKO
어떻게	어떻/VA+게/EC
해야	하/VV+아야/EC
합니까.	하/VX+ㅂ니까/EF+./SF


# id : NWRW1800000025.3.24.1
“정직하고 성실하게, 그리고 분에 맞게 살아야지요.

“정직하고	“/SS+정직/NNG+하/XSA+고/EC
성실하게,	성실/NNG+하/XSA+게/EC+,/SP
그리고	그리고/MAJ
분에	분/NNG+에/JKB
맞게	맞/VV+게/EC
살아야지요.	살/VV+아야지/EF+요/JX+./SF


# id : NWRW1800000025.3.24.2
돈을 많이 가지고 있는 것보다 올바른 정신을 옆 사람에게 전할 수 있다면 그것이 더 큰 재산입니다.

돈을	돈/NNG+을/JKO
많이	많이/MAG
가지고	가지/VV+고/EC
있는	있/VX+는/ETM
것보다	것/NNB+보다/JKB
올바른	올바르/VA+ㄴ/ETM
정신을	정신/NNG+을/JKO
옆	옆/NNG
사람에게	사람/NNG+에게/JKB
전할	전하/VV+ㄹ/ETM
수	수/NNB
있다면	있/VA+다면/EC
그것이	그것/NP+이/JKS
더	더/MAG
큰	크/VA+ㄴ/ETM
재산입니다.	재산/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.24.3
그리고 우리보다 못한 나라를 배려하고 도와야지요.

그리고	그리고/MAJ
우리보다	우리/NP+보다/JKB
못한	못/MAG+하/XSA+ㄴ/ETM
나라를	나라/NNG+를/JKO
배려하고	배려/NNG+하/XSV+고/EC
도와야지요.	돕/VV+아야지/EF+요/JX+./SF


# id : NWRW1800000025.3.24.4
내가 열일곱 살에 강원(講院)에서 공부할 때만 하더라도 먹을 것이 없어 밤을 줍고 콩 농사를 지어 양식으로 했습니다.

내가	내/NP+가/JKS
열일곱	열일곱/NR
살에	살/NNB+에/JKB
강원(講院)에서	강원/NNP+(/SS+講院/SH+)/SS+에서/JKB
공부할	공부/NNG+하/XSV+ㄹ/ETM
때만	때/NNG+만/JX
하더라도	하/VV+더라도/EC
먹을	먹/VV+을/ETM
것이	것/NNB+이/JKS
없어	없/VA+어/EC
밤을	밤/NNG+을/JKO
줍고	줍/VV+고/EC
콩	콩/NNG
농사를	농사/NNG+를/JKO
지어	짓/VV+어/EC
양식으로	양식/NNG+으로/JKB
했습니다.	하/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000025.3.24.5
지금은 얼마나 잘삽니까?

지금은	지금/NNG+은/JX
얼마나	얼마나/MAG
잘삽니까?	잘살/VV+ㅂ니까/EF+?/SF


# id : NWRW1800000025.3.24.6
이젠 잘살지 못하는 이웃을 도와줘야 해요.

이젠	이제/NNG+ㄴ/JX
잘살지	잘살/VV+지/EC
못하는	못하/VX+는/ETM
이웃을	이웃/NNG+을/JKO
도와줘야	도와주/VV+어야/EC
해요.	하/VX+아요/EF+./SF


# id : NWRW1800000025.3.24.7
내가 쓸 것 다 쓰고 남아서 도와주는 것은 진정으로 도와주는 게 아닙니다.

내가	내/NP+가/JKS
쓸	쓰/VV+ㄹ/ETM
것	것/NNB
다	다/MAG
쓰고	쓰/VV+고/EC
남아서	남/VV+아서/EC
도와주는	도와주/VV+는/ETM
것은	것/NNB+은/JX
진정으로	진정/NNG+으로/JKB
게	거/NNB+이/JKC
아닙니다.	아니/VCN+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.24.8
내가 일곱만 쓰고 셋을 남에게 주는 것이 진정한 베풂이에요.

내가	내/NP+가/JKS
일곱만	일곱/NR+만/JX
쓰고	쓰/VV+고/EC
셋을	셋/NR+을/JKO
남에게	남/NNG+에게/JKB
주는	주/VV+는/ETM
것이	것/NNB+이/JKS
진정한	진정하/VA+ㄴ/ETM
베풂이에요.	베풀/VV+ㅁ/ETN+이/VCP+에요/EF+./SF


# id : NWRW1800000025.3.24.9
전쟁은 어디 먼 데서 오는 것이 아닙니다.

전쟁은	전쟁/NNG+은/JX
어디	어디/NP
먼	멀/VA+ㄴ/ETM
데서	데/NNB+서/JKB
오는	오/VV+는/ETM
것이	것/NNB+이/JKC
아닙니다.	아니/VCN+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.24.10
내가 가장 못난 것을 먹을 때 함박꽃이 피어나고, 내가 좋은 것을 먹으려 할 때 다투게 되는 겁니다.”

내가	내/NP+가/JKS
가장	가장/MAG
못난	못나/VV+ㄴ/ETM
것을	것/NNB+을/JKO
먹을	먹/VV+을/ETM
때	때/NNG
함박꽃이	함박꽃/NNG+이/JKS
피어나고,	피어나/VV+고/EC+,/SP
좋은	좋/VA+은/ETM
먹으려	먹/VV+으려/EC
할	하/VX+ㄹ/ETM
다투게	다투/VV+게/EC
되는	되/VV+는/ETM
겁니다.”	거/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.25.1
11면 →

11면	11/SN+면/NNG
→	→/SW


# id : NWRW1800000025.3.26.1
―금융위기와 기후변화 등 인간의 탐욕이 가져온 글로벌 위기가 점점 더 인류를 압박하고 있습니다.

―금융위기와	―/SS+금융/NNG+위기/NNG+와/JC
기후변화	기후/NNG+변화/NNG
등	등/NNB
인간의	인간/NNG+의/JKG
탐욕이	탐욕/NNG+이/JKS
가져온	가져오/VV+ㄴ/ETM
글로벌	글로벌/NNG
위기가	위기/NNG+가/JKS
점점	점점/MAG
더	더/MAG
인류를	인류/NNG+를/JKO
압박하고	압박/NNG+하/XSV+고/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000025.3.26.2
불교는 어떤 해법을 갖고 있습니까.

불교는	불교/NNG+는/JX
어떤	어떤/MMD
해법을	해법/NNG+을/JKO
갖고	갖/VV+고/EC
있습니까.	있/VX+습니까/EF+./SF


# id : NWRW1800000025.3.27.1
“세상의 생명 있는 모든 것은 내 몸과 하나임을 알아야 합니다.

“세상의	“/SS+세상/NNG+의/JKG
생명	생명/NNG
있는	있/VA+는/ETM
모든	모든/MMN
것은	것/NNB+은/JX
내	나/NP+의/JKG
몸과	몸/NNG+과/JC
하나임을	하나/NR+이/VCP+ㅁ/ETN+을/JKO
알아야	알/VV+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.27.2
조그만 벌레 하나도 해롭게 하면 저만치 도망가 버리지 않습니까?

조그만	조그맣/VA+ㄴ/ETM
벌레	벌레/NNG
하나도	하나/NR+도/JX
해롭게	해/NNG+롭/XSA+게/EC
하면	하/VX+면/EC
저만치	저만치/MAG
도망가	도망가/VV+아/EC
버리지	버리/VX+지/EC
않습니까?	않/VX+습니까/EF+?/SF


# id : NWRW1800000025.3.27.3
다른 생명과 나를 분리해서 볼 때 분열이 생기고 재앙이 닥쳐오는 거지요.

다른	다른/MMD
생명과	생명/NNG+과/JC
나를	나/NP+를/JKO
분리해서	분리/NNG+하/XSV+아서/EC
볼	보/VV+ㄹ/ETM
때	때/NNG
분열이	분열/NNG+이/JKS
생기고	생기/VV+고/EC
재앙이	재앙/NNG+이/JKS
