# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.389
metadata : {}


# id : NWRW1800000026.389.1.1
[글로벌 명문 한양대] 김종량 한양대 총장 인터뷰;"대한민국 근대화 이끈 한양人 일류국가 도약에도 앞장설 것"

[글로벌	[/SS+글로벌/NNG
"그동안 한양대는 정치·경제·사회·문화 등 다양한 분야에서 대한민국의 성장동력이 되는 인재를 키워왔다.

"그동안	"/SS+그동안/NNG
한양대는	한양대/NNP+는/JX
정치·경제·사회·문화	정치/NNG+·/SP+경제/NNG+·/SP+사회/NNG+·/SP+문화/NNG
등	등/NNB
다양한	다양/NNG+하/XSA+ㄴ/ETM
분야에서	분야/NNG+에서/JKB
대한민국의	대한민국/NNP+의/JKG
성장동력이	성장/NNG+동력/NNG+이/JKC
되는	되/VV+는/ETM
인재를	인재/NNG+를/JKO
키워왔다.	키우/VV+어/EC+오/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.389.18.2
우리 대학은 '자신만을 위한 것이 아니라 지역 사회, 나라와 겨레, 나아가 인류를 위해 이바지하는 위대한 사랑의 실천자'를 키우는 데 목적을 두고 있다."

우리	우리/NP
대학은	대학/NNG+은/JX
'자신만을	'/SS+자신/NNG+만/JX+을/JKO
위한	위하/VV+ㄴ/ETM
것이	것/NNB+이/JKC
아니라	아니/VCN+라/EC
지역	지역/NNG
사회,	사회/NNG+,/SP
나라와	나라/NNG+와/JC
겨레,	겨레/NNG+,/SP
나아가	나아가/VV+아/EC
인류를	인류/NNG+를/JKO
위해	위하/VV+아/EC
이바지하는	이바지/NNG+하/XSV+는/ETM
위대한	위대하/VA+ㄴ/ETM
사랑의	사랑/NNG+의/JKG
실천자'를	실천자/NNG+'/SS+를/JKO
키우는	키우/VV+는/ETM
데	데/NNB
목적을	목적/NNG+을/JKO
두고	두/VV+고/EC
있다."	있/VX+다/EF+./SF+"/SS


# id : NWRW1800000026.389.19.1
―에리카(구 안산)캠퍼스가 산학협력 중심대학으로 좋은 평가를 받고 있다.

―에리카(구	―/SS+에리카/NNG+(/SS+구/MMA
안산)캠퍼스가	안산/NNP+)/SS+캠퍼스/NNG+가/JKS
산학협력	산학/NNG+협력/NNG
중심대학으로	중심/NNG+대학/NNG+으로/JKB
좋은	좋/VA+은/ETM
평가를	평가/NNG+를/JKO
받고	받/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.389.20.1
"에리카캠퍼스는 지난 1970년대 말 정부가 반월시화공단을 조성하면서 이곳에 캠퍼스 조성을 요청하면서 개교하게 됐다.

"에리카캠퍼스는	"/SS+에리카/NNG+캠퍼스/NNG+는/JX
지난	지나/VV+ㄴ/ETM
1970년대	1970/SN+년대/NNB
말	말/NNB
정부가	정부/NNG+가/JKS
반월시화공단을	반월시화공단/NNP+을/JKO
조성하면서	조성/NNG+하/XSV+면서/EC
이곳에	이곳/NP+에/JKB
캠퍼스	캠퍼스/NNG
조성을	조성/NNG+을/JKO
요청하면서	요청/NNG+하/XSV+면서/EC
개교하게	개교/NNG+하/XSV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.389.20.2
캠퍼스의 탄생부터 산학협력에 대한 필요에 따라 만들어진 것이다.

캠퍼스의	캠퍼스/NNG+의/JKG
탄생부터	탄생/NNG+부터/JX
산학협력에	산학/NNG+협력/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
필요에	필요/NNG+에/JKB
따라	따르/VV+아/EC
만들어진	만들/VV+어/EC+지/VX+ㄴ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.389.20.3
기존의 대학 캠퍼스 개념과는 다르게 학교 내에 기업체와 연구소들이 입주하는 실험을 시도했다.

기존의	기존/NNG+의/JKG
대학	대학/NNG
캠퍼스	캠퍼스/NNG
개념과는	개념/NNG+과/JKB+는/JX
다르게	다르/VA+게/EC
학교	학교/NNG
내에	내/NNB+에/JKB
기업체와	기업체/NNG+와/JC
연구소들이	연구소/NNG+들/XSN+이/JKS
입주하는	입주/NNG+하/XSV+는/ETM
실험을	실험/NNG+을/JKO
시도했다.	시도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.389.20.4
그 결과는 대성공이다.

그	그/MMD
결과는	결과/NNG+는/JX
대성공이다.	대/XPN+성공/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.389.20.5
2002년에는 한국생산기술연구원의 연구원들이 교내 건물에서 연구 활동을 시작했고 그것이 발전되어 현재는 6400평 규모의 한국생산기술연구원 안산연구센터가 교내에 위치하게 됐다.

2002년에는	2002/SN+년/NNB+에/JKB+는/JX
한국생산기술연구원의	한국생산기술연구원/NNP+의/JKG
연구원들이	연구원/NNG+들/XSN+이/JKS
교내	교내/NNG
건물에서	건물/NNG+에서/JKB
연구	연구/NNG
활동을	활동/NNG+을/JKO
시작했고	시작/NNG+하/XSV+았/EP+고/EC
그것이	그것/NP+이/JKS
발전되어	발전/NNG+되/XSV+어/EC
현재는	현재/NNG+는/JX
6400평	6400/SN+평/NNB
규모의	규모/NNG+의/JKG
한국생산기술연구원	한국생산기술연구원/NNP
안산연구센터가	안산/NNP+연구/NNG+센터/NNG+가/JKS
교내에	교내/NNG+에/JKB
위치하게	위치/NNG+하/XSV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.389.20.6
에리카캠퍼스는 수도권 지역에서 일반대학 중 유일하게 교과부의 산학협력중심대학사업에 선정되어 5년 동안 약 350억원의 정부지원금을 받았다."

에리카캠퍼스는	에리카/NNG+캠퍼스/NNG+는/JX
수도권	수도/NNG+권/XSN
지역에서	지역/NNG+에서/JKB
일반대학	일반/NNG+대학/NNG
중	중/NNB
유일하게	유일/NNG+하/XSA+게/EC
교과부의	교과부/NNG+의/JKG
산학협력중심대학사업에	산학/NNG+협력/NNG+중심/NNG+대학/NNG+사업/NNG+에/JKB
선정되어	선정/NNG+되/XSV+어/EC
5년	5/SN+년/NNB
동안	동안/NNG
약	약/MMA
350억원의	350/SN+억/NR+원/NNB+의/JKG
정부지원금을	정부/NNG+지원금/NNG+을/JKO
받았다."	받/VV+았/EP+다/EF+./SF+"/SS


# id : NWRW1800000026.389.21.1
―한양대의 장기적인 비전은 무엇인가.

―한양대의	―/SS+한양대/NNP+의/JKG
장기적인	장기/NNG+적/XSN+이/VCP+ㄴ/ETM
비전은	비전/NNG+은/JX
무엇인가.	무엇/NP+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000026.389.22.1
"우리 대학은 교육과 연구, 조직경영을 혁신해 2 '글로벌 톱 100' 대학에 진입할 수 있는 기반을 구축하겠다.

"우리	"/SS+우리/NP
대학은	대학/NNG+은/JX
교육과	교육/NNG+과/JC
연구,	연구/NNG+,/SP
조직경영을	조직/NNG+경영/NNG+을/JKO
혁신해	혁신/NNG+하/XSV+아/EC
2	2/SN
'글로벌	'/SS+글로벌/NNG
톱	톱/NNG
100'	100/SN+'/SS
대학에	대학/NNG+에/JKB
진입할	진입/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
기반을	기반/NNG+을/JKO
구축하겠다.	구축/NNG+하/XSV+겠/EP+다/EF+./SF


# id : NWRW1800000026.389.22.2
한양대는 건학이념에서 밝히고 있는 바와 같이 시대와 사회가 요구하는 사랑의 실천자를 양성하고자 하는 궁극의 목표를 추구한다.

한양대는	한양대/NNP+는/JX
건학이념에서	건학/NNG+이념/NNG+에서/JKB
밝히고	밝히/VV+고/EC
있는	있/VX+는/ETM
바와	바/NNB+와/JKB
같이	같이/MAG
시대와	시대/NNG+와/JC
사회가	사회/NNG+가/JKS
요구하는	요구/NNG+하/XSV+는/ETM
사랑의	사랑/NNG+의/JKG
실천자를	실천자/NNG+를/JKO
양성하고자	양성/NNG+하/XSV+고자/EC
하는	하/VX+는/ETM
궁극의	궁극/NNG+의/JKG
목표를	목표/NNG+를/JKO
추구한다.	추구/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000026.389.22.3
우리가 대학의 글로벌 경쟁력을 얘기하는 것도, 세계 시민사회의 발전에 이바지할 수 있는 인재를 양성하기 위해서는 그에 합당한 교육과 연구역량을 갖춰야 하기 때문이다."

우리가	우리/NP+가/JKS
대학의	대학/NNG+의/JKG
글로벌	글로벌/NNG
경쟁력을	경쟁력/NNG+을/JKO
얘기하는	얘기/NNG+하/XSV+는/ETM
것도,	것/NNB+도/JX+,/SP
세계	세계/NNG
시민사회의	시민/NNG+사회/NNG+의/JKG
발전에	발전/NNG+에/JKB
이바지할	이바지/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
인재를	인재/NNG+를/JKO
양성하기	양성/NNG+하/XSV+기/ETN
위해서는	위하/VV+아서/EC+는/JX
그에	그/NP+에/JKB
합당한	합당하/VA+ㄴ/ETM
교육과	교육/NNG+과/JC
연구역량을	연구/NNG+역량/NNG+을/JKO
갖춰야	갖추/VV+어야/EC
하기	하/VX+기/ETN
때문이다."	때문/NNB+이/VCP+다/EF+./SF+"/SS


# id : NWRW1800000026.389.23.1
―중장기 발전 계획인 '뉴 한양 2020' 비전 선포식 후 교내 변화는 무엇인가.

―중장기	―/SS+중장기/NNG
발전	발전/NNG
계획인	계획/NNG+이/VCP+ㄴ/ETM
'뉴	'/SS+뉴/NNG
한양	한양/NNP
2020'	2020/SN+'/SS
비전	비전/NNG
선포식	선포식/NNG
후	후/NNG
교내	교내/NNG
변화는	변화/NNG+는/JX
무엇인가.	무엇/NP+이/VCP+ㄴ가/EF+./SF


# id : NWRW1800000026.389.24.1
"뉴 한양 2020은 글로벌 명문대학의 수준에 부합하는 교육·연구·행정 시스템의 기반을 갖추기 위한 계획이다.

"뉴	"/SS+뉴/NNG
한양	한양/NNP
2020은	2020/SN+은/JX
글로벌	글로벌/NNG
명문대학의	명문/NNG+대학/NNG+의/JKG
수준에	수준/NNG+에/JKB
부합하는	부합/NNG+하/XSV+는/ETM
교육·연구·행정	교육/NNG+·/SP+연구/NNG+·/SP+행정/NNG
시스템의	시스템/NNG+의/JKG
기반을	기반/NNG+을/JKO
갖추기	갖추/VV+기/ETN
위한	위하/VV+ㄴ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.389.24.2
이에 따르면 한양대는 앞으로 대학본부 중심의 운영에서 탈피해, 교육과 연구의 현장인 단과대학을 중심으로 대학을 경영한다는 것이다.

이에	이/NP+에/JKB
따르면	따르/VV+면/EC
한양대는	한양대/NNP+는/JX
앞으로	앞/NNG+으로/JKB
대학본부	대학/NNG+본부/NNG
중심의	중심/NNG+의/JKG
운영에서	운영/NNG+에서/JKB
탈피해,	탈피/NNG+하/XSV+아/EC+,/SP
교육과	교육/NNG+과/JC
연구의	연구/NNG+의/JKG
현장인	현장/NNG+이/VCP+ㄴ/ETM
단과대학을	단과/NNG+대학/NNG+을/JKO
중심으로	중심/NNG+으로/JKB
대학을	대학/NNG+을/JKO
경영한다는	경영/NNG+하/XSV+ㄴ다는/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.389.24.3
예산운영 시스템도 단과대학이 수입과 비용의 균형에 책임을 지는 책임예산제로 바뀔 것이다.

예산운영	예산/NNG+운영/NNG
시스템도	시스템/NNG+도/JX
단과대학이	단과/NNG+대학/NNG+이/JKS
수입과	수입/NNG+과/JC
비용의	비용/NNG+의/JKG
균형에	균형/NNG+에/JKB
책임을	책임/NNG+을/JKO
지는	지/VV+는/ETM
책임예산제로	책임/NNG+예산/NNG+제/XSN+로/JKB
바뀔	바뀌/VV+ㄹ/ETM
것이다.	것/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000026.389.24.4
구성원의 의견수렴 과정을 거쳐, 2011년부터 단과대학 중심의 자율경영이 실시된다."

구성원의	구성원/NNG+의/JKG
의견수렴	의견/NNG+수렴/NNG
과정을	과정/NNG+을/JKO
거쳐,	거치/VV+어/EC+,/SP
2011년부터	2011/SN+년/NNB+부터/JX
단과대학	단과/NNG+대학/NNG
중심의	중심/NNG+의/JKG
자율경영이	자율/NNG+경영/NNG+이/JKS
실시된다."	실시/NNG+되/XSV+ㄴ다/EF+./SF+"/SS


