# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.355
metadata : {}


# id : NWRW1800000021.355.1.1
[Level-up KOREA]“어둠 속에서 희망의 빛 찾자” 위대한 도전은 시작됐다

[Level-up	[/SS+Level/SL+-/SO+up/SL
리모델링	리모델링/NNG
후	후/NNG
새로	새로/MAG
문을	문/NNG+을/JKO
연	열/VV+ㄴ/ETM
서울	서울/NNP
송파구	송파구/NNP
문정동의	문정동/NNP+의/JKG
GS스퀘어	GS스퀘어/NNP
송파점을	송파점/NNG+을/JKO
찾아	찾/VV+아/EC
“어려운	“/SS+어렵/VA+ㄴ/ETM
상황에서	상황/NNG+에서/JKB
한발	한발/MAG
빠른	빠르/VA+ㄴ/ETM
변화를	변화/NNG+를/JKO
통해	통하/VV+아/EC
미래경쟁력을	미래/NNG+경쟁력/NNG+을/JKO
갖추고자	갖추/VV+고자/EC
노력하는	노력/NNG+하/XSV+는/ETM
좋은	좋/VA+은/ETM
사례”라고	사례/NNG+”/SS+라고/JKQ
격려한	격려/NNG+하/XSV+ㄴ/ETM
바	바/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000021.355.16.1
■[LS Networks]머리부터 발끝까지 ‘W라인’… 매출 3000억 브랜드로

■[LS	■/SW+[/SS+LS/SL
Networks]머리부터	Networks/SL+]/SS+머리/NNG+부터/JX
발끝까지	발끝/NNG+까지/JX
‘W라인’…	‘/SS+W라인/NNP+’/SS+…/SE
매출	매출/NNG
3000억	3000/SN+억/NR
브랜드로	브랜드/NNG+로/JKB


# id : NWRW1800000021.355.17.1
‘아웃도어 브랜드 몽벨(일본)과 잭울프스킨(독일)을 판매하고, 미국의 스포츠 브랜드 스케쳐스의 15년 독점 판매권을 갖고 있다.

‘아웃도어	‘/SS+아웃도어/NNG
브랜드	브랜드/NNG
몽벨(일본)과	몽벨/NNP+(/SS+일본/NNP+)/SS+과/JC
잭울프스킨(독일)을	잭울프스킨/NNP+(/SS+독일/NNP+)/SS+을/JKO
판매하고,	판매/NNG+하/XSV+고/EC+,/SP
미국의	미국/NNP+의/JKG
스포츠	스포츠/NNG
스케쳐스의	스케쳐스/NNP+의/JKG
15년	15/SN+년/NNB
독점	독점/NNG
판매권을	판매/NNG+권/XSN+을/JKO
갖고	갖/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.355.17.2
BMW와 KTM의 모터사이클도 팔고, 최근에는 서울 강북과 경기 북부 지역에서 일본 도요타차 세일즈도 시작했다.’

BMW와	BMW/SL+와/JC
KTM의	KTM/SL+의/JKG
모터사이클도	모터사이클/NNG+도/JX
팔고,	팔/VV+고/EC+,/SP
최근에는	최근/NNG+에/JKB+는/JX
서울	서울/NNP
강북과	강북/NNP+과/JC
경기	경기/NNP
북부	북부/NNG
지역에서	지역/NNG+에서/JKB
일본	일본/NNP
도요타차	도요타/NNP+차/NNG
세일즈도	세일즈/NNG+도/JX
시작했다.’	시작/NNG+하/XSV+았/EP+다/EF+./SF+’/SS


# id : NWRW1800000021.355.18.1
글로벌 종합 레저 웰빙 기업을 표방하는 LS네트웍스의 이야기다.

글로벌	글로벌/NNG
종합	종합/NNG
레저	레저/NNG
웰빙	웰빙/NNG
기업을	기업/NNG+을/JKO
표방하는	표방/NNG+하/XSV+는/ETM
LS네트웍스의	LS네트웍스/NNP+의/JKG
이야기다.	이야기/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.355.18.2
하지만 이 회사를 대표하는 브랜드는 프로스펙스다.

하지만	하지만/MAJ
이	이/MMD
회사를	회사/NNG+를/JKO
대표하는	대표/NNG+하/XSV+는/ETM
브랜드는	브랜드/NNG+는/JX
프로스펙스다.	프로스펙스/NNP+이/VCP+다/EF+./SF


# id : NWRW1800000021.355.18.3
LS네트웍스의 전신은 국제상사로, LS그룹의 에너지 기업 E1이 2007년 1월 국제상사를 인수하면서 이름을 바꿨다.

LS네트웍스의	LS네트웍스/NNP+의/JKG
전신은	전신/NNG+은/JX
국제상사로,	국제상사/NNP+로/JKB+,/SP
LS그룹의	LS그룹/NNP+의/JKG
에너지	에너지/NNG
기업	기업/NNG
E1이	E/SL+1/SN+이/JKS
2007년	2007/SN+년/NNB
1월	1/SN+월/NNB
국제상사를	국제상사/NNP+를/JKO
인수하면서	인수/NNG+하/XSV+면서/EC
이름을	이름/NNG+을/JKO
바꿨다.	바꾸/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.355.18.4
이 회사는 해외의 유명 스포츠 브랜드 홍수 속에서 프로스펙스가 나이키, 아디다스 등과 어깨를 나란히 하는 토종 브랜드로 성장했다고 자부한다.

이	이/MMD
회사는	회사/NNG+는/JX
해외의	해외/NNG+의/JKG
유명	유명/NNG
스포츠	스포츠/NNG
브랜드	브랜드/NNG
홍수	홍수/NNG
속에서	속/NNG+에서/JKB
프로스펙스가	프로스펙스/NNP+가/JKS
나이키,	나이키/NNP+,/SP
아디다스	아디다스/NNP
등과	등/NNB+과/JKB
어깨를	어깨/NNG+를/JKO
나란히	나란히/MAG
하는	하/VV+는/ETM
토종	토종/NNG
브랜드로	브랜드/NNG+로/JKB
성장했다고	성장/NNG+하/XSV+았/EP+다고/EC
자부한다.	자부/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000021.355.19.1
국제상사는 ‘회생’, ‘왕자표 신발’ 등으로 1960∼1970년대 한국 신발 업계를 주도했다.

국제상사는	국제상사/NNP+는/JX
‘회생’,	‘/SS+회생/NNG+’/SS+,/SP
‘왕자표	‘/SS+왕자표/NNG
신발’	신발/NNG+’/SS
등으로	등/NNB+으로/JKB
1960∼1970년대	1960/SN+∼/SO+1970/SN+년대/NNB
한국	한국/NNP
신발	신발/NNG
업계를	업계/NNG+를/JKO
주도했다.	주도/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.355.19.2
하지만 국제그룹의 해체와 외환위기 등으로 1998년부터 3년간 법정관리를 받는 등 생사의 기로에 서기도 했다.

하지만	하지만/MAJ
국제그룹의	국제그룹/NNP+의/JKG
해체와	해체/NNG+와/JC
외환위기	외환/NNG+위기/NNG
등으로	등/NNB+으로/JKB
1998년부터	1998/SN+년/NNB+부터/JX
3년간	3/SN+년/NNB+간/XSN
법정관리를	법정/NNG+관리/NNG+를/JKO
받는	받/VV+는/ETM
등	등/NNB
생사의	생사/NNG+의/JKG
기로에	기로/NNG+에/JKB
서기도	서/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.355.19.3
이후 강도 높은 구조조정을 거치며 회생의 길로 들어섰다.

이후	이후/NNG
강도	강도/NNG
높은	높/VA+은/ETM
구조조정을	구조/NNG+조정/NNG+을/JKO
거치며	거치/VV+며/EC
회생의	회생/NNG+의/JKG
길로	길/NNG+로/JKB
들어섰다.	들어서/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.355.20.1
최근 LS네트웍스는 ‘기능성 신발’이라는 개념을 도입해 공격적인 마케팅에 나서고 있다.

최근	최근/NNG
LS네트웍스는	LS네트웍스/NNP+는/JX
‘기능성	‘/SS+기능/NNG+성/XSN
신발’이라는	신발/NNG+’/SS+이/VCP+라는/ETM
개념을	개념/NNG+을/JKO
도입해	도입/NNG+하/XSV+아/EC
공격적인	공격/NNG+적/XSN+이/VCP+ㄴ/ETM
마케팅에	마케팅/NNG+에/JKB
나서고	나서/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.355.20.2
지난해 선보인 ‘GH플러스 슈즈’는 지금까지 21만 켤레가 팔려 나가 프로스펙스의 효자 상품이 됐다.

지난해	지난해/NNG
선보인	선보이/VV+ㄴ/ETM
‘GH플러스	‘/SS+GH/SL+플러스/NNG
슈즈’는	슈즈/NNG+’/SS+는/JX
지금까지	지금/NNG+까지/JX
21만	21/SN+만/NR
켤레가	켤레/NNB+가/JKS
팔려	팔리/VV+어/EC
나가	나가/VX+아/EC
프로스펙스의	프로스펙스/NNP+의/JKG
효자	효자/NNG
상품이	상품/NNG+이/JKC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.355.20.3
신발 바닥에 붙인 유리섬유로 만든 성장 칩이 성장호르몬 분비를 촉진시킨다고 해 ‘키 크는 신발’로 불린다.

신발	신발/NNG
바닥에	바닥/NNG+에/JKB
붙인	붙이/VV+ㄴ/ETM
유리섬유로	유리/NNG+섬유/NNG+로/JKB
만든	만들/VV+ㄴ/ETM
성장	성장/NNG
칩이	칩/NNG+이/JKS
성장호르몬	성장/NNG+호르몬/NNG
분비를	분비/NNG+를/JKO
촉진시킨다고	촉진/NNG+시키/XSV+ㄴ다고/EC
해	하/VV+아/EC
‘키	‘/SS+키/NNG
크는	크/VV+는/ETM
신발’로	신발/NNG+’/SS+로/JKB
불린다.	불리/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.355.20.4
이 덕분에 프로스펙스는 지난해 매출 1641억 원에, 10%를 웃도는 시장 점유율로 나이키, 아디다스에 이어 신발 업계 3위에 올랐다.

이	이/NP
덕분에	덕분/NNG+에/JKB
프로스펙스는	프로스펙스/NNP+는/JX
지난해	지난해/NNG
매출	매출/NNG
1641억	1641/SN+억/NR
원에,	원/NNB+에/JKB+,/SP
10%를	10/SN+%/SW+를/JKO
웃도는	웃돌/VV+는/ETM
시장	시장/NNG
점유율로	점유/NNG+율/XSN+로/JKB
나이키,	나이키/NNP+,/SP
아디다스에	아디다스/NNP+에/JKB
이어	잇/VV+어/EC
신발	신발/NNG
업계	업계/NNG
3위에	3/SN+위/NNB+에/JKB
올랐다.	오르/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.355.21.1
이 회사는 또 스포츠 워킹브랜드 ‘W’를 내놓아 주목받고 있다.

이	이/MMD
회사는	회사/NNG+는/JX
또	또/MAG
스포츠	스포츠/NNG
워킹브랜드	워킹/NNG+브랜드/NNG
‘W’를	‘/SS+W/SL+’/SS+를/JKO
내놓아	내놓/VV+아/EC
주목받고	주목/NNG+받/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.355.21.2
이대훈 LS네트웍스 사장이 “지금까지 명가 재건의 준비 기간이었다면, 앞으로는 명실상부한 국내 ‘빅3’ 스포츠 브랜드로 자리 잡겠다”고 호언할 정도로 야심차게 준비한 브랜드다.

이대훈	이대훈/NNP
LS네트웍스	LS네트웍스/NNP
사장이	사장/NNG+이/JKS
“지금까지	“/SS+지금/NNG+까지/JX
명가	명가/NNG
재건의	재건/NNG+의/JKG
준비	준비/NNG
기간이었다면,	기간/NNG+이/VCP+었/EP+다면/EC+,/SP
앞으로는	앞/NNG+으로/JKB+는/JX
명실상부한	명실상부/NNG+하/XSA+ㄴ/ETM
국내	국내/NNG
‘빅3’	‘/SS+빅/NNG+3/SN+’/SS
스포츠	스포츠/NNG
브랜드로	브랜드/NNG+로/JKB
자리	자리/NNG
잡겠다”고	잡/VV+겠/EP+다/EF+”/SS+고/JKQ
호언할	호언/NNG+하/XSV+ㄹ/ETM
정도로	정도/NNG+로/JKB
야심차게	야심/NNG+차/VV+게/EC
준비한	준비/NNG+하/XSV+ㄴ/ETM
브랜드다.	브랜드/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.355.21.3
워킹 스타일에 따른 7종 48품목의 다양한 워킹화는 물론 워킹 전용 운동복, 배낭, 장갑 등 머리부터 발끝까지를 아우르는 W라인을 선보인 것.

워킹	워킹/NNG
스타일에	스타일/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
7종	7/SN+종/NNG
48품목의	48/SN+품목/NNG+의/JKG
다양한	다양/NNG+하/XSA+ㄴ/ETM
워킹화는	워킹화/NNG+는/JX
물론	물론/MAG
전용	전용/NNG
운동복,	운동복/NNG+,/SP
배낭,	배낭/NNG+,/SP
장갑	장갑/NNG
등	등/NNB
머리부터	머리/NNG+부터/JX
발끝까지를	발끝/NNG+까지/JX+를/JKO
아우르는	아우르/VV+는/ETM
W라인을	W라인/NNP+을/JKO
선보인	선보이/VV+ㄴ/ETM
것.	것/NNB+./SF


# id : NWRW1800000021.355.21.4
반응도 뜨거워 W 워킹화 출시 첫 달인 9월 한 달 19만 켤레가 판매됐고, 10월에는 20만 켤레 이상이 팔려나갔다.

반응도	반응/NNG+도/JX
뜨거워	뜨겁/VA+어/EC
W	W/SL
워킹화	워킹화/NNG
출시	출시/NNG
첫	첫/MMN
달인	달/NNG+이/VCP+ㄴ/ETM
9월	9/SN+월/NNB
한	한/MMN
달	달/NNB
19만	19/SN+만/NR
켤레가	켤레/NNB+가/JKS
판매됐고,	판매/NNG+되/XSV+었/EP+고/EC+,/SP
10월에는	10/SN+월/NNB+에/JKB+는/JX
20만	20/SN+만/NR
켤레	켤레/NNB
이상이	이상/NNG+이/JKS
팔려나갔다.	팔리/VV+어/EC+나가/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.355.22.1
LS네트웍스는 W라인을 통해 국내 워킹 전문 시장을 선점해 3년 내에 프로스펙스를 매출 3000억 원대 이상의 브랜드로 성장시킬 계획이다.

LS네트웍스는	LS네트웍스/NNP+는/JX
W라인을	W라인/NNP+을/JKO
통해	통하/VV+아/EC
국내	국내/NNG
워킹	워킹/NNG
전문	전문/NNG
시장을	시장/NNG+을/JKO
선점해	선점/NNG+하/XSV+아/EC
3년	3/SN+년/NNB
내에	내/NNB+에/JKB
프로스펙스를	프로스펙스/NNP+를/JKO
매출	매출/NNG
3000억	3000/SN+억/NR
원대	원/NNB+대/XSN
이상의	이상/NNG+의/JKG
브랜드로	브랜드/NNG+로/JKB
성장시킬	성장/NNG+시키/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.355.22.2
W 외에도 러닝 브랜드 R(가칭), 자전거용품 브랜드 B(가칭), 트레킹 브랜드 T(가칭) 등의 이니셜 마케팅을 지속적으로 선보일 예정이다.

W	W/SL
외에도	외/NNB+에/JKB+도/JX
러닝	러닝/NNG
브랜드	브랜드/NNG
R(가칭),	R/SL+(/SS+가칭/NNG+)/SS+,/SP
자전거용품	자전거용품/NNG
B(가칭),	B/SL+(/SS+가칭/NNG+)/SS+,/SP
트레킹	트레킹/NNG
T(가칭)	T/SL+(/SS+가칭/NNG+)/SS
등의	등/NNB+의/JKG
이니셜	이니셜/NNG
마케팅을	마케팅/NNG+을/JKO
지속적으로	지속/NNG+적/XSN+으로/JKB
선보일	선보이/VV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.355.22.3
이 사장은 “라이프스타일, 건강, 레저라는 테마에 맞는 최고 브랜드들을 계속 선보여 글로벌 기업으로 도약할 것”이라고 포부를 밝혔다.

이	이/NNP
사장은	사장/NNG+은/JX
“라이프스타일,	“/SS+라이프스타일/NNG+,/SP
건강,	건강/NNG+,/SP
레저라는	레저/NNG+이/VCP+라는/ETM
테마에	테마/NNG+에/JKB
맞는	맞/VV+는/ETM
최고	최고/NNG
브랜드들을	브랜드/NNG+들/XSN+을/JKO
계속	계속/MAG
선보여	선보이/VV+어/EC
글로벌	글로벌/NNG
기업으로	기업/NNG+으로/JKB
도약할	도약/NNG+하/XSV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
포부를	포부/NNG+를/JKO
밝혔다.	밝히/VV+었/EP+다/EF+./SF


