# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.313
metadata : {}


# id : NWRW1800000028.313.1.1
‘2류’ 꼬리표 떼고 케이블 지상파 맹추격

‘2류’	‘/SS+2류/NNG+’/SS
지나야	지나/VV+아야/EC
케이블에서	케이블/NNG+에서/JKB
재방송했는데	재/XPN+방송/NNG+하/XSV+았/EP+는데/EC
최근에는	최근/NNG+에/JKB+는/JX
기간이	기간/NNG+이/JKS
짧아졌다.	짧아지/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.313.6.12
일례로 지난달 30일 전파를 탄 한국방송 2텔레비전 <성균관 스캔들>은 5일 뒤인 지난 4일 큐티브이에서 벌써 재방송되기 시작했다.

일례로	일례/NNG+로/JKB
지난달	지난달/NNG
30일	30/SN+일/NNB
전파를	전파/NNG+를/JKO
탄	타/VV+ㄴ/ETM
한국방송	한국방송/NNP
2텔레비전	2/SN+텔레비전/NNG
<성균관	</SS+성균관/NNP
스캔들>은	스캔들/NNG+>/SS+은/JX
5일	5/SN+일/NNB
뒤인	뒤/NNG+이/VCP+ㄴ/ETM
지난	지나/VV+ㄴ/ETM
4일	4/SN+일/NNB
큐티브이에서	큐티브이/NNP+에서/JKB
벌써	벌써/MAG
재방송되기	재/XPN+방송/NNG+되/XSV+기/ETN
시작했다.	시작/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.6.13
평론가 조민준씨는 “리모컨으로 채널만 돌리면 모든 방송을 볼 수 있는 원채널 시대에 케이블의 특성이 잘 먹힌 것”이라고 분석했다.

평론가	평론가/NNG
조민준씨는	조민준/NNP+씨/NNB+는/JX
“리모컨으로	“/SS+리모컨/NNG+으로/JKB
채널만	채널/NNG+만/JX
돌리면	돌리/VV+면/EC
모든	모든/MMN
방송을	방송/NNG+을/JKO
볼	보/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
원채널	원/NNG+채널/NNG
시대에	시대/NNG+에/JKB
케이블의	케이블/NNG+의/JKG
특성이	특성/NNG+이/JKS
잘	잘/MAG
먹힌	먹히/VV+ㄴ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.7.1
이런 상황을 맞아 지상파 피디들은 말 못할 고민에 빠졌다.

이런	이런/MMD
상황을	상황/NNG+을/JKO
맞아	맞/VV+아/EC
지상파	지상파/NNG
피디들은	피디/NNG+들/XSN+은/JX
말	말/NNG
못할	못하/VX+ㄹ/ETM
고민에	고민/NNG+에/JKB
빠졌다.	빠지/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.313.7.2
에스비에스 예능국의 한 피디는 “최근 몇 년간 한 프로그램이 잘 되면 지상파 3사 모두 우후죽순 따라가기 바빴는데, 이제는 방송사별로 특색을 갖고 차별화시키는 노력이 필요할 것”이라고 말했다.

에스비에스	에스비에스/NNP
예능국의	예능국/NNG+의/JKG
한	한/MMN
피디는	피디/NNG+는/JX
“최근	“/SS+최근/NNG
몇	몇/NR
년간	년/NNB+간/XSN
프로그램이	프로그램/NNG+이/JKS
잘	잘/MAG
되면	되/VV+면/EC
지상파	지상파/NNG
3사	3사/NNG
모두	모두/MAG
우후죽순	우후죽순/NNG
따라가기	따라가/VV+기/ETN
바빴는데,	바쁘/VA+았/EP+는데/EC+,/SP
이제는	이제/NNG+는/JX
방송사별로	방송사/NNG+별/XSN+로/JKB
특색을	특색/NNG+을/JKO
갖고	갖/VV+고/EC
차별화시키는	차별/NNG+화/XSN+시키/XSV+는/ETM
노력이	노력/NNG+이/JKS
필요할	필요/NNG+하/XSA+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000028.313.7.3
그러나 모든 시청층을 겨냥해 특징 없이 비슷비슷한 프로그램을 양산하는 현 지상파 편성 전략이 바뀌지 않는한 ‘지상파다운’ 프로그램 개발은 요원하다는 지적이 많다.

그러나	그러나/MAJ
모든	모든/MMN
시청층을	시청/NNG+층/XSN+을/JKO
겨냥해	겨냥/NNG+하/XSV+아/EC
특징	특징/NNG
없이	없이/MAG
비슷비슷한	비슷비슷/MAG+하/XSA+ㄴ/ETM
프로그램을	프로그램/NNG+을/JKO
양산하는	양산/NNG+하/XSV+는/ETM
현	현/MMD
지상파	지상파/NNG
편성	편성/NNG
전략이	전략/NNG+이/JKS
바뀌지	바뀌/VV+지/EC
않는한	않/VX+는/ETM+한/NNG
‘지상파다운’	‘/SS+지상파/NNG+답/XSA+ㄴ/ETM+’/SS
프로그램	프로그램/NNG
개발은	개발/NNG+은/JX
요원하다는	요원하/VA+다는/ETM
지적이	지적/NNG+이/JKS
많다.	많/VA+다/EF+./SF


