# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.210
metadata : {}


# id : NWRW1800000025.210.1.1
[Prime TOWN]“나만의 풀이법 자랑해야지… 토론식 수업 기다려져요”

[Prime	[/SS+Prime/SL
이는 자연스럽게 발표와 토론으로 이뤄진다.

이는	이/NP+는/JX
자연스럽게	자연/NNG+스럽/XSA+게/EC
발표와	발표/NNG+와/JC
토론으로	토론/NNG+으로/JKB
이뤄진다.	이뤄지/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.15.1
심포니 방식의 수업은 특히 토론식 수학수업과 연계됐을 때 효과가 높다.

심포니	심포니/NNG
방식의	방식/NNG+의/JKG
수업은	수업/NNG+은/JX
특히	특히/MAG
토론식	토론식/NNG
수학수업과	수학/NNG+수업/NNG+과/JKB
연계됐을	연계/NNG+되/XSV+었/EP+을/ETM
때	때/NNG
효과가	효과/NNG+가/JKS
높다.	높/VA+다/EF+./SF


# id : NWRW1800000025.210.15.2
기존처럼 칠판으로 수업할 때는 제한된 공간에서 일부 학생들만 앞에 나와 풀이과정을 설명할 수 있었다.

기존처럼	기존/NNG+처럼/JKB
칠판으로	칠판/NNG+으로/JKB
수업할	수업/NNG+하/XSV+ㄹ/ETM
때는	때/NNG+는/JX
제한된	제한/NNG+되/XSV+ㄴ/ETM
공간에서	공간/NNG+에서/JKB
일부	일부/NNG
학생들만	학생/NNG+들/XSN+만/JX
앞에	앞/NNG+에/JKB
나와	나오/VV+아/EC
풀이과정을	풀이/NNG+과정/NNG+을/JKO
설명할	설명/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있었다.	있/VA+었/EP+다/EF+./SF


# id : NWRW1800000025.210.15.3
하지만 심포니 수업에선 모든 학생이 동시에 문제를 풀고 ‘클릭’ 한 번으로 서로의 풀이과정을 볼 수 있기 때문에 학생들의 수업 참여도가 높은 편이다.

하지만	하지만/MAJ
심포니	심포니/NNG
수업에선	수업/NNG+에서/JKB+ㄴ/JX
모든	모든/MMN
학생이	학생/NNG+이/JKS
동시에	동시/NNG+에/JKB
문제를	문제/NNG+를/JKO
풀고	풀/VV+고/EC
‘클릭’	‘/SS+클릭/NNG+’/SS
한	한/MMN
번으로	번/NNB+으로/JKB
서로의	서로/NNG+의/JKG
풀이과정을	풀이/NNG+과정/NNG+을/JKO
볼	보/VV+ㄹ/ETM
수	수/NNB
있기	있/VA+기/ETN
때문에	때문/NNB+에/JKB
학생들의	학생/NNG+들/XSN+의/JKG
수업	수업/NNG
참여도가	참여도/NNG+가/JKS
높은	높/VA+은/ETM
편이다.	편/NNB+이/VCP+다/EF+./SF


# id : NWRW1800000025.210.15.4
주현경 뉴스터디 강사는 “심포니 수업을 도입한 후 학생들의 수업참여도가 높아진 것은 물론 수업 집중도가 한결 높아졌다”고 말했다.

주현경	주현경/NNP
뉴스터디	뉴스터디/NNP
강사는	강사/NNG+는/JX
“심포니	“/SS+심포니/NNG
수업을	수업/NNG+을/JKO
도입한	도입/NNG+하/XSV+ㄴ/ETM
후	후/NNG
학생들의	학생/NNG+들/XSN+의/JKG
수업참여도가	수업/NNG+참여도/NNG+가/JKS
높아진	높아지/VV+ㄴ/ETM
것은	것/NNB+은/JX
물론	물론/MAG
수업	수업/NNG
집중도가	집중도/NNG+가/JKS
한결	한결/MAG
높아졌다”고	높아지/VV+었/EP+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.210.16.1
뉴스터디는 매주 주간테스트를 통해 한 주간 배운 것을 확인하고 매월 총 정리 수업을 한 후 월말평가를 실시한다.

뉴스터디는	뉴스터디/NNP+는/JX
매주	매주/MAG
주간테스트를	주간/NNG+테스트/NNG+를/JKO
통해	통하/VV+아/EC
한	하/VV+ㄴ/ETM
주간	주간/NNB
배운	배우/VV+ㄴ/ETM
것을	것/NNB+을/JKO
확인하고	확인/NNG+하/XSV+고/EC
매월	매월/MAG
총	총/MMA
정리	정리/NNG
수업을	수업/NNG+을/JKO
후	후/NNG
월말평가를	월말/NNG+평가/NNG+를/JKO
실시한다.	실시/NNG+하/XSV+ㄴ다/EF+./SF


# id : NWRW1800000025.210.16.2
학생들의 취약점을 수시로 체크해 보완하기 위해서다.

학생들의	학생/NNG+들/XSN+의/JKG
취약점을	취약점/NNG+을/JKO
수시로	수시로/MAG
체크해	체크/NNG+하/XSV+아/EC
보완하기	보완/NNG+하/XSV+기/ETN
위해서다.	위하/VV+아서/EC+이/VCP+다/EF+./SF


