# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.215
metadata : {}


# id : NWRW1800000025.215.1.1
[Money & Life]“펀드 환매는 시기상조… 하반기 그룹주펀드 맑음”

[Money	[/SS+Money/SL
도약하고	도약/NNG+하/XSV+고/EC
있는	있/VX+는/ETM
LG화학을	LG화학/NNP+을/JKO
가장	가장/MAG
많이	많이/MAG
꼽았다.	꼽/VV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.14.1
○ 물가연동국채 절세형 상품으로 인기

○	○/SW
물가연동국채	물가/NNG+연동/NNG+국채/NNG
절세형	절세/NNG+형/XSN
상품으로	상품/NNG+으로/JKB
인기	인기/NNG


# id : NWRW1800000025.215.15.1
금리 상승기엔 단기채권과 채권을 수시로 사고팔아 수익을 내는 채권형펀드는 과감하게 정리하고 5년 이상의 장기채권이나 2년 안팎의 중기채 위주로 투자하라는 게 전문가들의 공통된 의견.

금리	금리/NNG
상승기엔	상승기/NNG+에/JKB+ㄴ/JX
단기채권과	단기/NNG+채권/NNG+과/JC
채권을	채권/NNG+을/JKO
수시로	수시로/MAG
사고팔아	사고팔/VV+아/EC
수익을	수익/NNG+을/JKO
내는	내/VV+는/ETM
채권형펀드는	채권/NNG+형/XSN+펀드/NNG+는/JX
과감하게	과감하/VA+게/EC
정리하고	정리/NNG+하/XSV+고/EC
5년	5/SN+년/NNB
이상의	이상/NNG+의/JKG
장기채권이나	장기/NNG+채권/NNG+이나/JC
2년	2/SN+년/NNB
안팎의	안팎/NNG+의/JKG
중기채	중기채/NNG
위주로	위주/NNG+로/JKB
투자하라는	투자/NNG+하/XSV+라는/ETM
게	거/NNB+이/JKS
전문가들의	전문가/NNG+들/XSN+의/JKG
공통된	공통/NNG+되/XSV+ㄴ/ETM
의견.	의견/NNG+./SF


# id : NWRW1800000025.215.15.2
정재훈 동양종합금융증권 PB는 “채권형펀드나 단기채권은 금리인상 영향을 많이 받지만 만기 보유로 장기채권에 직접 투자하면 영향이 적다”고 분석했다.

정재훈	정재훈/NNP
동양종합금융증권	동양종합금융증권/NNP
PB는	PB/SL+는/JX
“채권형펀드나	“/SS+채권/NNG+형/XSN+펀드/NNG+나/JC
단기채권은	단기/NNG+채권/NNG+은/JX
금리인상	금리/NNG+인상/NNG
영향을	영향/NNG+을/JKO
많이	많이/MAG
받지만	받/VV+지만/EC
만기	만기/NNG
보유로	보유/NNG+로/JKB
장기채권에	장기/NNG+채권/NNG+에/JKB
직접	직접/MAG
투자하면	투자/NNG+하/XSV+면/EC
영향이	영향/NNG+이/JKS
적다”고	적/VA+다/EF+”/SS+고/JKQ
분석했다.	분석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.15.3
실제 장기채권은 금리인상이 이미 반영된 데다 급격한 금리인상이 없을 것이라는 공감대가 형성되면서 금리가 오히려 떨어지고 있다.

실제	실제/MAG
장기채권은	장기/NNG+채권/NNG+은/JX
금리인상이	금리/NNG+인상/NNG+이/JKS
이미	이미/MAG
반영된	반영/NNG+되/XSV+ㄴ/ETM
데다	데/NNB+다/JX
급격한	급격하/VA+ㄴ/ETM
없을	없/VA+을/ETM
것이라는	것/NNB+이/VCP+라는/ETM
공감대가	공감대/NNG+가/JKS
형성되면서	형성/NNG+되/XSV+면서/EC
금리가	금리/NNG+가/JKS
오히려	오히려/MAG
떨어지고	떨어지/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000025.215.15.4
하병옥 대우증권 팀장은 “앞으로 금리가 빠르게 인상될 가능성이 없기 때문에 장기채나 2년짜리 중기채에 만기 투자하면 은행예금보다 높은 수익을 낼 수 있다”고 말했다.

하병옥	하병옥/NNP
대우증권	대우증권/NNP
팀장은	팀장/NNG+은/JX
“앞으로	“/SS+앞/NNG+으로/JKB
금리가	금리/NNG+가/JKS
빠르게	빠르/VA+게/EC
인상될	인상/NNG+되/XSV+ㄹ/ETM
가능성이	가능/NNG+성/XSN+이/JKS
없기	없/VA+기/ETN
때문에	때문/NNB+에/JKB
장기채나	장기채/NNG+나/JC
2년짜리	2/SN+년/NNB+짜리/XSN
중기채에	중기채/NNG+에/JKB
만기	만기/NNG
투자하면	투자/NNG+하/XSV+면/EC
은행예금보다	은행/NNG+예금/NNG+보다/JKB
높은	높/VA+은/ETM
수익을	수익/NNG+을/JKO
낼	내/VV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.15.5
박환기 부지점장은 “현재 만기 2년 지방채는 은행예금 수익률로 환산하면 연 4% 후반 수익을 올린다”며 “지방채는 또 표면금리가 2.5%로 낮아 절세 전략이 필요한 투자자에게 좋다”고 귀띔했다.

박환기	박환기/NNP
부지점장은	부지점장/NNG+은/JX
“현재	“/SS+현재/MAG
만기	만기/NNG
2년	2/SN+년/NNB
지방채는	지방채/NNG+는/JX
은행예금	은행/NNG+예금/NNG
수익률로	수익/NNG+률/XSN+로/JKB
환산하면	환산/NNG+하/XSV+면/EC
연	연/NNG
4%	4/SN+%/SW
후반	후반/NNG
수익을	수익/NNG+을/JKO
올린다”며	올리/VV+ㄴ다/EF+”/SS+며/EC
“지방채는	“/SS+지방채/NNG+는/JX
또	또/MAG
표면금리가	표면/NNG+금리/NNG+가/JKS
2.5%로	2/SN+./SP+5/SN+%/SW+로/JKB
낮아	낮/VA+아/EC
절세	절세/NNG
전략이	전략/NNG+이/JKS
필요한	필요/NNG+하/XSA+ㄴ/ETM
투자자에게	투자자/NNG+에게/JKB
좋다”고	좋/VA+다/EF+”/SS+고/JKQ
귀띔했다.	귀띔/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.16.1
물가연동국고채도 매력적인 투자 대상이다.

물가연동국고채도	물가/NNG+연동/NNG+국고채/NNG+도/JX
매력적인	매력/NNG+적/XSN+이/VCP+ㄴ/ETM
투자	투자/NNG
대상이다.	대상/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.215.16.2
물가연동채권은 물가상승에 연동해 이자와 원금을 지급하는 정부발행 채권.

물가연동채권은	물가/NNG+연동/NNG+채권/NNG+은/JX
물가상승에	물가/NNG+상승/NNG+에/JKB
연동해	연동/NNG+하/XSV+아/EC
이자와	이자/NNG+와/JC
원금을	원금/NNG+을/JKO
지급하는	지급/NNG+하/XSV+는/ETM
정부발행	정부/NNG+발행/NNG
채권.	채권/NNG+./SF


# id : NWRW1800000025.215.16.3
서재연 차장은 “인플레이션 위험에 대비할 수 있고 과표 기준인 표면금리가 낮아서 금융소득 종합과세자들에게 절세형 상품으로 각광받고 있다”고 말했다.

서재연	서재연/NNP
차장은	차장/NNG+은/JX
“인플레이션	“/SS+인플레이션/NNG
위험에	위험/NNG+에/JKB
대비할	대비/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있고	있/VA+고/EC
과표	과표/NNG
기준인	기준/NNG+이/VCP+ㄴ/ETM
표면금리가	표면/NNG+금리/NNG+가/JKS
낮아서	낮/VA+아서/EC
금융소득	금융/NNG+소득/NNG
종합과세자들에게	종합/NNG+과세자/NNG+들/XSN+에게/JKB
절세형	절세/NNG+형/XSN
상품으로	상품/NNG+으로/JKB
각광받고	각광/NNG+받/XSV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.16.4
표성진 미래에셋증권 차장은 “금융소득 종합과세 부담이 크다면 이자소득 비과세 혜택이 있고 상대적으로 금리가 높은 브라질국채를 추천한다”며 “다만 환율 변동에 따른 리스크를 고려해야 한다”고 말했다.

표성진	표성진/NNP
미래에셋증권	미래에셋증권/NNP
차장은	차장/NNG+은/JX
“금융소득	“/SS+금융/NNG+소득/NNG
종합과세	종합/NNG+과세/NNG
부담이	부담/NNG+이/JKS
크다면	크/VA+다면/EC
이자소득	이자/NNG+소득/NNG
비과세	비/XPN+과세/NNG
혜택이	혜택/NNG+이/JKS
있고	있/VA+고/EC
상대적으로	상대/NNG+적/XSN+으로/JKB
금리가	금리/NNG+가/JKS
높은	높/VA+은/ETM
브라질국채를	브라질/NNP+국채/NNG+를/JKO
추천한다”며	추천/NNG+하/XSV+ㄴ다/EF+”/SS+며/EC
“다만	“/SS+다만/MAG
환율	환율/NNG
변동에	변동/NNG+에/JKB
따른	따르/VV+ㄴ/ETM
리스크를	리스크/NNG+를/JKO
고려해야	고려/NNG+하/XSV+아야/EC
한다”고	하/VX+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000025.215.17.1
* 설문에 참여한 증권사 프라이빗뱅커(PB)

*	*/SW
설문에	설문/NNG+에/JKB
참여한	참여/NNG+하/XSV+ㄴ/ETM
증권사	증권사/NNG
프라이빗뱅커(PB)	프라이빗/NNG+뱅커/NNG+(/SS+PB/SL+)/SS


# id : NWRW1800000025.215.18.1
△대신증권 강남지점 강재순, 청담지점 박환기 △대우증권 WM Class 잠실센터 김주영, PB Class 갤러리아4센터 서재연, 테헤란밸리지점 하병옥 △동양종합금융증권 신무석, 금융센터동북본부점 이경준, 골드센터영업부 정재훈 △미래에셋증권 대치지점 권은정, WM센터 최철식, 압구정지점 표성진 △삼성증권 강남파이낸스센터 강영창, 갤러리아지점 이민영, 종로지점 정종철 △신한금융투자 파이낸스PB 손은주, 명품PB센터 안범찬, 이윤진 △우리투자증권 둔산WMC 김복녀, PB압구정센터 조재영, PB청담센터 채수안 △한국투자증권 압구정PB센터 김재홍, 방배PB센터 윤태경, 여의도PB센터 한경준 이상 23명 (가나다 순)

△대신증권	△/SW+대신증권/NNP
강남지점	강남/NNP+지점/NNG
강재순,	강재순/NNP+,/SP
청담지점	청담/NNP+지점/NNG
박환기	박환기/NNP
△대우증권	△/SW+대우증권/NNP
WM	WM/SL
Class	Class/SL
잠실센터	잠실/NNP+센터/NNG
김주영,	김주영/NNP+,/SP
PB	PB/SL
갤러리아4센터	갤러리아/NNP+4/SN+센터/NNG
서재연,	서재연/NNP+,/SP
테헤란밸리지점	테헤란/NNP+밸리/NNG+지점/NNG
하병옥	하병옥/NNP
△동양종합금융증권	△/SW+동양종합금융증권/NNP
신무석,	신무석/NNP+,/SP
금융센터동북본부점	금융/NNG+센터/NNG+동북/NNG+본부점/NNG
이경준,	이경준/NNP+,/SP
골드센터영업부	골드/NNG+센터/NNG+영업부/NNG
정재훈	정재훈/NNP
△미래에셋증권	△/SW+미래에셋증권/NNP
대치지점	대치/NNP+지점/NNG
권은정,	권은정/NNP+,/SP
WM센터	WM/SL+센터/NNG
최철식,	최철식/NNP+,/SP
압구정지점	압구정/NNP+지점/NNG
표성진	표성진/NNP
△삼성증권	△/SW+삼성증권/NNP
강남파이낸스센터	강남/NNP+파이낸스/NNG+센터/NNG
강영창,	강영창/NNP+,/SP
갤러리아지점	갤러리아/NNP+지점/NNG
이민영,	이민영/NNP+,/SP
종로지점	종로/NNP+지점/NNG
정종철	정종철/NNP
△신한금융투자	△/SW+신한금융투자/NNP
파이낸스PB	파이낸스/NNG+PB/SL
손은주,	손은주/NNP+,/SP
명품PB센터	명품/NNG+PB/SL+센터/NNG
안범찬,	안범찬/NNP+,/SP
이윤진	이윤진/NNP
△우리투자증권	△/SW+우리투자증권/NNP
둔산WMC	둔산/NNP+WMC/SL
김복녀,	김복녀/NNP+,/SP
PB압구정센터	PB/SL+압구정/NNP+센터/NNG
조재영,	조재영/NNP+,/SP
PB청담센터	PB/SL+청담/NNP+센터/NNG
채수안	채수안/NNP
△한국투자증권	△/SW+한국투자증권/NNP
압구정PB센터	압구정/NNP+PB/SL+센터/NNG
김재홍,	김재홍/NNP+,/SP
방배PB센터	방배/NNP+PB/SL+센터/NNG
윤태경,	윤태경/NNP+,/SP
여의도PB센터	여의도/NNP+PB/SL+센터/NNG
한경준	한경준/NNP
이상	이상/NNG
23명	23/SN+명/NNB
(가나다	(/SS+가나다/NNG
순)	순/NNG+)/SS


