# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.120
metadata : {}


# id : NWRW1800000026.120.1.1
[Cover Story] 창의적 문제 해결 기법 'TRIZ의 산실'… 러시아 젠스리 연구소 리트빈 박사;늘 시간과 다투는 응급실 F1 정비방식 도입하니 '쌩쌩'

[Cover	[/SS+Cover/SL
끝낸다.	끝내/VV+ㄴ다/EF+./SF


# id : NWRW1800000026.120.13.8
이 병원은 그 노하우를 접목해 응급처치 시간을 크게 단축했다.

이	이/MMD
병원은	병원/NNG+은/JX
그	그/MMD
노하우를	노하우/NNG+를/JKO
접목해	접목/NNG+하/XSV+아/EC
응급처치	응급/NNG+처치/NNG
시간을	시간/NNG+을/JKO
크게	크/VA+게/EC
단축했다.	단축/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.14.1
젠스리(GEN3) 파트너스의 사이먼 리트빈(Litvin) 박사와의 만남은 러시아 상트페테르부르크에 있는 연구소인 '알고리듬(Algorithm)' 회의실에서 사흘에 걸쳐 이뤄졌다.

젠스리(GEN3)	젠스리/NNP+(/SS+GEN/SL+3/SN+)/SS
파트너스의	파트너스/NNP+의/JKG
사이먼	사이먼/NNP
리트빈(Litvin)	리트빈/NNP+(/SS+Litvin/SL+)/SS
박사와의	박사/NNG+와/JKB+의/JKG
만남은	만남/NNG+은/JX
러시아	러시아/NNP
상트페테르부르크에	상트페테르부르크/NNP+에/JKB
있는	있/VA+는/ETM
연구소인	연구소/NNG+이/VCP+ㄴ/ETM
'알고리듬(Algorithm)'	'/SS+알고리듬/NNP+(/SS+Algorithm/SL+)/SS+'/SS
회의실에서	회의실/NNG+에서/JKB
사흘에	사흘/NNG+에/JKB
걸쳐	걸치/VV+어/EC
이뤄졌다.	이뤄지/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.14.2
얼굴을 마주한 시간만 10시간이 넘는다.

얼굴을	얼굴/NNG+을/JKO
마주한	마주/MAG+하/XSV+ㄴ/ETM
시간만	시간/NNG+만/JX
10시간이	10/SN+시간/NNB+이/JKS
넘는다.	넘/VV+는다/EF+./SF


# id : NWRW1800000026.120.14.3
이 회사의 많은 트리즈 고수들이 합세했다.

이	이/MMD
회사의	회사/NNG+의/JKG
많은	많/VA+은/ETM
트리즈	트리즈/NNG
고수들이	고수/NNG+들/XSN+이/JKS
합세했다.	합세/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.14.4
트리즈의 창시자 알츠슐러가 수용소에서 여러 전문가들에게 개인 수업을 받았던 장면이 연상됐다.

트리즈의	트리즈/NNG+의/JKG
창시자	창시자/NNG
알츠슐러가	알츠슐러/NNP+가/JKS
수용소에서	수용소/NNG+에서/JKB
여러	여러/MMN
전문가들에게	전문가/NNG+들/XSN+에게/JKB
개인	개인/NNG
수업을	수업/NNG+을/JKO
받았던	받/VV+았/EP+던/ETM
장면이	장면/NNG+이/JKS
연상됐다.	연상/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.14.5
기자는 인터뷰가 시작될 때마다 "강의 1·2·3…"이라고 번호를 붙이는 농담을 건넸다.

기자는	기자/NNG+는/JX
인터뷰가	인터뷰/NNG+가/JKS
시작될	시작/NNG+되/XSV+ㄹ/ETM
때마다	때/NNG+마다/JX
"강의	"/SS+강의/NNG
1·2·3…"이라고	1/SN+·/SP+2/SN+·/SP+3/SN+…/SE+"/SS+이라고/JKQ
번호를	번호/NNG+를/JKO
붙이는	붙이/VV+는/ETM
농담을	농담/NNG+을/JKO
건넸다.	건네/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.15.1
■'코 필터' 아이디어를 시멘트 집진장치에서 얻다

■'코	■/SW+'/SS+코/NNG
필터'	필터/NNG+'/SS
아이디어를	아이디어/NNG+를/JKO
시멘트	시멘트/NNG
집진장치에서	집진/NNG+장치/NNG+에서/JKB
얻다	얻/VV+다/EF


# id : NWRW1800000026.120.16.1
지난달 31일 오후 기자는 사흘간 머물렀던 회의실을 잠시 비워줘야 했다.

지난달	지난달/NNG
31일	31/SN+일/NNB
오후	오후/NNG
기자는	기자/NNG+는/JX
사흘간	사흘/NNG+간/XSN
머물렀던	머무르/VV+었/EP+던/ETM
회의실을	회의실/NNG+을/JKO
잠시	잠시/MAG
비워줘야	비우/VV+어/EC+주/VX+어야/EC
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000026.120.16.2
새 고객인 세계적인 렌즈 제조업체 시바비전(CIBA Vision)을 위한 회의가 열렸기 때문이었다.

새	새/MMA
고객인	고객/NNG+이/VCP+ㄴ/ETM
세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
렌즈	렌즈/NNG
제조업체	제조업체/NNG
시바비전(CIBA	시바비전/NNP+(/SS+CIBA/SL
Vision)을	Vision/SL+)/SS+을/JKO
위한	위하/VV+ㄴ/ETM
회의가	회의/NNG+가/JKS
열렸기	열리/VV+었/EP+기/ETN
때문이었다.	때문/NNB+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000026.120.16.3
그런데 참가자 면면을 보니 짐작과는 달랐다.

그런데	그런데/MAJ
참가자	참가자/NNG
면면을	면면/NNG+을/JKO
보니	보/VV+니/EC
짐작과는	짐작/NNG+과/JKB+는/JX
달랐다.	다르/VA+았/EP+다/EF+./SF


# id : NWRW1800000026.120.16.4
렌즈 분야라면 아무리 넓게 잡아도 물리·화학·생물 관련 담당자끼리 만나 협의하면 될 것 같았는데, 이날 회의에는 전기·기계·차세대 에너지와 식음료 분야 전문가까지 참석했다.

렌즈	렌즈/NNG
분야라면	분야/NNG+이/VCP+라면/EC
아무리	아무리/MAG
넓게	넓/VA+게/EC
잡아도	잡/VV+아도/EC
물리·화학·생물	물리/NNG+·/SP+화학/NNG+·/SP+생물/NNG
관련	관련/NNG
담당자끼리	담당자/NNG+끼리/XSN
만나	만나/VV+아/EC
협의하면	협의/NNG+하/XSV+면/EC
될	되/VV+ㄹ/ETM
것	것/NNB
같았는데,	같/VA+았/EP+는데/EC+,/SP
이날	이날/NNG
회의에는	회의/NNG+에/JKB+는/JX
전기·기계·차세대	전기/NNG+·/SP+기계/NNG+·/SP+차세대/NNG
에너지와	에너지/NNG+와/JC
식음료	식음료/NNG
분야	분야/NNG
전문가까지	전문가/NNG+까지/JX
참석했다.	참석/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.16.5
이고르 피티(Petiy) 연구소장은 "여러 분야에서 아이디어를 얻고 문제 해답을 찾아야 시간과 비용을 절약할 수 있고 진정한 '오픈 이노베이션(open innovation)'이 가능하다"고 말했다.

이고르	이고르/NNP
피티(Petiy)	피티/NNP+(/SS+Petiy/SL+)/SS
연구소장은	연구소장/NNG+은/JX
"여러	"/SS+여러/MMN
분야에서	분야/NNG+에서/JKB
아이디어를	아이디어/NNG+를/JKO
얻고	얻/VV+고/EC
문제	문제/NNG
해답을	해답/NNG+을/JKO
찾아야	찾/VV+아야/EC
시간과	시간/NNG+과/JC
비용을	비용/NNG+을/JKO
절약할	절약/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있고	있/VA+고/EC
진정한	진정하/VA+ㄴ/ETM
'오픈	'/SS+오픈/NNG
이노베이션(open	이노베이션/NNG+(/SS+open/SL
innovation)'이	innovation/SL+)/SS+'/SS+이/JKS
가능하다"고	가능/NNG+하/XSA+다/EF+"/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.16.6
이 회의로 중단된 리트빈 박사와의 인터뷰는 1시간쯤 뒤에 다시 진행됐다.

이	이/MMD
회의로	회의/NNG+로/JKB
중단된	중단/NNG+되/XSV+ㄴ/ETM
리트빈	리트빈/NNP
박사와의	박사/NNG+와/JKB+의/JKG
인터뷰는	인터뷰/NNG+는/JX
1시간쯤	1/SN+시간/NNB+쯤/XSN
뒤에	뒤/NNG+에/JKB
다시	다시/MAG
진행됐다.	진행/NNG+되/XSV+었/EP+다/EF+./SF


# id : NWRW1800000026.120.17.1
―일반적인 오픈 이노베이션과 젠스리가 추구하는 오픈 이노베이션의 차이는 무엇인가요?

―일반적인	―/SS+일반/NNG+적/XSN+이/VCP+ㄴ/ETM
오픈	오픈/NNG
이노베이션과	이노베이션/NNG+과/JC
젠스리가	젠스리/NNP+가/JKS
추구하는	추구/NNG+하/XSV+는/ETM
이노베이션의	이노베이션/NNG+의/JKG
차이는	차이/NNG+는/JX
무엇인가요?	무엇/NP+이/VCP+ㄴ가/EF+요/JX+?/SF


# id : NWRW1800000026.120.18.1
"고전적인 오픈 이노베이션 이론은 MIT의 헨리 체스브로(Chesbrough) 교수에 의해 만들어졌습니다.

"고전적인	"/SS+고전/NNG+적/XSN+이/VCP+ㄴ/ETM
오픈	오픈/NNG
이노베이션	이노베이션/NNG
이론은	이론/NNG+은/JX
MIT의	MIT/SL+의/JKG
헨리	헨리/NNP
체스브로(Chesbrough)	체스브로/NNP+(/SS+Chesbrough/SL+)/SS
교수에	교수/NNG+에/JKB
의해	의하/VV+아/EC
만들어졌습니다.	만들/VV+어/EC+지/VX+었/EP+습니다/EF+./SF


# id : NWRW1800000026.120.18.2
그가 말하는 오픈 이노베이션은 어느 회사의 문제 해결을 위해 필요한 기술은 세상 어느 곳인가에 존재한다는 것입니다.

그가	그/NP+가/JKS
말하는	말/NNG+하/XSV+는/ETM
오픈	오픈/NNG
이노베이션은	이노베이션/NNG+은/JX
어느	어느/MMD
회사의	회사/NNG+의/JKG
문제	문제/NNG
해결을	해결/NNG+을/JKO
위해	위하/VV+아/EC
필요한	필요/NNG+하/XSA+ㄴ/ETM
기술은	기술/NNG+은/JX
세상	세상/NNG
곳인가에	곳/NNG+이/VCP+ㄴ가/EF+에/JKB
존재한다는	존재/NNG+하/XSV+ㄴ다는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.18.3
그래서 세계 어디서든 필요한 기술을 갖고 오자는 것이죠.

그래서	그래서/MAJ
세계	세계/NNG
어디서든	어디/NP+서/JKB+든/JX
필요한	필요/NNG+하/XSA+ㄴ/ETM
기술을	기술/NNG+을/JKO
갖고	갖/VV+고/EC
오자는	오/VV+자는/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.18.4
전적으로 옳은 접근입니다.

전적으로	전적/NNG+으로/JKB
옳은	옳/VA+은/ETM
접근입니다.	접근/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.1
문제는 방법론입니다.

문제는	문제/NNG+는/JX
방법론입니다.	방법/NNG+론/XSN+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.2
일반적인 오픈 이노베이션은 '여기 이 문제를 풀어줄 사람 없나요?'라고 많은 사람들에게 질문을 던지고 해답을 찾는 식입니다.

일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
오픈	오픈/NNG
이노베이션은	이노베이션/NNG+은/JX
'여기	'/SS+여기/NP
이	이/MMD
문제를	문제/NNG+를/JKO
풀어줄	풀/VV+어/EC+주/VX+ㄹ/ETM
사람	사람/NNG
없나요?'라고	없/VA+나/EF+요/JX+?/SF+'/SS+라고/JKQ
많은	많/VA+은/ETM
사람들에게	사람/NNG+들/XSN+에게/JKB
질문을	질문/NNG+을/JKO
던지고	던지/VV+고/EC
해답을	해답/NNG+을/JKO
찾는	찾/VV+는/ETM
식입니다.	식/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.3
이런 방식의 가장 큰 문제는 답을 찾을 수도 있고, 못 찾을 수도 있다는 것입니다.

이런	이런/MMD
방식의	방식/NNG+의/JKG
가장	가장/MAG
큰	크/VA+ㄴ/ETM
문제는	문제/NNG+는/JX
답을	답/NNG+을/JKO
찾을	찾/VV+을/ETM
수도	수/NNB+도/JX
있고,	있/VA+고/EC+,/SP
못	못/MAG
있다는	있/VA+다는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.4
신뢰성이 떨어진다는 것이죠.

신뢰성이	신뢰/NNG+성/XSN+이/JKS
떨어진다는	떨어지/VV+ㄴ다는/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.19.5
두 번째 문제는 고객이 자신의 문제를 자기 분야의 전문용어로 쓴다는 점입니다.

두	두/MMN
번째	번/NNB+째/XSN
문제는	문제/NNG+는/JX
고객이	고객/NNG+이/JKS
자신의	자신/NNG+의/JKG
문제를	문제/NNG+를/JKO
자기	자기/NP
분야의	분야/NNG+의/JKG
전문용어로	전문/NNG+용어/NNG+로/JKB
쓴다는	쓰/VV+ㄴ다는/ETM
점입니다.	점/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.6
그래서 결국 답을 줄 수 있는 사람들도 해당 산업 전문가들로 제한되고 맙니다.

그래서	그래서/MAJ
결국	결국/MAG
답을	답/NNG+을/JKO
줄	주/VV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
사람들도	사람/NNG+들/XSN+도/JX
해당	해당/NNG
산업	산업/NNG
전문가들로	전문가/NNG+들/XSN+로/JKB
제한되고	제한/NNG+되/XSV+고/EC
맙니다.	말/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.7
이 점이 바로 우리와 가장 큰 차이입니다.

이	이/MMD
점이	점/NNG+이/JKS
바로	바로/MAG
우리와	우리/NP+와/JKB
가장	가장/MAG
큰	크/VA+ㄴ/ETM
차이입니다.	차이/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.8
우리는 꼭 같은 분야에서만 답을 찾지 않습니다.

우리는	우리/NP+는/JX
꼭	꼭/MAG
같은	같/VA+은/ETM
분야에서만	분야/NNG+에서/JKB+만/JX
답을	답/NNG+을/JKO
찾지	찾/VV+지/EC
않습니다.	않/VX+습니다/EF+./SF


# id : NWRW1800000026.120.19.9
우리는 고객의 문제점이나 요구 사항을 먼저 기능(function)적 측면에서 다시 정의합니다.

우리는	우리/NP+는/JX
고객의	고객/NNG+의/JKG
문제점이나	문제점/NNG+이나/JC
요구	요구/NNG
사항을	사항/NNG+을/JKO
먼저	먼저/MAG
기능(function)적	기능/NNG+(/SS+function/SL+)/SS+적/NA
측면에서	측면/NNG+에서/JKB
다시	다시/MAG
정의합니다.	정의/NNG+하/XSV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.10
다시 말해 문제점을 해당 산업의 전문용어가 아니라 일반적인 용어로 일반화시키는 것이죠.

다시	다시/MAG
말해	말/NNG+하/XSV+아/EC
문제점을	문제점/NNG+을/JKO
해당	해당/NNG
산업의	산업/NNG+의/JKG
전문용어가	전문/NNG+용어/NNG+가/JKC
아니라	아니/VCN+라/EC
일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
용어로	용어/NNG+로/JKB
일반화시키는	일반/NNG+화/XSN+시키/XSV+는/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.19.11
이것이 가장 중요합니다.

이것이	이것/NP+이/JKS
가장	가장/MAG
중요합니다.	중요/NNG+하/XSA+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.12
그렇게 하고 나면 해결 방법을 여러 분야에서 찾을 수 있게 됩니다.

그렇게	그렇/VA+게/EC
하고	하/VV+고/EC
나면	나/VX+면/EC
해결	해결/NNG
방법을	방법/NNG+을/JKO
여러	여러/MMN
분야에서	분야/NNG+에서/JKB
찾을	찾/VV+을/ETM
수	수/NNB
있게	있/VA+게/EC
됩니다.	되/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.19.13
그리고 나서 우리는 그렇게 정의된 기능이 훨씬 중요한 분야와 여건이 어려운 가운데 그 문제를 해결한 분야를 찾아봅니다."

그리고	그리고/MAJ
나서	나/VX+아서/EC
우리는	우리/NP+는/JX
그렇게	그렇/VA+게/EC
정의된	정의/NNG+되/XSV+ㄴ/ETM
기능이	기능/NNG+이/JKS
훨씬	훨씬/MAG
중요한	중요/NNG+하/XSA+ㄴ/ETM
분야와	분야/NNG+와/JC
여건이	여건/NNG+이/JKS
어려운	어렵/VA+ㄴ/ETM
가운데	가운데/NNG
그	그/MMD
문제를	문제/NNG+를/JKO
해결한	해결/NNG+하/XSV+ㄴ/ETM
분야를	분야/NNG+를/JKO
찾아봅니다."	찾아보/VV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.20.1
―예를 들자면?

―예를	―/SS+예/NNG+를/JKO
들자면?	들/VV+자면/EC+?/SF


# id : NWRW1800000026.120.21.1
"일본에서 나온 '코 필터'란 제품이 있어요.

"일본에서	"/SS+일본/NNP+에서/JKB
나온	나오/VV+ㄴ/ETM
'코	'/SS+코/NNG
필터'란	필터/NNG+'/SS+이/VCP+란/ETM
제품이	제품/NNG+이/JKS
있어요.	있/VA+어요/EF+./SF


# id : NWRW1800000026.120.21.2
우리가 개발해준 것인데, 알레르기 비염이 있는 사람이 코에 끼는 장치입니다.

우리가	우리/NP+가/JKS
개발해준	개발/NNG+하/XSV+아/EC+주/VX+ㄴ/ETM
것인데,	것/NNB+이/VCP+ㄴ데/EC+,/SP
알레르기	알레르기/NNG
비염이	비염/NNG+이/JKS
있는	있/VA+는/ETM
사람이	사람/NNG+이/JKS
코에	코/NNG+에/JKB
끼는	끼/VV+는/ETM
장치입니다.	장치/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.21.3
비염이 있는 사람이 약을 먹을 수도 있지만, 부작용이 있어요.

비염이	비염/NNG+이/JKS
있는	있/VA+는/ETM
사람이	사람/NNG+이/JKS
약을	약/NNG+을/JKO
먹을	먹/VV+을/ETM
수도	수/NNB+도/JX
있지만,	있/VA+지만/EC+,/SP
부작용이	부작용/NNG+이/JKS
있어요.	있/VA+어요/EF+./SF


# id : NWRW1800000026.120.21.4
그래서 코에 필터를 끼는데 문제는 호흡이 어려워진다는 것입니다.

그래서	그래서/MAJ
코에	코/NNG+에/JKB
필터를	필터/NNG+를/JKO
끼는데	끼/VV+는데/EC
문제는	문제/NNG+는/JX
호흡이	호흡/NNG+이/JKS
어려워진다는	어렵/VA+어/EC+지/VX+ㄴ다는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.21.5
우리는 그 문제를 해결해야 했어요.

우리는	우리/NP+는/JX
그	그/MMD
문제를	문제/NNG+를/JKO
해결해야	해결/NNG+하/XSV+아야/EC
했어요.	하/VX+았/EP+어요/EF+./SF


# id : NWRW1800000026.120.22.1
문제를 일반화해 보면 결국 '공기에 포함된 입자를 걸러내는 것'이었어요.

문제를	문제/NNG+를/JKO
일반화해	일반/NNG+화/XSN+하/XSV+아/EC
보면	보/VX+면/EC
결국	결국/MAG
'공기에	'/SS+공기/NNG+에/JKB
포함된	포함/NNG+되/XSV+ㄴ/ETM
입자를	입자/NNG+를/JKO
걸러내는	거르/VV+어/EC+내/VX+는/ETM
것'이었어요.	것/NNB+'/SS+이/VCP+었/EP+어요/EF+./SF


# id : NWRW1800000026.120.22.2
우리는 자체 데이터베이스를 통해서 먼지 입자가 가장 치명적인 분야가 어디인지 찾아봤습니다.

우리는	우리/NP+는/JX
자체	자체/NNG
데이터베이스를	데이터베이스/NNG+를/JKO
통해서	통하/VV+아서/EC
먼지	먼지/NNG
입자가	입자/NNG+가/JKS
가장	가장/MAG
치명적인	치명/NNG+적/XSN+이/VCP+ㄴ/ETM
분야가	분야/NNG+가/JKS
어디인지	어디/NP+이/VCP+ㄴ지/EC
찾아봤습니다.	찾아보/VV+았/EP+습니다/EF+./SF


# id : NWRW1800000026.120.22.3
사람의 알레르기를 막기 위한 제품이라면 먼지 입자가 100~1000개 정도 있다고 해서 사람이 죽지는 않지요.

사람의	사람/NNG+의/JKG
알레르기를	알레르기/NNG+를/JKO
막기	막/VV+기/ETN
위한	위하/VV+ㄴ/ETM
제품이라면	제품/NNG+이/VCP+라면/EC
먼지	먼지/NNG
입자가	입자/NNG+가/JKS
100~1000개	100/SN+~/SO+1000/SN+개/NNB
정도	정도/NNG
있다고	있/VA+다고/EC
해서	하/VV+아서/EC
사람이	사람/NNG+이/JKS
죽지는	죽/VV+지/EC+는/JX
않지요.	않/VX+지요/EF+./SF


# id : NWRW1800000026.120.22.4
하지만 어떤 산업에서는 먼지 입자가 하나만 있어도 문제가 될 수 있어요.

하지만	하지만/MAJ
어떤	어떤/MMD
산업에서는	산업/NNG+에서/JKB+는/JX
먼지	먼지/NNG
입자가	입자/NNG+가/JKS
하나만	하나/NR+만/JX
있어도	있/VA+어도/EC
문제가	문제/NNG+가/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있어요.	있/VA+어요/EF+./SF


# id : NWRW1800000026.120.22.5
이를테면 반도체공장의 클린룸이 예가 되겠죠.

이를테면	이를테면/MAG
반도체공장의	반도체/NNG+공장/NNG+의/JKG
클린룸이	클린/NNG+룸/NNG+이/JKS
예가	예/NNG+가/JKC
되겠죠.	되/VV+겠/EP+죠/EF+./SF


# id : NWRW1800000026.120.22.6
그런데 그 노하우는 코에 적용하기엔 문제가 있었어요.

그런데	그런데/MAJ
그	그/MMD
노하우는	노하우/NNG+는/JX
코에	코/NNG+에/JKB
적용하기엔	적용/NNG+하/XSV+기/ETN+에/JKB+ㄴ/JX
문제가	문제/NNG+가/JKS
있었어요.	있/VA+었/EP+어요/EF+./SF


# id : NWRW1800000026.120.22.7
그래서 차선책으로 찾은 해답이 시멘트공장의 원심 분리를 통한 집진장치였습니다.

그래서	그래서/MAJ
차선책으로	차선책/NNG+으로/JKB
찾은	찾/VV+은/ETM
해답이	해답/NNG+이/JKS
시멘트공장의	시멘트/NNG+공장/NNG+의/JKG
원심	원심/NNG
분리를	분리/NNG+를/JKO
통한	통하/VV+ㄴ/ETM
집진장치였습니다.	집진/NNG+장치/NNG+이/VCP+었/EP+습니다/EF+./SF


# id : NWRW1800000026.120.22.8
시멘트 원료를 분쇄할 때 미세 먼지가 발생하는데, 오염을 막고 원료 손실을 줄이기 위해 그런 장치를 쓰고 있었습니다.

시멘트	시멘트/NNG
원료를	원료/NNG+를/JKO
분쇄할	분쇄/NNG+하/XSV+ㄹ/ETM
때	때/NNG
미세	미세/NNG
먼지가	먼지/NNG+가/JKS
발생하는데,	발생/NNG+하/XSV+는데/EC+,/SP
오염을	오염/NNG+을/JKO
막고	막/VV+고/EC
원료	원료/NNG
손실을	손실/NNG+을/JKO
줄이기	줄이/VV+기/ETN
위해	위하/VV+아/EC
그런	그런/MMD
장치를	장치/NNG+를/JKO
쓰고	쓰/VV+고/EC
있었습니다.	있/VX+었/EP+습니다/EF+./SF


# id : NWRW1800000026.120.22.9
이것을 응용한 것이 코 필터입니다."

이것을	이것/NP+을/JKO
응용한	응용/NNG+하/XSV+ㄴ/ETM
것이	것/NNB+이/JKS
코	코/NNG
필터입니다."	필터/NNG+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.23.1
이 같은 방식은 기존의 오픈 이노베이션으로는 어려운 일을 가능하게 해준다고 리트빈 박사는 설명했다.

이	이/NP
같은	같/VA+은/ETM
방식은	방식/NNG+은/JX
기존의	기존/NNG+의/JKG
오픈	오픈/NNG
이노베이션으로는	이노베이션/NNG+으로/JKB+는/JX
어려운	어렵/VA+ㄴ/ETM
일을	일/NNG+을/JKO
가능하게	가능/NNG+하/XSA+게/EC
해준다고	하/VX+아/EC+주/VX+ㄴ다고/EC
리트빈	리트빈/NNP
박사는	박사/NNG+는/JX
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.120.23.2
"예를 들어 일반적인 오픈 이노베이션, 즉 같은 산업 분야에서 해결책을 찾을 때는 반드시 경쟁자와 관련되기 마련입니다.

"예를	"/SS+예/NNG+를/JKO
들어	들/VV+어/EC
일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
오픈	오픈/NNG
이노베이션,	이노베이션/NNG+,/SP
즉	즉/MAG
같은	같/VA+은/ETM
산업	산업/NNG
분야에서	분야/NNG+에서/JKB
해결책을	해결책/NNG+을/JKO
찾을	찾/VV+을/ETM
때는	때/NNG+는/JX
반드시	반드시/MAG
경쟁자와	경쟁자/NNG+와/JKB
관련되기	관련/NNG+되/XSV+기/ETN
마련입니다.	마련/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.23.3
경쟁자라면 당연히 정보를 공유하려 하지 않겠죠.

경쟁자라면	경쟁자/NNG+이/VCP+라면/EC
당연히	당연히/MAG
정보를	정보/NNG+를/JKO
공유하려	공유/NNG+하/XSV+려/EC
하지	하/VX+지/EC
않겠죠.	않/VX+겠/EP+죠/EF+./SF


# id : NWRW1800000026.120.23.4
하지만 다른 분야라면 전혀 문제가 되지 않습니다.

하지만	하지만/MAJ
다른	다른/MMD
분야라면	분야/NNG+이/VCP+라면/EC
전혀	전혀/MAG
문제가	문제/NNG+가/JKC
되지	되/VV+지/EC
않습니다.	않/VX+습니다/EF+./SF


# id : NWRW1800000026.120.23.5
코 필터의 경우 의학 문제의 해결책을 시멘트산업에서 가져왔기에 아무 문제가 없었어요.

코	코/NNG
필터의	필터/NNG+의/JKG
경우	경우/NNG
의학	의학/NNG
문제의	문제/NNG+의/JKG
해결책을	해결책/NNG+을/JKO
시멘트산업에서	시멘트/NNG+산업/NNG+에서/JKB
가져왔기에	가져오/VV+았/EP+기에/EC
아무	아무/MMD
문제가	문제/NNG+가/JKS
없었어요.	없/VA+었/EP+어요/EF+./SF


# id : NWRW1800000026.120.23.6
경쟁자가 아니니까요.

경쟁자가	경쟁자/NNG+가/JKC
아니니까요.	아니/VCN+니까/EC+요/JX+./SF


# id : NWRW1800000026.120.23.7
결국 우리의 기능 위주 접근 방식은 비밀 유지의 장벽을 넘는 데 중요한 역할을 합니다."

결국	결국/MAG
우리의	우리/NP+의/JKG
기능	기능/NNG
위주	위주/NNG
접근	접근/NNG
방식은	방식/NNG+은/JX
비밀	비밀/NNG
유지의	유지/NNG+의/JKG
장벽을	장벽/NNG+을/JKO
넘는	넘/VV+는/ETM
데	데/NNB
중요한	중요/NNG+하/XSA+ㄴ/ETM
역할을	역할/NNG+을/JKO
합니다."	하/VV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.24.1
■8000명의 외부 전문가 풀 활용

■8000명의	■/SW+8000/SN+명/NNB+의/JKG
외부	외부/NNG
전문가	전문가/NNG
풀	풀/NNG
활용	활용/NNG


# id : NWRW1800000026.120.25.1
물론 일반적인 오픈 이노베이션이나 젠스리의 방식이나 모두 광범위한 외부 전문가 네트워크를 구성하고 관리해야 한다는 점에서는 비슷하다.

물론	물론/MAG
일반적인	일반/NNG+적/XSN+이/VCP+ㄴ/ETM
오픈	오픈/NNG
이노베이션이나	이노베이션/NNG+이나/JC
젠스리의	젠스리/NNP+의/JKG
방식이나	방식/NNG+이나/JC
모두	모두/MAG
광범위한	광범위/NNG+하/XSA+ㄴ/ETM
외부	외부/NNG
전문가	전문가/NNG
네트워크를	네트워크/NNG+를/JKO
구성하고	구성/NNG+하/XSV+고/EC
관리해야	관리/NNG+하/XSV+아야/EC
한다는	하/VX+ㄴ다는/ETM
점에서는	점/NNG+에서/JKB+는/JX
비슷하다.	비슷하/VA+다/EF+./SF


# id : NWRW1800000026.120.25.2
젠스리의 경우 전 세계 8000여명의 과학자를 거미줄처럼 연결한 '글로벌 지식 네트워크'를 운영하고 있다.

젠스리의	젠스리/NNP+의/JKG
경우	경우/NNG
전	전/MMN
세계	세계/NNG
