# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000028.284
metadata : {}


# id : NWRW1800000028.284.1.1
2. 반출 문화재의 보고 오구라 컬렉션 /도쿄에서 칩거중인 ‘한반도 명품 문화재’

2.	2/SN+./SF
올 초 오신 분은 컬렉션 전시장에 와서 ‘오구라 컬렉션이 무슨 뜻이냐’고 묻더군요, 일본 오쿠라 호텔에 있는 조선 석탑 컬렉션과 우리 관의 오구라 컬렉션이 같은 것이냐고 묻는 분도 계시고….”

올	올/NNG
초	초/NNB
오신	오/VV+시/EP+ㄴ/ETM
분은	분/NNB+은/JX
컬렉션	컬렉션/NNG
전시장에	전시장/NNG+에/JKB
와서	오/VV+아서/EC
‘오구라	‘/SS+오구라/NNP
컬렉션이	컬렉션/NNG+이/JKS
무슨	무슨/MMD
뜻이냐’고	뜻/NNG+이/VCP+냐/EF+’/SS+고/JKQ
묻더군요,	묻/VV+더군/EF+요/JX+,/SP
일본	일본/NNP
오쿠라	오쿠라/NNP
호텔에	호텔/NNG+에/JKB
있는	있/VA+는/ETM
조선	조선/NNP
석탑	석탑/NNG
컬렉션과	컬렉션/NNG+과/JC
우리	우리/NP
관의	관/NNG+의/JKG
오구라	오구라/NNP
같은	같/VA+은/ETM
것이냐고	것/NNB+이/VCP+냐고/EC
묻는	묻/VV+는/ETM
분도	분/NNB+도/JX
계시고….”	계시/VV+고/EC+…/SE+./SF+”/SS


# id : NWRW1800000028.284.9.1
낯이 붉어진 채 자리를 일어섰다.

낯이	낯/NNG+이/JKS
붉어진	붉어지/VV+ㄴ/ETM
채	채/NNB
자리를	자리/NNG+를/JKO
일어섰다.	일어서/VV+었/EP+다/EF+./SF


# id : NWRW1800000028.284.9.2
어느덧 폐관시간인 오후 5시.

어느덧	어느덧/MAG
폐관시간인	폐관/NNG+시간/NNG+이/VCP+ㄴ/ETM
오후	오후/NNG
5시.	5/SN+시/NNB+./SF


# id : NWRW1800000028.284.9.3
우리 명품들을 만난 반가움과 회한, 반출 문화재에 대한 한국과 일본의 시각차를 절감한 순간들이었다.

우리	우리/NP
명품들을	명품/NNG+들/XSN+을/JKO
만난	만나/VV+ㄴ/ETM
반가움과	반가움/NNG+과/JC
회한,	회한/NNG+,/SP
반출	반출/NNG
문화재에	문화재/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
한국과	한국/NNP+과/JC
일본의	일본/NNP+의/JKG
시각차를	시각차/NNG+를/JKO
절감한	절감/NNG+하/XSV+ㄴ/ETM
순간들이었다.	순간/NNG+들/XSN+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000028.284.9.4
인근의 우에노 공원 숲에는 여전히 시끄럽게 매미가 울고 있었다.

인근의	인근/NNG+의/JKG
우에노	우에노/NNP
공원	공원/NNG
숲에는	숲/NNG+에/JKB+는/JX
여전히	여전히/MAG
시끄럽게	시끄럽/VA+게/EC
매미가	매미/NNG+가/JKS
울고	울/VV+고/EC
있었다.	있/VX+었/EP+다/EF+./SF


