# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.219
metadata : {}


# id : NWRW1800000021.219.1.1
민노총, 2006년엔 “해고대란 온다” → 지금은 “대란 없다”

민노총,	민노총/NNP+,/SP
바꾼	바꾸/VV+ㄴ/ETM
덕이다.	덕/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.15.3
무기계약직은 임금은 정규직에 못 미치지만 해고요건과 복지혜택을 정규직과 비슷하게 조정한 것이고, 전환 정규직은 임금 외에 정년과 복지혜택을 정규직과 같은 수준으로 보장하는 고용형태다.

무기계약직은	무기/NNG+계약직/NNG+은/JX
임금은	임금/NNG+은/JX
정규직에	정규직/NNG+에/JKB
못	못/MAG
미치지만	미치/VV+지만/EC
해고요건과	해고/NNG+요건/NNG+과/JC
복지혜택을	복지/NNG+혜택/NNG+을/JKO
정규직과	정규직/NNG+과/JKB
비슷하게	비슷하/VA+게/EC
조정한	조정/NNG+하/XSV+ㄴ/ETM
것이고,	것/NNB+이/VCP+고/EC+,/SP
전환	전환/NNG
정규직은	정규직/NNG+은/JX
임금	임금/NNG
외에	외/NNB+에/JKB
정년과	정년/NNG+과/JC
같은	같/VA+은/ETM
수준으로	수준/NNG+으로/JKB
보장하는	보장/NNG+하/XSV+는/ETM
고용형태다.	고용/NNG+형태/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.16.1
○ 생활 안정에 만족

○	○/SW
생활	생활/NNG
안정에	안정/NNG+에/JKB
만족	만족/NNG


# id : NWRW1800000021.219.17.1
대다수 시중은행은 비정규직의 2년 계약이 만료되는 시점에 무기계약직으로 바꾸는 방법으로 비정규직 문제를 해결하고 있다.

대다수	대/XPN+다수/NNG
시중은행은	시중/NNG+은행/NNG+은/JX
비정규직의	비/XPN+정규직/NNG+의/JKG
2년	2/SN+년/NNB
계약이	계약/NNG+이/JKS
만료되는	만료/NNG+되/XSV+는/ETM
시점에	시점/NNG+에/JKB
무기계약직으로	무기/NNG+계약직/NNG+으로/JKB
바꾸는	바꾸/VV+는/ETM
방법으로	방법/NNG+으로/JKB
비정규직	비/XPN+정규직/NNG
문제를	문제/NNG+를/JKO
해결하고	해결/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000021.219.17.2
2007년 이후 지금까지 은행권 전체 비정규직 인력의 3분의 2 정도가 무기계약직으로 바뀌었다.

2007년	2007/SN+년/NNB
이후	이후/NNG
지금까지	지금/NNG+까지/JX
은행권	은행/NNG+권/XSN
전체	전체/NNG
비정규직	비/XPN+정규직/NNG
인력의	인력/NNG+의/JKG
3분의	3/SN+분/XSN+의/JKG
2	2/SN
정도가	정도/NNG+가/JKS
무기계약직으로	무기/NNG+계약직/NNG+으로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.219.17.3
나머지 비정규직 직원도 근무 연차가 2년이 될 때마다 같은 방식으로 전환될 예정이다.

나머지	나머지/NNG
비정규직	비/XPN+정규직/NNG
직원도	직원/NNG+도/JX
근무	근무/NNG
연차가	연차/NNG+가/JKS
2년이	2/SN+년/NNB+이/JKC
될	되/VV+ㄹ/ETM
때마다	때/NNG+마다/JX
같은	같/VA+은/ETM
방식으로	방식/NNG+으로/JKB
전환될	전환/NNG+되/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.18.1
이렇게 고용 형태가 바뀐 은행원들은 무엇보다 생활이 안정됐다는 점에 만족한다.

이렇게	이렇/VA+게/EC
고용	고용/NNG
형태가	형태/NNG+가/JKS
바뀐	바뀌/VV+ㄴ/ETM
은행원들은	은행원/NNG+들/XSN+은/JX
무엇보다	무엇/NP+보다/JKB
생활이	생활/NNG+이/JKS
안정됐다는	안정/NNG+되/XSV+었/EP+다는/ETM
점에	점/NNG+에/JKB
만족한다.	만족/NNG+하/XSA+ㄴ다/EF+./SF


# id : NWRW1800000021.219.18.2
국민은행에서 일반사무직으로 근무하는 하모 주임(29·여)은 “1년마다 계약을 갱신하면서 ‘평가결과가 나빠 잘리면 어떡하나’ 하는 생각에 조마조마했는데 이젠 마음 편하게 일할 수 있다”고 말했다.

국민은행에서	국민은행/NNP+에서/JKB
일반사무직으로	일반/NNG+사무직/NNG+으로/JKB
근무하는	근무/NNG+하/XSV+는/ETM
하모	하/NNP+모/NP
주임(29·여)은	주임/NNG+(/SS+29/SN+·/SP+여/NNG+)/SS+은/JX
“1년마다	“/SS+1/SN+년/NNB+마다/JX
계약을	계약/NNG+을/JKO
갱신하면서	갱신/NNG+하/XSV+면서/EC
‘평가결과가	‘/SS+평가/NNG+결과/NNG+가/JKS
나빠	나쁘/VA+아/EC
잘리면	잘리/VV+면/EC
어떡하나’	어떡하/VV+나/EC+’/SS
하는	하/VV+는/ETM
생각에	생각/NNG+에/JKB
조마조마했는데	조마조마/MAG+하/XSA+았/EP+는데/EC
이젠	이제/NNG+ㄴ/JX
마음	마음/NNG
편하게	편하/VA+게/EC
일할	일/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.19.1
2000년부터 7년간 비정규직으로 일하다 재작년 11월에 ‘전환 정규직’으로 바뀐 우리은행의 정모 대리(37·여)도 비슷한 생각이다.

2000년부터	2000/SN+년/NNB+부터/JX
7년간	7/SN+년/NNB+간/XSN
비정규직으로	비/XPN+정규직/NNG+으로/JKB
일하다	일/NNG+하/XSV+다/EC
재작년	재/XPN+작년/NNG
11월에	11/SN+월/NNB+에/JKB
‘전환	‘/SS+전환/NNG
정규직’으로	정규직/NNG+’/SS+으로/JKB
바뀐	바뀌/VV+ㄴ/ETM
우리은행의	우리은행/NNP+의/JKG
정모	정/NNP+모/NP
대리(37·여)도	대리/NNG+(/SS+37/SN+·/SP+여/NNG+)/SS+도/JX
비슷한	비슷하/VA+ㄴ/ETM
생각이다.	생각/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.19.2
일각에선 ‘반쪽짜리 정규직’이라는 비아냥거림도 나오지만 정 대리는 “정규직이 됐다는 말을 듣고 깡충깡충 뛰며 좋아하던 딸의 모습이 지금도 눈에 선하다”고 말했다.

일각에선	일각/NNG+에서/JKB+ㄴ/JX
‘반쪽짜리	‘/SS+반쪽/NNG+짜리/XSN
정규직’이라는	정규직/NNG+’/SS+이/VCP+라는/ETM
비아냥거림도	비아냥거리/VV+ㅁ/ETN+도/JX
나오지만	나오/VV+지만/EC
정	정/NNP
대리는	대리/NNG+는/JX
“정규직이	“/SS+정규직/NNG+이/JKC
됐다는	되/VV+었/EP+다는/ETM
말을	말/NNG+을/JKO
듣고	듣/VV+고/EC
깡충깡충	깡충깡충/MAG
뛰며	뛰/VV+며/EC
좋아하던	좋아하/VV+던/ETM
딸의	딸/NNG+의/JKG
모습이	모습/NNG+이/JKS
지금도	지금/NNG+도/JX
눈에	눈/NNG+에/JKB
선하다”고	선하/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.19.3
정기 건강검진을 받거나 휴가철 회사 콘도를 신청할 때면 ‘내가 우리은행 직원이구나’ 하는 소속감에 뿌듯해진다고 한다.

정기	정기/NNG
건강검진을	건강/NNG+검진/NNG+을/JKO
받거나	받/VV+거나/EC
휴가철	휴가철/NNG
회사	회사/NNG
콘도를	콘도/NNG+를/JKO
신청할	신청/NNG+하/XSV+ㄹ/ETM
때면	때/NNG+이/VCP+면/EC
‘내가	‘/SS+내/NP+가/JKS
우리은행	우리은행/NNP
직원이구나’	직원/NNG+이/VCP+구나/EF+’/SS
하는	하/VV+는/ETM
소속감에	소속감/NNG+에/JKB
뿌듯해진다고	뿌듯하/VA+아/EC+지/VX+ㄴ다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000021.219.20.1
○ “내 회사라는 느낌에 일할 맛 나”

○	○/SW
“내	“/SS+나/NP+의/JKG
회사라는	회사/NNG+이/VCP+라는/ETM
느낌에	느낌/NNG+에/JKB
일할	일/NNG+하/XSV+ㄹ/ETM
맛	맛/NNG
나”	나/VV+아/EF+”/SS


# id : NWRW1800000021.219.21.1
한 시중은행의 경기 고양시 영업점에서 무기계약직으로 일하는 김모 씨(35)는 최근 2개월 동안 주택종합청약통장 가입자를 150명 가까이 모집했다.

한	한/MMN
시중은행의	시중/NNG+은행/NNG+의/JKG
경기	경기/NNP
고양시	고양시/NNP
영업점에서	영업점/NNG+에서/JKB
무기계약직으로	무기/NNG+계약직/NNG+으로/JKB
일하는	일/NNG+하/XSV+는/ETM
김모	김/NNP+모/NP
씨(35)는	씨/NNB+(/SS+35/SN+)/SS+는/JX
최근	최근/NNG
2개월	2/SN+개월/NNB
동안	동안/NNG
주택종합청약통장	주택/NNG+종합/NNG+청약/NNG+통장/NNG
가입자를	가입자/NNG+를/JKO
150명	150/SN+명/NNB
가까이	가까이/MAG
모집했다.	모집/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.21.2
고객뿐 아니라 부모, 친척, 전 직장 동료, 학교 동창 등에게 애걸하다시피 부탁한 결과물이다.

고객뿐	고객/NNG+뿐/JX
아니라	아니/VCN+라/EC
부모,	부모/NNG+,/SP
친척,	친척/NNG+,/SP
전	전/MMD
직장	직장/NNG
동료,	동료/NNG+,/SP
학교	학교/NNG
동창	동창/NNG
등에게	등/NNB+에게/JKB
애걸하다시피	애걸/NNG+하/XSV+다시피/EC
부탁한	부탁/NNG+하/XSV+ㄴ/ETM
결과물이다.	결과물/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.21.3
김 씨가 일반계약직이던 2000년대 초반에도 청약통장 가입자 유치 경쟁이 치열했지만 그때는 이만큼 열성적이지 않았다.

김	김/NNP
씨가	씨/NNB+가/JKS
일반계약직이던	일반/NNG+계약직/NNG+이/VCP+던/ETM
2000년대	2000/SN+년대/NNB
초반에도	초반/NNG+에/JKB+도/JX
청약통장	청약/NNG+통장/NNG
가입자	가입자/NNG
유치	유치/NNG
경쟁이	경쟁/NNG+이/JKS
치열했지만	치열/NNG+하/XSA+았/EP+지만/EC
그때는	그때/NNG+는/JX
이만큼	이만큼/MAG
열성적이지	열성/NNG+적/XSN+이/VCP+지/EC
않았다.	않/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.219.21.4
김 씨는 “내 회사라는 생각으로 신나게 모집한 것 같다”고 말했다.

김	김/NNP
씨는	씨/NNB+는/JX
“내	“/SS+나/NP+의/JKG
회사라는	회사/NNG+이/VCP+라는/ETM
생각으로	생각/NNG+으로/JKB
신나게	신나/VV+게/EC
모집한	모집/NNG+하/XSV+ㄴ/ETM
것	것/NNB
같다”고	같/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.22.1
신한은행 김포공항지점 창구에서 근무하는 차태경 주임(25·여)은 작년 3월 계약직으로 들어왔다가 지난달 무기계약직으로 바뀌었다.

신한은행	신한은행/NNP
김포공항지점	김포공항/NNP+지점/NNG
창구에서	창구/NNG+에서/JKB
근무하는	근무/NNG+하/XSV+는/ETM
차태경	차태경/NNP
주임(25·여)은	주임/NNG+(/SS+25/SN+·/SP+여/NNG+)/SS+은/JX
작년	작년/NNG
3월	3/SN+월/NNB
계약직으로	계약직/NNG+으로/JKB
들어왔다가	들어오/VV+았/EP+다가/EC
지난달	지난달/NNG
무기계약직으로	무기/NNG+계약직/NNG+으로/JKB
바뀌었다.	바뀌/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.219.22.2
근속연수가 2년이 채 안 됐지만 일처리가 깔끔하다는 평가를 받아 조기 전환된 사례다.

근속연수가	근속/NNG+연수/NNG+가/JKS
2년이	2/SN+년/NNB+이/JKS
채	채/MAG
안	안/MAG
됐지만	되/VV+었/EP+지만/EC
일처리가	일/NNG+처리/NNG+가/JKS
깔끔하다는	깔끔/NNG+하/XSA+다는/ETM
평가를	평가/NNG+를/JKO
받아	받/VV+아/EC
조기	조기/NNG
전환된	전환/NNG+되/XSV+ㄴ/ETM
사례다.	사례/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.22.3
차 주임은 “출산휴가나 자녀 학자금도 정규직과 똑같이 쓸 수 있게 됐다”며 기뻐했다.

차	차/NNP
주임은	주임/NNG+은/JX
“출산휴가나	“/SS+출산/NNG+휴가/NNG+나/JC
자녀	자녀/NNG
학자금도	학자금/NNG+도/JX
정규직과	정규직/NNG+과/JKB
똑같이	똑같이/MAG
쓸	쓰/VV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다”며	되/VV+었/EP+다/EF+”/SS+며/EC
기뻐했다.	기뻐하/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.22.4
그래도 정규직에 대한 미련은 남는 듯 “10월 정규직 전환 시험에 도전할 계획”이라고 말했다.

그래도	그래도/MAJ
정규직에	정규직/NNG+에/JKB
대한	대하/VV+ㄴ/ETM
미련은	미련/NNG+은/JX
남는	남/VV+는/ETM
듯	듯/NNB
“10월	“/SS+10/SN+월/NNB
정규직	정규직/NNG
전환	전환/NNG
시험에	시험/NNG+에/JKB
도전할	도전/NNG+하/XSV+ㄹ/ETM
계획”이라고	계획/NNG+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.23.1
김태기 단국대 경제학과 교수는 “고용보장이 된다는 점에서 비정규직을 완전 정규직이 아닌 무기계약직으로만 바꿔도 당사자에게는 큰 도움이 될 수 있다”며 “기업으로서도 정규직으로 전환하는 것보다 고용 조정 비용이 훨씬 적게 든다는 이점이 있다”고 말했다.

김태기	김태기/NNP
단국대	단국대/NNP
경제학과	경제학과/NNG
교수는	교수/NNG+는/JX
“고용보장이	“/SS+고용/NNG+보장/NNG+이/JKC
된다는	되/VV+ㄴ다는/ETM
점에서	점/NNG+에서/JKB
비정규직을	비/XPN+정규직/NNG+을/JKO
완전	완전/NNG
정규직이	정규직/NNG+이/JKC
아닌	아니/VCN+ㄴ/ETM
무기계약직으로만	무기/NNG+계약직/NNG+으로/JKB+만/JX
바꿔도	바꾸/VV+어도/EC
당사자에게는	당사자/NNG+에게/JKB+는/JX
큰	크/VA+ㄴ/ETM
도움이	도움/NNG+이/JKC
될	되/VV+ㄹ/ETM
수	수/NNB
있다”며	있/VA+다/EF+”/SS+며/EC
“기업으로서도	“/SS+기업/NNG+으로서/JKB+도/JX
정규직으로	정규직/NNG+으로/JKB
전환하는	전환/NNG+하/XSV+는/ETM
것보다	것/NNB+보다/JKB
고용	고용/NNG
조정	조정/NNG
비용이	비용/NNG+이/JKS
훨씬	훨씬/MAG
적게	적/VA+게/EC
든다는	들/VV+ㄴ다는/ETM
이점이	이점/NNG+이/JKS
있다”고	있/VA+다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.24.1
■노동부 ‘비정규직법 오해’ 조목조목 반박

■노동부	■/SW+노동부/NNG
‘비정규직법	‘/SS+비/XPN+정규직/NNG+법/NNG
오해’	오해/NNG+’/SS
조목조목	조목조목/MAG
반박	반박/NNG


# id : NWRW1800000021.219.25.1
Q: 비정규직은 실업급여 못받는다?

Q:	Q/SL+:/SP
비정규직은	비/XPN+정규직/NNG+은/JX
실업급여	실업/NNG+급여/NNG
못받는다?	못/MAG+받/VV+는다/EF+?/SF


# id : NWRW1800000021.219.26.1
A: 월급명세서만 있으면 수령 가능

A:	A/SL+:/SP
월급명세서만	월급/NNG+명세서/NNG+만/JX
있으면	있/VA+으면/EC
수령	수령/NNG
가능	가능/NNG


# id : NWRW1800000021.219.27.1
노동부가 6일 ‘기간제 및 단시간 근로자 보호 등에 관한 법률’(비정규직법)과 관련한 정부 정책에 오해와 억측이 난무한다며 ‘비정규직법, 오해와 진실’이라는 제목의 정책해명 자료를 냈다.

노동부가	노동부/NNG+가/JKS
6일	6/SN+일/NNB
‘기간제	‘/SS+기간/NNG+제/XSN
및	및/MAG
단시간	단시간/NNG
근로자	근로자/NNG
보호	보호/NNG
등에	등/NNB+에/JKB
관한	관하/VV+ㄴ/ETM
법률’(비정규직법)과	법률/NNG+’/SS+(/SS+비/XPN+정규직/NNG+법/NNG+)/SS+과/JKB
관련한	관련/NNG+하/XSV+ㄴ/ETM
정부	정부/NNG
정책에	정책/NNG+에/JKB
오해와	오해/NNG+와/JC
억측이	억측/NNG+이/JKS
난무한다며	난무/NNG+하/XSV+ㄴ다며/EC
‘비정규직법,	‘/SS+비/XPN+정규직/NNG+법/NNG+,/SP
진실’이라는	진실/NNG+’/SS+이/VCP+라는/ETM
제목의	제목/NNG+의/JKG
정책해명	정책/NNG+해명/NNG
자료를	자료/NNG+를/JKO
냈다.	내/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.219.27.2
노동부는 이 해명자료를 통해 정부 책임론을 반박하고 ‘공기업을 통한 기획 해고’ 주장 등을 일축했다.

노동부는	노동부/NNG+는/JX
이	이/MMD
해명자료를	해명/NNG+자료/NNG+를/JKO
통해	통하/VV+아/EC
정부	정부/NNG
책임론을	책임/NNG+론/XSN+을/JKO
반박하고	반박/NNG+하/XSV+고/EC
‘공기업을	‘/SS+공기업/NNG+을/JKO
통한	통하/VV+ㄴ/ETM
기획	기획/NNG
해고’	해고/NNG+’/SS
주장	주장/NNG
등을	등/NNB+을/JKO
일축했다.	일축/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.28.1
○ 기간제법은 정규직 전환법 아니다

○	○/SW
기간제법은	기간/NNG+제/XSN+법/NNG+은/JX
정규직	정규직/NNG
전환법	전환/NNG+법/NNG
아니다	아니/VCN+다/EF


# id : NWRW1800000021.219.29.1
노동부가 법을 개정해서 정규직이 될 기회를 박탈한다는 지적에 대해 “비정규직을 2년 사용하면 기업에 반드시 정규직으로 전환하라고 강제할 근거가 전혀 없다.

노동부가	노동부/NNG+가/JKS
법을	법/NNG+을/JKO
개정해서	개정/NNG+하/XSV+아서/EC
정규직이	정규직/NNG+이/JKC
될	되/VV+ㄹ/ETM
기회를	기회/NNG+를/JKO
박탈한다는	박탈/NNG+하/XSV+ㄴ다는/ETM
지적에	지적/NNG+에/JKB
대해	대하/VV+아/EC
“비정규직을	“/SS+비/XPN+정규직/NNG+을/JKO
2년	2/SN+년/NNB
사용하면	사용/NNG+하/XSV+면/EC
기업에	기업/NNG+에/JKB
반드시	반드시/MAG
정규직으로	정규직/NNG+으로/JKB
전환하라고	전환/NNG+하/XSV+라고/EC
강제할	강제/NNG+하/XSV+ㄹ/ETM
근거가	근거/NNG+가/JKS
전혀	전혀/MAG
없다.	없/VA+다/EF+./SF


# id : NWRW1800000021.219.29.2
비정규직을 정규직으로 전환하기보다는 내보내겠다는 기업이 압도적 다수”라고 설명했다.

비정규직을	비/XPN+정규직/NNG+을/JKO
정규직으로	정규직/NNG+으로/JKB
전환하기보다는	전환/NNG+하/XSV+기/ETN+보다/JKB+는/JX
내보내겠다는	내보내/VV+겠/EP+다는/ETM
기업이	기업/NNG+이/JKS
압도적	압도/NNG+적/XSN
다수”라고	다수/NNG+”/SS+라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.30.1
○ 공공부문에서 ‘기획해고’ 없다

○	○/SW
공공부문에서	공공/NNG+부문/NNG+에서/JKB
‘기획해고’	‘/SS+기획/NNG+해고/NNG+’/SS
없다	없/VA+다/EF


# id : NWRW1800000021.219.31.1
공공부문이 앞장서서 비정규직을 해고한다는 주장에 대해서는 ‘정부가 할 만큼 했다’고 반박했다.

공공부문이	공공/NNG+부문/NNG+이/JKS
앞장서서	앞장서/VV+어서/EC
비정규직을	비/XPN+정규직/NNG+을/JKO
해고한다는	해고/NNG+하/XSV+ㄴ다는/ETM
주장에	주장/NNG+에/JKB
대해서는	대하/VV+아서/EC+는/JX
‘정부가	‘/SS+정부/NNG+가/JKS
할	하/VV+ㄹ/ETM
만큼	만큼/NNB
했다’고	하/VV+았/EP+다/EF+’/SS+고/JKQ
반박했다.	반박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.31.2
노동부는 “공공부문은 2007년 5월과 지난해 6월 두 차례에 걸쳐 상시적이고 지속적인 업무에 종사하는 근로자 8만3990명을 정규직으로 전환했다”며 “현재는 민간기업과 같이 법에 따라 각 공공기관이 자율적으로 정규직 전환 여부를 결정한다”고 말했다.

노동부는	노동부/NNG+는/JX
“공공부문은	“/SS+공공/NNG+부문/NNG+은/JX
2007년	2007/SN+년/NNB
5월과	5/SN+월/NNB+과/JC
지난해	지난해/NNG
6월	6/SN+월/NNB
두	두/MMN
차례에	차례/NNG+에/JKB
걸쳐	걸치/VV+어/EC
상시적이고	상시/NNG+적/XSN+이/VCP+고/EC
지속적인	지속/NNG+적/XSN+이/VCP+ㄴ/ETM
업무에	업무/NNG+에/JKB
종사하는	종사/NNG+하/XSV+는/ETM
근로자	근로자/NNG
8만3990명을	8/SN+만/NR+3990/SN+명/NNB+을/JKO
정규직으로	정규직/NNG+으로/JKB
전환했다”며	전환/NNG+하/XSV+았/EP+다/EF+”/SS+며/EC
“현재는	“/SS+현재/NNG+는/JX
민간기업과	민간/NNG+기업/NNG+과/JKB
같이	같이/MAG
법에	법/NNG+에/JKB
따라	따르/VV+아/EC
각	각/MMD
공공기관이	공공/NNG+기관/NNG+이/JKS
자율적으로	자율/NNG+적/XSN+으로/JKB
정규직	정규직/NNG
전환	전환/NNG
여부를	여부/NNG+를/JKO
결정한다”고	결정/NNG+하/XSV+ㄴ다/EF+”/SS+고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.32.1
○ 기간제 실업급여 거의 다 받는다

○	○/SW
기간제	기간/NNG+제/XSN
실업급여	실업/NNG+급여/NNG
거의	거의/MAG
다	다/MAG
받는다	받/VV+는다/EF


# id : NWRW1800000021.219.33.1
비정규직은 고용보험 가입률이 낮고 실업급여도 받지 못한다는 주장도 사실과 다르다고 반박했다.

비정규직은	비/XPN+정규직/NNG+은/JX
고용보험	고용/NNG+보험/NNG
가입률이	가입/NNG+률/XSN+이/JKS
낮고	낮/VA+고/EC
실업급여도	실업/NNG+급여/NNG+도/JX
받지	받/VV+지/EC
못한다는	못하/VX+ㄴ다는/ETM
주장도	주장/NNG+도/JX
사실과	사실/NNG+과/JKB
다르다고	다르/VA+다고/EC
반박했다.	반박/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.219.33.2
법 적용 대상인 5인 이상 사업장에서 2년 이상 근속한 기간제 근로자의 고용보험 가입률은 85%에 이른다는 것.

법	법/NNG
적용	적용/NNG
대상인	대상/NNG+이/VCP+ㄴ/ETM
5인	5/SN+인/NNG
이상	이상/NNG
사업장에서	사업장/NNG+에서/JKB
2년	2/SN+년/NNB
근속한	근속/NNG+하/XSV+ㄴ/ETM
기간제	기간/NNG+제/XSN
근로자의	근로자/NNG+의/JKG
고용보험	고용/NNG+보험/NNG
가입률은	가입/NNG+률/XSN+은/JX
85%에	85/SN+%/SW+에/JKB
이른다는	이르/VV+ㄴ다는/ETM
것.	것/NNB+./SF


# id : NWRW1800000021.219.33.3
다만 시간제(7.3%), 가내(4.5%), 특수형태(7.8%), 일일근로자(3.0%) 등의 가입률이 매우 낮아 전체 평균(39.1%)이 떨어진다는 주장이다.

다만	다만/MAG
시간제(7.3%),	시간/NNG+제/XSN+(/SS+7/SN+./SP+3/SN+%/SW+)/SS+,/SP
가내(4.5%),	가내/NNG+(/SS+4/SN+./SP+5/SN+%/SW+)/SS+,/SP
특수형태(7.8%),	특수/NNG+형태/NNG+(/SS+7/SN+./SP+8/SN+%/SW+)/SS+,/SP
일일근로자(3.0%)	일일/NNG+근로자/NNG+(/SS+3/SN+./SP+0/SN+%/SW+)/SS
등의	등/NNB+의/JKG
가입률이	가입/NNG+률/XSN+이/JKS
매우	매우/MAG
낮아	낮/VA+아/EC
전체	전체/NNG
평균(39.1%)이	평균/NNG+(/SS+39/SN+./SP+1/SN+%/SW+)/SS+이/JKS
떨어진다는	떨어지/VV+ㄴ다는/ETM
주장이다.	주장/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.219.33.4
노동부는 “고용보험에 가입돼 있지 않았던 경우라도 월급명세서 등으로 근무실적만 입증하면 실업급여를 받을 수 있다”고 밝혔다.

노동부는	노동부/NNG+는/JX
“고용보험에	“/SS+고용/NNG+보험/NNG+에/JKB
가입돼	가입/NNG+되/XSV+어/EC
있지	있/VX+지/EC
않았던	않/VX+았/EP+던/ETM
경우라도	경우/NNG+이/VCP+라도/EC
월급명세서	월급/NNG+명세서/NNG
등으로	등/NNB+으로/JKB
근무실적만	근무/NNG+실적/NNG+만/JX
입증하면	입증/NNG+하/XSV+면/EC
실업급여를	실업/NNG+급여/NNG+를/JKO
받을	받/VV+을/ETM
수	수/NNB
있다”고	있/VA+다/EF+”/SS+고/JKQ
밝혔다.	밝히/VV+었/EP+다/EF+./SF


