# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.406
metadata : {}


# id : NWRW1800000026.406.1.1
[더 나은 미래] '착한카드'로기부할 수 있는비영리단체어디 어디 있나?

[더	[/SS+더/MAG
# id : NWRW1800000026.406.17.4
1993년까지 한국 어린이 10만명을 돕고 한국에서 철수했다.

1993년까지	1993/SN+년/NNB+까지/JX
한국	한국/NNP
어린이	어린이/NNG
10만명을	10/SN+만/NR+명/NNB+을/JKO
돕고	돕/VV+고/EC
한국에서	한국/NNP+에서/JKB
철수했다.	철수/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.18.1
한국컴패션은 2003년 컴패션의 10번째 후원국으로 등록해, 창립 7년 만에 전 세계 26개국 8만1000명의 어린이를 후원하게 됐다.

한국컴패션은	한국컴패션/NNP+은/JX
2003년	2003/SN+년/NNB
컴패션의	컴패션/NNP+의/JKG
10번째	10/SN+번/NNB+째/XSN
후원국으로	후원국/NNG+으로/JKB
등록해,	등록/NNG+하/XSV+아/EC+,/SP
창립	창립/NNG
7년	7/SN+년/NNB
만에	만/NNB+에/JKB
전	전/MMN
세계	세계/NNG
26개국	26/SN+개국/NNB
8만1000명의	8/SN+만/NR+1000/SN+명/NNB+의/JKG
어린이를	어린이/NNG+를/JKO
후원하게	후원/NNG+하/XSV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000026.406.18.2
현재 한국컴패션은 11개 후원국 가운데 결연 어린이 수 3위를 기록하고 있다.

현재	현재/MAG
한국컴패션은	한국컴패션/NNP+은/JX
11개	11/SN+개/NNB
후원국	후원국/NNG
가운데	가운데/NNG
결연	결연/NNG
어린이	어린이/NNG
수	수/NNG
3위를	3/SN+위/NNB+를/JKO
기록하고	기록/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.19.1
‘착한카드 캠페인’에서 한국컴패션을 ‘지정기부처’로 선택하면 해외 어린이들의 양육 및 교육을 지원할 수 있다.

‘착한카드	‘/SS+착하/VA+ㄴ/ETM+카드/NNG
캠페인’에서	캠페인/NNG+’/SS+에서/JKB
한국컴패션을	한국컴패션/NNP+을/JKO
‘지정기부처’로	‘/SS+지정/NNG+기부처/NNG+’/SS+로/JKB
선택하면	선택/NNG+하/XSV+면/EC
해외	해외/NNG
어린이들의	어린이/NNG+들/XSN+의/JKG
양육	양육/NNG
및	및/MAG
교육을	교육/NNG+을/JKO
지원할	지원/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있다.	있/VA+다/EF+./SF


# id : NWRW1800000026.406.19.2
볼리비아·스리랑카·아이티 등 태아·영아 사망률이 높은 15개 수혜국에 거주하는 3세 미만의 유아나 산모의 생존을 위한 프로그램, 어린이들이 안정적으로 양육될 수 있도록 하는 환경 개선 프로그램 등을 지원할 계획이다.

볼리비아·스리랑카·아이티	볼리비아/NNP+·/SP+스리랑카/NNP+·/SP+아이티/NNP
등	등/NNB
태아·영아	태아/NNG+·/SP+영아/NNG
사망률이	사망/NNG+률/XSN+이/JKS
높은	높/VA+은/ETM
15개	15/SN+개/NNB
수혜국에	수혜국/NNG+에/JKB
거주하는	거주/NNG+하/XSV+는/ETM
3세	3/SN+세/NNB
미만의	미만/NNG+의/JKG
유아나	유아/NNG+나/JC
산모의	산모/NNG+의/JKG
생존을	생존/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
프로그램,	프로그램/NNG+,/SP
어린이들이	어린이/NNG+들/XSN+이/JKS
안정적으로	안정/NNG+적/XSN+으로/JKB
양육될	양육/NNG+되/XSV+ㄹ/ETM
수	수/NNB
있도록	있/VA+도록/EC
하는	하/VX+는/ETM
환경	환경/NNG
개선	개선/NNG
프로그램	프로그램/NNG
등을	등/NNB+을/JKO
지원할	지원/NNG+하/XSV+ㄹ/ETM
계획이다.	계획/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.19.3
문의 02)3668-3400

문의	문의/NNG
02)3668-3400	02/SN+)/SS+3668/SN+-/SO+3400/SN


# id : NWRW1800000026.406.20.1
다문화가정이 웃을 수 있도록

다문화가정이	다문화/NNG+가정/NNG+이/JKS
웃을	웃/VV+을/ETM
수	수/NNB
있도록	있/VA+도록/EC


# id : NWRW1800000026.406.21.1
(재)바보의나눔은 ‘김수환 추기경’ 선종 1주년을 맞아 김 추기경이 생전에 실천했던 나눔과 사랑의 정신을 계승하기 위해 만들어졌다.

(재)바보의나눔은	(/SS+재/NNG+)/SS+바보의나눔/NNP+은/JX
‘김수환	‘/SS+김수환/NNP
추기경’	추기경/NNG+’/SS
선종	선종/NNG
1주년을	1/SN+주년/NNB+을/JKO
맞아	맞/VV+아/EC
김	김/NNP
추기경이	추기경/NNG+이/JKS
생전에	생전/NNG+에/JKB
실천했던	실천/NNG+하/XSV+았/EP+던/ETM
나눔과	나누/VV+ㅁ/ETN+과/JC
사랑의	사랑/NNG+의/JKG
정신을	정신/NNG+을/JKO
계승하기	계승/NNG+하/XSV+기/ETN
위해	위하/VV+아/EC
만들어졌다.	만들/VV+어/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000026.406.21.2
바보의나눔 이사장직을 맡고 있는 염수정 주교는 “김수환 추기경님께서는 사회의 불의 앞에서는 엄하셨지만, 가난하고 힘없는 이들에게는 너무나 다정다감하고 자애로운 분이셨다”며 “바보의나눔은 추기경님의 따뜻한 사랑을 그리워하고 그 빈자리를 아쉬워하는 사람들을 위해 탄생했다”라고 설명했다.

바보의나눔	바보의나눔/NNP
이사장직을	이사장/NNG+직/NNG+을/JKO
맡고	맡/VV+고/EC
있는	있/VX+는/ETM
염수정	염수정/NNP
주교는	주교/NNG+는/JX
“김수환	“/SS+김수환/NNP
추기경님께서는	추기경/NNG+님/XSN+께서/JKS+는/JX
사회의	사회/NNG+의/JKG
불의	불의/NNG
앞에서는	앞/NNG+에서/JKB+는/JX
엄하셨지만,	엄하/VA+시/EP+었/EP+지만/EC+,/SP
가난하고	가난/NNG+하/XSA+고/EC
힘없는	힘없/VA+는/ETM
이들에게는	이/NNB+들/XSN+에게/JKB+는/JX
너무나	너무나/MAG
다정다감하고	다정다감/NNG+하/XSA+고/EC
자애로운	자애/NNG+롭/XSA+ㄴ/ETM
분이셨다”며	분/NNB+이/VCP+시/EP+었/EP+다/EF+”/SS+며/EC
“바보의나눔은	“/SS+바보의나눔/NNP+은/JX
추기경님의	추기경/NNG+님/XSN+의/JKG
따뜻한	따뜻하/VA+ㄴ/ETM
사랑을	사랑/NNG+을/JKO
그리워하고	그리워하/VV+고/EC
그	그/MMD
빈자리를	빈자리/NNG+를/JKO
아쉬워하는	아쉬워하/VV+는/ETM
사람들을	사람/NNG+들/XSN+을/JKO
위해	위하/VV+아/EC
탄생했다”라고	탄생/NNG+하/XSV+았/EP+다/EF+”/SS+라고/JKQ
설명했다.	설명/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.22.1
바보의나눔은 직접 사업은 하지 않는다.

바보의나눔은	바보의나눔/NNP+은/JX
직접	직접/MAG
사업은	사업/NNG+은/JX
하지	하/VV+지/EC
않는다.	않/VX+는다/EF+./SF


# id : NWRW1800000026.406.22.2
대신 후원자들의 후원금을 모아 여러 단체에 배분하는 ‘모금전문법인’으로 활동하고 있다.

대신	대신/NNG
후원자들의	후원자/NNG+들/XSN+의/JKG
후원금을	후원금/NNG+을/JKO
모아	모으/VV+아/EC
여러	여러/MMN
단체에	단체/NNG+에/JKB
배분하는	배분/NNG+하/XSV+는/ETM
‘모금전문법인’으로	‘/SS+모금/NNG+전문/NNG+법인/NNG+’/SS+으로/JKB
활동하고	활동/NNG+하/XSV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.22.3
내년 초까지 후원금 ‘배분위원회’를 구성해서 이후 본격적인 배분사업을 실시할 예정이다.

내년	내년/NNG
초까지	초/NNB+까지/JX
후원금	후원금/NNG
‘배분위원회’를	‘/SS+배분/NNG+위원회/NNG+’/SS+를/JKO
구성해서	구성/NNG+하/XSV+아서/EC
이후	이후/NNG
본격적인	본격/NNG+적/XSN+이/VCP+ㄴ/ETM
배분사업을	배분/NNG+사업/NNG+을/JKO
실시할	실시/NNG+하/XSV+ㄹ/ETM
예정이다.	예정/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.23.1
대표적인 모금사업은 ‘100만인 만세운동’이다.

대표적인	대표/NNG+적/XSN+이/VCP+ㄴ/ETM
모금사업은	모금/NNG+사업/NNG+은/JX
‘100만인	‘/SS+100/SN+만/NR+인/NNG
만세운동’이다.	만세/NNG+운동/NNG+’/SS+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.23.2
100만인 만세 운동은 ‘매달 1만원씩 100만명이 후원하자’는 취지의 소액중심 개인나눔 운동이다.

100만인	100/SN+만/NR+인/NNG
만세	만세/NNG
운동은	운동/NNG+은/JX
‘매달	‘/SS+매달/MAG
1만원씩	1/SN+만/NR+원/NNB+씩/XSN
100만명이	100/SN+만/NR+명/NNB+이/JKS
후원하자’는	후원/NNG+하/XSV+자/EF+’/SS+는/ETM
취지의	취지/NNG+의/JKG
소액중심	소액/NNG+중심/NNG
개인나눔	개인/NNG+나누/VV+ㅁ/ETN
운동이다.	운동/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000026.406.23.3
이 밖에 결혼·승진·출산 등 특별한 날에 기부하는 ‘생애주기나눔운동’, 유산을 기부하는 ‘유산기부운동’ 등을 펼치고 있다.

이	이/MMD
밖에	밖/NNG+에/JKB
결혼·승진·출산	결혼/NNG+·/SP+승진/NNG+·/SP+출산/NNG
등	등/NNB
특별한	특별/NNG+하/XSA+ㄴ/ETM
날에	날/NNG+에/JKB
기부하는	기부/NNG+하/XSV+는/ETM
‘생애주기나눔운동’,	‘/SS+생애/NNG+주기/NNG+나누/VV+ㅁ/ETN+운동/NNG+’/SS+,/SP
유산을	유산/NNG+을/JKO
‘유산기부운동’	‘/SS+유산/NNG+기부/NNG+운동/NNG+’/SS
등을	등/NNB+을/JKO
펼치고	펼치/VV+고/EC
있다.	있/VX+다/EF+./SF


# id : NWRW1800000026.406.23.4
이동원 사무국장 신부는 “이번 캠페인을 통해 얻어지는 후원금은 다문화가정과 미혼모 지원 기관을 위해 사용할 예정”이라며 “추기경님이 행하셨던 ‘나눔 실천’이라는 큰 뜻을 살릴 것”이라고 말했다.

이동원	이동원/NNP
사무국장	사무국장/NNG
신부는	신부/NNG+는/JX
“이번	“/SS+이번/NNG
캠페인을	캠페인/NNG+을/JKO
통해	통하/VV+아/EC
얻어지는	얻/VV+어/EC+지/VX+는/ETM
후원금은	후원금/NNG+은/JX
다문화가정과	다문화/NNG+가정/NNG+과/JC
미혼모	미혼모/NNG
지원	지원/NNG
기관을	기관/NNG+을/JKO
위해	위하/VV+아/EC
사용할	사용/NNG+하/XSV+ㄹ/ETM
예정”이라며	예정/NNG+”/SS+이/VCP+라며/EC
“추기경님이	“/SS+추기경/NNG+님/XSN+이/JKS
행하셨던	행하/VV+시/EP+었/EP+던/ETM
‘나눔	‘/SS+나누/VV+ㅁ/ETN
실천’이라는	실천/NNG+’/SS+이/VCP+라는/ETM
큰	크/VA+ㄴ/ETM
뜻을	뜻/NNG+을/JKO
살릴	살리/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000026.406.23.5
문의 02)727-2507

문의	문의/NNG
02)727-2507	02/SN+)/SS+727/SN+-/SO+2507/SN


