# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000024.463
metadata : {}


# id : NWRW1800000024.463.1.1
서울에서 제주까지…‘전통주 대표선수’가 뛴다

서울에서	서울/NNP+에서/JKB
들어가서	들어가/VV+아서/EC
이강주(梨薑酒)라는	이강주/NNG+(/SS+梨薑酒/SH+)/SS+이/VCP+라는/ETM
이름이	이름/NNG+이/JKS
붙었다.	붙/VV+었/EP+다/EF+./SF


# id : NWRW1800000024.463.10.3
평양의 ‘감홍로’, 전북 정읍의 ‘죽력고’와 함께 최고의 술로 일컬어졌다.

평양의	평양/NNP+의/JKG
‘감홍로’,	‘/SS+감홍로/NNG+’/SS+,/SP
전북	전북/NNP
정읍의	정읍/NNP+의/JKG
‘죽력고’와	‘/SS+죽력고/NNG+’/SS+와/JKB
함께	함께/MAG
최고의	최고/NNG+의/JKG
술로	술/NNG+로/JKB
일컬어졌다.	일컫/VV+어/EC+지/VX+었/EP+다/EF+./SF


# id : NWRW1800000024.463.10.4
조선시대 말기 고종이 ‘한미 통상조약’을 체결할 때, 통상 항목 가운데 우리나라를 대표하는 술로 언급되기도 했다.

조선시대	조선시대/NNG
말기	말기/NNG
고종이	고종/NNP+이/JKS
‘한미	‘/SS+한미/NNP
통상조약’을	통상/NNG+조약/NNG+’/SS+을/JKO
체결할	체결/NNG+하/XSV+ㄹ/ETM
때,	때/NNG+,/SP
통상	통상/NNG
항목	항목/NNG
가운데	가운데/NNG
우리나라를	우리나라/NNG+를/JKO
대표하는	대표/NNG+하/XSV+는/ETM
술로	술/NNG+로/JKB
언급되기도	언급/NNG+되/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000024.463.11.1
제주에는 ‘오메기 술’이 유명하다.

제주에는	제주/NNP+에/JKB+는/JX
‘오메기	‘/SS+오메기/NNG
술’이	술/NNG+’/SS+이/JKS
유명하다.	유명/NNG+하/XSA+다/EF+./SF


# id : NWRW1800000024.463.11.2
술독에 오메기 떡(차조가루로 빚어 삶아 콩고물을 묻힌 제주 지방 향토 떡)을 담가둔 뒤, 윗부분만 떠먹는 술로 제주에서는 ‘청주’라고도 했다.

술독에	술독/NNG+에/JKB
오메기	오메기/NNG
떡(차조가루로	떡/NNG+(/SS+차조/NNG+가루/NNG+로/JKB
빚어	빚/VV+어/EC
삶아	삶/VV+아/EC
콩고물을	콩고물/NNG+을/JKO
묻힌	묻히/VV+ㄴ/ETM
제주	제주/NNP
지방	지방/NNG
향토	향토/NNG
떡)을	떡/NNG+)/SS+을/JKO
담가둔	담그/VV+아/EC+두/VX+ㄴ/ETM
뒤,	뒤/NNG+,/SP
윗부분만	윗부분/NNG+만/JX
떠먹는	떠먹/VV+는/ETM
술로	술/NNG+로/JKB
제주에서는	제주/NNP+에서/JKB+는/JX
‘청주’라고도	‘/SS+청주/NNG+’/SS+라고/JKQ+도/JX
했다.	하/VV+았/EP+다/EF+./SF


# id : NWRW1800000024.463.11.3
새해에 세배할 때나 귀한 손님이 왔을 때 내던 술로 전해온다.

새해에	새해/NNG+에/JKB
세배할	세배/NNG+하/XSV+ㄹ/ETM
때나	때/NNG+나/JC
귀한	귀하/VA+ㄴ/ETM
손님이	손/NNG+님/XSN+이/JKS
왔을	오/VV+았/EP+을/ETM
때	때/NNG
내던	내/VV+던/ETM
술로	술/NNG+로/JKB
전해온다.	전하/VV+아/EC+오/VX+ㄴ다/EF+./SF


