# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000021.346
metadata : {}


# id : NWRW1800000021.346.1.1
[Level-up KOREA]하늘에서 지상에서… 선진한국으로 가는 성장엔진 풀∼가동

[Level-up	[/SS+Level/SL+-/SO+up/SL
현대모비스를	현대모비스/NNP+를/JKO
세계적인	세계/NNG+적/XSN+이/VCP+ㄴ/ETM
자동차	자동차/NNG
섀시전자	섀시/NNG+전자/NNG
시스템	시스템/NNG
및	및/MAG
전장업체로	전장/NNG+업체/NNG+로/JKB
집중	집중/NNG
육성한다는	육성/NNG+하/XSV+ㄴ다는/ETM
전략을	전략/NNG+을/JKO
갖고	갖/VV+고/EC
있다”고	있/VX+다/EF+”/SS+고/JKQ
전했다.	전하/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.14.1
■ 희망자 전원 복직… 회생의 희망 부푼 꿈

■	■/SW
희망자	희망자/NNG
전원	전원/NNG
복직…	복직/NNG+…/SE
회생의	회생/NNG+의/JKG
희망	희망/NNG
부푼	부풀/VV+ㄴ/ETM
꿈	꿈/NNG


# id : NWRW1800000021.346.15.1
GM대우자동차의 전신인 대우자동차는 2002년 미국 제너럴모터스(GM)에 인수될 당시만 해도 재기를 장담할 수 없는 상황이었다.

GM대우자동차의	GM대우자동차/NNP+의/JKG
전신인	전신/NNG+이/VCP+ㄴ/ETM
대우자동차는	대우자동차/NNP+는/JX
2002년	2002/SN+년/NNB
미국	미국/NNP
제너럴모터스(GM)에	제너럴모터스/NNP+(/SS+GM/SL+)/SS+에/JKB
인수될	인수/NNG+되/XSV+ㄹ/ETM
당시만	당시/NNG+만/JX
해도	하/VV+아도/EC
재기를	재기/NNG+를/JKO
장담할	장담/NNG+하/XSV+ㄹ/ETM
수	수/NNB
없는	없/VA+는/ETM
상황이었다.	상황/NNG+이/VCP+었/EP+다/EF+./SF


# id : NWRW1800000021.346.15.2
대우차는 2000년 말 경영 악화로 법정관리에 들어갔으며, 2001년에는 1725명에 대한 정리해고를 강행했다.

대우차는	대우차/NNP+는/JX
2000년	2000/SN+년/NNB
말	말/NNB
경영	경영/NNG
악화로	악화/NNG+로/JKB
법정관리에	법정/NNG+관리/NNG+에/JKB
들어갔으며,	들어가/VV+았/EP+으며/EC+,/SP
2001년에는	2001/SN+년/NNB+에/JKB+는/JX
1725명에	1725/SN+명/NNB+에/JKB
대한	대하/VV+ㄴ/ETM
정리해고를	정리/NNG+해고/NNG+를/JKO
강행했다.	강행/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.15.3
구조조정에 반발한 노동조합은 공장을 점거해 농성을 벌였고 이는 폭력 사태로 이어졌다.

구조조정에	구조/NNG+조정/NNG+에/JKB
반발한	반발/NNG+하/XSV+ㄴ/ETM
노동조합은	노동조합/NNG+은/JX
공장을	공장/NNG+을/JKO
점거해	점거/NNG+하/XSV+아/EC
농성을	농성/NNG+을/JKO
벌였고	벌이/VV+었/EP+고/EC
이는	이/NP+는/JX
폭력	폭력/NNG
사태로	사태/NNG+로/JKB
이어졌다.	이어지/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.16.1
그러나 2002년 10월 출범한 GM대우차는 빠르게 경쟁력을 회복했다.

그러나	그러나/MAJ
2002년	2002/SN+년/NNB
10월	10/SN+월/NNB
출범한	출범/NNG+하/XSV+ㄴ/ETM
GM대우차는	GM대우차/NNP+는/JX
빠르게	빠르/VA+게/EC
경쟁력을	경쟁력/NNG+을/JKO
회복했다.	회복/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.16.2
완성차 기준으로 내수와 수출을 합한 판매량은 2002년 28만여 대에서 2007년 93만여 대로 크게 증가했다.

완성차	완성차/NNG
기준으로	기준/NNG+으로/JKB
내수와	내수/NNG+와/JC
수출을	수출/NNG+을/JKO
합한	합/NNG+하/XSV+ㄴ/ETM
판매량은	판매량/NNG+은/JX
2002년	2002/SN+년/NNB
28만여	28/SN+만/NR+여/XSN
대에서	대/NNB+에서/JKB
2007년	2007/SN+년/NNB
93만여	93/SN+만/NR+여/XSN
대로	대/NNB+로/JKB
크게	크/VA+게/EC
증가했다.	증가/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.16.3
정리 해고했던 직원도 단계적으로 복직시켜 2006년에는 희망자 1609명이 모두 다시 GM대우차에서 일할 수 있게 됐다.

정리	정리/NNG
해고했던	해고/NNG+하/XSV+았/EP+던/ETM
직원도	직원/NNG+도/JX
단계적으로	단계/NNG+적/XSN+으로/JKB
복직시켜	복직/NNG+시키/XSV+어/EC
2006년에는	2006/SN+년/NNB+에/JKB+는/JX
희망자	희망자/NNG
1609명이	1609/SN+명/NNB+이/JKS
모두	모두/MAG
다시	다시/MAG
GM대우차에서	GM대우차/NNP+에서/JKB
일할	일/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있게	있/VA+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.17.1
1990년대 후반 대우자동차 사업장은 노사분규가 극심했으나 2002년과 2003년, 2005년에는 파업 시간이 전무할 정도로 노사상생 기업으로 거듭났다.

1990년대	1990/SN+년대/NNB
후반	후반/NNG
대우자동차	대우자동차/NNP
사업장은	사업장/NNG+은/JX
노사분규가	노사/NNG+분규/NNG+가/JKS
극심했으나	극심하/VA+았/EP+으나/EC
2002년과	2002/SN+년/NNB+과/JC
2003년,	2003/SN+년/NNB+,/SP
2005년에는	2005/SN+년/NNB+에/JKB+는/JX
파업	파업/NNG
시간이	시간/NNG+이/JKS
전무할	전무/NNG+하/XSA+ㄹ/ETM
정도로	정도/NNG+로/JKB
노사상생	노사/NNG+상생/NNG
기업으로	기업/NNG+으로/JKB
거듭났다.	거듭나/VV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.17.2
2006년 7월에는 파업 중이던 현대자동차를 제치고 월별 판매실적 1위를 기록하기도 했다.

2006년	2006/SN+년/NNB
7월에는	7/SN+월/NNB+에/JKB+는/JX
파업	파업/NNG
중이던	중/NNB+이/VCP+던/ETM
현대자동차를	현대자동차/NNP+를/JKO
제치고	제치/VV+고/EC
월별	월/NNG+별/XSN
판매실적	판매/NNG+실적/NNG
1위를	1/SN+위/NNB+를/JKO
기록하기도	기록/NNG+하/XSV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.346.17.3
GM대우차 노사는 경영 환경이 좋지 않은 올해에는 임금동결에 합의했다.

GM대우차	GM대우차/NNP
노사는	노사/NNG+는/JX
경영	경영/NNG
환경이	환경/NNG+이/JKS
좋지	좋/VA+지/EC
않은	않/VX+은/ETM
올해에는	올해/NNG+에/JKB+는/JX
임금동결에	임금/NNG+동결/NNG+에/JKB
합의했다.	합의/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.18.1
세계 경제위기가 닥치면서 지난해 GM대우차의 내수 및 수출 판매 실적은 88만여 대로 전년도인 2007년에 비해 다소 줄었다.

세계	세계/NNG
경제위기가	경제/NNG+위기/NNG+가/JKS
닥치면서	닥치/VV+면서/EC
지난해	지난해/NNG
GM대우차의	GM대우차/NNP+의/JKG
내수	내수/NNG
및	및/MAG
수출	수출/NNG
판매	판매/NNG
실적은	실적/NNG+은/JX
88만여	88/SN+만/NR+여/XSN
대로	대/NNB+로/JKB
전년도인	전년도/NNG+이/VCP+ㄴ/ETM
2007년에	2007/SN+년/NNB+에/JKB
비해	비/NNG+하/XSV+아/EC
다소	다소/MAG
줄었다.	줄/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.18.2
본사인 GM의 파산과 GM대우차의 유동성 위기를 겪으면서 2002∼2007년 올린 눈부신 실적도 다소 퇴색하게 됐다.

본사인	본사/NNG+이/VCP+ㄴ/ETM
GM의	GM/SL+의/JKG
파산과	파산/NNG+과/JC
GM대우차의	GM대우차/NNP+의/JKG
유동성	유동/NNG+성/XSN
위기를	위기/NNG+를/JKO
겪으면서	겪/VV+으면서/EC
2002∼2007년	2002/SN+∼/SO+2007/SN+년/NNB
올린	올리/VV+ㄴ/ETM
눈부신	눈부시/VA+ㄴ/ETM
실적도	실적/NNG+도/JX
다소	다소/MAG
퇴색하게	퇴색/NNG+하/XSV+게/EC
됐다.	되/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.19.1
지난해 말부터 올해 초까지 환차손으로 인해 벌어진 자금난은 GM대우차로서는 억울한 구석이 없지 않다.

지난해	지난해/NNG
말부터	말/NNB+부터/JX
올해	올해/NNG
초까지	초/NNB+까지/JX
환차손으로	환차손/NNG+으로/JKB
인해	인/NNG+하/XSV+아/EC
벌어진	벌어지/VV+ㄴ/ETM
자금난은	자금난/NNG+은/JX
GM대우차로서는	GM대우차/NNP+로서/JKB+는/JX
억울한	억울/NNG+하/XSA+ㄴ/ETM
구석이	구석/NNG+이/JKS
없지	없/VA+지/EC
않다.	않/VX+다/EF+./SF


# id : NWRW1800000021.346.19.2
환율변동으로 야기되는 위험부담을 덜기 위해 달러를 매개로 원화를 거래하면서 미래의 일정 시점에 특정 가격으로 달러를 사고팔겠다는 약정을 맺는 선물환 거래는 GM대우차뿐 아니라 많은 수출 기업들이 활용하는 방식이다.

환율변동으로	환율/NNG+변동/NNG+으로/JKB
야기되는	야기/NNG+되/XSV+는/ETM
위험부담을	위험/NNG+부담/NNG+을/JKO
덜기	덜/VV+기/ETN
위해	위하/VV+아/EC
달러를	달러/NNG+를/JKO
매개로	매개/NNG+로/JKB
원화를	원화/NNG+를/JKO
거래하면서	거래/NNG+하/XSV+면서/EC
미래의	미래/NNG+의/JKG
일정	일정/NNG
시점에	시점/NNG+에/JKB
특정	특정/NNG
가격으로	가격/NNG+으로/JKB
사고팔겠다는	사고팔/VV+겠/EP+다는/ETM
약정을	약정/NNG+을/JKO
맺는	맺/VV+는/ETM
선물환	선물환/NNG
거래는	거래/NNG+는/JX
GM대우차뿐	GM대우차/NNP+뿐/JX
아니라	아니/VCN+라/EC
많은	많/VA+은/ETM
수출	수출/NNG
기업들이	기업/NNG+들/XSN+이/JKS
활용하는	활용/NNG+하/XSV+는/ETM
방식이다.	방식/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000021.346.19.3
업계 관계자는 “한국 여론은 GM대우차가 환율 변동을 예상하지 못해 막대한 손실이 난 것을 비난하고 있지만 GM으로서는 오히려 한국 정부에 그렇게 극심한 변동이 생길 정도로 환율 관리를 못한 점을 항의하고 싶은 심정일 것”이라고 말했다.

업계	업계/NNG
관계자는	관계자/NNG+는/JX
“한국	“/SS+한국/NNP
여론은	여론/NNG+은/JX
GM대우차가	GM대우차/NNP+가/JKS
환율	환율/NNG
변동을	변동/NNG+을/JKO
예상하지	예상/NNG+하/XSV+지/EC
못해	못하/VX+아/EC
막대한	막대하/VA+ㄴ/ETM
손실이	손실/NNG+이/JKS
난	나/VV+ㄴ/ETM
것을	것/NNB+을/JKO
비난하고	비난/NNG+하/XSV+고/EC
있지만	있/VX+지만/EC
GM으로서는	GM/SL+으로서/JKB+는/JX
오히려	오히려/MAG
한국	한국/NNP
정부에	정부/NNG+에/JKB
그렇게	그렇/VA+게/EC
극심한	극심하/VA+ㄴ/ETM
변동이	변동/NNG+이/JKS
생길	생기/VV+ㄹ/ETM
정도로	정도/NNG+로/JKB
관리를	관리/NNG+를/JKO
못한	못/MAG+하/XSV+ㄴ/ETM
점을	점/NNG+을/JKO
항의하고	항의/NNG+하/XSV+고/EC
싶은	싶/VX+은/ETM
심정일	심정/NNG+이/VCP+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


# id : NWRW1800000021.346.20.1
산업은행과 자동차업계에 따르면 GM대우차는 최근 환율이 안정세를 보이면서 환차손을 크게 해소했고 유동성 위기도 사실상 벗어난 것으로 알려졌다.

산업은행과	산업은행/NNP+과/JKB
자동차업계에	자동차업/NNG+계/XSN+에/JKB
따르면	따르/VV+면/EC
GM대우차는	GM대우차/NNP+는/JX
최근	최근/NNG
환율이	환율/NNG+이/JKS
안정세를	안정세/NNG+를/JKO
보이면서	보이/VV+면서/EC
환차손을	환차손/NNG+을/JKO
크게	크/VA+게/EC
해소했고	해소/NNG+하/XSV+았/EP+고/EC
유동성	유동/NNG+성/XSN
위기도	위기/NNG+도/JX
사실상	사실/NNG+상/XSN
벗어난	벗어나/VV+ㄴ/ETM
것으로	것/NNB+으로/JKB
알려졌다.	알려지/VV+었/EP+다/EF+./SF


# id : NWRW1800000021.346.20.2
국내외 판매도 증가하면서 지난달에는 완성차 기준으로 모두 5만7000여 대를 팔아 올해 월간 최대 판매실적을 올리기도 했다.

국내외	국내외/NNG
판매도	판매/NNG+도/JX
증가하면서	증가/NNG+하/XSV+면서/EC
지난달에는	지난달/NNG+에/JKB+는/JX
완성차	완성차/NNG
기준으로	기준/NNG+으로/JKB
모두	모두/MAG
5만7000여	5/SN+만/NR+7000/SN+여/XSN
대를	대/NNB+를/JKO
팔아	팔/VV+아/EC
올해	올해/NNG
월간	월간/NNG
최대	최대/NNG
판매실적을	판매/NNG+실적/NNG+을/JKO
올리기도	올리/VV+기/ETN+도/JX
했다.	하/VX+았/EP+다/EF+./SF


# id : NWRW1800000021.346.20.3
이달 한국을 방문했던 프리츠 헨더슨 GM 최고경영자(CEO)는 “GM대우차는 GM 내에서 시장의 변화를 주도할 기업”이라며 “앞으로 GM그룹 안에서 GM대우차의 역할과 중요성은 더욱 커질 것”이라고 말했다.

이달	이달/NNG
한국을	한국/NNP+을/JKO
방문했던	방문/NNG+하/XSV+았/EP+던/ETM
프리츠	프리츠/NNP
헨더슨	헨더슨/NNP
GM	GM/SL
최고경영자(CEO)는	최고/NNG+경영자/NNG+(/SS+CEO/SL+)/SS+는/JX
“GM대우차는	“/SS+GM대우차/NNP+는/JX
내에서	내/NNB+에서/JKB
시장의	시장/NNG+의/JKG
변화를	변화/NNG+를/JKO
주도할	주도/NNG+하/XSV+ㄹ/ETM
기업”이라며	기업/NNG+”/SS+이/VCP+라며/EC
“앞으로	“/SS+앞/NNG+으로/JKB
GM그룹	GM그룹/NNP
안에서	안/NNG+에서/JKB
GM대우차의	GM대우차/NNP+의/JKG
역할과	역할/NNG+과/JC
중요성은	중요/NNG+성/XSN+은/JX
더욱	더욱/MAG
커질	커지/VV+ㄹ/ETM
것”이라고	것/NNB+”/SS+이라고/JKQ
말했다.	말/NNG+하/XSV+았/EP+다/EF+./SF


